County,State,State_FIPS,County_FIPS,high_school_grads
Chicot County,Arkansas,05,017,2653
Clark County,Arkansas,05,019,4106
Clay County,Arkansas,05,021,3565
Cleburne County,Arkansas,05,023,5657
Cleveland County,Arkansas,05,025,2246
Columbia County,Arkansas,05,027,5229
Conway County,Arkansas,05,029,5305
Craighead County,Arkansas,05,031,16768
Crawford County,Arkansas,05,033,11685
Crittenden County,Arkansas,05,035,9293
Cross County,Arkansas,05,037,4824
Dallas County,Arkansas,05,039,2544
Desha County,Arkansas,05,041,3049
Drew County,Arkansas,05,043,3541
Faulkner County,Arkansas,05,045,17848
Franklin County,Arkansas,05,047,3822
Fulton County,Arkansas,05,049,3274
Garland County,Arkansas,05,051,18477
Grant County,Arkansas,05,053,4156
Greene County,Arkansas,05,055,9133
Hempstead County,Arkansas,05,057,4795
Hot Spring County,Arkansas,05,059,7196
Howard County,Arkansas,05,061,3130
Independence County,Arkansas,05,063,8085
Izard County,Arkansas,05,065,3098
Jackson County,Arkansas,05,067,4342
Jefferson County,Arkansas,05,069,15553
Johnson County,Arkansas,05,071,5333
Lafayette County,Arkansas,05,073,1879
Lawrence County,Arkansas,05,075,4056
Lee County,Arkansas,05,077,2407
Lincoln County,Arkansas,05,079,2790
Little River County,Arkansas,05,081,3024
Logan County,Arkansas,05,083,5303
Lonoke County,Arkansas,05,085,12525
Madison County,Arkansas,05,087,3760
Marion County,Arkansas,05,089,4224
Miller County,Arkansas,05,091,9252
Mississippi County,Arkansas,05,093,8753
Monroe County,Arkansas,05,095,1687
Montgomery County,Arkansas,05,097,2089
Nevada County,Arkansas,05,099,1994
Newton County,Arkansas,05,101,2022
Ouachita County,Arkansas,05,103,6407
Perry County,Arkansas,05,105,2567
Phillips County,Arkansas,05,107,3473
Pike County,Arkansas,05,109,2129
Poinsett County,Arkansas,05,111,5588
Polk County,Arkansas,05,113,4335
Pope County,Arkansas,05,115,10844
Prairie County,Arkansas,05,117,2459
Pulaski County,Arkansas,05,119,60748
Randolph County,Arkansas,05,121,3850
Saint Francis County,Arkansas,05,123,5635
Saline County,Arkansas,05,125,21811
Scott County,Arkansas,05,127,2530
Searcy County,Arkansas,05,129,1868
Sebastian County,Arkansas,05,131,21336
Sevier County,Arkansas,05,133,2782
Sharp County,Arkansas,05,135,4794
Stone County,Arkansas,05,137,2779
Union County,Arkansas,05,139,8640
Van Buren County,Arkansas,05,141,3939
Washington County,Arkansas,05,143,29191
White County,Arkansas,05,145,14749
Woodruff County,Arkansas,05,147,2005
Yell County,Arkansas,05,149,4794
Alameda County,California,06,001,183121
Alpine County,California,06,003,153
Amador County,California,06,005,7117
Butte County,California,06,007,27686
Calaveras County,California,06,009,8778
Colusa County,California,06,011,2817
Contra Costa County,California,06,013,122120
Del Norte County,California,06,015,4801
El Dorado County,California,06,017,25197
Fresno County,California,06,019,108324
Glenn County,California,06,021,3821
Humboldt County,California,06,023,20433
Imperial County,California,06,025,19162
Inyo County,California,06,027,3795
Kern County,California,06,029,110349
Kings County,California,06,031,19801
Lake County,California,06,033,11463
Lassen County,California,06,035,4168
Los Angeles County,California,06,037,1200170
Madera County,California,06,039,18523
Marin County,California,06,041,19766
Mariposa County,California,06,043,3654
Mendocino County,California,06,045,13984
Merced County,California,06,047,30273
Modoc County,California,06,049,1643
Mono County,California,06,051,1788
Monterey County,California,06,053,43693
Napa County,California,06,055,16011
Nevada County,California,06,057,14148
Orange County,California,06,059,323655
Placer County,California,06,061,42852
Plumas County,California,06,063,3182
Riverside County,California,06,065,300963
Sacramento County,California,06,067,171767
San Benito County,California,06,069,6914
San Bernardino County,California,06,071,281168
San Diego County,California,06,073,339413
San Francisco County,California,06,075,76800
San Joaquin County,California,06,077,91172
San Luis Obispo County,California,06,079,33142
San Mateo County,California,06,081,78690
Santa Barbara County,California,06,083,40390
Santa Clara County,California,06,085,169305
Santa Cruz County,California,06,087,23347
Shasta County,California,06,089,27386
Sierra County,California,06,091,746
Siskiyou County,California,06,093,7546
Solano County,California,06,095,56534
Sonoma County,California,06,097,58850
Stanislaus County,California,06,099,74858
Sutter County,California,06,101,12110
Tehama County,California,06,103,10450
Trinity County,California,06,105,2250
Tulare County,California,06,107,52703
Tuolumne County,California,06,109,10362
Ventura County,California,06,111,90455
Yolo County,California,06,113,18988
Yuba County,California,06,115,8498
Alamosa County,Colorado,08,003,2006
Archuleta County,Colorado,08,007,1862
Baca County,Colorado,08,009,777
Bent County,Colorado,08,011,1244
Chaffee County,Colorado,08,015,3183
Cheyenne County,Colorado,08,017,385
Clear Creek County,Colorado,08,019,1508
Conejos County,Colorado,08,021,1553
Costilla County,Colorado,08,023,656
Crowley County,Colorado,08,025,813
Custer County,Colorado,08,027,889
Delta County,Colorado,08,029,6933
Dolores County,Colorado,08,033,489
Douglas County,Colorado,08,035,22125
Eagle County,Colorado,08,037,5420
Elbert County,Colorado,08,039,4098
El Paso County,Colorado,08,041,71411
Fremont County,Colorado,08,043,9065
Garfield County,Colorado,08,045,7749
Gilpin County,Colorado,08,047,844
Grand County,Colorado,08,049,2671
Gunnison County,Colorado,08,051,1393
Huerfano County,Colorado,08,055,1144
Jackson County,Colorado,08,057,355
Kiowa County,Colorado,08,061,214
Kit Carson County,Colorado,08,063,1477
Lake County,Colorado,08,065,827
La Plata County,Colorado,08,067,5908
Larimer County,Colorado,08,069,30929
Las Animas County,Colorado,08,071,2482
Lincoln County,Colorado,08,073,1106
Logan County,Colorado,08,075,4094
Mesa County,Colorado,08,077,23990
Moffat County,Colorado,08,081,2627
Montezuma County,Colorado,08,083,4269
Montrose County,Colorado,08,085,7866
Morgan County,Colorado,08,087,4731
Otero County,Colorado,08,089,2855
Ouray County,Colorado,08,091,667
Park County,Colorado,08,093,2452
Phillips County,Colorado,08,095,786
Pitkin County,Colorado,08,097,1265
Prowers County,Colorado,08,099,1809
Pueblo County,Colorado,08,101,24317
Rio Blanco County,Colorado,08,103,1379
Rio Grande County,Colorado,08,105,2069
Routt County,Colorado,08,107,2424
Saguache County,Colorado,08,109,1023
San Miguel County,Colorado,08,113,890
Sedgwick County,Colorado,08,115,499
Summit County,Colorado,08,117,3023
Teller County,Colorado,08,119,4008
Washington County,Colorado,08,121,992
Yuma County,Colorado,08,125,2042
Adams County,Colorado,08,001,67282
Arapahoe County,Colorado,08,005,67420
Boulder County,Colorado,08,013,20636
Broomfield County,Colorado,08,014,5475
Denver County,Colorado,08,031,63560
Jefferson County,Colorado,08,059,66609
Weld County,Colorado,08,123,34412
Fairfield County,Connecticut,09,001,129301
Hartford County,Connecticut,09,003,147185
Litchfield County,Connecticut,09,005,37261
Middlesex County,Connecticut,09,007,28983
New Haven County,Connecticut,09,009,157340
New London County,Connecticut,09,011,51748
Tolland County,Connecticut,09,013,22823
Windham County,Connecticut,09,015,24740
Kent County,Delaware,10,001,31065
New Castle County,Delaware,10,003,92601
Sussex County,Delaware,10,005,46934
Alachua County,Florida,12,001,25358
Baker County,Florida,12,003,6848
Bay County,Florida,12,005,28703
Bradford County,Florida,12,007,5878
Brevard County,Florida,12,009,99185
Broward County,Florida,12,011,300646
Calhoun County,Florida,12,013,3003
Charlotte County,Florida,12,015,37616
Citrus County,Florida,12,017,35379
Clay County,Florida,12,019,30954
Collier County,Florida,12,021,58275
Columbia County,Florida,12,023,12520
Miami-Dade County,Florida,12,086,435047
DeSoto County,Florida,12,027,6846
Dixie County,Florida,12,029,3493
Duval County,Florida,12,031,140108
Escambia County,Florida,12,033,48271
Flagler County,Florida,12,035,20493
Franklin County,Florida,12,037,2278
Gadsden County,Florida,12,039,9684
Gilchrist County,Florida,12,041,3756
Glades County,Florida,12,043,2930
Gulf County,Florida,12,045,3503
Hamilton County,Florida,12,047,3207
Hardee County,Florida,12,049,4340
Hendry County,Florida,12,051,6594
Hernando County,Florida,12,053,40199
Highlands County,Florida,12,055,22608
Hillsborough County,Florida,12,057,195796
Holmes County,Florida,12,059,4080
Indian River County,Florida,12,061,24181
Jackson County,Florida,12,063,8919
Jefferson County,Florida,12,065,2831
Lafayette County,Florida,12,067,1839
Lake County,Florida,12,069,63728
Lee County,Florida,12,071,129957
Leon County,Florida,12,073,25935
Levy County,Florida,12,075,8945
Liberty County,Florida,12,077,1501
Madison County,Florida,12,079,4120
Manatee County,Florida,12,081,62798
Marion County,Florida,12,083,73671
Martin County,Florida,12,085,25395
Monroe County,Florida,12,087,14487
Nassau County,Florida,12,089,15078
Okaloosa County,Florida,12,091,28530
Okeechobee County,Florida,12,093,6830
Orange County,Florida,12,095,172433
Osceola County,Florida,12,097,52573
Palm Beach County,Florida,12,099,218944
Pasco County,Florida,12,101,97626
Pinellas County,Florida,12,103,178904
Polk County,Florida,12,105,123629
Putnam County,Florida,12,107,15239
Saint Johns County,Florida,12,109,24078
Saint Lucie County,Florida,12,111,56437
Santa Rosa County,Florida,12,113,23336
Sarasota County,Florida,12,115,81667
Seminole County,Florida,12,117,58699
Sumter County,Florida,12,119,22928
Suwannee County,Florida,12,121,9834
Taylor County,Florida,12,123,4220
Union County,Florida,12,125,3154
Volusia County,Florida,12,127,98343
Wakulla County,Florida,12,129,6306
Walton County,Florida,12,131,9801
Washington County,Florida,12,133,5517
Appling County,Georgia,13,001,4545
Atkinson County,Georgia,13,003,1700
Bacon County,Georgia,13,005,2751
Baker County,Georgia,13,007,947
Baldwin County,Georgia,13,009,8360
Banks County,Georgia,13,011,4192
Barrow County,Georgia,13,013,12317
Bartow County,Georgia,13,015,20554
Ben Hill County,Georgia,13,017,3312
Berrien County,Georgia,13,019,3244
Bibb County,Georgia,13,021,27239
Bleckley County,Georgia,13,023,2703
Brantley County,Georgia,13,025,4404
Brooks County,Georgia,13,027,3390
Bryan County,Georgia,13,029,4267
Bulloch County,Georgia,13,031,9256
Burke County,Georgia,13,033,4973
Butts County,Georgia,13,035,5448
Calhoun County,Georgia,13,037,1078
Camden County,Georgia,13,039,7859
Candler County,Georgia,13,043,2442
Carroll County,Georgia,13,045,19873
Catoosa County,Georgia,13,047,10455
Charlton County,Georgia,13,049,2600
Chatham County,Georgia,13,051,41086
Chattahoochee County,Georgia,13,053,909
Chattooga County,Georgia,13,055,5075
Cherokee County,Georgia,13,057,27771
Clarke County,Georgia,13,059,10992
Clay County,Georgia,13,061,790
Clayton County,Georgia,13,063,43686
Clinch County,Georgia,13,065,1356
Cobb County,Georgia,13,067,77306
Coffee County,Georgia,13,069,8470
Colquitt County,Georgia,13,071,8663
Columbia County,Georgia,13,073,17099
Cook County,Georgia,13,075,3678
Coweta County,Georgia,13,077,22202
Crawford County,Georgia,13,079,2524
Crisp County,Georgia,13,081,4514
Dade County,Georgia,13,083,3027
Dawson County,Georgia,13,085,4225
Decatur County,Georgia,13,087,4918
DeKalb County,Georgia,13,089,89920
Dodge County,Georgia,13,091,4728
Dooly County,Georgia,13,093,3488
Dougherty County,Georgia,13,095,14088
Douglas County,Georgia,13,097,22568
Early County,Georgia,13,099,2549
Echols County,Georgia,13,101,856
Effingham County,Georgia,13,103,10483
Elbert County,Georgia,13,105,5457
Emanuel County,Georgia,13,107,4758
Evans County,Georgia,13,109,2299
Fannin County,Georgia,13,111,5763
Fayette County,Georgia,13,113,12999
Floyd County,Georgia,13,115,15534
Forsyth County,Georgia,13,117,19862
Franklin County,Georgia,13,119,4432
Fulton County,Georgia,13,121,100871
Gilmer County,Georgia,13,123,5293
Glascock County,Georgia,13,125,697
Glynn County,Georgia,13,127,12554
Gordon County,Georgia,13,129,9891
Grady County,Georgia,13,131,5477
Greene County,Georgia,13,133,4088
Gwinnett County,Georgia,13,135,104012
Habersham County,Georgia,13,137,7994
Hall County,Georgia,13,139,28332
Hancock County,Georgia,13,141,2332
Haralson County,Georgia,13,143,5544
Harris County,Georgia,13,145,5606
Hart County,Georgia,13,147,5646
Heard County,Georgia,13,149,2167
Henry County,Georgia,13,151,34136
Houston County,Georgia,13,153,20493
Irwin County,Georgia,13,155,2006
Jackson County,Georgia,13,157,11481
Jasper County,Georgia,13,159,3299
Jeff Davis County,Georgia,13,161,3515
Jefferson County,Georgia,13,163,4111
Jenkins County,Georgia,13,165,1440
Johnson County,Georgia,13,167,2081
Jones County,Georgia,13,169,6204
Lamar County,Georgia,13,171,3716
Lanier County,Georgia,13,173,1400
Laurens County,Georgia,13,175,11251
Lee County,Georgia,13,177,4420
Liberty County,Georgia,13,179,9484
Lincoln County,Georgia,13,181,2160
Long County,Georgia,13,183,2279
Lowndes County,Georgia,13,185,16401
Lumpkin County,Georgia,13,187,4782
McDuffie County,Georgia,13,189,4180
McIntosh County,Georgia,13,191,2926
Macon County,Georgia,13,193,3151
Madison County,Georgia,13,195,5998
Marion County,Georgia,13,197,2299
Meriwether County,Georgia,13,199,4798
Miller County,Georgia,13,201,1426
Mitchell County,Georgia,13,205,4880
Monroe County,Georgia,13,207,5278
Montgomery County,Georgia,13,209,2266
Morgan County,Georgia,13,211,3647
Murray County,Georgia,13,213,7175
Muscogee County,Georgia,13,215,26696
Newton County,Georgia,13,217,16367
Oconee County,Georgia,13,219,3370
Oglethorpe County,Georgia,13,221,2812
Paulding County,Georgia,13,223,26333
Peach County,Georgia,13,225,4283
Pickens County,Georgia,13,227,5638
Pierce County,Georgia,13,229,4053
Pike County,Georgia,13,231,3372
Polk County,Georgia,13,233,8218
Pulaski County,Georgia,13,235,2723
Putnam County,Georgia,13,237,4438
Quitman County,Georgia,13,239,575
Rabun County,Georgia,13,241,3153
Randolph County,Georgia,13,243,1901
Richmond County,Georgia,13,245,32270
Rockdale County,Georgia,13,247,13487
Schley County,Georgia,13,249,931
Screven County,Georgia,13,251,3637
Seminole County,Georgia,13,253,1868
Spalding County,Georgia,13,255,12210
Stephens County,Georgia,13,257,5721
Stewart County,Georgia,13,259,1632
Sumter County,Georgia,13,261,5763
Talbot County,Georgia,13,263,1849
Taliaferro County,Georgia,13,265,417
Tattnall County,Georgia,13,267,5324
Taylor County,Georgia,13,269,1798
Telfair County,Georgia,13,271,4032
Terrell County,Georgia,13,273,1811
Thomas County,Georgia,13,275,8713
Tift County,Georgia,13,277,6231
Toombs County,Georgia,13,279,5936
Towns County,Georgia,13,281,2366
Treutlen County,Georgia,13,283,1440
Troup County,Georgia,13,285,11567
Turner County,Georgia,13,287,1584
Twiggs County,Georgia,13,289,2166
Union County,Georgia,13,291,4096
Upson County,Georgia,13,293,5187
Walker County,Georgia,13,295,12094
Walton County,Georgia,13,297,14300
Ware County,Georgia,13,299,7702
Warren County,Georgia,13,301,1569
Washington County,Georgia,13,303,5064
Wayne County,Georgia,13,305,5978
Webster County,Georgia,13,307,806
Wheeler County,Georgia,13,309,1965
White County,Georgia,13,311,5275
Whitfield County,Georgia,13,313,14287
Wilcox County,Georgia,13,315,1978
Wilkes County,Georgia,13,317,2278
Wilkinson County,Georgia,13,319,2395
Worth County,Georgia,13,321,4526
Hawaii County,Hawaii,15,001,37687
Honolulu County,Hawaii,15,003,159818
Kauai County,Hawaii,15,007,12120
Kalawao County,Hawaii,15,005,14
Maui County,Hawaii,15,009,30888
Ada County,Idaho,16,001,45293
Adams County,Idaho,16,003,917
Bannock County,Idaho,16,005,11141
Bear Lake County,Idaho,16,007,1388
Benewah County,Idaho,16,009,2379
Bingham County,Idaho,16,011,7013
Blaine County,Idaho,16,013,2274
Boise County,Idaho,16,015,1275
Bonner County,Idaho,16,017,8022
Bonneville County,Idaho,16,019,13575
Boundary County,Idaho,16,021,2286
Butte County,Idaho,16,023,551
Camas County,Idaho,16,025,187
Canyon County,Idaho,16,027,28372
Caribou County,Idaho,16,029,1515
Cassia County,Idaho,16,031,2735
Clearwater County,Idaho,16,035,1962
Custer County,Idaho,16,037,995
Elmore County,Idaho,16,039,3926
Franklin County,Idaho,16,041,2602
Fremont County,Idaho,16,043,2047
Gem County,Idaho,16,045,3235
Gooding County,Idaho,16,047,2560
Idaho County,Idaho,16,049,4214
Jefferson County,Idaho,16,051,3543
Jerome County,Idaho,16,053,2969
Kootenai County,Idaho,16,055,21309
Latah County,Idaho,16,057,3854
Lemhi County,Idaho,16,059,1438
Lewis County,Idaho,16,061,762
Lincoln County,Idaho,16,063,861
Madison County,Idaho,16,065,2050
Minidoka County,Idaho,16,067,3370
Nez Perce County,Idaho,16,069,7556
Oneida County,Idaho,16,071,902
Owyhee County,Idaho,16,073,2347
Payette County,Idaho,16,075,4118
Power County,Idaho,16,077,1398
Shoshone County,Idaho,16,079,2521
Teton County,Idaho,16,081,1183
Twin Falls County,Idaho,16,083,12167
Valley County,Idaho,16,085,1862
Washington County,Idaho,16,087,1719
Adams County,Illinois,17,001,15038
Alexander County,Illinois,17,003,1623
Bond County,Illinois,17,005,3180
Boone County,Illinois,17,007,10745
Brown County,Illinois,17,009,1438
Bureau County,Illinois,17,011,8758
Calhoun County,Illinois,17,013,1360
Carroll County,Illinois,17,015,4074
Cass County,Illinois,17,017,3528
Champaign County,Illinois,17,019,22716
Christian County,Illinois,17,021,8724
Clark County,Illinois,17,023,3895
Clay County,Illinois,17,025,3426
Clinton County,Illinois,17,027,6915
Coles County,Illinois,17,029,8445
Cook County,Illinois,17,031,744250
Crawford County,Illinois,17,033,3914
Cumberland County,Illinois,17,035,2662
DeKalb County,Illinois,17,037,15037
De Witt County,Illinois,17,039,4463
Douglas County,Illinois,17,041,4339
DuPage County,Illinois,17,043,107846
Edgar County,Illinois,17,045,4425
Edwards County,Illinois,17,047,1484
Effingham County,Illinois,17,049,7408
Fayette County,Illinois,17,051,5287
Ford County,Illinois,17,053,3269
Franklin County,Illinois,17,055,7760
Fulton County,Illinois,17,057,8463
Gallatin County,Illinois,17,059,1191
Greene County,Illinois,17,061,3581
Grundy County,Illinois,17,063,10182
Hamilton County,Illinois,17,065,1719
Hancock County,Illinois,17,067,4700
Hardin County,Illinois,17,069,894
Henderson County,Illinois,17,071,1920
Henry County,Illinois,17,073,10597
Iroquois County,Illinois,17,075,7517
Jackson County,Illinois,17,077,7144
Jasper County,Illinois,17,079,2362
Jefferson County,Illinois,17,081,7548
Jersey County,Illinois,17,083,4817
Jo Daviess County,Illinois,17,085,5714
Johnson County,Illinois,17,087,2319
Kane County,Illinois,17,089,67207
Kankakee County,Illinois,17,091,22021
Kendall County,Illinois,17,093,15370
Knox County,Illinois,17,095,11833
Lake County,Illinois,17,097,83640
LaSalle County,Illinois,17,099,25815
Lawrence County,Illinois,17,101,3467
Lee County,Illinois,17,103,7583
Livingston County,Illinois,17,105,9176
Logan County,Illinois,17,107,5884
McDonough County,Illinois,17,109,4503
McHenry County,Illinois,17,111,49391
McLean County,Illinois,17,113,22944
Macon County,Illinois,17,115,21121
Macoupin County,Illinois,17,117,10629
Madison County,Illinois,17,119,50289
Marion County,Illinois,17,121,7932
Marshall County,Illinois,17,123,3361
Mason County,Illinois,17,125,3421
Massac County,Illinois,17,127,2829
Menard County,Illinois,17,129,3087
Mercer County,Illinois,17,131,4015
Monroe County,Illinois,17,133,6798
Montgomery County,Illinois,17,135,6896
Morgan County,Illinois,17,137,8129
Moultrie County,Illinois,17,139,3520
Ogle County,Illinois,17,141,11163
Peoria County,Illinois,17,143,30545
Perry County,Illinois,17,145,4254
Piatt County,Illinois,17,147,3678
Pike County,Illinois,17,149,4425
Pope County,Illinois,17,151,996
Pulaski County,Illinois,17,153,1110
Putnam County,Illinois,17,155,1400
Randolph County,Illinois,17,157,7896
Richland County,Illinois,17,159,3088
Rock Island County,Illinois,17,161,27407
Saint Clair County,Illinois,17,163,40667
Saline County,Illinois,17,165,4541
Sangamon County,Illinois,17,167,32433
Schuyler County,Illinois,17,169,1760
Scott County,Illinois,17,171,1543
Shelby County,Illinois,17,173,5813
Stark County,Illinois,17,175,1445
Stephenson County,Illinois,17,177,10020
Tazewell County,Illinois,17,179,25732
Union County,Illinois,17,181,3448
Vermilion County,Illinois,17,183,16825
Wabash County,Illinois,17,185,2243
Warren County,Illinois,17,187,3576
Washington County,Illinois,17,189,2873
Wayne County,Illinois,17,191,3285
White County,Illinois,17,193,2950
Whiteside County,Illinois,17,195,12970
Will County,Illinois,17,197,103396
Williamson County,Illinois,17,199,11066
Winnebago County,Illinois,17,201,55146
Woodford County,Illinois,17,203,7060
Adams County,Indiana,18,001,7947
Allen County,Indiana,18,003,60321
Bartholomew County,Indiana,18,005,15417
Benton County,Indiana,18,007,2514
Blackford County,Indiana,18,009,3726
Boone County,Indiana,18,011,9572
Brown County,Indiana,18,013,3579
Carroll County,Indiana,18,015,5253
Cass County,Indiana,18,017,9453
Clark County,Indiana,18,019,22435
Clay County,Indiana,18,021,7098
Clinton County,Indiana,18,023,8714
Crawford County,Indiana,18,025,2986
Daviess County,Indiana,18,027,6934
Dearborn County,Indiana,18,029,12493
Decatur County,Indiana,18,031,7007
DeKalb County,Indiana,18,033,10329
Delaware County,Indiana,18,035,21667
Dubois County,Indiana,18,037,10849
Elkhart County,Indiana,18,039,38463
Fayette County,Indiana,18,041,5737
Floyd County,Indiana,18,043,14694
Fountain County,Indiana,18,045,4874
Franklin County,Indiana,18,047,5918
Fulton County,Indiana,18,049,5377
Gibson County,Indiana,18,051,8268
Grant County,Indiana,18,053,15621
Greene County,Indiana,18,055,7954
Hamilton County,Indiana,18,057,25935
Hancock County,Indiana,18,059,14332
Harrison County,Indiana,18,061,9309
Hendricks County,Indiana,18,063,26805
Henry County,Indiana,18,065,12745
Howard County,Indiana,18,067,17805
Huntington County,Indiana,18,069,8672
Jackson County,Indiana,18,071,11210
Jasper County,Indiana,18,073,8293
Jay County,Indiana,18,075,5933
Jefferson County,Indiana,18,077,6953
Jennings County,Indiana,18,079,7067
Johnson County,Indiana,18,081,27619
Knox County,Indiana,18,083,7913
Kosciusko County,Indiana,18,085,16539
LaGrange County,Indiana,18,087,5529
Lake County,Indiana,18,089,104103
LaPorte County,Indiana,18,091,24824
Lawrence County,Indiana,18,093,11511
Madison County,Indiana,18,095,31003
Marion County,Indiana,18,097,146006
Marshall County,Indiana,18,099,11041
Martin County,Indiana,18,101,2535
Miami County,Indiana,18,103,9122
Monroe County,Indiana,18,105,14691
Montgomery County,Indiana,18,107,9874
Morgan County,Indiana,18,109,15943
Newton County,Indiana,18,111,4181
Noble County,Indiana,18,113,10872
Ohio County,Indiana,18,115,1716
Orange County,Indiana,18,117,4822
Owen County,Indiana,18,119,5644
Parke County,Indiana,18,121,4143
Perry County,Indiana,18,123,5294
Pike County,Indiana,18,125,3877
Porter County,Indiana,18,127,34525
Posey County,Indiana,18,129,6238
Pulaski County,Indiana,18,131,3669
Putnam County,Indiana,18,133,8263
Randolph County,Indiana,18,135,7079
Ripley County,Indiana,18,137,7889
Rush County,Indiana,18,139,4956
Saint Joseph County,Indiana,18,141,47805
Scott County,Indiana,18,143,4890
Shelby County,Indiana,18,145,11235
Spencer County,Indiana,18,147,5728
Starke County,Indiana,18,149,5879
Steuben County,Indiana,18,151,7979
Sullivan County,Indiana,18,153,5258
Switzerland County,Indiana,18,155,2716
Tippecanoe County,Indiana,18,157,23004
Tipton County,Indiana,18,159,4247
Union County,Indiana,18,161,1724
Vanderburgh County,Indiana,18,163,35889
Vermillion County,Indiana,18,165,4123
Vigo County,Indiana,18,167,19428
