County,State,State_FIPS,County_FIPS,poverty_rate
Searcy County,Arkansas,05,129,23.6
Sebastian County,Arkansas,05,131,23.2
Sevier County,Arkansas,05,133,22.1
Sharp County,Arkansas,05,135,23.6
Stone County,Arkansas,05,137,24.6
Union County,Arkansas,05,139,20.4
Van Buren County,Arkansas,05,141,21.4
Washington County,Arkansas,05,143,20.1
White County,Arkansas,05,145,19.0
Woodruff County,Arkansas,05,147,23.5
Yell County,Arkansas,05,149,18.6
Alameda County,California,06,001,12.5
Alpine County,California,06,003,17.5
Amador County,California,06,005,12.8
Butte County,California,06,007,21.9
Calaveras County,California,06,009,12.6
Colusa County,California,06,011,15.0
Contra Costa County,California,06,013,10.9
Del Norte County,California,06,015,21.8
El Dorado County,California,06,017,10.4
Fresno County,California,06,019,26.8
Glenn County,California,06,021,20.8
Humboldt County,California,06,023,21.4
Imperial County,California,06,025,24.0
Inyo County,California,06,027,11.4
Kern County,California,06,029,23.5
Kings County,California,06,031,22.6
Lake County,California,06,033,24.7
Lassen County,California,06,035,16.4
Los Angeles County,California,06,037,18.2
Madera County,California,06,039,23.5
Marin County,California,06,041,8.3
Mariposa County,California,06,043,15.1
Mendocino County,California,06,045,20.4
Merced County,California,06,047,26.1
Modoc County,California,06,049,18.8
Mono County,California,06,051,4.9
Monterey County,California,06,053,17.0
Napa County,California,06,055,10.3
Nevada County,California,06,057,12.7
Orange County,California,06,059,12.8
Placer County,California,06,061,8.9
Plumas County,California,06,063,14.5
Riverside County,California,06,065,16.8
Sacramento County,California,06,067,18.2
San Benito County,California,06,069,10.8
San Bernardino County,California,06,071,19.5
San Diego County,California,06,073,14.5
San Francisco County,California,06,075,13.2
San Joaquin County,California,06,077,18.6
San Luis Obispo County,California,06,079,14.8
San Mateo County,California,06,081,8.0
Santa Barbara County,California,06,083,16.3
Santa Clara County,California,06,085,9.5
Santa Cruz County,California,06,087,15.1
Shasta County,California,06,089,18.0
Sierra County,California,06,091,14.6
Siskiyou County,California,06,093,23.1
Solano County,California,06,095,13.4
Sonoma County,California,06,097,11.7
Stanislaus County,California,06,099,20.3
Sutter County,California,06,101,17.8
Tehama County,California,06,103,19.8
Trinity County,California,06,105,19.5
Tulare County,California,06,107,28.1
Tuolumne County,California,06,109,13.9
Ventura County,California,06,111,11.1
Yolo County,California,06,113,19.9
Yuba County,California,06,115,21.9
Alamosa County,Colorado,08,003,28.9
Archuleta County,Colorado,08,007,11.7
Baca County,Colorado,08,009,20.5
Bent County,Colorado,08,011,25.6
Chaffee County,Colorado,08,015,8.7
Cheyenne County,Colorado,08,017,8.6
Clear Creek County,Colorado,08,019,8.3
Conejos County,Colorado,08,021,18.3
Costilla County,Colorado,08,023,23.7
Crowley County,Colorado,08,025,33.4
Custer County,Colorado,08,027,17.4
Delta County,Colorado,08,029,16.3
Dolores County,Colorado,08,033,21.5
Douglas County,Colorado,08,035,4.0
Eagle County,Colorado,08,037,9.2
Elbert County,Colorado,08,039,7.0
El Paso County,Colorado,08,041,11.8
Fremont County,Colorado,08,043,17.4
Garfield County,Colorado,08,045,12.1
Gilpin County,Colorado,08,047,7.4
Grand County,Colorado,08,049,10.8
Gunnison County,Colorado,08,051,16.9
Huerfano County,Colorado,08,055,18.5
Jackson County,Colorado,08,057,11.7
Kiowa County,Colorado,08,061,13.2
Kit Carson County,Colorado,08,063,16.4
Lake County,Colorado,08,065,11.5
La Plata County,Colorado,08,067,10.6
Larimer County,Colorado,08,069,13.7
Las Animas County,Colorado,08,071,14.9
Lincoln County,Colorado,08,073,16.6
Logan County,Colorado,08,075,16.9
Mesa County,Colorado,08,077,15.6
Moffat County,Colorado,08,081,11.4
Montezuma County,Colorado,08,083,17.9
Montrose County,Colorado,08,085,19.0
Morgan County,Colorado,08,087,11.6
Otero County,Colorado,08,089,24.3
Ouray County,Colorado,08,091,7.8
Park County,Colorado,08,093,7.3
Phillips County,Colorado,08,095,15.3
Pitkin County,Colorado,08,097,9.9
Prowers County,Colorado,08,099,19.0
Pueblo County,Colorado,08,101,19.8
Rio Blanco County,Colorado,08,103,17.4
Rio Grande County,Colorado,08,105,19.2
Routt County,Colorado,08,107,10.2
Saguache County,Colorado,08,109,23.4
San Miguel County,Colorado,08,113,11.2
Sedgwick County,Colorado,08,115,14.4
Summit County,Colorado,08,117,13.7
Teller County,Colorado,08,119,7.5
Washington County,Colorado,08,121,10.4
Yuma County,Colorado,08,125,14.5
Adams County,Colorado,08,001,13.8
Arapahoe County,Colorado,08,005,11.2
Boulder County,Colorado,08,013,14.1
Broomfield County,Colorado,08,014,6.5
Denver County,Colorado,08,031,17.3
Jefferson County,Colorado,08,059,8.5
Weld County,Colorado,08,123,12.9
Fairfield County,Connecticut,09,001,9.0
Hartford County,Connecticut,09,003,11.9
Litchfield County,Connecticut,09,005,7.0
Middlesex County,Connecticut,09,007,6.7
New Haven County,Connecticut,09,009,13.0
New London County,Connecticut,09,011,9.9
Tolland County,Connecticut,09,013,7.0
Windham County,Connecticut,09,015,10.7
Kent County,Delaware,10,001,13.5
New Castle County,Delaware,10,003,11.4
Sussex County,Delaware,10,005,12.6
Alachua County,Florida,12,001,24.3
Baker County,Florida,12,003,18.1
Bay County,Florida,12,005,15.2
Bradford County,Florida,12,007,20.6
Brevard County,Florida,12,009,14.0
Broward County,Florida,12,011,14.5
Calhoun County,Florida,12,013,19.3
Charlotte County,Florida,12,015,12.2
Citrus County,Florida,12,017,17.4
Clay County,Florida,12,019,10.5
Collier County,Florida,12,021,14.1
Columbia County,Florida,12,023,19.9
Miami-Dade County,Florida,12,086,20.4
DeSoto County,Florida,12,027,30.6
Dixie County,Florida,12,029,21.1
Duval County,Florida,12,031,17.3
Escambia County,Florida,12,033,15.8
Flagler County,Florida,12,035,14.8
Franklin County,Florida,12,037,20.3
Gadsden County,Florida,12,039,27.1
Gilchrist County,Florida,12,041,22.8
Glades County,Florida,12,043,20.2
Gulf County,Florida,12,045,14.3
Hamilton County,Florida,12,047,29.3
Hardee County,Florida,12,049,27.4
Hendry County,Florida,12,051,26.4
Hernando County,Florida,12,053,15.9
Highlands County,Florida,12,055,19.4
Hillsborough County,Florida,12,057,17.0
Holmes County,Florida,12,059,27.8
Indian River County,Florida,12,061,14.4
Jackson County,Florida,12,063,22.1
Jefferson County,Florida,12,065,15.9
Lafayette County,Florida,12,067,20.3
Lake County,Florida,12,069,13.9
Lee County,Florida,12,071,16.1
Leon County,Florida,12,073,22.3
Levy County,Florida,12,075,22.0
Liberty County,Florida,12,077,18.4
Madison County,Florida,12,079,25.7
Manatee County,Florida,12,081,15.2
Marion County,Florida,12,083,18.4
Martin County,Florida,12,085,12.1
Monroe County,Florida,12,087,13.4
Nassau County,Florida,12,089,12.9
Okaloosa County,Florida,12,091,13.2
Okeechobee County,Florida,12,093,27.7
Orange County,Florida,12,095,17.8
Osceola County,Florida,12,097,19.5
Palm Beach County,Florida,12,099,14.5
Pasco County,Florida,12,101,14.0
Pinellas County,Florida,12,103,14.4
Polk County,Florida,12,105,18.3
Putnam County,Florida,12,107,28.7
Saint Johns County,Florida,12,109,9.5
Saint Lucie County,Florida,12,111,18.3
Santa Rosa County,Florida,12,113,12.3
Sarasota County,Florida,12,115,11.0
Seminole County,Florida,12,117,12.1
Sumter County,Florida,12,119,10.9
Suwannee County,Florida,12,121,23.9
Taylor County,Florida,12,123,14.7
Union County,Florida,12,125,20.0
Volusia County,Florida,12,127,17.4
Wakulla County,Florida,12,129,14.9
Walton County,Florida,12,131,17.1
Washington County,Florida,12,133,21.5
Appling County,Georgia,13,001,20.9
Atkinson County,Georgia,13,003,28.7
Bacon County,Georgia,13,005,17.9
Baker County,Georgia,13,007,22.9
Baldwin County,Georgia,13,009,31.4
Banks County,Georgia,13,011,16.6
Barrow County,Georgia,13,013,15.2
Bartow County,Georgia,13,015,15.8
Ben Hill County,Georgia,13,017,35.3
Berrien County,Georgia,13,019,26.2
Bibb County,Georgia,13,021,27.4
Bleckley County,Georgia,13,023,23.5
Brantley County,Georgia,13,025,21.0
Brooks County,Georgia,13,027,27.6
Bryan County,Georgia,13,029,13.6
Bulloch County,Georgia,13,031,32.9
Burke County,Georgia,13,033,31.4
Butts County,Georgia,13,035,20.8
Calhoun County,Georgia,13,037,41.6
Camden County,Georgia,13,039,12.8
Candler County,Georgia,13,043,31.8
Carroll County,Georgia,13,045,20.7
Catoosa County,Georgia,13,047,12.5
Charlton County,Georgia,13,049,17.2
Chatham County,Georgia,13,051,19.1
Chattahoochee County,Georgia,13,053,11.5
Chattooga County,Georgia,13,055,23.7
Cherokee County,Georgia,13,057,10.8
Clarke County,Georgia,13,059,36.6
Clay County,Georgia,13,061,42.2
Clayton County,Georgia,13,063,25.1
Clinch County,Georgia,13,065,35.0
Cobb County,Georgia,13,067,12.4
Coffee County,Georgia,13,069,25.5
Colquitt County,Georgia,13,071,26.8
Columbia County,Georgia,13,073,9.2
Cook County,Georgia,13,075,25.1
Coweta County,Georgia,13,077,13.2
Crawford County,Georgia,13,079,17.2
Crisp County,Georgia,13,081,32.8
Dade County,Georgia,13,083,15.2
Dawson County,Georgia,13,085,14.2
Decatur County,Georgia,13,087,28.4
DeKalb County,Georgia,13,089,19.3
Dodge County,Georgia,13,091,22.5
Dooly County,Georgia,13,093,29.2
Dougherty County,Georgia,13,095,30.7
Douglas County,Georgia,13,097,16.4
Early County,Georgia,13,099,28.0
Echols County,Georgia,13,101,29.0
Effingham County,Georgia,13,103,10.6
Elbert County,Georgia,13,105,19.0
Emanuel County,Georgia,13,107,30.6
Evans County,Georgia,13,109,27.7
Fannin County,Georgia,13,111,23.1
Fayette County,Georgia,13,113,8.5
Floyd County,Georgia,13,115,21.3
Forsyth County,Georgia,13,117,6.9
Franklin County,Georgia,13,119,23.9
Fulton County,Georgia,13,121,17.6
Gilmer County,Georgia,13,123,23.5
Glascock County,Georgia,13,125,16.2
Glynn County,Georgia,13,127,18.7
Gordon County,Georgia,13,129,20.4
Grady County,Georgia,13,131,30.7
Greene County,Georgia,13,133,24.9
Gwinnett County,Georgia,13,135,13.8
Habersham County,Georgia,13,137,17.8
Hall County,Georgia,13,139,18.4
Hancock County,Georgia,13,141,30.3
Haralson County,Georgia,13,143,20.3
Harris County,Georgia,13,145,9.3
Hart County,Georgia,13,147,21.9
Heard County,Georgia,13,149,20.5
Henry County,Georgia,13,151,12.9
Houston County,Georgia,13,153,17.2
Irwin County,Georgia,13,155,26.0
Jackson County,Georgia,13,157,13.7
Jasper County,Georgia,13,159,20.7
Jeff Davis County,Georgia,13,161,22.3
Jefferson County,Georgia,13,163,30.8
Jenkins County,Georgia,13,165,33.8
Johnson County,Georgia,13,167,23.1
Jones County,Georgia,13,169,16.8
Lamar County,Georgia,13,171,22.1
Lanier County,Georgia,13,173,26.6
Laurens County,Georgia,13,175,27.5
Lee County,Georgia,13,177,12.3
Liberty County,Georgia,13,179,17.7
Lincoln County,Georgia,13,181,25.0
Long County,Georgia,13,183,17.9
Lowndes County,Georgia,13,185,26.5
Lumpkin County,Georgia,13,187,18.8
McDuffie County,Georgia,13,189,25.4
McIntosh County,Georgia,13,191,21.3
Macon County,Georgia,13,193,29.6
Madison County,Georgia,13,195,17.1
Marion County,Georgia,13,197,21.3
Meriwether County,Georgia,13,199,22.7
Miller County,Georgia,13,201,27.9
Mitchell County,Georgia,13,205,28.7
Monroe County,Georgia,13,207,13.6
Montgomery County,Georgia,13,209,25.3
Morgan County,Georgia,13,211,14.3
Murray County,Georgia,13,213,20.0
Muscogee County,Georgia,13,215,20.5
Newton County,Georgia,13,217,17.1
Oconee County,Georgia,13,219,7.3
Oglethorpe County,Georgia,13,221,15.9
Paulding County,Georgia,13,223,12.6
Peach County,Georgia,13,225,21.9
Pickens County,Georgia,13,227,11.6
Pierce County,Georgia,13,229,23.7
Pike County,Georgia,13,231,12.2
Polk County,Georgia,13,233,21.5
Pulaski County,Georgia,13,235,19.2
Putnam County,Georgia,13,237,16.4
Quitman County,Georgia,13,239,24.0
Rabun County,Georgia,13,241,21.6
Randolph County,Georgia,13,243,30.2
Richmond County,Georgia,13,245,25.2
Rockdale County,Georgia,13,247,16.5
Schley County,Georgia,13,249,23.4
Screven County,Georgia,13,251,25.2
Seminole County,Georgia,13,253,18.4
Spalding County,Georgia,13,255,22.7
Stephens County,Georgia,13,257,18.9
Stewart County,Georgia,13,259,38.4
Sumter County,Georgia,13,261,33.2
Talbot County,Georgia,13,263,20.0
Taliaferro County,Georgia,13,265,30.0
Tattnall County,Georgia,13,267,29.2
Taylor County,Georgia,13,269,28.7
Telfair County,Georgia,13,271,28.5
Terrell County,Georgia,13,273,36.2
Thomas County,Georgia,13,275,23.6
Tift County,Georgia,13,277,29.2
Toombs County,Georgia,13,279,24.8
Towns County,Georgia,13,281,18.6
Treutlen County,Georgia,13,283,19.6
Troup County,Georgia,13,285,21.4
Turner County,Georgia,13,287,25.4
Twiggs County,Georgia,13,289,27.7
Union County,Georgia,13,291,13.5
Upson County,Georgia,13,293,23.7
Walker County,Georgia,13,295,17.8
Walton County,Georgia,13,297,13.9
Ware County,Georgia,13,299,29.2
Warren County,Georgia,13,301,27.1
Washington County,Georgia,13,303,25.9
Wayne County,Georgia,13,305,20.3
Webster County,Georgia,13,307,22.5
Wheeler County,Georgia,13,309,27.2
White County,Georgia,13,311,19.0
Whitfield County,Georgia,13,313,18.8
Wilcox County,Georgia,13,315,23.1
Wilkes County,Georgia,13,317,28.5
Wilkinson County,Georgia,13,319,17.7
Worth County,Georgia,13,321,21.2
Hawaii County,Hawaii,15,001,19.5
Honolulu County,Hawaii,15,003,9.7
Kauai County,Hawaii,15,007,10.7
Kalawao County,Hawaii,15,005,15.2
Maui County,Hawaii,15,009,11.0
Ada County,Idaho,16,001,12.3
Adams County,Idaho,16,003,12.9
Bannock County,Idaho,16,005,18.8
Bear Lake County,Idaho,16,007,12.9
Benewah County,Idaho,16,009,16.6
Bingham County,Idaho,16,011,13.5
Blaine County,Idaho,16,013,10.4
Boise County,Idaho,16,015,14.5
Bonner County,Idaho,16,017,15.3
Bonneville County,Idaho,16,019,13.2
Boundary County,Idaho,16,021,15.3
Butte County,Idaho,16,023,17.6
Camas County,Idaho,16,025,21.8
Canyon County,Idaho,16,027,19.4
Caribou County,Idaho,16,029,8.3
Cassia County,Idaho,16,031,16.0
Clearwater County,Idaho,16,035,13.1
Custer County,Idaho,16,037,19.2
Elmore County,Idaho,16,039,16.1
Franklin County,Idaho,16,041,13.2
Fremont County,Idaho,16,043,10.3
Gem County,Idaho,16,045,18.0
Gooding County,Idaho,16,047,19.4
Idaho County,Idaho,16,049,16.0
Jefferson County,Idaho,16,051,13.1
Jerome County,Idaho,16,053,16.4
Kootenai County,Idaho,16,055,13.0
Latah County,Idaho,16,057,21.6
Lemhi County,Idaho,16,059,18.7
Lewis County,Idaho,16,061,17.4
Lincoln County,Idaho,16,063,13.6
Madison County,Idaho,16,065,35.7
Minidoka County,Idaho,16,067,17.4
Nez Perce County,Idaho,16,069,11.9
Oneida County,Idaho,16,071,14.6
Owyhee County,Idaho,16,073,27.6
Payette County,Idaho,16,075,18.7
Power County,Idaho,16,077,13.5
Shoshone County,Idaho,16,079,17.2
Teton County,Idaho,16,081,10.8
Twin Falls County,Idaho,16,083,15.8
Valley County,Idaho,16,085,15.0
Washington County,Idaho,16,087,18.3
Adams County,Illinois,17,001,14.4
Alexander County,Illinois,17,003,34.2
Bond County,Illinois,17,005,16.5
Boone County,Illinois,17,007,10.9
Brown County,Illinois,17,009,10.9
Bureau County,Illinois,17,011,12.5
Calhoun County,Illinois,17,013,12.6
Carroll County,Illinois,17,015,12.6
Cass County,Illinois,17,017,12.9
Champaign County,Illinois,17,019,22.8
Christian County,Illinois,17,021,14.6
Clark County,Illinois,17,023,14.9
Clay County,Illinois,17,025,13.8
Clinton County,Illinois,17,027,8.9
Coles County,Illinois,17,029,22.3
Cook County,Illinois,17,031,17.1
Crawford County,Illinois,17,033,12.7
Cumberland County,Illinois,17,035,15.8
DeKalb County,Illinois,17,037,18.7
De Witt County,Illinois,17,039,12.9
Douglas County,Illinois,17,041,10.3
DuPage County,Illinois,17,043,7.4
Edgar County,Illinois,17,045,17.0
Edwards County,Illinois,17,047,12.9
Effingham County,Illinois,17,049,10.6
Fayette County,Illinois,17,051,18.0
Ford County,Illinois,17,053,13.4
Franklin County,Illinois,17,055,18.5
Fulton County,Illinois,17,057,14.2
Gallatin County,Illinois,17,059,15.6
Greene County,Illinois,17,061,17.1
Grundy County,Illinois,17,063,9.1
Hamilton County,Illinois,17,065,14.8
Hancock County,Illinois,17,067,11.7
Hardin County,Illinois,17,069,20.7
Henderson County,Illinois,17,071,9.9
Henry County,Illinois,17,073,10.7
Iroquois County,Illinois,17,075,16.6
Jackson County,Illinois,17,077,30.5
Jasper County,Illinois,17,079,9.2
Jefferson County,Illinois,17,081,17.0
Jersey County,Illinois,17,083,7.3
Jo Daviess County,Illinois,17,085,9.2
Johnson County,Illinois,17,087,14.6
Kane County,Illinois,17,089,11.4
Kankakee County,Illinois,17,091,16.1
Kendall County,Illinois,17,093,5.5
Knox County,Illinois,17,095,18.8
Lake County,Illinois,17,097,9.6
LaSalle County,Illinois,17,099,13.2
Lawrence County,Illinois,17,101,13.5
Lee County,Illinois,17,103,11.1
Livingston County,Illinois,17,105,11.6
Logan County,Illinois,17,107,14.2
McDonough County,Illinois,17,109,23.0
McHenry County,Illinois,17,111,7.9
McLean County,Illinois,17,113,14.4
Macon County,Illinois,17,115,18.4
Macoupin County,Illinois,17,117,12.5
Madison County,Illinois,17,119,13.3
Marion County,Illinois,17,121,18.6
Marshall County,Illinois,17,123,10.1
Mason County,Illinois,17,125,15.1
Massac County,Illinois,17,127,18.3
Menard County,Illinois,17,129,11.3
Mercer County,Illinois,17,131,9.4
Monroe County,Illinois,17,133,5.0
Montgomery County,Illinois,17,135,14.8
Morgan County,Illinois,17,137,14.3
Moultrie County,Illinois,17,139,13.3
Ogle County,Illinois,17,141,10.6
Peoria County,Illinois,17,143,17.2
Perry County,Illinois,17,145,17.2
Piatt County,Illinois,17,147,6.2
Pike County,Illinois,17,149,13.7
Pope County,Illinois,17,151,15.0
Pulaski County,Illinois,17,153,20.2
Putnam County,Illinois,17,155,12.0
Randolph County,Illinois,17,157,12.9
Richland County,Illinois,17,159,15.1
Rock Island County,Illinois,17,161,14.9
Saint Clair County,Illinois,17,163,18.2
Saline County,Illinois,17,165,23.0
Sangamon County,Illinois,17,167,15.6
Schuyler County,Illinois,17,169,19.3
Scott County,Illinois,17,171,14.2
Shelby County,Illinois,17,173,11.2
Stark County,Illinois,17,175,11.9
Stephenson County,Illinois,17,177,15.0
Tazewell County,Illinois,17,179,8.7
Union County,Illinois,17,181,17.2
Vermilion County,Illinois,17,183,18.8
Wabash County,Illinois,17,185,12.5
Warren County,Illinois,17,187,15.0
Washington County,Illinois,17,189,12.9
Wayne County,Illinois,17,191,14.5
White County,Illinois,17,193,13.6
Whiteside County,Illinois,17,195,12.0
Will County,Illinois,17,197,7.9
Williamson County,Illinois,17,199,15.0
Winnebago County,Illinois,17,201,16.8
Woodford County,Illinois,17,203,8.2
Adams County,Indiana,18,001,16.3
Allen County,Indiana,18,003,15.8
Bartholomew County,Indiana,18,005,12.8
Benton County,Indiana,18,007,13.7
Blackford County,Indiana,18,009,14.0
Boone County,Indiana,18,011,5.8
Brown County,Indiana,18,013,12.6
Carroll County,Indiana,18,015,10.8
Cass County,Indiana,18,017,15.6
Clark County,Indiana,18,019,10.8
Clay County,Indiana,18,021,14.5
Clinton County,Indiana,18,023,14.1
Crawford County,Indiana,18,025,20.7
Daviess County,Indiana,18,027,13.2
Dearborn County,Indiana,18,029,9.3
Decatur County,Indiana,18,031,14.2
DeKalb County,Indiana,18,033,14.6
Delaware County,Indiana,18,035,22.0
Dubois County,Indiana,18,037,9.8
Elkhart County,Indiana,18,039,16.1
Fayette County,Indiana,18,041,20.6
Floyd County,Indiana,18,043,12.8
Fountain County,Indiana,18,045,12.0
Franklin County,Indiana,18,047,10.6
Fulton County,Indiana,18,049,14.9
Gibson County,Indiana,18,051,11.2
Grant County,Indiana,18,053,18.7
Greene County,Indiana,18,055,13.6
Hamilton County,Indiana,18,057,4.7
Hancock County,Indiana,18,059,6.5
Harrison County,Indiana,18,061,13.9
Hendricks County,Indiana,18,063,5.0
Henry County,Indiana,18,065,16.3
Howard County,Indiana,18,067,17.8
Huntington County,Indiana,18,069,12.0
Jackson County,Indiana,18,071,14.8
Jasper County,Indiana,18,073,8.4
Jay County,Indiana,18,075,16.3
Jefferson County,Indiana,18,077,14.5
