County,State,State_FIPS,County_FIPS,bachelors_and_above_percentage
Johnson County,Indiana,18,081,27.7
Knox County,Indiana,18,083,14.9
Kosciusko County,Indiana,18,085,20.7
LaGrange County,Indiana,18,087,9.7
Lake County,Indiana,18,089,19.2
LaPorte County,Indiana,18,091,16.2
Lawrence County,Indiana,18,093,13.0
Madison County,Indiana,18,095,16.0
Marion County,Indiana,18,097,28.1
Marshall County,Indiana,18,099,15.6
Martin County,Indiana,18,101,7.8
Miami County,Indiana,18,103,9.9
Monroe County,Indiana,18,105,44.9
Montgomery County,Indiana,18,107,19.8
Morgan County,Indiana,18,109,16.0
Newton County,Indiana,18,111,8.8
Noble County,Indiana,18,113,11.8
Ohio County,Indiana,18,115,13.6
Orange County,Indiana,18,117,12.2
Owen County,Indiana,18,119,9.4
Parke County,Indiana,18,121,15.2
Perry County,Indiana,18,123,10.6
Pike County,Indiana,18,125,8.8
Porter County,Indiana,18,127,25.6
Posey County,Indiana,18,129,19.9
Pulaski County,Indiana,18,131,12.4
Putnam County,Indiana,18,133,14.5
Randolph County,Indiana,18,135,10.5
Ripley County,Indiana,18,137,14.7
Rush County,Indiana,18,139,15.3
Saint Joseph County,Indiana,18,141,27.4
Scott County,Indiana,18,143,10.5
Shelby County,Indiana,18,145,13.4
Spencer County,Indiana,18,147,14.8
Starke County,Indiana,18,149,11.7
Steuben County,Indiana,18,151,18.6
Sullivan County,Indiana,18,153,10.4
Switzerland County,Indiana,18,155,8.3
Tippecanoe County,Indiana,18,157,36.8
Tipton County,Indiana,18,159,16.6
Union County,Indiana,18,161,16.6
Vanderburgh County,Indiana,18,163,22.7
Vermillion County,Indiana,18,165,13.8
Vigo County,Indiana,18,167,20.5
Wabash County,Indiana,18,169,16.5
Warren County,Indiana,18,171,15.6
Warrick County,Indiana,18,173,28.1
Washington County,Indiana,18,175,11.2
Wayne County,Indiana,18,177,15.8
Wells County,Indiana,18,179,15.4
White County,Indiana,18,181,13.9
Whitley County,Indiana,18,183,16.4
Adair County,Iowa,19,001,13.6
Adams County,Iowa,19,003,13.3
Allamakee County,Iowa,19,005,14.8
Appanoose County,Iowa,19,007,16.3
Audubon County,Iowa,19,009,15.4
Benton County,Iowa,19,011,17.6
Black Hawk County,Iowa,19,013,25.1
Boone County,Iowa,19,015,19.1
Bremer County,Iowa,19,017,28.2
Buchanan County,Iowa,19,019,15.4
Buena Vista County,Iowa,19,021,19.8
Butler County,Iowa,19,023,13.1
Calhoun County,Iowa,19,025,16.8
Carroll County,Iowa,19,027,17.5
Cass County,Iowa,19,029,20.8
Cedar County,Iowa,19,031,18.3
Cerro Gordo County,Iowa,19,033,21.0
Cherokee County,Iowa,19,035,20.9
Chickasaw County,Iowa,19,037,10.9
Clarke County,Iowa,19,039,10.7
Clay County,Iowa,19,041,19.1
Clayton County,Iowa,19,043,13.9
Clinton County,Iowa,19,045,17.4
Crawford County,Iowa,19,047,12.5
Dallas County,Iowa,19,049,44.8
Davis County,Iowa,19,051,14.3
Decatur County,Iowa,19,053,16.8
Delaware County,Iowa,19,055,13.0
Des Moines County,Iowa,19,057,19.6
Dickinson County,Iowa,19,059,26.6
Dubuque County,Iowa,19,061,25.7
Emmet County,Iowa,19,063,13.0
Fayette County,Iowa,19,065,15.9
Floyd County,Iowa,19,067,16.6
Franklin County,Iowa,19,069,14.0
Fremont County,Iowa,19,071,19.5
Greene County,Iowa,19,073,18.1
Grundy County,Iowa,19,075,19.1
Guthrie County,Iowa,19,077,16.3
Hamilton County,Iowa,19,079,15.5
Hancock County,Iowa,19,081,17.2
Hardin County,Iowa,19,083,22.4
Harrison County,Iowa,19,085,16.7
Henry County,Iowa,19,087,18.0
Howard County,Iowa,19,089,10.5
Humboldt County,Iowa,19,091,19.1
Ida County,Iowa,19,093,19.2
Iowa County,Iowa,19,095,20.0
Jackson County,Iowa,19,097,11.9
Jasper County,Iowa,19,099,16.6
Jefferson County,Iowa,19,101,32.3
Johnson County,Iowa,19,103,48.8
Jones County,Iowa,19,105,14.4
Keokuk County,Iowa,19,107,10.4
Kossuth County,Iowa,19,109,18.3
Lee County,Iowa,19,111,14.9
Linn County,Iowa,19,113,31.7
Louisa County,Iowa,19,115,13.3
Lucas County,Iowa,19,117,11.4
Lyon County,Iowa,19,119,16.7
Madison County,Iowa,19,121,19.6
Mahaska County,Iowa,19,123,19.5
Marion County,Iowa,19,125,23.8
Marshall County,Iowa,19,127,18.3
Mills County,Iowa,19,129,23.1
Mitchell County,Iowa,19,131,14.1
Monona County,Iowa,19,133,12.6
Monroe County,Iowa,19,135,17.2
Montgomery County,Iowa,19,137,17.3
Muscatine County,Iowa,19,139,16.6
O'Brien County,Iowa,19,141,18.9
Osceola County,Iowa,19,143,16.3
Page County,Iowa,19,145,15.9
Palo Alto County,Iowa,19,147,14.6
Plymouth County,Iowa,19,149,17.8
Pocahontas County,Iowa,19,151,16.2
Polk County,Iowa,19,153,35.1
Pottawattamie County,Iowa,19,155,18.4
Poweshiek County,Iowa,19,157,25.6
Ringgold County,Iowa,19,159,16.6
Sac County,Iowa,19,161,18.5
Scott County,Iowa,19,163,32.1
Shelby County,Iowa,19,165,15.3
Sioux County,Iowa,19,167,22.9
Story County,Iowa,19,169,49.0
Tama County,Iowa,19,171,14.8
Taylor County,Iowa,19,173,11.9
Union County,Iowa,19,175,14.9
Van Buren County,Iowa,19,177,14.1
Wapello County,Iowa,19,179,17.4
Warren County,Iowa,19,181,26.9
Washington County,Iowa,19,183,19.0
Wayne County,Iowa,19,185,11.4
Webster County,Iowa,19,187,18.7
Winnebago County,Iowa,19,189,17.6
Winneshiek County,Iowa,19,191,26.2
Woodbury County,Iowa,19,193,20.9
Worth County,Iowa,19,195,14.7
Wright County,Iowa,19,197,14.6
Allen County,Kansas,20,001,15.0
Anderson County,Kansas,20,003,18.6
Atchison County,Kansas,20,005,18.7
Barber County,Kansas,20,007,19.1
Barton County,Kansas,20,009,17.5
Bourbon County,Kansas,20,011,19.6
Brown County,Kansas,20,013,20.6
Butler County,Kansas,20,015,25.6
Chase County,Kansas,20,017,20.6
Chautauqua County,Kansas,20,019,17.4
Cherokee County,Kansas,20,021,14.9
Cheyenne County,Kansas,20,023,20.4
Clark County,Kansas,20,025,30.9
Clay County,Kansas,20,027,20.3
Cloud County,Kansas,20,029,15.5
Coffey County,Kansas,20,031,21.5
Comanche County,Kansas,20,033,22.3
Cowley County,Kansas,20,035,18.0
Crawford County,Kansas,20,037,28.1
Decatur County,Kansas,20,039,25.9
Dickinson County,Kansas,20,041,18.8
Doniphan County,Kansas,20,043,15.6
Douglas County,Kansas,20,045,48.3
Edwards County,Kansas,20,047,21.6
Elk County,Kansas,20,049,15.3
Ellis County,Kansas,20,051,31.9
Ellsworth County,Kansas,20,053,17.2
Finney County,Kansas,20,055,16.5
Ford County,Kansas,20,057,15.4
Franklin County,Kansas,20,059,19.0
Geary County,Kansas,20,061,19.1
Gove County,Kansas,20,063,20.1
Graham County,Kansas,20,065,24.2
Grant County,Kansas,20,067,19.6
Gray County,Kansas,20,069,20.7
Greeley County,Kansas,20,071,20.5
Greenwood County,Kansas,20,073,16.8
Hamilton County,Kansas,20,075,12.2
Harper County,Kansas,20,077,16.7
Harvey County,Kansas,20,079,26.7
Haskell County,Kansas,20,081,17.0
Hodgeman County,Kansas,20,083,25.5
Jackson County,Kansas,20,085,15.9
Jefferson County,Kansas,20,087,17.6
Jewell County,Kansas,20,089,14.9
Johnson County,Kansas,20,091,54.1
Kearny County,Kansas,20,093,14.0
Kingman County,Kansas,20,095,20.7
Kiowa County,Kansas,20,097,18.6
Labette County,Kansas,20,099,20.0
Lane County,Kansas,20,101,26.1
Leavenworth County,Kansas,20,103,28.7
Lincoln County,Kansas,20,105,17.6
Linn County,Kansas,20,107,12.0
Logan County,Kansas,20,109,14.1
Lyon County,Kansas,20,111,21.0
McPherson County,Kansas,20,113,26.8
Marion County,Kansas,20,115,18.9
Marshall County,Kansas,20,117,14.0
Meade County,Kansas,20,119,23.1
Miami County,Kansas,20,121,22.2
Mitchell County,Kansas,20,123,24.9
Montgomery County,Kansas,20,125,19.3
Morris County,Kansas,20,127,14.1
Morton County,Kansas,20,129,18.9
Nemaha County,Kansas,20,131,14.7
Neosho County,Kansas,20,133,17.0
Ness County,Kansas,20,135,21.3
Norton County,Kansas,20,137,14.9
Osage County,Kansas,20,139,18.7
Osborne County,Kansas,20,141,20.5
Ottawa County,Kansas,20,143,17.7
Pawnee County,Kansas,20,145,17.8
Phillips County,Kansas,20,147,17.3
Pottawatomie County,Kansas,20,149,28.4
Pratt County,Kansas,20,151,26.3
Rawlins County,Kansas,20,153,24.0
Reno County,Kansas,20,155,19.8
Republic County,Kansas,20,157,19.8
Rice County,Kansas,20,159,20.9
Riley County,Kansas,20,161,43.7
Rooks County,Kansas,20,163,18.9
Rush County,Kansas,20,165,20.2
Russell County,Kansas,20,167,19.3
Saline County,Kansas,20,169,23.6
Scott County,Kansas,20,171,27.3
Sedgwick County,Kansas,20,173,28.6
Seward County,Kansas,20,175,11.6
Shawnee County,Kansas,20,177,28.2
Sheridan County,Kansas,20,179,21.5
Sherman County,Kansas,20,181,20.3
Smith County,Kansas,20,183,16.2
Stafford County,Kansas,20,185,14.5
Stanton County,Kansas,20,187,18.4
Stevens County,Kansas,20,189,15.4
Sumner County,Kansas,20,191,17.7
Thomas County,Kansas,20,193,28.4
Trego County,Kansas,20,195,16.8
Wabaunsee County,Kansas,20,197,18.8
Wallace County,Kansas,20,199,20.9
Washington County,Kansas,20,201,13.2
Wichita County,Kansas,20,203,17.3
Wilson County,Kansas,20,205,12.1
Woodson County,Kansas,20,207,17.6
Wyandotte County,Kansas,20,209,14.4
Adair County,Kentucky,21,001,10.0
Allen County,Kentucky,21,003,11.3
Anderson County,Kentucky,21,005,16.6
Ballard County,Kentucky,21,007,13.5
Barren County,Kentucky,21,009,14.0
Bath County,Kentucky,21,011,10.2
Bell County,Kentucky,21,013,9.9
Boone County,Kentucky,21,015,32.3
Bourbon County,Kentucky,21,017,13.5
Boyd County,Kentucky,21,019,15.7
Boyle County,Kentucky,21,021,22.9
Bracken County,Kentucky,21,023,10.6
Breathitt County,Kentucky,21,025,8.2
Breckinridge County,Kentucky,21,027,9.0
Bullitt County,Kentucky,21,029,11.0
Butler County,Kentucky,21,031,6.8
Caldwell County,Kentucky,21,033,13.2
Calloway County,Kentucky,21,035,27.7
Campbell County,Kentucky,21,037,28.4
Carlisle County,Kentucky,21,039,17.7
Carroll County,Kentucky,21,041,7.8
Carter County,Kentucky,21,043,9.6
Casey County,Kentucky,21,045,5.4
Christian County,Kentucky,21,047,15.3
Clark County,Kentucky,21,049,17.8
Clay County,Kentucky,21,051,6.7
Clinton County,Kentucky,21,053,5.4
Crittenden County,Kentucky,21,055,9.6
Cumberland County,Kentucky,21,057,12.8
Daviess County,Kentucky,21,059,18.2
Edmonson County,Kentucky,21,061,9.1
Elliott County,Kentucky,21,063,4.0
Estill County,Kentucky,21,065,6.0
Fayette County,Kentucky,21,067,41.3
Fleming County,Kentucky,21,069,10.7
Floyd County,Kentucky,21,071,10.5
Franklin County,Kentucky,21,073,27.5
Fulton County,Kentucky,21,075,11.0
Gallatin County,Kentucky,21,077,7.4
Garrard County,Kentucky,21,079,15.1
Grant County,Kentucky,21,081,10.1
Graves County,Kentucky,21,083,16.4
Grayson County,Kentucky,21,085,8.2
Green County,Kentucky,21,087,10.9
Greenup County,Kentucky,21,089,14.3
Hancock County,Kentucky,21,091,13.5
Hardin County,Kentucky,21,093,20.7
Harlan County,Kentucky,21,095,9.8
Harrison County,Kentucky,21,097,13.6
Hart County,Kentucky,21,099,7.1
Henderson County,Kentucky,21,101,15.1
Henry County,Kentucky,21,103,13.2
Hickman County,Kentucky,21,105,9.1
Hopkins County,Kentucky,21,107,12.8
Jackson County,Kentucky,21,109,7.7
Jefferson County,Kentucky,21,111,31.2
Jessamine County,Kentucky,21,113,26.8
Johnson County,Kentucky,21,115,9.7
Kenton County,Kentucky,21,117,30.1
Knott County,Kentucky,21,119,10.8
Knox County,Kentucky,21,121,7.7
Larue County,Kentucky,21,123,10.5
Laurel County,Kentucky,21,125,11.7
Lawrence County,Kentucky,21,127,8.4
Lee County,Kentucky,21,129,4.7
Leslie County,Kentucky,21,131,5.0
Letcher County,Kentucky,21,133,11.2
Lewis County,Kentucky,21,135,10.0
Lincoln County,Kentucky,21,137,8.6
Livingston County,Kentucky,21,139,11.6
Logan County,Kentucky,21,141,12.1
Lyon County,Kentucky,21,143,13.0
McCracken County,Kentucky,21,145,23.5
McCreary County,Kentucky,21,147,6.0
McLean County,Kentucky,21,149,9.3
Madison County,Kentucky,21,151,28.0
Magoffin County,Kentucky,21,153,6.7
Marion County,Kentucky,21,155,9.5
Marshall County,Kentucky,21,157,14.9
Martin County,Kentucky,21,159,5.9
Mason County,Kentucky,21,161,11.8
Meade County,Kentucky,21,163,12.2
Menifee County,Kentucky,21,165,12.1
Mercer County,Kentucky,21,167,18.9
Metcalfe County,Kentucky,21,169,8.1
Monroe County,Kentucky,21,171,13.2
Montgomery County,Kentucky,21,173,15.5
Morgan County,Kentucky,21,175,9.2
Muhlenberg County,Kentucky,21,177,8.1
Nelson County,Kentucky,21,179,15.2
Nicholas County,Kentucky,21,181,11.1
Ohio County,Kentucky,21,183,6.1
Oldham County,Kentucky,21,185,37.9
Owen County,Kentucky,21,187,15.3
Owsley County,Kentucky,21,189,7.9
Pendleton County,Kentucky,21,191,9.5
Perry County,Kentucky,21,193,12.2
Pike County,Kentucky,21,195,11.9
Powell County,Kentucky,21,197,11.0
Pulaski County,Kentucky,21,199,14.5
Robertson County,Kentucky,21,201,10.8
Rockcastle County,Kentucky,21,203,8.2
Rowan County,Kentucky,21,205,18.4
Russell County,Kentucky,21,207,10.8
Scott County,Kentucky,21,209,27.8
Shelby County,Kentucky,21,211,26.0
Simpson County,Kentucky,21,213,15.4
Spencer County,Kentucky,21,215,16.8
Taylor County,Kentucky,21,217,13.8
Todd County,Kentucky,21,219,8.9
Trigg County,Kentucky,21,221,17.1
Trimble County,Kentucky,21,223,15.2
Union County,Kentucky,21,225,9.9
Warren County,Kentucky,21,227,27.3
Washington County,Kentucky,21,229,18.2
Wayne County,Kentucky,21,231,8.6
Webster County,Kentucky,21,233,7.9
Whitley County,Kentucky,21,235,11.7
Wolfe County,Kentucky,21,237,9.1
Woodford County,Kentucky,21,239,30.0
Acadia Parish,Louisiana,22,001,9.7
Allen Parish,Louisiana,22,003,9.4
Ascension Parish,Louisiana,22,005,22.7
Assumption Parish,Louisiana,22,007,7.5
Avoyelles Parish,Louisiana,22,009,9.5
Beauregard Parish,Louisiana,22,011,14.2
Bienville Parish,Louisiana,22,013,10.1
Bossier Parish,Louisiana,22,015,25.5
Caddo Parish,Louisiana,22,017,22.1
Calcasieu Parish,Louisiana,22,019,18.6
Caldwell Parish,Louisiana,22,021,7.8
Cameron Parish,Louisiana,22,023,8.7
Catahoula Parish,Louisiana,22,025,9.2
Claiborne Parish,Louisiana,22,027,11.6
Concordia Parish,Louisiana,22,029,9.7
De Soto Parish,Louisiana,22,031,10.7
East Baton Rouge Parish,Louisiana,22,033,34.9
East Carroll Parish,Louisiana,22,035,6.7
East Feliciana Parish,Louisiana,22,037,10.6
Evangeline Parish,Louisiana,22,039,10.4
Franklin Parish,Louisiana,22,041,9.4
Grant Parish,Louisiana,22,043,6.7
Iberia Parish,Louisiana,22,045,13.0
Iberville Parish,Louisiana,22,047,10.9
Jackson Parish,Louisiana,22,049,9.8
Jefferson Parish,Louisiana,22,051,23.5
Jefferson Davis Parish,Louisiana,22,053,11.7
Lafayette Parish,Louisiana,22,055,28.6
Lafourche Parish,Louisiana,22,057,13.2
LaSalle Parish,Louisiana,22,059,9.6
Lincoln Parish,Louisiana,22,061,32.1
Livingston Parish,Louisiana,22,063,16.0
Madison Parish,Louisiana,22,065,9.8
Morehouse Parish,Louisiana,22,067,12.6
Natchitoches Parish,Louisiana,22,069,20.1
Orleans Parish,Louisiana,22,071,33.2
Ouachita Parish,Louisiana,22,073,21.8
Plaquemines Parish,Louisiana,22,075,12.2
Pointe Coupee Parish,Louisiana,22,077,12.6
Rapides Parish,Louisiana,22,079,18.0
Red River Parish,Louisiana,22,081,11.1
Richland Parish,Louisiana,22,083,12.7
Sabine Parish,Louisiana,22,085,12.5
Saint Bernard Parish,Louisiana,22,087,10.4
Saint Charles Parish,Louisiana,22,089,17.6
Saint Helena Parish,Louisiana,22,091,9.0
Saint James Parish,Louisiana,22,093,10.5
Saint John the Baptist Parish,Louisiana,22,095,13.8
Saint Landry Parish,Louisiana,22,097,11.2
Saint Martin Parish,Louisiana,22,099,11.5
Saint Mary Parish,Louisiana,22,101,8.8
Saint Tammany Parish,Louisiana,22,103,30.4
Tangipahoa Parish,Louisiana,22,105,17.0
Tensas Parish,Louisiana,22,107,11.6
Terrebonne Parish,Louisiana,22,109,11.6
Union Parish,Louisiana,22,111,10.3
Vermilion Parish,Louisiana,22,113,12.3
Vernon Parish,Louisiana,22,115,18.9
Washington Parish,Louisiana,22,117,8.0
Webster Parish,Louisiana,22,119,13.2
West Baton Rouge Parish,Louisiana,22,121,16.2
West Carroll Parish,Louisiana,22,123,6.8
West Feliciana Parish,Louisiana,22,125,14.7
Winn Parish,Louisiana,22,127,11.2
Androscoggin County,Maine,23,001,17.8
Aroostook County,Maine,23,003,15.8
Cumberland County,Maine,23,005,39.7
Franklin County,Maine,23,007,23.5
Hancock County,Maine,23,009,31.0
Kennebec County,Maine,23,011,24.3
Knox County,Maine,23,013,29.3
Lincoln County,Maine,23,015,31.7
Oxford County,Maine,23,017,17.2
Penobscot County,Maine,23,019,22.6
Piscataquis County,Maine,23,021,17.3
Sagadahoc County,Maine,23,023,31.6
Somerset County,Maine,23,025,14.2
Waldo County,Maine,23,027,25.8
Washington County,Maine,23,029,18.8
York County,Maine,23,031,28.3
Allegany County,Maryland,24,001,15.0
Anne Arundel County,Maryland,24,003,37.5
Baltimore County,Maryland,24,005,36.1
Calvert County,Maryland,24,009,28.9
Caroline County,Maryland,24,011,14.3
Carroll County,Maryland,24,013,32.5
Cecil County,Maryland,24,015,21.9
Charles County,Maryland,24,017,25.8
Dorchester County,Maryland,24,019,15.9
Frederick County,Maryland,24,021,39.4
Garrett County,Maryland,24,023,17.5
Harford County,Maryland,24,025,33.3
Howard County,Maryland,24,027,62.7
Kent County,Maryland,24,029,27.0
Queen Anne's County,Maryland,24,035,32.7
Saint Mary's County,Maryland,24,037,31.2
Somerset County,Maryland,24,039,11.0
Talbot County,Maryland,24,041,34.3
Washington County,Maryland,24,043,18.7
Wicomico County,Maryland,24,045,25.7
Worcester County,Maryland,24,047,27.1
Baltimore City,Maryland,24,510,26.1
Montgomery County,Maryland,24,031,59.2
Prince George's County,Maryland,24,033,27.7
Barnstable County,Massachusetts,25,001,38.7
Berkshire County,Massachusetts,25,003,30.1
Bristol County,Massachusetts,25,005,25.2
Dukes County,Massachusetts,25,007,37.6
Essex County,Massachusetts,25,009,37.8
Franklin County,Massachusetts,25,011,31.1
Hampden County,Massachusetts,25,013,23.7
Hampshire County,Massachusetts,25,015,40.0
Middlesex County,Massachusetts,25,017,51.6
Nantucket County,Massachusetts,25,019,40.2
Norfolk County,Massachusetts,25,021,49.7
Plymouth County,Massachusetts,25,023,33.4
Suffolk County,Massachusetts,25,025,40.8
Worcester County,Massachusetts,25,027,34.0
Alcona County,Michigan,26,001,13.9
Alger County,Michigan,26,003,14.3
Allegan County,Michigan,26,005,20.3
Alpena County,Michigan,26,007,16.5
Antrim County,Michigan,26,009,24.7
Arenac County,Michigan,26,011,9.9
Baraga County,Michigan,26,013,8.1
Barry County,Michigan,26,015,17.0
Bay County,Michigan,26,017,18.5
Benzie County,Michigan,26,019,23.5
Berrien County,Michigan,26,021,26.2
Branch County,Michigan,26,023,13.0
Calhoun County,Michigan,26,025,20.3
Cass County,Michigan,26,027,15.2
Charlevoix County,Michigan,26,029,28.9
Cheboygan County,Michigan,26,031,17.8
Chippewa County,Michigan,26,033,15.8
Clare County,Michigan,26,035,10.4
Clinton County,Michigan,26,037,27.1
Crawford County,Michigan,26,039,13.7
Delta County,Michigan,26,041,19.0
Dickinson County,Michigan,26,043,21.2
Eaton County,Michigan,26,045,24.9
Emmet County,Michigan,26,047,33.7
Genesee County,Michigan,26,049,18.9
Gladwin County,Michigan,26,051,12.6
Gogebic County,Michigan,26,053,17.6
Grand Traverse County,Michigan,26,055,31.0
Gratiot County,Michigan,26,057,12.7
Hillsdale County,Michigan,26,059,15.0
Houghton County,Michigan,26,061,31.1
Huron County,Michigan,26,063,12.7
Ingham County,Michigan,26,065,37.3
Ionia County,Michigan,26,067,11.9
Iosco County,Michigan,26,069,14.4
Iron County,Michigan,26,071,18.7
Isabella County,Michigan,26,073,25.3
Jackson County,Michigan,26,075,17.2
Kalamazoo County,Michigan,26,077,35.2
Kalkaska County,Michigan,26,079,10.6
Kent County,Michigan,26,081,32.5
Keweenaw County,Michigan,26,083,24.1
Lake County,Michigan,26,085,8.5
Lapeer County,Michigan,26,087,15.8
Leelanau County,Michigan,26,089,40.6
Lenawee County,Michigan,26,091,17.3
Livingston County,Michigan,26,093,33.1
Luce County,Michigan,26,095,11.8
Mackinac County,Michigan,26,097,18.2
Macomb County,Michigan,26,099,23.4
Manistee County,Michigan,26,101,19.4
Marquette County,Michigan,26,103,28.3
Mason County,Michigan,26,105,19.6
Mecosta County,Michigan,26,107,22.7
Menominee County,Michigan,26,109,14.8
Midland County,Michigan,26,111,33.9
Missaukee County,Michigan,26,113,12.1
Monroe County,Michigan,26,115,17.3
Montcalm County,Michigan,26,117,12.4
Montmorency County,Michigan,26,119,9.6
Muskegon County,Michigan,26,121,17.0
Newaygo County,Michigan,26,123,12.9
Oakland County,Michigan,26,125,45.6
Oceana County,Michigan,26,127,14.7
Ogemaw County,Michigan,26,129,10.5
Ontonagon County,Michigan,26,131,16.6
Osceola County,Michigan,26,133,11.1
Oscoda County,Michigan,26,135,8.7
Otsego County,Michigan,26,137,21.8
Ottawa County,Michigan,26,139,30.6
Presque Isle County,Michigan,26,141,16.5
Roscommon County,Michigan,26,143,15.0
Saginaw County,Michigan,26,145,18.8
Saint Clair County,Michigan,26,147,15.7
Saint Joseph County,Michigan,26,149,14.5
Sanilac County,Michigan,26,151,10.6
Schoolcraft County,Michigan,26,153,13.3
Shiawassee County,Michigan,26,155,12.5
Tuscola County,Michigan,26,157,11.5
Van Buren County,Michigan,26,159,17.2
Washtenaw County,Michigan,26,161,51.1
Wayne County,Michigan,26,163,21.3
Wexford County,Michigan,26,165,17.0
Aitkin County,Minnesota,27,001,14.7
Anoka County,Minnesota,27,003,26.1
Becker County,Minnesota,27,005,21.1
Beltrami County,Minnesota,27,007,26.2
Benton County,Minnesota,27,009,19.1
Big Stone County,Minnesota,27,011,15.6
Blue Earth County,Minnesota,27,013,28.0
Brown County,Minnesota,27,015,20.9
Carlton County,Minnesota,27,017,20.6
Carver County,Minnesota,27,019,45.4
Cass County,Minnesota,27,021,19.8
Chippewa County,Minnesota,27,023,16.4
Chisago County,Minnesota,27,025,19.0
Clay County,Minnesota,27,027,28.2
Clearwater County,Minnesota,27,029,12.8
Cook County,Minnesota,27,031,37.5
Cottonwood County,Minnesota,27,033,15.7
Crow Wing County,Minnesota,27,035,23.1
Dakota County,Minnesota,27,037,39.7
Dodge County,Minnesota,27,039,21.2
Douglas County,Minnesota,27,041,23.6
Faribault County,Minnesota,27,043,15.8
Fillmore County,Minnesota,27,045,17.5
Freeborn County,Minnesota,27,047,13.8
Goodhue County,Minnesota,27,049,21.5
Grant County,Minnesota,27,051,16.6
Hennepin County,Minnesota,27,053,46.7
Houston County,Minnesota,27,055,20.5
Hubbard County,Minnesota,27,057,24.2
Isanti County,Minnesota,27,059,14.0
Itasca County,Minnesota,27,061,20.3
Jackson County,Minnesota,27,063,15.7
Kanabec County,Minnesota,27,065,10.5
Kandiyohi County,Minnesota,27,067,21.4
Kittson County,Minnesota,27,069,20.4
Koochiching County,Minnesota,27,071,18.3
Lac qui Parle County,Minnesota,27,073,15.8
Lake County,Minnesota,27,075,21.2
Lake of the Woods County,Minnesota,27,077,15.4
Le Sueur County,Minnesota,27,079,21.0
Lincoln County,Minnesota,27,081,16.4
Lyon County,Minnesota,27,083,26.1
McLeod County,Minnesota,27,085,17.2
Mahnomen County,Minnesota,27,087,11.7
Marshall County,Minnesota,27,089,14.9
Martin County,Minnesota,27,091,17.6
Meeker County,Minnesota,27,093,15.6
Mille Lacs County,Minnesota,27,095,14.7
Morrison County,Minnesota,27,097,14.8
Mower County,Minnesota,27,099,17.0
Murray County,Minnesota,27,101,15.9
Nicollet County,Minnesota,27,103,30.8
Nobles County,Minnesota,27,105,13.8
Norman County,Minnesota,27,107,13.3
Olmsted County,Minnesota,27,109,39.2
Otter Tail County,Minnesota,27,111,22.2
Pennington County,Minnesota,27,113,16.7
Pine County,Minnesota,27,115,13.0
Pipestone County,Minnesota,27,117,16.3
Polk County,Minnesota,27,119,20.6
Pope County,Minnesota,27,121,19.6
Ramsey County,Minnesota,27,123,39.3
Red Lake County,Minnesota,27,125,15.3
Redwood County,Minnesota,27,127,14.7
Renville County,Minnesota,27,129,13.7
Rice County,Minnesota,27,131,27.2
Rock County,Minnesota,27,133,16.7
Roseau County,Minnesota,27,135,18.0
Saint Louis County,Minnesota,27,137,25.7
Scott County,Minnesota,27,139,37.9
Sherburne County,Minnesota,27,141,22.5
Sibley County,Minnesota,27,143,12.2
Stearns County,Minnesota,27,145,23.2
Steele County,Minnesota,27,147,25.7
Stevens County,Minnesota,27,149,25.2
Swift County,Minnesota,27,151,15.1
Todd County,Minnesota,27,153,11.4
Traverse County,Minnesota,27,155,14.6
Wabasha County,Minnesota,27,157,18.6
Wadena County,Minnesota,27,159,14.6
Waseca County,Minnesota,27,161,20.3
Washington County,Minnesota,27,163,41.0
Watonwan County,Minnesota,27,165,12.6
Wilkin County,Minnesota,27,167,13.8
Winona County,Minnesota,27,169,26.7
Wright County,Minnesota,27,171,25.2
Yellow Medicine County,Minnesota,27,173,15.9
Adams County,Mississippi,28,001,14.2
Alcorn County,Mississippi,28,003,17.4
Amite County,Mississippi,28,005,10.3
Attala County,Mississippi,28,007,15.9
Benton County,Mississippi,28,009,10.8
Bolivar County,Mississippi,28,011,17.7
Calhoun County,Mississippi,28,013,9.2
Carroll County,Mississippi,28,015,11.0
Chickasaw County,Mississippi,28,017,8.9
Choctaw County,Mississippi,28,019,10.0
Claiborne County,Mississippi,28,021,14.0
Clarke County,Mississippi,28,023,9.8
Clay County,Mississippi,28,025,16.7
Coahoma County,Mississippi,28,027,17.2
Copiah County,Mississippi,28,029,11.0
Covington County,Mississippi,28,031,11.4
DeSoto County,Mississippi,28,033,20.0
Forrest County,Mississippi,28,035,25.6
Franklin County,Mississippi,28,037,9.4
George County,Mississippi,28,039,9.2
Greene County,Mississippi,28,041,5.7
Grenada County,Mississippi,28,043,15.0
Hancock County,Mississippi,28,045,23.5
Harrison County,Mississippi,28,047,19.7
Hinds County,Mississippi,28,049,25.1
Holmes County,Mississippi,28,051,11.1
Humphreys County,Mississippi,28,053,8.3
Issaquena County,Mississippi,28,055,4.5
Itawamba County,Mississippi,28,057,13.7
Jackson County,Mississippi,28,059,19.8
Jasper County,Mississippi,28,061,10.7
Jefferson County,Mississippi,28,063,10.8
Jefferson Davis County,Mississippi,28,065,12.2
Jones County,Mississippi,28,067,15.9
Kemper County,Mississippi,28,069,7.6
Lafayette County,Mississippi,28,071,37.6
Lamar County,Mississippi,28,073,34.3
Lauderdale County,Mississippi,28,075,17.8
Lawrence County,Mississippi,28,077,11.6
