County,State,State_FIPS,County_FIPS,health_insurance_rate
Hendricks County,Indiana,18,063,9.1
Henry County,Indiana,18,065,15.7
Howard County,Indiana,18,067,13.5
Huntington County,Indiana,18,069,14.1
Jackson County,Indiana,18,071,13.6
Jasper County,Indiana,18,073,11.8
Jay County,Indiana,18,075,13.8
Jefferson County,Indiana,18,077,13.8
Jennings County,Indiana,18,079,16.6
Johnson County,Indiana,18,081,11.0
Knox County,Indiana,18,083,14.2
Kosciusko County,Indiana,18,085,16.1
LaGrange County,Indiana,18,087,42.9
Lake County,Indiana,18,089,14.8
LaPorte County,Indiana,18,091,13.2
Lawrence County,Indiana,18,093,15.4
Madison County,Indiana,18,095,16.2
Marion County,Indiana,18,097,17.0
Marshall County,Indiana,18,099,16.2
Martin County,Indiana,18,101,12.5
Miami County,Indiana,18,103,13.8
Monroe County,Indiana,18,105,12.2
Montgomery County,Indiana,18,107,13.5
Morgan County,Indiana,18,109,12.3
Newton County,Indiana,18,111,11.8
Noble County,Indiana,18,113,15.3
Ohio County,Indiana,18,115,13.9
Orange County,Indiana,18,117,18.2
Owen County,Indiana,18,119,17.3
Parke County,Indiana,18,121,20.5
Perry County,Indiana,18,123,10.1
Pike County,Indiana,18,125,11.9
Porter County,Indiana,18,127,11.6
Posey County,Indiana,18,129,8.0
Pulaski County,Indiana,18,131,13.5
Putnam County,Indiana,18,133,12.0
Randolph County,Indiana,18,135,14.4
Ripley County,Indiana,18,137,11.4
Rush County,Indiana,18,139,14.1
Saint Joseph County,Indiana,18,141,14.0
Scott County,Indiana,18,143,14.0
Shelby County,Indiana,18,145,14.3
Spencer County,Indiana,18,147,10.7
Starke County,Indiana,18,149,13.4
Steuben County,Indiana,18,151,13.4
Sullivan County,Indiana,18,153,15.7
Switzerland County,Indiana,18,155,17.4
Tippecanoe County,Indiana,18,157,12.3
Tipton County,Indiana,18,159,14.9
Union County,Indiana,18,161,12.5
Vanderburgh County,Indiana,18,163,12.6
Vermillion County,Indiana,18,165,14.3
Vigo County,Indiana,18,167,15.2
Wabash County,Indiana,18,169,11.4
Warren County,Indiana,18,171,11.1
Warrick County,Indiana,18,173,10.2
Washington County,Indiana,18,175,14.1
Wayne County,Indiana,18,177,18.9
Wells County,Indiana,18,179,10.2
White County,Indiana,18,181,12.6
Whitley County,Indiana,18,183,9.7
Adair County,Iowa,19,001,6.3
Adams County,Iowa,19,003,7.9
Allamakee County,Iowa,19,005,10.5
Appanoose County,Iowa,19,007,12.4
Audubon County,Iowa,19,009,9.5
Benton County,Iowa,19,011,6.8
Black Hawk County,Iowa,19,013,8.7
Boone County,Iowa,19,015,8.2
Bremer County,Iowa,19,017,4.1
Buchanan County,Iowa,19,019,10.1
Buena Vista County,Iowa,19,021,11.0
Butler County,Iowa,19,023,6.6
Calhoun County,Iowa,19,025,6.6
Carroll County,Iowa,19,027,5.1
Cass County,Iowa,19,029,9.7
Cedar County,Iowa,19,031,5.5
Cerro Gordo County,Iowa,19,033,8.7
Cherokee County,Iowa,19,035,8.9
Chickasaw County,Iowa,19,037,9.1
Clarke County,Iowa,19,039,14.0
Clay County,Iowa,19,041,9.3
Clayton County,Iowa,19,043,8.9
Clinton County,Iowa,19,045,8.2
Crawford County,Iowa,19,047,12.6
Dallas County,Iowa,19,049,6.0
Davis County,Iowa,19,051,25.6
Decatur County,Iowa,19,053,13.8
Delaware County,Iowa,19,055,5.2
Des Moines County,Iowa,19,057,8.9
Dickinson County,Iowa,19,059,8.4
Dubuque County,Iowa,19,061,6.0
Emmet County,Iowa,19,063,12.6
Fayette County,Iowa,19,065,8.7
Floyd County,Iowa,19,067,9.7
Franklin County,Iowa,19,069,12.4
Fremont County,Iowa,19,071,7.8
Greene County,Iowa,19,073,7.4
Grundy County,Iowa,19,075,5.4
Guthrie County,Iowa,19,077,8.5
Hamilton County,Iowa,19,079,7.9
Hancock County,Iowa,19,081,7.3
Hardin County,Iowa,19,083,10.1
Harrison County,Iowa,19,085,8.9
Henry County,Iowa,19,087,10.4
Howard County,Iowa,19,089,8.8
Humboldt County,Iowa,19,091,7.9
Ida County,Iowa,19,093,9.3
Iowa County,Iowa,19,095,5.8
Jackson County,Iowa,19,097,8.2
Jasper County,Iowa,19,099,8.3
Jefferson County,Iowa,19,101,16.6
Johnson County,Iowa,19,103,7.9
Jones County,Iowa,19,105,5.3
Keokuk County,Iowa,19,107,8.3
Kossuth County,Iowa,19,109,5.8
Lee County,Iowa,19,111,12.3
Linn County,Iowa,19,113,7.8
Louisa County,Iowa,19,115,11.7
Lucas County,Iowa,19,117,10.3
Lyon County,Iowa,19,119,9.8
Madison County,Iowa,19,121,7.4
Mahaska County,Iowa,19,123,7.2
Marion County,Iowa,19,125,5.9
Marshall County,Iowa,19,127,10.5
Mills County,Iowa,19,129,7.6
Mitchell County,Iowa,19,131,9.6
Monona County,Iowa,19,133,10.0
Monroe County,Iowa,19,135,8.9
Montgomery County,Iowa,19,137,10.8
Muscatine County,Iowa,19,139,9.9
O'Brien County,Iowa,19,141,8.4
Osceola County,Iowa,19,143,10.4
Page County,Iowa,19,145,10.3
Palo Alto County,Iowa,19,147,9.2
Plymouth County,Iowa,19,149,4.9
Pocahontas County,Iowa,19,151,8.5
Polk County,Iowa,19,153,8.5
Pottawattamie County,Iowa,19,155,12.1
Poweshiek County,Iowa,19,157,7.3
Ringgold County,Iowa,19,159,13.7
Sac County,Iowa,19,161,7.4
Scott County,Iowa,19,163,10.2
Shelby County,Iowa,19,165,6.1
Sioux County,Iowa,19,167,7.4
Story County,Iowa,19,169,6.3
Tama County,Iowa,19,171,10.1
Taylor County,Iowa,19,173,11.3
Union County,Iowa,19,175,10.2
Van Buren County,Iowa,19,177,15.9
Wapello County,Iowa,19,179,11.4
Warren County,Iowa,19,181,5.2
Washington County,Iowa,19,183,10.8
Wayne County,Iowa,19,185,10.3
Webster County,Iowa,19,187,11.7
Winnebago County,Iowa,19,189,6.1
Winneshiek County,Iowa,19,191,6.3
Woodbury County,Iowa,19,193,12.1
Worth County,Iowa,19,195,8.7
Wright County,Iowa,19,197,10.2
Allen County,Kansas,20,001,14.4
Anderson County,Kansas,20,003,14.8
Atchison County,Kansas,20,005,13.6
Barber County,Kansas,20,007,10.0
Barton County,Kansas,20,009,15.5
Bourbon County,Kansas,20,011,11.6
Brown County,Kansas,20,013,13.5
Butler County,Kansas,20,015,10.9
Chase County,Kansas,20,017,17.5
Chautauqua County,Kansas,20,019,17.5
Cherokee County,Kansas,20,021,16.0
Cheyenne County,Kansas,20,023,16.5
Clark County,Kansas,20,025,5.7
Clay County,Kansas,20,027,9.8
Cloud County,Kansas,20,029,13.7
Coffey County,Kansas,20,031,12.0
Comanche County,Kansas,20,033,10.9
Cowley County,Kansas,20,035,12.6
Crawford County,Kansas,20,037,15.8
Decatur County,Kansas,20,039,17.9
Dickinson County,Kansas,20,041,10.0
Doniphan County,Kansas,20,043,12.4
Douglas County,Kansas,20,045,12.8
Edwards County,Kansas,20,047,11.7
Elk County,Kansas,20,049,14.8
Ellis County,Kansas,20,051,10.0
Ellsworth County,Kansas,20,053,10.5
Finney County,Kansas,20,055,17.1
Ford County,Kansas,20,057,19.2
Franklin County,Kansas,20,059,9.9
Geary County,Kansas,20,061,10.8
Gove County,Kansas,20,063,9.1
Graham County,Kansas,20,065,9.1
Grant County,Kansas,20,067,15.3
Gray County,Kansas,20,069,16.2
Greeley County,Kansas,20,071,11.0
Greenwood County,Kansas,20,073,9.8
Hamilton County,Kansas,20,075,18.9
Harper County,Kansas,20,077,13.6
Harvey County,Kansas,20,079,9.9
Haskell County,Kansas,20,081,14.7
Hodgeman County,Kansas,20,083,13.2
Jackson County,Kansas,20,085,8.0
Jefferson County,Kansas,20,087,9.6
Jewell County,Kansas,20,089,12.4
Johnson County,Kansas,20,091,8.6
Kearny County,Kansas,20,093,19.2
Kingman County,Kansas,20,095,11.4
Kiowa County,Kansas,20,097,17.2
Labette County,Kansas,20,099,14.2
Lane County,Kansas,20,101,5.2
Leavenworth County,Kansas,20,103,9.6
Lincoln County,Kansas,20,105,11.3
Linn County,Kansas,20,107,11.5
Logan County,Kansas,20,109,10.4
Lyon County,Kansas,20,111,16.6
McPherson County,Kansas,20,113,8.8
Marion County,Kansas,20,115,10.5
Marshall County,Kansas,20,117,9.2
Meade County,Kansas,20,119,14.5
Miami County,Kansas,20,121,9.6
Mitchell County,Kansas,20,123,6.2
Montgomery County,Kansas,20,125,15.2
Morris County,Kansas,20,127,11.1
Morton County,Kansas,20,129,13.2
Nemaha County,Kansas,20,131,6.6
Neosho County,Kansas,20,133,12.8
Ness County,Kansas,20,135,10.7
Norton County,Kansas,20,137,9.6
Osage County,Kansas,20,139,11.5
Osborne County,Kansas,20,141,9.6
Ottawa County,Kansas,20,143,14.0
Pawnee County,Kansas,20,145,13.8
Phillips County,Kansas,20,147,9.1
Pottawatomie County,Kansas,20,149,7.2
Pratt County,Kansas,20,151,12.4
Rawlins County,Kansas,20,153,9.6
Reno County,Kansas,20,155,13.4
Republic County,Kansas,20,157,12.4
Rice County,Kansas,20,159,13.2
Riley County,Kansas,20,161,8.2
Rooks County,Kansas,20,163,11.2
Rush County,Kansas,20,165,9.7
Russell County,Kansas,20,167,7.6
Saline County,Kansas,20,169,13.5
Scott County,Kansas,20,171,9.6
Sedgwick County,Kansas,20,173,14.1
Seward County,Kansas,20,175,24.6
Shawnee County,Kansas,20,177,12.8
Sheridan County,Kansas,20,179,8.1
Sherman County,Kansas,20,181,16.6
Smith County,Kansas,20,183,12.1
Stafford County,Kansas,20,185,16.1
Stanton County,Kansas,20,187,14.9
Stevens County,Kansas,20,189,17.6
Sumner County,Kansas,20,191,10.7
Thomas County,Kansas,20,193,8.9
Trego County,Kansas,20,195,12.5
Wabaunsee County,Kansas,20,197,8.8
Wallace County,Kansas,20,199,13.5
Washington County,Kansas,20,201,8.1
Wichita County,Kansas,20,203,10.5
Wilson County,Kansas,20,205,19.0
Woodson County,Kansas,20,207,18.8
Wyandotte County,Kansas,20,209,23.7
Adair County,Kentucky,21,001,20.6
Allen County,Kentucky,21,003,15.6
Anderson County,Kentucky,21,005,11.2
Ballard County,Kentucky,21,007,12.8
Barren County,Kentucky,21,009,14.4
Bath County,Kentucky,21,011,16.9
Bell County,Kentucky,21,013,19.6
Boone County,Kentucky,21,015,9.0
Bourbon County,Kentucky,21,017,16.0
Boyd County,Kentucky,21,019,15.1
Boyle County,Kentucky,21,021,13.9
Bracken County,Kentucky,21,023,10.7
Breathitt County,Kentucky,21,025,18.4
Breckinridge County,Kentucky,21,027,17.2
Bullitt County,Kentucky,21,029,10.1
Butler County,Kentucky,21,031,12.1
Caldwell County,Kentucky,21,033,16.7
Calloway County,Kentucky,21,035,12.5
Campbell County,Kentucky,21,037,11.3
Carlisle County,Kentucky,21,039,15.0
Carroll County,Kentucky,21,041,23.1
Carter County,Kentucky,21,043,17.2
Casey County,Kentucky,21,045,24.0
Christian County,Kentucky,21,047,15.8
Clark County,Kentucky,21,049,14.3
Clay County,Kentucky,21,051,17.9
Clinton County,Kentucky,21,053,14.4
Crittenden County,Kentucky,21,055,20.6
Cumberland County,Kentucky,21,057,22.3
Daviess County,Kentucky,21,059,12.4
Edmonson County,Kentucky,21,061,13.6
Elliott County,Kentucky,21,063,16.8
Estill County,Kentucky,21,065,17.3
Fayette County,Kentucky,21,067,13.7
Fleming County,Kentucky,21,069,19.6
Floyd County,Kentucky,21,071,18.8
Franklin County,Kentucky,21,073,13.0
Fulton County,Kentucky,21,075,18.6
Gallatin County,Kentucky,21,077,18.1
Garrard County,Kentucky,21,079,16.7
Grant County,Kentucky,21,081,13.9
Graves County,Kentucky,21,083,15.8
Grayson County,Kentucky,21,085,15.2
Green County,Kentucky,21,087,16.5
Greenup County,Kentucky,21,089,15.1
Hancock County,Kentucky,21,091,12.8
Hardin County,Kentucky,21,093,12.2
Harlan County,Kentucky,21,095,20.0
Harrison County,Kentucky,21,097,15.4
Hart County,Kentucky,21,099,17.4
Henderson County,Kentucky,21,101,13.8
Henry County,Kentucky,21,103,13.9
Hickman County,Kentucky,21,105,13.8
Hopkins County,Kentucky,21,107,15.8
Jackson County,Kentucky,21,109,18.4
Jefferson County,Kentucky,21,111,12.7
Jessamine County,Kentucky,21,113,14.3
Johnson County,Kentucky,21,115,16.0
Kenton County,Kentucky,21,117,12.6
Knott County,Kentucky,21,119,15.4
Knox County,Kentucky,21,121,17.3
Larue County,Kentucky,21,123,14.3
Laurel County,Kentucky,21,125,19.0
Lawrence County,Kentucky,21,127,20.0
Lee County,Kentucky,21,129,19.7
Leslie County,Kentucky,21,131,17.9
Letcher County,Kentucky,21,133,16.6
Lewis County,Kentucky,21,135,18.3
Lincoln County,Kentucky,21,137,17.1
Livingston County,Kentucky,21,139,14.7
Logan County,Kentucky,21,141,14.9
Lyon County,Kentucky,21,143,11.4
McCracken County,Kentucky,21,145,13.2
McCreary County,Kentucky,21,147,17.7
McLean County,Kentucky,21,149,12.0
Madison County,Kentucky,21,151,14.7
Magoffin County,Kentucky,21,153,19.6
Marion County,Kentucky,21,155,11.1
Marshall County,Kentucky,21,157,10.6
Martin County,Kentucky,21,159,16.0
Mason County,Kentucky,21,161,14.4
Meade County,Kentucky,21,163,13.7
Menifee County,Kentucky,21,165,17.4
Mercer County,Kentucky,21,167,13.7
Metcalfe County,Kentucky,21,169,19.2
Monroe County,Kentucky,21,171,13.4
Montgomery County,Kentucky,21,173,16.1
Morgan County,Kentucky,21,175,15.1
Muhlenberg County,Kentucky,21,177,15.1
Nelson County,Kentucky,21,179,13.0
Nicholas County,Kentucky,21,181,17.7
Ohio County,Kentucky,21,183,14.0
Oldham County,Kentucky,21,185,6.7
Owen County,Kentucky,21,187,9.9
Owsley County,Kentucky,21,189,17.3
Pendleton County,Kentucky,21,191,11.0
Perry County,Kentucky,21,193,18.9
Pike County,Kentucky,21,195,14.4
Powell County,Kentucky,21,197,15.0
Pulaski County,Kentucky,21,199,15.3
Robertson County,Kentucky,21,201,16.0
Rockcastle County,Kentucky,21,203,16.2
Rowan County,Kentucky,21,205,16.9
Russell County,Kentucky,21,207,21.4
Scott County,Kentucky,21,209,9.8
Shelby County,Kentucky,21,211,14.9
Simpson County,Kentucky,21,213,16.1
Spencer County,Kentucky,21,215,7.8
Taylor County,Kentucky,21,217,17.0
Todd County,Kentucky,21,219,17.1
Trigg County,Kentucky,21,221,15.3
Trimble County,Kentucky,21,223,16.5
Union County,Kentucky,21,225,18.9
Warren County,Kentucky,21,227,14.4
Washington County,Kentucky,21,229,12.3
Wayne County,Kentucky,21,231,18.9
Webster County,Kentucky,21,233,18.5
Whitley County,Kentucky,21,235,16.8
Wolfe County,Kentucky,21,237,13.6
Woodford County,Kentucky,21,239,12.2
Acadia Parish,Louisiana,22,001,16.5
Allen Parish,Louisiana,22,003,16.5
Ascension Parish,Louisiana,22,005,13.8
Assumption Parish,Louisiana,22,007,14.5
Avoyelles Parish,Louisiana,22,009,17.3
Beauregard Parish,Louisiana,22,011,17.5
Bienville Parish,Louisiana,22,013,14.0
Bossier Parish,Louisiana,22,015,16.0
Caddo Parish,Louisiana,22,017,18.0
Calcasieu Parish,Louisiana,22,019,16.6
Caldwell Parish,Louisiana,22,021,21.0
Cameron Parish,Louisiana,22,023,15.5
Catahoula Parish,Louisiana,22,025,23.6
Claiborne Parish,Louisiana,22,027,19.6
Concordia Parish,Louisiana,22,029,23.0
De Soto Parish,Louisiana,22,031,17.9
East Baton Rouge Parish,Louisiana,22,033,14.1
East Carroll Parish,Louisiana,22,035,32.5
East Feliciana Parish,Louisiana,22,037,15.8
Evangeline Parish,Louisiana,22,039,15.4
Franklin Parish,Louisiana,22,041,23.4
Grant Parish,Louisiana,22,043,17.7
Iberia Parish,Louisiana,22,045,18.3
Iberville Parish,Louisiana,22,047,13.7
Jackson Parish,Louisiana,22,049,17.5
Jefferson Parish,Louisiana,22,051,18.2
Jefferson Davis Parish,Louisiana,22,053,13.5
Lafayette Parish,Louisiana,22,055,16.4
Lafourche Parish,Louisiana,22,057,16.6
LaSalle Parish,Louisiana,22,059,21.4
Lincoln Parish,Louisiana,22,061,19.0
Livingston Parish,Louisiana,22,063,16.6
Madison Parish,Louisiana,22,065,38.8
Morehouse Parish,Louisiana,22,067,23.1
Natchitoches Parish,Louisiana,22,069,19.0
Orleans Parish,Louisiana,22,071,19.5
Ouachita Parish,Louisiana,22,073,23.0
Plaquemines Parish,Louisiana,22,075,11.2
Pointe Coupee Parish,Louisiana,22,077,17.0
Rapides Parish,Louisiana,22,079,16.6
Red River Parish,Louisiana,22,081,20.4
Richland Parish,Louisiana,22,083,38.3
Sabine Parish,Louisiana,22,085,20.4
Saint Bernard Parish,Louisiana,22,087,12.9
Saint Charles Parish,Louisiana,22,089,13.4
Saint Helena Parish,Louisiana,22,091,17.9
Saint James Parish,Louisiana,22,093,12.7
Saint John the Baptist Parish,Louisiana,22,095,16.1
Saint Landry Parish,Louisiana,22,097,15.8
Saint Martin Parish,Louisiana,22,099,17.2
Saint Mary Parish,Louisiana,22,101,20.6
Saint Tammany Parish,Louisiana,22,103,13.4
Tangipahoa Parish,Louisiana,22,105,17.5
Tensas Parish,Louisiana,22,107,43.9
Terrebonne Parish,Louisiana,22,109,17.3
Union Parish,Louisiana,22,111,18.5
Vermilion Parish,Louisiana,22,113,16.9
Vernon Parish,Louisiana,22,115,13.8
Washington Parish,Louisiana,22,117,20.5
Webster Parish,Louisiana,22,119,19.0
West Baton Rouge Parish,Louisiana,22,121,14.3
West Carroll Parish,Louisiana,22,123,31.0
West Feliciana Parish,Louisiana,22,125,14.8
Winn Parish,Louisiana,22,127,20.7
Androscoggin County,Maine,23,001,9.7
Aroostook County,Maine,23,003,10.9
Cumberland County,Maine,23,005,8.8
Franklin County,Maine,23,007,11.4
Hancock County,Maine,23,009,15.2
Kennebec County,Maine,23,011,8.6
Knox County,Maine,23,013,12.7
Lincoln County,Maine,23,015,11.6
Oxford County,Maine,23,017,11.5
Penobscot County,Maine,23,019,10.2
Piscataquis County,Maine,23,021,13.9
Sagadahoc County,Maine,23,023,8.6
Somerset County,Maine,23,025,12.0
Waldo County,Maine,23,027,13.4
Washington County,Maine,23,029,13.5
York County,Maine,23,031,9.0
Allegany County,Maryland,24,001,9.8
Anne Arundel County,Maryland,24,003,8.0
Baltimore County,Maryland,24,005,9.3
Calvert County,Maryland,24,009,6.8
Caroline County,Maryland,24,011,12.7
Carroll County,Maryland,24,013,6.4
Cecil County,Maryland,24,015,9.8
Charles County,Maryland,24,017,7.2
Dorchester County,Maryland,24,019,11.1
Frederick County,Maryland,24,021,7.8
Garrett County,Maryland,24,023,14.7
Harford County,Maryland,24,025,6.5
Howard County,Maryland,24,027,7.0
Kent County,Maryland,24,029,9.9
Queen Anne's County,Maryland,24,035,6.9
Saint Mary's County,Maryland,24,037,8.3
Somerset County,Maryland,24,039,13.3
Talbot County,Maryland,24,041,11.8
Washington County,Maryland,24,043,10.1
Wicomico County,Maryland,24,045,12.9
Worcester County,Maryland,24,047,10.5
Baltimore City,Maryland,24,510,14.0
Montgomery County,Maryland,24,031,11.8
Prince George's County,Maryland,24,033,15.4
Barnstable County,Massachusetts,25,001,5.2
Berkshire County,Massachusetts,25,003,3.7
Bristol County,Massachusetts,25,005,4.4
Dukes County,Massachusetts,25,007,8.1
Essex County,Massachusetts,25,009,4.2
Franklin County,Massachusetts,25,011,4.3
Hampden County,Massachusetts,25,013,4.4
Hampshire County,Massachusetts,25,015,3.2
Middlesex County,Massachusetts,25,017,3.7
Nantucket County,Massachusetts,25,019,10.0
Norfolk County,Massachusetts,25,021,2.6
Plymouth County,Massachusetts,25,023,3.7
Suffolk County,Massachusetts,25,025,5.7
Worcester County,Massachusetts,25,027,3.5
Alcona County,Michigan,26,001,12.5
Alger County,Michigan,26,003,14.0
Allegan County,Michigan,26,005,10.8
Alpena County,Michigan,26,007,11.8
Antrim County,Michigan,26,009,14.3
Arenac County,Michigan,26,011,12.4
Baraga County,Michigan,26,013,11.4
Barry County,Michigan,26,015,10.4
Bay County,Michigan,26,017,10.5
Benzie County,Michigan,26,019,14.2
Berrien County,Michigan,26,021,13.1
Branch County,Michigan,26,023,13.0
Calhoun County,Michigan,26,025,12.8
Cass County,Michigan,26,027,12.9
Charlevoix County,Michigan,26,029,11.1
Cheboygan County,Michigan,26,031,14.8
Chippewa County,Michigan,26,033,13.6
Clare County,Michigan,26,035,15.3
Clinton County,Michigan,26,037,8.3
Crawford County,Michigan,26,039,11.3
Delta County,Michigan,26,041,12.1
Dickinson County,Michigan,26,043,10.0
Eaton County,Michigan,26,045,8.9
Emmet County,Michigan,26,047,13.4
Genesee County,Michigan,26,049,10.0
Gladwin County,Michigan,26,051,13.3
Gogebic County,Michigan,26,053,17.1
Grand Traverse County,Michigan,26,055,12.3
Gratiot County,Michigan,26,057,11.8
Hillsdale County,Michigan,26,059,15.1
Houghton County,Michigan,26,061,10.7
Huron County,Michigan,26,063,10.8
Ingham County,Michigan,26,065,9.7
Ionia County,Michigan,26,067,10.8
Iosco County,Michigan,26,069,12.7
Iron County,Michigan,26,071,11.3
Isabella County,Michigan,26,073,13.5
Jackson County,Michigan,26,075,11.1
Kalamazoo County,Michigan,26,077,10.4
Kalkaska County,Michigan,26,079,15.2
Kent County,Michigan,26,081,10.8
Keweenaw County,Michigan,26,083,11.8
Lake County,Michigan,26,085,15.8
Lapeer County,Michigan,26,087,11.9
Leelanau County,Michigan,26,089,12.0
Lenawee County,Michigan,26,091,11.4
Livingston County,Michigan,26,093,8.1
Luce County,Michigan,26,095,11.8
Mackinac County,Michigan,26,097,16.6
Macomb County,Michigan,26,099,11.4
Manistee County,Michigan,26,101,12.6
Marquette County,Michigan,26,103,11.3
Mason County,Michigan,26,105,13.4
Mecosta County,Michigan,26,107,14.2
Menominee County,Michigan,26,109,11.7
Midland County,Michigan,26,111,9.5
Missaukee County,Michigan,26,113,13.6
Monroe County,Michigan,26,115,8.9
Montcalm County,Michigan,26,117,14.2
Montmorency County,Michigan,26,119,11.9
Muskegon County,Michigan,26,121,11.0
Newaygo County,Michigan,26,123,14.1
Oakland County,Michigan,26,125,9.8
Oceana County,Michigan,26,127,15.2
Ogemaw County,Michigan,26,129,12.1
Ontonagon County,Michigan,26,131,13.5
Osceola County,Michigan,26,133,14.0
Oscoda County,Michigan,26,135,19.1
Otsego County,Michigan,26,137,12.0
Ottawa County,Michigan,26,139,8.1
Presque Isle County,Michigan,26,141,12.6
Roscommon County,Michigan,26,143,12.5
Saginaw County,Michigan,26,145,10.7
Saint Clair County,Michigan,26,147,11.4
Saint Joseph County,Michigan,26,149,13.6
Sanilac County,Michigan,26,151,13.8
Schoolcraft County,Michigan,26,153,12.5
Shiawassee County,Michigan,26,155,11.5
Tuscola County,Michigan,26,157,12.0
Van Buren County,Michigan,26,159,14.7
Washtenaw County,Michigan,26,161,7.7
Wayne County,Michigan,26,163,14.6
Wexford County,Michigan,26,165,12.7
Aitkin County,Minnesota,27,001,9.8
Anoka County,Minnesota,27,003,8.1
Becker County,Minnesota,27,005,11.8
Beltrami County,Minnesota,27,007,15.2
Benton County,Minnesota,27,009,10.2
Big Stone County,Minnesota,27,011,6.6
Blue Earth County,Minnesota,27,013,8.1
Brown County,Minnesota,27,015,5.6
Carlton County,Minnesota,27,017,8.3
Carver County,Minnesota,27,019,5.5
Cass County,Minnesota,27,021,10.4
Chippewa County,Minnesota,27,023,10.5
Chisago County,Minnesota,27,025,8.1
Clay County,Minnesota,27,027,7.4
Clearwater County,Minnesota,27,029,16.1
Cook County,Minnesota,27,031,13.2
Cottonwood County,Minnesota,27,033,9.8
Crow Wing County,Minnesota,27,035,10.4
Dakota County,Minnesota,27,037,7.3
Dodge County,Minnesota,27,039,6.7
Douglas County,Minnesota,27,041,8.1
Faribault County,Minnesota,27,043,8.1
Fillmore County,Minnesota,27,045,11.3
Freeborn County,Minnesota,27,047,8.9
Goodhue County,Minnesota,27,049,8.8
Grant County,Minnesota,27,051,8.7
Hennepin County,Minnesota,27,053,9.5
Houston County,Minnesota,27,055,6.4
Hubbard County,Minnesota,27,057,10.2
Isanti County,Minnesota,27,059,9.2
Itasca County,Minnesota,27,061,9.7
Jackson County,Minnesota,27,063,8.3
Kanabec County,Minnesota,27,065,12.0
Kandiyohi County,Minnesota,27,067,9.0
Kittson County,Minnesota,27,069,9.2
Koochiching County,Minnesota,27,071,9.9
Lac qui Parle County,Minnesota,27,073,5.2
Lake County,Minnesota,27,075,7.2
Lake of the Woods County,Minnesota,27,077,12.7
Le Sueur County,Minnesota,27,079,7.3
Lincoln County,Minnesota,27,081,6.4
Lyon County,Minnesota,27,083,8.2
McLeod County,Minnesota,27,085,9.1
Mahnomen County,Minnesota,27,087,18.5
Marshall County,Minnesota,27,089,8.4
Martin County,Minnesota,27,091,7.6
Meeker County,Minnesota,27,093,8.7
Mille Lacs County,Minnesota,27,095,10.7
Morrison County,Minnesota,27,097,9.7
Mower County,Minnesota,27,099,10.9
Murray County,Minnesota,27,101,8.3
Nicollet County,Minnesota,27,103,5.6
Nobles County,Minnesota,27,105,12.7
Norman County,Minnesota,27,107,9.4
Olmsted County,Minnesota,27,109,6.4
Otter Tail County,Minnesota,27,111,8.1
Pennington County,Minnesota,27,113,8.8
Pine County,Minnesota,27,115,10.9
Pipestone County,Minnesota,27,117,10.0
Polk County,Minnesota,27,119,8.7
Pope County,Minnesota,27,121,7.3
Ramsey County,Minnesota,27,123,10.4
Red Lake County,Minnesota,27,125,6.7
Redwood County,Minnesota,27,127,10.6
Renville County,Minnesota,27,129,9.5
Rice County,Minnesota,27,131,8.3
Rock County,Minnesota,27,133,6.7
Roseau County,Minnesota,27,135,6.2
Saint Louis County,Minnesota,27,137,8.5
Scott County,Minnesota,27,139,7.0
Sherburne County,Minnesota,27,141,8.2
Sibley County,Minnesota,27,143,9.3
Stearns County,Minnesota,27,145,7.7
Steele County,Minnesota,27,147,6.5
Stevens County,Minnesota,27,149,5.0
Swift County,Minnesota,27,151,7.3
Todd County,Minnesota,27,153,11.7
Traverse County,Minnesota,27,155,6.0
Wabasha County,Minnesota,27,157,7.9
Wadena County,Minnesota,27,159,8.8
Waseca County,Minnesota,27,161,7.1
Washington County,Minnesota,27,163,5.8
Watonwan County,Minnesota,27,165,11.7
Wilkin County,Minnesota,27,167,7.5
Winona County,Minnesota,27,169,9.0
Wright County,Minnesota,27,171,7.7
Yellow Medicine County,Minnesota,27,173,10.8
Adams County,Mississippi,28,001,19.1
Alcorn County,Mississippi,28,003,15.2
Amite County,Mississippi,28,005,15.6
Attala County,Mississippi,28,007,17.7
Benton County,Mississippi,28,009,19.5
Bolivar County,Mississippi,28,011,16.8
Calhoun County,Mississippi,28,013,18.2
Carroll County,Mississippi,28,015,14.2
Chickasaw County,Mississippi,28,017,17.2
Choctaw County,Mississippi,28,019,19.6
Claiborne County,Mississippi,28,021,27.1
Clarke County,Mississippi,28,023,16.7
Clay County,Mississippi,28,025,17.2
Coahoma County,Mississippi,28,027,19.0
Copiah County,Mississippi,28,029,19.1
Covington County,Mississippi,28,031,16.3
DeSoto County,Mississippi,28,033,15.1
Forrest County,Mississippi,28,035,17.6
Franklin County,Mississippi,28,037,16.3
George County,Mississippi,28,039,21.4
Greene County,Mississippi,28,041,19.9
Grenada County,Mississippi,28,043,16.8
Hancock County,Mississippi,28,045,19.2
Harrison County,Mississippi,28,047,20.1
Hinds County,Mississippi,28,049,17.6
Holmes County,Mississippi,28,051,22.3
Humphreys County,Mississippi,28,053,19.4
Issaquena County,Mississippi,28,055,21.0
Itawamba County,Mississippi,28,057,12.7
Jackson County,Mississippi,28,059,19.8
Jasper County,Mississippi,28,061,13.0
