County,State,State_FIPS,County_FIPS,less_than_9th_grade_percentage
Johnson County,Indiana,18,081,2.7
Knox County,Indiana,18,083,3.0
Kosciusko County,Indiana,18,085,5.9
LaGrange County,Indiana,18,087,27.9
Lake County,Indiana,18,089,4.8
LaPorte County,Indiana,18,091,3.5
Lawrence County,Indiana,18,093,5.2
Madison County,Indiana,18,095,3.9
Marion County,Indiana,18,097,5.5
Marshall County,Indiana,18,099,7.4
Martin County,Indiana,18,101,5.7
Miami County,Indiana,18,103,3.9
Monroe County,Indiana,18,105,2.3
Montgomery County,Indiana,18,107,3.4
Morgan County,Indiana,18,109,3.5
Newton County,Indiana,18,111,3.4
Noble County,Indiana,18,113,7.8
Ohio County,Indiana,18,115,4.7
Orange County,Indiana,18,117,6.4
Owen County,Indiana,18,119,5.5
Parke County,Indiana,18,121,4.8
Perry County,Indiana,18,123,5.9
Pike County,Indiana,18,125,4.7
Porter County,Indiana,18,127,2.3
Posey County,Indiana,18,129,1.8
Pulaski County,Indiana,18,131,5.9
Putnam County,Indiana,18,133,3.3
Randolph County,Indiana,18,135,6.9
Ripley County,Indiana,18,137,3.8
Rush County,Indiana,18,139,3.3
Saint Joseph County,Indiana,18,141,3.2
Scott County,Indiana,18,143,9.2
Shelby County,Indiana,18,145,4.1
Spencer County,Indiana,18,147,3.0
Starke County,Indiana,18,149,5.9
Steuben County,Indiana,18,151,3.4
Sullivan County,Indiana,18,153,4.8
Switzerland County,Indiana,18,155,6.9
Tippecanoe County,Indiana,18,157,3.7
Tipton County,Indiana,18,159,4.8
Union County,Indiana,18,161,5.1
Vanderburgh County,Indiana,18,163,2.8
Vermillion County,Indiana,18,165,3.3
Vigo County,Indiana,18,167,3.2
Wabash County,Indiana,18,169,5.4
Warren County,Indiana,18,171,6.1
Warrick County,Indiana,18,173,1.5
Washington County,Indiana,18,175,7.0
Wayne County,Indiana,18,177,4.5
Wells County,Indiana,18,179,2.3
White County,Indiana,18,181,3.3
Whitley County,Indiana,18,183,1.9
Adair County,Iowa,19,001,2.7
Adams County,Iowa,19,003,2.6
Allamakee County,Iowa,19,005,6.5
Appanoose County,Iowa,19,007,6.3
Audubon County,Iowa,19,009,4.2
Benton County,Iowa,19,011,2.8
Black Hawk County,Iowa,19,013,4.2
Boone County,Iowa,19,015,1.7
Bremer County,Iowa,19,017,2.9
Buchanan County,Iowa,19,019,4.3
Buena Vista County,Iowa,19,021,11.5
Butler County,Iowa,19,023,3.8
Calhoun County,Iowa,19,025,5.1
Carroll County,Iowa,19,027,4.0
Cass County,Iowa,19,029,2.2
Cedar County,Iowa,19,031,2.4
Cerro Gordo County,Iowa,19,033,3.2
Cherokee County,Iowa,19,035,3.3
Chickasaw County,Iowa,19,037,5.1
Clarke County,Iowa,19,039,9.0
Clay County,Iowa,19,041,2.3
Clayton County,Iowa,19,043,4.2
Clinton County,Iowa,19,045,4.4
Crawford County,Iowa,19,047,14.7
Dallas County,Iowa,19,049,2.8
Davis County,Iowa,19,051,9.8
Decatur County,Iowa,19,053,8.4
Delaware County,Iowa,19,055,5.6
Des Moines County,Iowa,19,057,2.3
Dickinson County,Iowa,19,059,2.2
Dubuque County,Iowa,19,061,3.3
Emmet County,Iowa,19,063,7.6
Fayette County,Iowa,19,065,4.7
Floyd County,Iowa,19,067,3.4
Franklin County,Iowa,19,069,4.8
Fremont County,Iowa,19,071,2.8
Greene County,Iowa,19,073,1.6
Grundy County,Iowa,19,075,1.7
Guthrie County,Iowa,19,077,3.6
Hamilton County,Iowa,19,079,2.6
Hancock County,Iowa,19,081,2.9
Hardin County,Iowa,19,083,5.5
Harrison County,Iowa,19,085,3.5
Henry County,Iowa,19,087,3.4
Howard County,Iowa,19,089,5.6
Humboldt County,Iowa,19,091,3.1
Ida County,Iowa,19,093,5.3
Iowa County,Iowa,19,095,2.1
Jackson County,Iowa,19,097,4.8
Jasper County,Iowa,19,099,3.0
Jefferson County,Iowa,19,101,1.3
Johnson County,Iowa,19,103,2.7
Jones County,Iowa,19,105,3.8
Keokuk County,Iowa,19,107,2.6
Kossuth County,Iowa,19,109,1.9
Lee County,Iowa,19,111,2.7
Linn County,Iowa,19,113,1.8
Louisa County,Iowa,19,115,8.4
Lucas County,Iowa,19,117,3.9
Lyon County,Iowa,19,119,7.5
Madison County,Iowa,19,121,1.6
Mahaska County,Iowa,19,123,2.8
Marion County,Iowa,19,125,2.9
Marshall County,Iowa,19,127,9.5
Mills County,Iowa,19,129,2.7
Mitchell County,Iowa,19,131,5.4
Monona County,Iowa,19,133,5.1
Monroe County,Iowa,19,135,4.2
Montgomery County,Iowa,19,137,6.3
Muscatine County,Iowa,19,139,7.5
O'Brien County,Iowa,19,141,4.4
Osceola County,Iowa,19,143,6.6
Page County,Iowa,19,145,4.4
Palo Alto County,Iowa,19,147,4.4
Plymouth County,Iowa,19,149,5.1
Pocahontas County,Iowa,19,151,3.1
Polk County,Iowa,19,153,3.1
Pottawattamie County,Iowa,19,155,3.9
Poweshiek County,Iowa,19,157,3.3
Ringgold County,Iowa,19,159,7.6
Sac County,Iowa,19,161,1.6
Scott County,Iowa,19,163,2.1
Shelby County,Iowa,19,165,5.7
Sioux County,Iowa,19,167,6.4
Story County,Iowa,19,169,1.5
Tama County,Iowa,19,171,3.4
Taylor County,Iowa,19,173,3.8
Union County,Iowa,19,175,3.0
Van Buren County,Iowa,19,177,4.8
Wapello County,Iowa,19,179,7.4
Warren County,Iowa,19,181,1.7
Washington County,Iowa,19,183,5.3
Wayne County,Iowa,19,185,5.1
Webster County,Iowa,19,187,3.5
Winnebago County,Iowa,19,189,2.2
Winneshiek County,Iowa,19,191,3.4
Woodbury County,Iowa,19,193,6.7
Worth County,Iowa,19,195,3.4
Wright County,Iowa,19,197,5.2
Allen County,Kansas,20,001,3.4
Anderson County,Kansas,20,003,2.5
Atchison County,Kansas,20,005,2.7
Barber County,Kansas,20,007,2.3
Barton County,Kansas,20,009,5.4
Bourbon County,Kansas,20,011,4.2
Brown County,Kansas,20,013,2.9
Butler County,Kansas,20,015,1.9
Chase County,Kansas,20,017,3.7
Chautauqua County,Kansas,20,019,5.3
Cherokee County,Kansas,20,021,6.1
Cheyenne County,Kansas,20,023,2.9
Clark County,Kansas,20,025,2.8
Clay County,Kansas,20,027,0.6
Cloud County,Kansas,20,029,2.5
Coffey County,Kansas,20,031,3.4
Comanche County,Kansas,20,033,4.5
Cowley County,Kansas,20,035,4.9
Crawford County,Kansas,20,037,4.3
Decatur County,Kansas,20,039,2.9
Dickinson County,Kansas,20,041,2.6
Doniphan County,Kansas,20,043,2.5
Douglas County,Kansas,20,045,1.8
Edwards County,Kansas,20,047,8.6
Elk County,Kansas,20,049,5.9
Ellis County,Kansas,20,051,3.2
Ellsworth County,Kansas,20,053,4.0
Finney County,Kansas,20,055,19.0
Ford County,Kansas,20,057,18.2
Franklin County,Kansas,20,059,2.3
Geary County,Kansas,20,061,2.1
Gove County,Kansas,20,063,2.0
Graham County,Kansas,20,065,2.5
Grant County,Kansas,20,067,20.2
Gray County,Kansas,20,069,15.5
Greeley County,Kansas,20,071,6.1
Greenwood County,Kansas,20,073,3.4
Hamilton County,Kansas,20,075,12.5
Harper County,Kansas,20,077,4.4
Harvey County,Kansas,20,079,5.1
Haskell County,Kansas,20,081,21.5
Hodgeman County,Kansas,20,083,3.3
Jackson County,Kansas,20,085,2.2
Jefferson County,Kansas,20,087,2.9
Jewell County,Kansas,20,089,2.6
Johnson County,Kansas,20,091,1.8
Kearny County,Kansas,20,093,10.3
Kingman County,Kansas,20,095,2.2
Kiowa County,Kansas,20,097,2.7
Labette County,Kansas,20,099,4.5
Lane County,Kansas,20,101,3.8
Leavenworth County,Kansas,20,103,2.4
Lincoln County,Kansas,20,105,2.0
Linn County,Kansas,20,107,5.5
Logan County,Kansas,20,109,2.0
Lyon County,Kansas,20,111,5.2
McPherson County,Kansas,20,113,5.5
Marion County,Kansas,20,115,4.1
Marshall County,Kansas,20,117,2.9
Meade County,Kansas,20,119,7.7
Miami County,Kansas,20,121,2.2
Mitchell County,Kansas,20,123,1.9
Montgomery County,Kansas,20,125,3.8
Morris County,Kansas,20,127,3.7
Morton County,Kansas,20,129,8.8
Nemaha County,Kansas,20,131,3.5
Neosho County,Kansas,20,133,3.0
Ness County,Kansas,20,135,3.6
Norton County,Kansas,20,137,5.6
Osage County,Kansas,20,139,3.3
Osborne County,Kansas,20,141,4.8
Ottawa County,Kansas,20,143,2.4
Pawnee County,Kansas,20,145,4.7
Phillips County,Kansas,20,147,2.6
Pottawatomie County,Kansas,20,149,0.8
Pratt County,Kansas,20,151,4.5
Rawlins County,Kansas,20,153,2.0
Reno County,Kansas,20,155,4.2
Republic County,Kansas,20,157,2.1
Rice County,Kansas,20,159,3.0
Riley County,Kansas,20,161,1.2
Rooks County,Kansas,20,163,1.5
Rush County,Kansas,20,165,3.4
Russell County,Kansas,20,167,1.9
Saline County,Kansas,20,169,4.0
Scott County,Kansas,20,171,4.5
Sedgwick County,Kansas,20,173,4.1
Seward County,Kansas,20,175,24.4
Shawnee County,Kansas,20,177,3.3
Sheridan County,Kansas,20,179,6.5
Sherman County,Kansas,20,181,5.0
Smith County,Kansas,20,183,2.6
Stafford County,Kansas,20,185,6.6
Stanton County,Kansas,20,187,10.8
Stevens County,Kansas,20,189,8.7
Sumner County,Kansas,20,191,2.6
Thomas County,Kansas,20,193,2.5
Trego County,Kansas,20,195,0.4
Wabaunsee County,Kansas,20,197,2.1
Wallace County,Kansas,20,199,7.2
Washington County,Kansas,20,201,5.0
Wichita County,Kansas,20,203,8.5
Wilson County,Kansas,20,205,5.9
Woodson County,Kansas,20,207,1.4
Wyandotte County,Kansas,20,209,11.7
Adair County,Kentucky,21,001,15.2
Allen County,Kentucky,21,003,9.3
Anderson County,Kentucky,21,005,4.9
Ballard County,Kentucky,21,007,5.8
Barren County,Kentucky,21,009,10.6
Bath County,Kentucky,21,011,12.6
Bell County,Kentucky,21,013,17.4
Boone County,Kentucky,21,015,3.1
Bourbon County,Kentucky,21,017,9.7
Boyd County,Kentucky,21,019,3.7
Boyle County,Kentucky,21,021,7.0
Bracken County,Kentucky,21,023,8.8
Breathitt County,Kentucky,21,025,14.3
Breckinridge County,Kentucky,21,027,11.1
Bullitt County,Kentucky,21,029,4.5
Butler County,Kentucky,21,031,12.5
Caldwell County,Kentucky,21,033,3.9
Calloway County,Kentucky,21,035,6.6
Campbell County,Kentucky,21,037,3.7
Carlisle County,Kentucky,21,039,6.9
Carroll County,Kentucky,21,041,12.0
Carter County,Kentucky,21,043,9.9
Casey County,Kentucky,21,045,21.9
Christian County,Kentucky,21,047,6.0
Clark County,Kentucky,21,049,6.3
Clay County,Kentucky,21,051,20.6
Clinton County,Kentucky,21,053,18.4
Crittenden County,Kentucky,21,055,11.5
Cumberland County,Kentucky,21,057,18.3
Daviess County,Kentucky,21,059,3.5
Edmonson County,Kentucky,21,061,11.7
Elliott County,Kentucky,21,063,18.7
Estill County,Kentucky,21,065,13.9
Fayette County,Kentucky,21,067,5.3
Fleming County,Kentucky,21,069,13.3
Floyd County,Kentucky,21,071,15.5
Franklin County,Kentucky,21,073,5.9
Fulton County,Kentucky,21,075,11.7
Gallatin County,Kentucky,21,077,10.0
Garrard County,Kentucky,21,079,10.8
Grant County,Kentucky,21,081,7.1
Graves County,Kentucky,21,083,8.2
Grayson County,Kentucky,21,085,13.6
Green County,Kentucky,21,087,12.9
Greenup County,Kentucky,21,089,7.0
Hancock County,Kentucky,21,091,6.8
Hardin County,Kentucky,21,093,4.1
Harlan County,Kentucky,21,095,17.1
Harrison County,Kentucky,21,097,11.4
Hart County,Kentucky,21,099,13.1
Henderson County,Kentucky,21,101,5.6
Henry County,Kentucky,21,103,9.6
Hickman County,Kentucky,21,105,7.2
Hopkins County,Kentucky,21,107,8.5
Jackson County,Kentucky,21,109,19.0
Jefferson County,Kentucky,21,111,3.7
Jessamine County,Kentucky,21,113,5.8
Johnson County,Kentucky,21,115,11.7
Kenton County,Kentucky,21,117,3.8
Knott County,Kentucky,21,119,17.8
Knox County,Kentucky,21,121,17.5
Larue County,Kentucky,21,123,5.6
Laurel County,Kentucky,21,125,12.6
Lawrence County,Kentucky,21,127,12.4
Lee County,Kentucky,21,129,14.0
Leslie County,Kentucky,21,131,19.6
Letcher County,Kentucky,21,133,11.6
Lewis County,Kentucky,21,135,17.1
Lincoln County,Kentucky,21,137,13.4
Livingston County,Kentucky,21,139,6.1
Logan County,Kentucky,21,141,13.4
Lyon County,Kentucky,21,143,3.1
McCracken County,Kentucky,21,145,4.1
McCreary County,Kentucky,21,147,15.6
McLean County,Kentucky,21,149,8.3
Madison County,Kentucky,21,151,7.0
Magoffin County,Kentucky,21,153,15.8
Marion County,Kentucky,21,155,9.5
Marshall County,Kentucky,21,157,5.5
Martin County,Kentucky,21,159,10.7
Mason County,Kentucky,21,161,7.1
Meade County,Kentucky,21,163,5.8
Menifee County,Kentucky,21,165,19.9
Mercer County,Kentucky,21,167,8.6
Metcalfe County,Kentucky,21,169,16.1
Monroe County,Kentucky,21,171,16.0
Montgomery County,Kentucky,21,173,10.5
Morgan County,Kentucky,21,175,18.0
Muhlenberg County,Kentucky,21,177,11.6
Nelson County,Kentucky,21,179,3.9
Nicholas County,Kentucky,21,181,11.6
Ohio County,Kentucky,21,183,10.7
Oldham County,Kentucky,21,185,2.6
Owen County,Kentucky,21,187,5.4
Owsley County,Kentucky,21,189,29.2
Pendleton County,Kentucky,21,191,8.3
Perry County,Kentucky,21,193,14.6
Pike County,Kentucky,21,195,14.1
Powell County,Kentucky,21,197,14.3
Pulaski County,Kentucky,21,199,12.1
Robertson County,Kentucky,21,201,18.7
Rockcastle County,Kentucky,21,203,17.3
Rowan County,Kentucky,21,205,12.1
Russell County,Kentucky,21,207,18.3
Scott County,Kentucky,21,209,4.2
Shelby County,Kentucky,21,211,6.8
Simpson County,Kentucky,21,213,6.9
Spencer County,Kentucky,21,215,6.3
Taylor County,Kentucky,21,217,10.7
Todd County,Kentucky,21,219,13.9
Trigg County,Kentucky,21,221,5.9
Trimble County,Kentucky,21,223,2.4
Union County,Kentucky,21,225,6.5
Warren County,Kentucky,21,227,5.2
Washington County,Kentucky,21,229,12.5
Wayne County,Kentucky,21,231,21.1
Webster County,Kentucky,21,233,9.8
Whitley County,Kentucky,21,235,12.7
Wolfe County,Kentucky,21,237,17.9
Woodford County,Kentucky,21,239,5.0
Acadia Parish,Louisiana,22,001,13.3
Allen Parish,Louisiana,22,003,8.5
Ascension Parish,Louisiana,22,005,3.4
Assumption Parish,Louisiana,22,007,16.1
Avoyelles Parish,Louisiana,22,009,11.3
Beauregard Parish,Louisiana,22,011,7.5
Bienville Parish,Louisiana,22,013,7.4
Bossier Parish,Louisiana,22,015,4.2
Caddo Parish,Louisiana,22,017,4.4
Calcasieu Parish,Louisiana,22,019,4.8
Caldwell Parish,Louisiana,22,021,8.8
Cameron Parish,Louisiana,22,023,10.0
Catahoula Parish,Louisiana,22,025,7.8
Claiborne Parish,Louisiana,22,027,8.7
Concordia Parish,Louisiana,22,029,8.2
De Soto Parish,Louisiana,22,031,7.0
East Baton Rouge Parish,Louisiana,22,033,3.2
East Carroll Parish,Louisiana,22,035,8.3
East Feliciana Parish,Louisiana,22,037,6.7
Evangeline Parish,Louisiana,22,039,17.6
Franklin Parish,Louisiana,22,041,9.4
Grant Parish,Louisiana,22,043,8.8
Iberia Parish,Louisiana,22,045,12.0
Iberville Parish,Louisiana,22,047,8.3
Jackson Parish,Louisiana,22,049,8.9
Jefferson Parish,Louisiana,22,051,7.6
Jefferson Davis Parish,Louisiana,22,053,8.4
Lafayette Parish,Louisiana,22,055,5.8
Lafourche Parish,Louisiana,22,057,12.9
LaSalle Parish,Louisiana,22,059,9.1
Lincoln Parish,Louisiana,22,061,5.7
Livingston Parish,Louisiana,22,063,5.8
Madison Parish,Louisiana,22,065,9.6
Morehouse Parish,Louisiana,22,067,7.9
Natchitoches Parish,Louisiana,22,069,7.5
Orleans Parish,Louisiana,22,071,5.7
Ouachita Parish,Louisiana,22,073,5.5
Plaquemines Parish,Louisiana,22,075,10.3
Pointe Coupee Parish,Louisiana,22,077,8.5
Rapides Parish,Louisiana,22,079,7.3
Red River Parish,Louisiana,22,081,4.7
Richland Parish,Louisiana,22,083,9.7
Sabine Parish,Louisiana,22,085,6.4
Saint Bernard Parish,Louisiana,22,087,8.0
Saint Charles Parish,Louisiana,22,089,5.1
Saint Helena Parish,Louisiana,22,091,6.1
Saint James Parish,Louisiana,22,093,4.6
Saint John the Baptist Parish,Louisiana,22,095,5.7
Saint Landry Parish,Louisiana,22,097,13.3
Saint Martin Parish,Louisiana,22,099,11.4
Saint Mary Parish,Louisiana,22,101,12.7
Saint Tammany Parish,Louisiana,22,103,4.5
Tangipahoa Parish,Louisiana,22,105,6.5
Tensas Parish,Louisiana,22,107,6.8
Terrebonne Parish,Louisiana,22,109,13.1
Union Parish,Louisiana,22,111,6.6
Vermilion Parish,Louisiana,22,113,11.7
Vernon Parish,Louisiana,22,115,4.0
Washington Parish,Louisiana,22,117,10.2
Webster Parish,Louisiana,22,119,7.2
West Baton Rouge Parish,Louisiana,22,121,7.1
West Carroll Parish,Louisiana,22,123,10.5
West Feliciana Parish,Louisiana,22,125,9.9
Winn Parish,Louisiana,22,127,9.4
Androscoggin County,Maine,23,001,5.1
Aroostook County,Maine,23,003,6.6
Cumberland County,Maine,23,005,2.3
Franklin County,Maine,23,007,3.6
Hancock County,Maine,23,009,2.1
Kennebec County,Maine,23,011,3.8
Knox County,Maine,23,013,2.6
Lincoln County,Maine,23,015,2.9
Oxford County,Maine,23,017,4.6
Penobscot County,Maine,23,019,3.9
Piscataquis County,Maine,23,021,4.2
Sagadahoc County,Maine,23,023,2.4
Somerset County,Maine,23,025,4.8
Waldo County,Maine,23,027,2.9
Washington County,Maine,23,029,5.8
York County,Maine,23,031,3.3
Allegany County,Maryland,24,001,3.4
Anne Arundel County,Maryland,24,003,2.7
Baltimore County,Maryland,24,005,3.7
Calvert County,Maryland,24,009,2.2
Caroline County,Maryland,24,011,8.0
Carroll County,Maryland,24,013,2.5
Cecil County,Maryland,24,015,3.8
Charles County,Maryland,24,017,2.4
Dorchester County,Maryland,24,019,4.1
Frederick County,Maryland,24,021,3.0
Garrett County,Maryland,24,023,5.3
Harford County,Maryland,24,025,2.1
Howard County,Maryland,24,027,2.4
Kent County,Maryland,24,029,5.0
Queen Anne's County,Maryland,24,035,2.2
Saint Mary's County,Maryland,24,037,3.1
Somerset County,Maryland,24,039,6.7
Talbot County,Maryland,24,041,4.4
Washington County,Maryland,24,043,3.8
Wicomico County,Maryland,24,045,5.0
Worcester County,Maryland,24,047,3.1
Baltimore City,Maryland,24,510,6.6
Montgomery County,Maryland,24,031,4.9
Prince George's County,Maryland,24,033,8.9
Barnstable County,Massachusetts,25,001,2.0
Berkshire County,Massachusetts,25,003,3.4
Bristol County,Massachusetts,25,005,8.9
Dukes County,Massachusetts,25,007,1.1
Essex County,Massachusetts,25,009,5.3
Franklin County,Massachusetts,25,011,2.4
Hampden County,Massachusetts,25,013,6.8
Hampshire County,Massachusetts,25,015,1.7
Middlesex County,Massachusetts,25,017,3.7
Nantucket County,Massachusetts,25,019,3.4
Norfolk County,Massachusetts,25,021,2.9
Plymouth County,Massachusetts,25,023,3.1
Suffolk County,Massachusetts,25,025,8.7
Worcester County,Massachusetts,25,027,4.2
Alcona County,Michigan,26,001,4.3
Alger County,Michigan,26,003,4.8
Allegan County,Michigan,26,005,3.9
Alpena County,Michigan,26,007,3.4
Antrim County,Michigan,26,009,4.1
Arenac County,Michigan,26,011,6.2
Baraga County,Michigan,26,013,8.2
Barry County,Michigan,26,015,2.5
Bay County,Michigan,26,017,3.0
Benzie County,Michigan,26,019,3.1
Berrien County,Michigan,26,021,4.2
Branch County,Michigan,26,023,4.4
Calhoun County,Michigan,26,025,3.6
Cass County,Michigan,26,027,3.2
Charlevoix County,Michigan,26,029,2.0
Cheboygan County,Michigan,26,031,2.9
Chippewa County,Michigan,26,033,3.2
Clare County,Michigan,26,035,6.0
Clinton County,Michigan,26,037,2.4
Crawford County,Michigan,26,039,3.3
Delta County,Michigan,26,041,3.3
Dickinson County,Michigan,26,043,1.9
Eaton County,Michigan,26,045,2.1
Emmet County,Michigan,26,047,1.8
Genesee County,Michigan,26,049,2.5
Gladwin County,Michigan,26,051,5.8
Gogebic County,Michigan,26,053,2.1
Grand Traverse County,Michigan,26,055,2.0
Gratiot County,Michigan,26,057,3.8
Hillsdale County,Michigan,26,059,4.1
Houghton County,Michigan,26,061,2.7
Huron County,Michigan,26,063,4.9
Ingham County,Michigan,26,065,3.0
Ionia County,Michigan,26,067,4.1
Iosco County,Michigan,26,069,4.0
Iron County,Michigan,26,071,3.4
Isabella County,Michigan,26,073,2.7
Jackson County,Michigan,26,075,2.7
Kalamazoo County,Michigan,26,077,2.2
Kalkaska County,Michigan,26,079,3.8
Kent County,Michigan,26,081,4.5
Keweenaw County,Michigan,26,083,2.9
Lake County,Michigan,26,085,6.4
Lapeer County,Michigan,26,087,2.5
Leelanau County,Michigan,26,089,1.9
Lenawee County,Michigan,26,091,3.7
Livingston County,Michigan,26,093,1.1
Luce County,Michigan,26,095,3.5
Mackinac County,Michigan,26,097,5.0
Macomb County,Michigan,26,099,3.6
Manistee County,Michigan,26,101,3.7
Marquette County,Michigan,26,103,2.1
Mason County,Michigan,26,105,4.0
Mecosta County,Michigan,26,107,3.5
Menominee County,Michigan,26,109,3.1
Midland County,Michigan,26,111,2.9
Missaukee County,Michigan,26,113,3.8
Monroe County,Michigan,26,115,2.4
Montcalm County,Michigan,26,117,4.5
Montmorency County,Michigan,26,119,5.3
Muskegon County,Michigan,26,121,3.6
Newaygo County,Michigan,26,123,4.8
Oakland County,Michigan,26,125,2.2
Oceana County,Michigan,26,127,6.8
Ogemaw County,Michigan,26,129,4.3
Ontonagon County,Michigan,26,131,3.5
Osceola County,Michigan,26,133,4.1
Oscoda County,Michigan,26,135,6.8
Otsego County,Michigan,26,137,2.6
Ottawa County,Michigan,26,139,3.6
Presque Isle County,Michigan,26,141,4.9
Roscommon County,Michigan,26,143,3.8
Saginaw County,Michigan,26,145,3.6
Saint Clair County,Michigan,26,147,3.1
Saint Joseph County,Michigan,26,149,6.1
Sanilac County,Michigan,26,151,3.7
Schoolcraft County,Michigan,26,153,4.6
Shiawassee County,Michigan,26,155,2.2
Tuscola County,Michigan,26,157,4.4
Van Buren County,Michigan,26,159,6.7
Washtenaw County,Michigan,26,161,1.8
Wayne County,Michigan,26,163,4.8
Wexford County,Michigan,26,165,3.6
Aitkin County,Minnesota,27,001,3.6
Anoka County,Minnesota,27,003,1.9
Becker County,Minnesota,27,005,3.4
Beltrami County,Minnesota,27,007,2.6
Benton County,Minnesota,27,009,2.7
Big Stone County,Minnesota,27,011,3.6
Blue Earth County,Minnesota,27,013,2.0
Brown County,Minnesota,27,015,4.3
Carlton County,Minnesota,27,017,2.6
Carver County,Minnesota,27,019,2.0
Cass County,Minnesota,27,021,3.0
Chippewa County,Minnesota,27,023,6.1
Chisago County,Minnesota,27,025,1.5
Clay County,Minnesota,27,027,2.8
Clearwater County,Minnesota,27,029,6.0
Cook County,Minnesota,27,031,1.2
Cottonwood County,Minnesota,27,033,5.7
Crow Wing County,Minnesota,27,035,2.1
Dakota County,Minnesota,27,037,1.7
Dodge County,Minnesota,27,039,2.3
Douglas County,Minnesota,27,041,2.4
Faribault County,Minnesota,27,043,3.8
Fillmore County,Minnesota,27,045,5.8
Freeborn County,Minnesota,27,047,4.5
Goodhue County,Minnesota,27,049,2.9
Grant County,Minnesota,27,051,2.2
Hennepin County,Minnesota,27,053,3.0
Houston County,Minnesota,27,055,3.6
Hubbard County,Minnesota,27,057,2.8
Isanti County,Minnesota,27,059,2.5
Itasca County,Minnesota,27,061,2.3
Jackson County,Minnesota,27,063,4.2
Kanabec County,Minnesota,27,065,4.4
Kandiyohi County,Minnesota,27,067,5.0
Kittson County,Minnesota,27,069,3.3
Koochiching County,Minnesota,27,071,5.5
Lac qui Parle County,Minnesota,27,073,4.9
Lake County,Minnesota,27,075,1.7
Lake of the Woods County,Minnesota,27,077,2.5
Le Sueur County,Minnesota,27,079,2.8
Lincoln County,Minnesota,27,081,5.8
Lyon County,Minnesota,27,083,4.8
McLeod County,Minnesota,27,085,4.3
Mahnomen County,Minnesota,27,087,6.5
Marshall County,Minnesota,27,089,5.2
Martin County,Minnesota,27,091,4.6
Meeker County,Minnesota,27,093,3.2
Mille Lacs County,Minnesota,27,095,3.8
Morrison County,Minnesota,27,097,4.8
Mower County,Minnesota,27,099,6.6
Murray County,Minnesota,27,101,6.1
Nicollet County,Minnesota,27,103,2.9
Nobles County,Minnesota,27,105,13.8
Norman County,Minnesota,27,107,4.2
Olmsted County,Minnesota,27,109,2.0
Otter Tail County,Minnesota,27,111,4.1
Pennington County,Minnesota,27,113,3.1
Pine County,Minnesota,27,115,3.4
Pipestone County,Minnesota,27,117,4.8
Polk County,Minnesota,27,119,4.6
Pope County,Minnesota,27,121,3.7
Ramsey County,Minnesota,27,123,5.0
Red Lake County,Minnesota,27,125,5.3
Redwood County,Minnesota,27,127,6.3
Renville County,Minnesota,27,129,4.4
Rice County,Minnesota,27,131,2.7
Rock County,Minnesota,27,133,5.2
Roseau County,Minnesota,27,135,3.3
Saint Louis County,Minnesota,27,137,1.9
Scott County,Minnesota,27,139,1.9
Sherburne County,Minnesota,27,141,1.9
Sibley County,Minnesota,27,143,5.8
Stearns County,Minnesota,27,145,3.9
Steele County,Minnesota,27,147,3.8
Stevens County,Minnesota,27,149,5.7
Swift County,Minnesota,27,151,4.2
Todd County,Minnesota,27,153,8.4
Traverse County,Minnesota,27,155,5.4
Wabasha County,Minnesota,27,157,2.9
Wadena County,Minnesota,27,159,4.7
Waseca County,Minnesota,27,161,3.1
Washington County,Minnesota,27,163,1.2
Watonwan County,Minnesota,27,165,9.0
Wilkin County,Minnesota,27,167,3.1
Winona County,Minnesota,27,169,4.0
Wright County,Minnesota,27,171,1.7
Yellow Medicine County,Minnesota,27,173,5.1
Adams County,Mississippi,28,001,11.6
Alcorn County,Mississippi,28,003,8.3
Amite County,Mississippi,28,005,11.4
Attala County,Mississippi,28,007,9.0
Benton County,Mississippi,28,009,13.6
Bolivar County,Mississippi,28,011,13.5
Calhoun County,Mississippi,28,013,14.3
Carroll County,Mississippi,28,015,12.9
Chickasaw County,Mississippi,28,017,10.7
Choctaw County,Mississippi,28,019,9.6
Claiborne County,Mississippi,28,021,11.0
Clarke County,Mississippi,28,023,7.8
Clay County,Mississippi,28,025,4.6
Coahoma County,Mississippi,28,027,11.4
Copiah County,Mississippi,28,029,8.6
Covington County,Mississippi,28,031,7.1
DeSoto County,Mississippi,28,033,4.2
Forrest County,Mississippi,28,035,6.3
Franklin County,Mississippi,28,037,6.2
George County,Mississippi,28,039,8.4
Greene County,Mississippi,28,041,8.8
Grenada County,Mississippi,28,043,10.3
Hancock County,Mississippi,28,045,5.1
Harrison County,Mississippi,28,047,6.1
Hinds County,Mississippi,28,049,4.5
Holmes County,Mississippi,28,051,11.3
Humphreys County,Mississippi,28,053,12.9
Issaquena County,Mississippi,28,055,17.4
Itawamba County,Mississippi,28,057,10.5
Jackson County,Mississippi,28,059,4.6
Jasper County,Mississippi,28,061,6.2
Jefferson County,Mississippi,28,063,8.4
Jefferson Davis County,Mississippi,28,065,9.8
Jones County,Mississippi,28,067,7.7
Kemper County,Mississippi,28,069,7.0
Lafayette County,Mississippi,28,071,4.4
Lamar County,Mississippi,28,073,2.9
Lauderdale County,Mississippi,28,075,5.7
Lawrence County,Mississippi,28,077,8.0
