County,State,State_FIPS,County_FIPS,less_than_9th_grade_percentage
Jackson County,Indiana,18,071,4.1
Jasper County,Indiana,18,073,3.0
Jay County,Indiana,18,075,4.9
Jefferson County,Indiana,18,077,3.8
Jennings County,Indiana,18,079,4.4
Johnson County,Indiana,18,081,2.1
Knox County,Indiana,18,083,2.4
Kosciusko County,Indiana,18,085,5.5
LaGrange County,Indiana,18,087,28.1
Lake County,Indiana,18,089,4.5
LaPorte County,Indiana,18,091,3.2
Lawrence County,Indiana,18,093,3.4
Madison County,Indiana,18,095,2.9
Marion County,Indiana,18,097,4.9
Marshall County,Indiana,18,099,6.7
Martin County,Indiana,18,101,4.5
Miami County,Indiana,18,103,3.9
Monroe County,Indiana,18,105,2.2
Montgomery County,Indiana,18,107,3.0
Morgan County,Indiana,18,109,2.5
Newton County,Indiana,18,111,3.7
Noble County,Indiana,18,113,6.0
Ohio County,Indiana,18,115,2.6
Orange County,Indiana,18,117,5.0
Owen County,Indiana,18,119,4.8
Parke County,Indiana,18,121,4.7
Perry County,Indiana,18,123,4.5
Pike County,Indiana,18,125,3.2
Porter County,Indiana,18,127,2.1
Posey County,Indiana,18,129,1.6
Pulaski County,Indiana,18,131,4.6
Putnam County,Indiana,18,133,3.4
Randolph County,Indiana,18,135,4.4
Ripley County,Indiana,18,137,3.5
Rush County,Indiana,18,139,5.1
Saint Joseph County,Indiana,18,141,3.7
Scott County,Indiana,18,143,7.1
Shelby County,Indiana,18,145,3.6
Spencer County,Indiana,18,147,3.0
Starke County,Indiana,18,149,5.2
Steuben County,Indiana,18,151,3.2
Sullivan County,Indiana,18,153,3.2
Switzerland County,Indiana,18,155,5.4
Tippecanoe County,Indiana,18,157,3.0
Tipton County,Indiana,18,159,4.0
Union County,Indiana,18,161,2.8
Vanderburgh County,Indiana,18,163,2.5
Vermillion County,Indiana,18,165,2.9
Vigo County,Indiana,18,167,3.1
Wabash County,Indiana,18,169,3.5
Warren County,Indiana,18,171,3.1
Warrick County,Indiana,18,173,1.7
Washington County,Indiana,18,175,5.1
Wayne County,Indiana,18,177,4.3
Wells County,Indiana,18,179,2.0
White County,Indiana,18,181,3.6
Whitley County,Indiana,18,183,2.6
Adair County,Iowa,19,001,2.5
Adams County,Iowa,19,003,2.3
Allamakee County,Iowa,19,005,6.2
Appanoose County,Iowa,19,007,4.0
Audubon County,Iowa,19,009,3.9
Benton County,Iowa,19,011,1.7
Black Hawk County,Iowa,19,013,3.2
Boone County,Iowa,19,015,1.7
Bremer County,Iowa,19,017,1.9
Buchanan County,Iowa,19,019,4.3
Buena Vista County,Iowa,19,021,13.4
Butler County,Iowa,19,023,3.0
Calhoun County,Iowa,19,025,2.9
Carroll County,Iowa,19,027,3.9
Cass County,Iowa,19,029,2.8
Cedar County,Iowa,19,031,2.0
Cerro Gordo County,Iowa,19,033,2.5
Cherokee County,Iowa,19,035,2.1
Chickasaw County,Iowa,19,037,4.1
Clarke County,Iowa,19,039,5.2
Clay County,Iowa,19,041,1.9
Clayton County,Iowa,19,043,4.0
Clinton County,Iowa,19,045,3.0
Crawford County,Iowa,19,047,13.1
Dallas County,Iowa,19,049,2.2
Davis County,Iowa,19,051,10.4
Decatur County,Iowa,19,053,5.7
Delaware County,Iowa,19,055,4.2
Des Moines County,Iowa,19,057,2.0
Dickinson County,Iowa,19,059,1.4
Dubuque County,Iowa,19,061,2.7
Emmet County,Iowa,19,063,3.9
Fayette County,Iowa,19,065,3.7
Floyd County,Iowa,19,067,4.2
Franklin County,Iowa,19,069,2.5
Fremont County,Iowa,19,071,2.8
Greene County,Iowa,19,073,1.0
Grundy County,Iowa,19,075,2.2
Guthrie County,Iowa,19,077,3.3
Hamilton County,Iowa,19,079,2.8
Hancock County,Iowa,19,081,2.8
Hardin County,Iowa,19,083,3.7
Harrison County,Iowa,19,085,2.9
Henry County,Iowa,19,087,2.4
Howard County,Iowa,19,089,6.3
Humboldt County,Iowa,19,091,2.2
Ida County,Iowa,19,093,2.3
Iowa County,Iowa,19,095,2.8
Jackson County,Iowa,19,097,3.7
Jasper County,Iowa,19,099,2.7
Jefferson County,Iowa,19,101,1.4
Johnson County,Iowa,19,103,2.7
Jones County,Iowa,19,105,3.3
Keokuk County,Iowa,19,107,2.1
Kossuth County,Iowa,19,109,1.9
Lee County,Iowa,19,111,1.9
Linn County,Iowa,19,113,1.6
Louisa County,Iowa,19,115,7.4
Lucas County,Iowa,19,117,2.1
Lyon County,Iowa,19,119,4.9
Madison County,Iowa,19,121,2.2
Mahaska County,Iowa,19,123,2.6
Marion County,Iowa,19,125,3.2
Marshall County,Iowa,19,127,8.4
Mills County,Iowa,19,129,2.2
Mitchell County,Iowa,19,131,4.7
Monona County,Iowa,19,133,3.8
Monroe County,Iowa,19,135,4.3
Montgomery County,Iowa,19,137,3.7
Muscatine County,Iowa,19,139,6.2
O'Brien County,Iowa,19,141,3.3
Osceola County,Iowa,19,143,4.7
Page County,Iowa,19,145,3.3
Palo Alto County,Iowa,19,147,1.9
Plymouth County,Iowa,19,149,3.7
Pocahontas County,Iowa,19,151,2.9
Polk County,Iowa,19,153,3.2
Pottawattamie County,Iowa,19,155,3.1
Poweshiek County,Iowa,19,157,2.0
Ringgold County,Iowa,19,159,1.9
Sac County,Iowa,19,161,2.5
Scott County,Iowa,19,163,2.1
Shelby County,Iowa,19,165,3.9
Sioux County,Iowa,19,167,5.5
Story County,Iowa,19,169,1.1
Tama County,Iowa,19,171,3.9
Taylor County,Iowa,19,173,2.9
Union County,Iowa,19,175,2.6
Van Buren County,Iowa,19,177,5.0
Wapello County,Iowa,19,179,5.4
Warren County,Iowa,19,181,1.2
Washington County,Iowa,19,183,4.9
Wayne County,Iowa,19,185,5.7
Webster County,Iowa,19,187,3.1
Winnebago County,Iowa,19,189,2.7
Winneshiek County,Iowa,19,191,2.7
Woodbury County,Iowa,19,193,5.9
Worth County,Iowa,19,195,2.1
Wright County,Iowa,19,197,4.0
Allen County,Kansas,20,001,3.1
Anderson County,Kansas,20,003,3.7
Atchison County,Kansas,20,005,2.2
Barber County,Kansas,20,007,2.1
Barton County,Kansas,20,009,5.2
Bourbon County,Kansas,20,011,3.4
Brown County,Kansas,20,013,2.2
Butler County,Kansas,20,015,1.8
Chase County,Kansas,20,017,4.0
Chautauqua County,Kansas,20,019,4.9
Cherokee County,Kansas,20,021,4.4
Cheyenne County,Kansas,20,023,1.8
Clark County,Kansas,20,025,3.0
Clay County,Kansas,20,027,1.4
Cloud County,Kansas,20,029,3.0
Coffey County,Kansas,20,031,2.8
Comanche County,Kansas,20,033,2.1
Cowley County,Kansas,20,035,3.4
Crawford County,Kansas,20,037,3.6
Decatur County,Kansas,20,039,2.4
Dickinson County,Kansas,20,041,3.8
Doniphan County,Kansas,20,043,2.6
Douglas County,Kansas,20,045,1.6
Edwards County,Kansas,20,047,7.8
Elk County,Kansas,20,049,3.3
Ellis County,Kansas,20,051,2.7
Ellsworth County,Kansas,20,053,2.7
Finney County,Kansas,20,055,14.8
Ford County,Kansas,20,057,17.0
Franklin County,Kansas,20,059,2.3
Geary County,Kansas,20,061,3.1
Gove County,Kansas,20,063,3.4
Graham County,Kansas,20,065,3.1
Grant County,Kansas,20,067,15.6
Gray County,Kansas,20,069,15.4
Greeley County,Kansas,20,071,8.0
Greenwood County,Kansas,20,073,3.5
Hamilton County,Kansas,20,075,11.4
Harper County,Kansas,20,077,3.6
Harvey County,Kansas,20,079,3.8
Haskell County,Kansas,20,081,20.2
Hodgeman County,Kansas,20,083,3.2
Jackson County,Kansas,20,085,1.7
Jefferson County,Kansas,20,087,2.6
Jewell County,Kansas,20,089,1.3
Johnson County,Kansas,20,091,1.8
Kearny County,Kansas,20,093,11.2
Kingman County,Kansas,20,095,3.6
Kiowa County,Kansas,20,097,3.5
Labette County,Kansas,20,099,4.9
Lane County,Kansas,20,101,2.0
Leavenworth County,Kansas,20,103,2.2
Lincoln County,Kansas,20,105,2.5
Linn County,Kansas,20,107,3.6
Logan County,Kansas,20,109,2.4
Lyon County,Kansas,20,111,5.4
McPherson County,Kansas,20,113,4.6
Marion County,Kansas,20,115,3.9
Marshall County,Kansas,20,117,3.1
Meade County,Kansas,20,119,8.3
Miami County,Kansas,20,121,2.1
Mitchell County,Kansas,20,123,2.0
Montgomery County,Kansas,20,125,3.2
Morris County,Kansas,20,127,3.9
Morton County,Kansas,20,129,6.9
Nemaha County,Kansas,20,131,3.9
Neosho County,Kansas,20,133,2.9
Ness County,Kansas,20,135,2.5
Norton County,Kansas,20,137,5.0
Osage County,Kansas,20,139,3.1
Osborne County,Kansas,20,141,2.7
Ottawa County,Kansas,20,143,1.7
Pawnee County,Kansas,20,145,2.2
Phillips County,Kansas,20,147,2.2
Pottawatomie County,Kansas,20,149,0.9
Pratt County,Kansas,20,151,3.6
Rawlins County,Kansas,20,153,3.3
Reno County,Kansas,20,155,4.1
Republic County,Kansas,20,157,1.4
Rice County,Kansas,20,159,4.1
Riley County,Kansas,20,161,1.2
Rooks County,Kansas,20,163,1.9
Rush County,Kansas,20,165,3.0
Russell County,Kansas,20,167,3.9
Saline County,Kansas,20,169,3.3
Scott County,Kansas,20,171,3.6
Sedgwick County,Kansas,20,173,3.9
Seward County,Kansas,20,175,20.2
Shawnee County,Kansas,20,177,3.1
Sheridan County,Kansas,20,179,5.1
Sherman County,Kansas,20,181,3.6
Smith County,Kansas,20,183,3.3
Stafford County,Kansas,20,185,4.4
Stanton County,Kansas,20,187,10.0
Stevens County,Kansas,20,189,10.5
Sumner County,Kansas,20,191,2.3
Thomas County,Kansas,20,193,1.3
Trego County,Kansas,20,195,1.2
Wabaunsee County,Kansas,20,197,2.1
Wallace County,Kansas,20,199,6.8
Washington County,Kansas,20,201,3.8
Wichita County,Kansas,20,203,9.8
Wilson County,Kansas,20,205,3.4
Woodson County,Kansas,20,207,1.4
Wyandotte County,Kansas,20,209,9.9
Adair County,Kentucky,21,001,12.0
Allen County,Kentucky,21,003,11.1
Anderson County,Kentucky,21,005,4.1
Ballard County,Kentucky,21,007,3.9
Barren County,Kentucky,21,009,8.4
Bath County,Kentucky,21,011,11.2
Bell County,Kentucky,21,013,15.4
Boone County,Kentucky,21,015,2.6
Bourbon County,Kentucky,21,017,6.7
Boyd County,Kentucky,21,019,3.6
Boyle County,Kentucky,21,021,5.2
Bracken County,Kentucky,21,023,7.6
Breathitt County,Kentucky,21,025,12.5
Breckinridge County,Kentucky,21,027,9.2
Bullitt County,Kentucky,21,029,4.0
Butler County,Kentucky,21,031,11.1
Caldwell County,Kentucky,21,033,5.4
Calloway County,Kentucky,21,035,5.7
Campbell County,Kentucky,21,037,3.1
Carlisle County,Kentucky,21,039,7.1
Carroll County,Kentucky,21,041,9.0
Carter County,Kentucky,21,043,9.6
Casey County,Kentucky,21,045,15.4
Christian County,Kentucky,21,047,5.1
Clark County,Kentucky,21,049,6.3
Clay County,Kentucky,21,051,20.1
Clinton County,Kentucky,21,053,14.6
Crittenden County,Kentucky,21,055,11.1
Cumberland County,Kentucky,21,057,11.9
Daviess County,Kentucky,21,059,4.1
Edmonson County,Kentucky,21,061,9.9
Elliott County,Kentucky,21,063,15.6
Estill County,Kentucky,21,065,12.0
Fayette County,Kentucky,21,067,4.3
Fleming County,Kentucky,21,069,10.6
Floyd County,Kentucky,21,071,11.5
Franklin County,Kentucky,21,073,5.1
Fulton County,Kentucky,21,075,9.9
Gallatin County,Kentucky,21,077,7.1
Garrard County,Kentucky,21,079,8.6
Grant County,Kentucky,21,081,6.5
Graves County,Kentucky,21,083,6.9
Grayson County,Kentucky,21,085,9.7
Green County,Kentucky,21,087,12.5
Greenup County,Kentucky,21,089,5.0
Hancock County,Kentucky,21,091,5.2
Hardin County,Kentucky,21,093,4.2
Harlan County,Kentucky,21,095,12.5
Harrison County,Kentucky,21,097,8.9
Hart County,Kentucky,21,099,11.5
Henderson County,Kentucky,21,101,4.6
Henry County,Kentucky,21,103,7.1
Hickman County,Kentucky,21,105,13.7
Hopkins County,Kentucky,21,107,5.7
Jackson County,Kentucky,21,109,11.5
Jefferson County,Kentucky,21,111,3.4
Jessamine County,Kentucky,21,113,5.0
Johnson County,Kentucky,21,115,9.2
Kenton County,Kentucky,21,117,3.4
Knott County,Kentucky,21,119,14.8
Knox County,Kentucky,21,121,16.1
Larue County,Kentucky,21,123,6.8
Laurel County,Kentucky,21,125,10.1
Lawrence County,Kentucky,21,127,10.5
Lee County,Kentucky,21,129,16.7
Leslie County,Kentucky,21,131,18.0
Letcher County,Kentucky,21,133,10.8
Lewis County,Kentucky,21,135,12.9
Lincoln County,Kentucky,21,137,11.0
Livingston County,Kentucky,21,139,6.6
Logan County,Kentucky,21,141,9.8
Lyon County,Kentucky,21,143,3.0
McCracken County,Kentucky,21,145,3.8
McCreary County,Kentucky,21,147,13.3
McLean County,Kentucky,21,149,5.7
Madison County,Kentucky,21,151,6.2
Magoffin County,Kentucky,21,153,15.7
Marion County,Kentucky,21,155,8.6
Marshall County,Kentucky,21,157,4.8
Martin County,Kentucky,21,159,12.3
Mason County,Kentucky,21,161,6.5
Meade County,Kentucky,21,163,4.8
Menifee County,Kentucky,21,165,11.7
Mercer County,Kentucky,21,167,7.6
Metcalfe County,Kentucky,21,169,14.6
Monroe County,Kentucky,21,171,15.2
Montgomery County,Kentucky,21,173,8.4
Morgan County,Kentucky,21,175,14.0
Muhlenberg County,Kentucky,21,177,8.6
Nelson County,Kentucky,21,179,3.9
Nicholas County,Kentucky,21,181,7.9
Ohio County,Kentucky,21,183,9.9
Oldham County,Kentucky,21,185,2.3
Owen County,Kentucky,21,187,4.5
Owsley County,Kentucky,21,189,17.8
Pendleton County,Kentucky,21,191,4.8
Perry County,Kentucky,21,193,12.4
Pike County,Kentucky,21,195,11.1
Powell County,Kentucky,21,197,11.6
Pulaski County,Kentucky,21,199,9.5
Robertson County,Kentucky,21,201,11.2
Rockcastle County,Kentucky,21,203,12.9
Rowan County,Kentucky,21,205,9.2
Russell County,Kentucky,21,207,13.4
Scott County,Kentucky,21,209,3.7
Shelby County,Kentucky,21,211,6.0
Simpson County,Kentucky,21,213,5.2
Spencer County,Kentucky,21,215,3.2
Taylor County,Kentucky,21,217,7.5
Todd County,Kentucky,21,219,13.0
Trigg County,Kentucky,21,221,4.9
Trimble County,Kentucky,21,223,3.0
Union County,Kentucky,21,225,4.7
Warren County,Kentucky,21,227,5.7
Washington County,Kentucky,21,229,9.6
Wayne County,Kentucky,21,231,16.2
Webster County,Kentucky,21,233,7.7
Whitley County,Kentucky,21,235,11.1
Wolfe County,Kentucky,21,237,14.9
Woodford County,Kentucky,21,239,5.1
Acadia Parish,Louisiana,22,001,11.7
Allen Parish,Louisiana,22,003,6.4
Ascension Parish,Louisiana,22,005,3.6
Assumption Parish,Louisiana,22,007,11.6
Avoyelles Parish,Louisiana,22,009,9.3
Beauregard Parish,Louisiana,22,011,7.3
Bienville Parish,Louisiana,22,013,4.7
Bossier Parish,Louisiana,22,015,3.3
Caddo Parish,Louisiana,22,017,4.0
Calcasieu Parish,Louisiana,22,019,4.7
Caldwell Parish,Louisiana,22,021,7.9
Cameron Parish,Louisiana,22,023,6.9
Catahoula Parish,Louisiana,22,025,6.6
Claiborne Parish,Louisiana,22,027,7.2
Concordia Parish,Louisiana,22,029,7.6
De Soto Parish,Louisiana,22,031,4.9
East Baton Rouge Parish,Louisiana,22,033,2.8
East Carroll Parish,Louisiana,22,035,7.7
East Feliciana Parish,Louisiana,22,037,4.8
Evangeline Parish,Louisiana,22,039,13.7
Franklin Parish,Louisiana,22,041,7.8
Grant Parish,Louisiana,22,043,6.4
Iberia Parish,Louisiana,22,045,9.4
Iberville Parish,Louisiana,22,047,7.0
Jackson Parish,Louisiana,22,049,6.6
Jefferson Parish,Louisiana,22,051,6.4
Jefferson Davis Parish,Louisiana,22,053,7.8
Lafayette Parish,Louisiana,22,055,4.5
Lafourche Parish,Louisiana,22,057,10.7
LaSalle Parish,Louisiana,22,059,8.3
Lincoln Parish,Louisiana,22,061,3.7
Livingston Parish,Louisiana,22,063,5.6
Madison Parish,Louisiana,22,065,8.7
Morehouse Parish,Louisiana,22,067,7.7
Natchitoches Parish,Louisiana,22,069,5.4
Orleans Parish,Louisiana,22,071,4.3
Ouachita Parish,Louisiana,22,073,3.8
Plaquemines Parish,Louisiana,22,075,8.7
Pointe Coupee Parish,Louisiana,22,077,6.4
Rapides Parish,Louisiana,22,079,5.0
Red River Parish,Louisiana,22,081,3.5
Richland Parish,Louisiana,22,083,6.8
Sabine Parish,Louisiana,22,085,4.7
Saint Bernard Parish,Louisiana,22,087,6.0
Saint Charles Parish,Louisiana,22,089,4.0
Saint Helena Parish,Louisiana,22,091,5.6
Saint James Parish,Louisiana,22,093,4.4
Saint John the Baptist Parish,Louisiana,22,095,5.7
Saint Landry Parish,Louisiana,22,097,10.1
Saint Martin Parish,Louisiana,22,099,9.6
Saint Mary Parish,Louisiana,22,101,8.7
Saint Tammany Parish,Louisiana,22,103,3.5
Tangipahoa Parish,Louisiana,22,105,4.6
Tensas Parish,Louisiana,22,107,5.1
Terrebonne Parish,Louisiana,22,109,9.9
Union Parish,Louisiana,22,111,4.3
Vermilion Parish,Louisiana,22,113,9.9
Vernon Parish,Louisiana,22,115,4.5
Washington Parish,Louisiana,22,117,8.5
Webster Parish,Louisiana,22,119,4.8
West Baton Rouge Parish,Louisiana,22,121,4.4
West Carroll Parish,Louisiana,22,123,7.2
West Feliciana Parish,Louisiana,22,125,7.1
Winn Parish,Louisiana,22,127,6.3
Androscoggin County,Maine,23,001,4.2
Aroostook County,Maine,23,003,5.4
Cumberland County,Maine,23,005,1.9
Franklin County,Maine,23,007,2.6
Hancock County,Maine,23,009,2.1
Kennebec County,Maine,23,011,3.4
Knox County,Maine,23,013,1.8
Lincoln County,Maine,23,015,1.8
Oxford County,Maine,23,017,2.6
Penobscot County,Maine,23,019,2.9
Piscataquis County,Maine,23,021,3.5
Sagadahoc County,Maine,23,023,1.8
Somerset County,Maine,23,025,3.6
Waldo County,Maine,23,027,2.4
Washington County,Maine,23,029,4.7
York County,Maine,23,031,2.9
Allegany County,Maryland,24,001,2.9
Anne Arundel County,Maryland,24,003,2.3
Baltimore County,Maryland,24,005,3.2
Calvert County,Maryland,24,009,1.8
Caroline County,Maryland,24,011,5.9
Carroll County,Maryland,24,013,2.1
Cecil County,Maryland,24,015,3.1
Charles County,Maryland,24,017,2.3
Dorchester County,Maryland,24,019,4.3
Frederick County,Maryland,24,021,2.8
Garrett County,Maryland,24,023,3.8
Harford County,Maryland,24,025,2.3
Howard County,Maryland,24,027,2.1
Kent County,Maryland,24,029,4.8
Queen Anne's County,Maryland,24,035,2.2
Saint Mary's County,Maryland,24,037,3.0
Somerset County,Maryland,24,039,5.6
Talbot County,Maryland,24,041,3.8
Washington County,Maryland,24,043,3.1
Wicomico County,Maryland,24,045,3.8
Worcester County,Maryland,24,047,2.9
Baltimore City,Maryland,24,510,5.1
Montgomery County,Maryland,24,031,5.0
Prince George's County,Maryland,24,033,7.5
Barnstable County,Massachusetts,25,001,1.4
Berkshire County,Massachusetts,25,003,3.1
Bristol County,Massachusetts,25,005,8.4
Dukes County,Massachusetts,25,007,1.4
Essex County,Massachusetts,25,009,5.6
Franklin County,Massachusetts,25,011,1.9
Hampden County,Massachusetts,25,013,6.1
Hampshire County,Massachusetts,25,015,1.9
Middlesex County,Massachusetts,25,017,3.6
Nantucket County,Massachusetts,25,019,0.9
Norfolk County,Massachusetts,25,021,2.7
Plymouth County,Massachusetts,25,023,2.9
Suffolk County,Massachusetts,25,025,8.6
Worcester County,Massachusetts,25,027,3.8
Alcona County,Michigan,26,001,3.0
Alger County,Michigan,26,003,3.2
Allegan County,Michigan,26,005,3.3
Alpena County,Michigan,26,007,3.0
Antrim County,Michigan,26,009,2.7
Arenac County,Michigan,26,011,4.0
Baraga County,Michigan,26,013,4.2
Barry County,Michigan,26,015,2.3
Bay County,Michigan,26,017,2.9
Benzie County,Michigan,26,019,2.3
Berrien County,Michigan,26,021,3.4
Branch County,Michigan,26,023,4.5
Calhoun County,Michigan,26,025,2.9
Cass County,Michigan,26,027,3.0
Charlevoix County,Michigan,26,029,1.4
Cheboygan County,Michigan,26,031,2.4
Chippewa County,Michigan,26,033,3.0
Clare County,Michigan,26,035,5.3
Clinton County,Michigan,26,037,1.6
Crawford County,Michigan,26,039,2.7
Delta County,Michigan,26,041,2.4
Dickinson County,Michigan,26,043,1.2
Eaton County,Michigan,26,045,1.7
Emmet County,Michigan,26,047,1.2
Genesee County,Michigan,26,049,2.5
Gladwin County,Michigan,26,051,4.9
Gogebic County,Michigan,26,053,1.5
Grand Traverse County,Michigan,26,055,1.5
Gratiot County,Michigan,26,057,3.7
Hillsdale County,Michigan,26,059,3.9
Houghton County,Michigan,26,061,2.4
Huron County,Michigan,26,063,4.0
Ingham County,Michigan,26,065,2.5
Ionia County,Michigan,26,067,3.0
Iosco County,Michigan,26,069,2.4
Iron County,Michigan,26,071,1.8
Isabella County,Michigan,26,073,2.4
Jackson County,Michigan,26,075,2.4
Kalamazoo County,Michigan,26,077,1.7
Kalkaska County,Michigan,26,079,2.8
Kent County,Michigan,26,081,4.2
Keweenaw County,Michigan,26,083,1.9
Lake County,Michigan,26,085,4.9
Lapeer County,Michigan,26,087,3.0
Leelanau County,Michigan,26,089,1.6
Lenawee County,Michigan,26,091,3.1
Livingston County,Michigan,26,093,1.0
Luce County,Michigan,26,095,3.2
Mackinac County,Michigan,26,097,2.7
Macomb County,Michigan,26,099,3.8
Manistee County,Michigan,26,101,2.3
Marquette County,Michigan,26,103,1.8
Mason County,Michigan,26,105,2.7
Mecosta County,Michigan,26,107,3.0
Menominee County,Michigan,26,109,2.4
Midland County,Michigan,26,111,1.7
Missaukee County,Michigan,26,113,2.9
Monroe County,Michigan,26,115,2.4
Montcalm County,Michigan,26,117,3.6
Montmorency County,Michigan,26,119,3.9
Muskegon County,Michigan,26,121,2.8
Newaygo County,Michigan,26,123,4.4
Oakland County,Michigan,26,125,2.1
Oceana County,Michigan,26,127,5.1
Ogemaw County,Michigan,26,129,3.4
Ontonagon County,Michigan,26,131,2.4
Osceola County,Michigan,26,133,4.2
Oscoda County,Michigan,26,135,5.8
Otsego County,Michigan,26,137,2.0
Ottawa County,Michigan,26,139,3.2
Presque Isle County,Michigan,26,141,3.6
Roscommon County,Michigan,26,143,2.6
Saginaw County,Michigan,26,145,3.3
Saint Clair County,Michigan,26,147,2.6
Saint Joseph County,Michigan,26,149,5.6
Sanilac County,Michigan,26,151,3.3
Schoolcraft County,Michigan,26,153,4.1
Shiawassee County,Michigan,26,155,1.9
Tuscola County,Michigan,26,157,3.2
Van Buren County,Michigan,26,159,5.2
Washtenaw County,Michigan,26,161,1.7
Wayne County,Michigan,26,163,4.6
Wexford County,Michigan,26,165,2.8
Aitkin County,Minnesota,27,001,2.0
Anoka County,Minnesota,27,003,2.1
Becker County,Minnesota,27,005,2.7
Beltrami County,Minnesota,27,007,2.3
Benton County,Minnesota,27,009,2.6
Big Stone County,Minnesota,27,011,4.0
Blue Earth County,Minnesota,27,013,1.6
Brown County,Minnesota,27,015,4.0
Carlton County,Minnesota,27,017,1.7
Carver County,Minnesota,27,019,2.0
Cass County,Minnesota,27,021,2.2
Chippewa County,Minnesota,27,023,6.1
Chisago County,Minnesota,27,025,1.4
Clay County,Minnesota,27,027,2.2
Clearwater County,Minnesota,27,029,4.9
Cook County,Minnesota,27,031,1.0
Cottonwood County,Minnesota,27,033,4.5
Crow Wing County,Minnesota,27,035,1.7
Dakota County,Minnesota,27,037,2.0
Dodge County,Minnesota,27,039,1.8
Douglas County,Minnesota,27,041,1.8
Faribault County,Minnesota,27,043,4.2
Fillmore County,Minnesota,27,045,4.7
Freeborn County,Minnesota,27,047,4.5
Goodhue County,Minnesota,27,049,2.3
Grant County,Minnesota,27,051,2.0
Hennepin County,Minnesota,27,053,3.3
Houston County,Minnesota,27,055,2.2
Hubbard County,Minnesota,27,057,2.2
Isanti County,Minnesota,27,059,2.2
Itasca County,Minnesota,27,061,1.7
Jackson County,Minnesota,27,063,2.8
Kanabec County,Minnesota,27,065,2.4
Kandiyohi County,Minnesota,27,067,5.2
Kittson County,Minnesota,27,069,3.5
Koochiching County,Minnesota,27,071,3.5
Lac qui Parle County,Minnesota,27,073,3.7
Lake County,Minnesota,27,075,1.0
Lake of the Woods County,Minnesota,27,077,4.2
Le Sueur County,Minnesota,27,079,2.8
Lincoln County,Minnesota,27,081,3.4
Lyon County,Minnesota,27,083,4.0
McLeod County,Minnesota,27,085,3.8
Mahnomen County,Minnesota,27,087,4.2
Marshall County,Minnesota,27,089,5.0
Martin County,Minnesota,27,091,3.6
Meeker County,Minnesota,27,093,3.0
Mille Lacs County,Minnesota,27,095,2.8
Morrison County,Minnesota,27,097,4.3
Mower County,Minnesota,27,099,5.8
Murray County,Minnesota,27,101,5.3
Nicollet County,Minnesota,27,103,3.0
Nobles County,Minnesota,27,105,14.3
Norman County,Minnesota,27,107,4.3
Olmsted County,Minnesota,27,109,2.8
Otter Tail County,Minnesota,27,111,3.0
Pennington County,Minnesota,27,113,3.1
Pine County,Minnesota,27,115,2.6
Pipestone County,Minnesota,27,117,6.2
Polk County,Minnesota,27,119,3.7
Pope County,Minnesota,27,121,2.5
Ramsey County,Minnesota,27,123,5.3
Red Lake County,Minnesota,27,125,2.8
Redwood County,Minnesota,27,127,4.7
Renville County,Minnesota,27,129,4.9
Rice County,Minnesota,27,131,4.1
Rock County,Minnesota,27,133,5.1
Roseau County,Minnesota,27,135,3.7
Saint Louis County,Minnesota,27,137,1.5
Scott County,Minnesota,27,139,2.2
Sherburne County,Minnesota,27,141,1.4
Sibley County,Minnesota,27,143,5.0
Stearns County,Minnesota,27,145,3.9
Steele County,Minnesota,27,147,3.0
Stevens County,Minnesota,27,149,5.2
Swift County,Minnesota,27,151,3.9
Todd County,Minnesota,27,153,6.4
Traverse County,Minnesota,27,155,4.9
Wabasha County,Minnesota,27,157,2.3
Wadena County,Minnesota,27,159,4.2
Waseca County,Minnesota,27,161,3.0
Washington County,Minnesota,27,163,1.5
Watonwan County,Minnesota,27,165,8.4
Wilkin County,Minnesota,27,167,3.3
Winona County,Minnesota,27,169,2.8
Wright County,Minnesota,27,171,1.7
Yellow Medicine County,Minnesota,27,173,4.2
Adams County,Mississippi,28,001,9.2
Alcorn County,Mississippi,28,003,7.2
Amite County,Mississippi,28,005,8.6
Attala County,Mississippi,28,007,8.2
Benton County,Mississippi,28,009,8.8
Bolivar County,Mississippi,28,011,10.3
Calhoun County,Mississippi,28,013,9.9
Carroll County,Mississippi,28,015,6.7
Chickasaw County,Mississippi,28,017,10.4
Choctaw County,Mississippi,28,019,8.9
Claiborne County,Mississippi,28,021,8.3
Clarke County,Mississippi,28,023,4.8
Clay County,Mississippi,28,025,5.8
Coahoma County,Mississippi,28,027,9.4
Copiah County,Mississippi,28,029,8.2
Covington County,Mississippi,28,031,6.2
DeSoto County,Mississippi,28,033,3.3
Forrest County,Mississippi,28,035,4.5
Franklin County,Mississippi,28,037,5.1
George County,Mississippi,28,039,5.4
Greene County,Mississippi,28,041,6.3
Grenada County,Mississippi,28,043,8.8
Hancock County,Mississippi,28,045,4.2
Harrison County,Mississippi,28,047,4.8
Hinds County,Mississippi,28,049,4.0
Holmes County,Mississippi,28,051,11.5
Humphreys County,Mississippi,28,053,11.9
Issaquena County,Mississippi,28,055,13.8
Itawamba County,Mississippi,28,057,7.8
Jackson County,Mississippi,28,059,4.3
Jasper County,Mississippi,28,061,3.6
Jefferson County,Mississippi,28,063,9.0
Jefferson Davis County,Mississippi,28,065,5.8
Jones County,Mississippi,28,067,7.7
Kemper County,Mississippi,28,069,6.7
