County,State,State_FIPS,County_FIPS,median_household_income
Autauga County,Alabama,01,001,55317.0
Baldwin County,Alabama,01,003,52562.0
Barbour County,Alabama,01,005,33368.0
Bibb County,Alabama,01,007,43404.0
Blount County,Alabama,01,009,47412.0
Bullock County,Alabama,01,011,29655.0
Butler County,Alabama,01,013,36326.0
Calhoun County,Alabama,01,015,43686.0
Chambers County,Alabama,01,017,37342.0
Cherokee County,Alabama,01,019,40041.0
Chilton County,Alabama,01,021,43501.0
Choctaw County,Alabama,01,023,32122.0
Clarke County,Alabama,01,025,33827.0
Clay County,Alabama,01,027,37287.0
Cleburne County,Alabama,01,029,37396.0
Coffee County,Alabama,01,031,49821.0
Colbert County,Alabama,01,033,45477.0
Conecuh County,Alabama,01,035,30434.0
Coosa County,Alabama,01,037,34792.0
Covington County,Alabama,01,039,39467.0
Crenshaw County,Alabama,01,041,38937.0
Cullman County,Alabama,01,043,40997.0
Dale County,Alabama,01,045,44711.0
Dallas County,Alabama,01,047,30065.0
DeKalb County,Alabama,01,049,38842.0
Elmore County,Alabama,01,051,54981.0
Escambia County,Alabama,01,053,35026.0
Etowah County,Alabama,01,055,42064.0
Fayette County,Alabama,01,057,36541.0
Franklin County,Alabama,01,059,39501.0
Geneva County,Alabama,01,061,39293.0
Greene County,Alabama,01,063,20954.0
Hale County,Alabama,01,065,34679.0
Henry County,Alabama,01,067,45569.0
Houston County,Alabama,01,069,42803.0
Jackson County,Alabama,01,071,39281.0
Jefferson County,Alabama,01,073,49321.0
Lamar County,Alabama,01,075,36016.0
Lauderdale County,Alabama,01,077,44888.0
Lawrence County,Alabama,01,079,43779.0
Lee County,Alabama,01,081,47564.0
Limestone County,Alabama,01,083,52831.0
Lowndes County,Alabama,01,085,29785.0
Macon County,Alabama,01,087,32308.0
Madison County,Alabama,01,089,61318.0
Marengo County,Alabama,01,091,32255.0
Marion County,Alabama,01,093,35719.0
Marshall County,Alabama,01,095,41104.0
Mobile County,Alabama,01,097,45802.0
Monroe County,Alabama,01,099,26036.0
Montgomery County,Alabama,01,101,46545.0
Morgan County,Alabama,01,103,47529.0
Perry County,Alabama,01,105,22973.0
Pickens County,Alabama,01,107,36220.0
Pike County,Alabama,01,109,35684.0
Randolph County,Alabama,01,111,39485.0
Russell County,Alabama,01,113,38988.0
Saint Clair County,Alabama,01,115,53483.0
Shelby County,Alabama,01,117,74063.0
Sumter County,Alabama,01,119,21663.0
Talladega County,Alabama,01,121,39219.0
Tallapoosa County,Alabama,01,123,42181.0
Tuscaloosa County,Alabama,01,125,50513.0
Walker County,Alabama,01,127,38872.0
Washington County,Alabama,01,129,42185.0
Wilcox County,Alabama,01,131,27012.0
Winston County,Alabama,01,133,35362.0
Anchorage Municipality,Alaska,02,020,82271.0
Bethel Census Area,Alaska,02,050,53853.0
Bristol Bay Borough,Alaska,02,060,79500.0
Fairbanks North Star Borough,Alaska,02,090,76250.0
Haines Borough,Alaska,02,100,70640.0
Juneau City and Borough,Alaska,02,110,90749.0
Kenai Peninsula Borough,Alaska,02,122,65279.0
Kodiak Island Borough,Alaska,02,150,74167.0
Matanuska-Susitna Borough,Alaska,02,170,74887.0
Nome Census Area,Alaska,02,180,53821.0
North Slope Borough,Alaska,02,185,77266.0
Sitka City and Borough,Alaska,02,220,70765.0
Southeast Fairbanks Census Area,Alaska,02,240,63866.0
Valdez-Cordova Census Area,Alaska,02,261,86019.0
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,61533.0
Aleutians East Borough,Alaska,02,013,66607.0
Aleutians West Census Area,Alaska,02,016,85192.0
Dillingham Census Area,Alaska,02,070,58708.0
Lake and Peninsula Borough,Alaska,02,164,45208.0
Denali Borough,Alaska,02,068,83295.0
Yukon-Koyukuk Census Area,Alaska,02,290,37819.0
Hoonah-Angoon Census Area,Alaska,02,105,57900.0
Skagway Municipality,Alaska,02,230,70673.0
Yakutat City and Borough,Alaska,02,282,64583.0
Ketchikan Gateway Borough,Alaska,02,130,67321.0
Petersburg Borough,Alaska,02,195,63490.0
Prince of Wales-Hyder Census Area,Alaska,02,198,52114.0
Wrangell City and Borough,Alaska,02,275,56094.0
Apache County,Arizona,04,001,32360.0
Cochise County,Arizona,04,003,47847.0
Coconino County,Arizona,04,005,53523.0
Gila County,Arizona,04,007,41179.0
Graham County,Arizona,04,009,48173.0
Greenlee County,Arizona,04,011,56298.0
Maricopa County,Arizona,04,013,58580.0
Mohave County,Arizona,04,015,41567.0
Navajo County,Arizona,04,017,38798.0
Pima County,Arizona,04,019,48676.0
Pinal County,Arizona,04,021,52628.0
Santa Cruz County,Arizona,04,023,39630.0
Yavapai County,Arizona,04,025,48259.0
La Paz County,Arizona,04,012,36479.0
Yuma County,Arizona,04,027,43253.0
Arkansas County,Arkansas,05,001,38532.0
Ashley County,Arkansas,05,003,36407.0
Baxter County,Arkansas,05,005,40072.0
Benton County,Arkansas,05,007,61271.0
Boone County,Arkansas,05,009,40727.0
Bradley County,Arkansas,05,011,36310.0
Calhoun County,Arkansas,05,013,37225.0
Carroll County,Arkansas,05,015,39686.0
Chicot County,Arkansas,05,017,32412.0
Clark County,Arkansas,05,019,37144.0
Clay County,Arkansas,05,021,32219.0
Cleburne County,Arkansas,05,023,42312.0
Cleveland County,Arkansas,05,025,44840.0
Columbia County,Arkansas,05,027,37072.0
Conway County,Arkansas,05,029,39638.0
Craighead County,Arkansas,05,031,45672.0
Crawford County,Arkansas,05,033,43504.0
Crittenden County,Arkansas,05,035,38558.0
Cross County,Arkansas,05,037,41081.0
Dallas County,Arkansas,05,039,35794.0
Desha County,Arkansas,05,041,27036.0
Drew County,Arkansas,05,043,36092.0
Faulkner County,Arkansas,05,045,50316.0
Franklin County,Arkansas,05,047,39472.0
Fulton County,Arkansas,05,049,36051.0
Garland County,Arkansas,05,051,41672.0
Grant County,Arkansas,05,053,49968.0
Greene County,Arkansas,05,055,45566.0
Hempstead County,Arkansas,05,057,38701.0
Hot Spring County,Arkansas,05,059,40626.0
Howard County,Arkansas,05,061,34851.0
Independence County,Arkansas,05,063,39945.0
Izard County,Arkansas,05,065,39135.0
Jackson County,Arkansas,05,067,32783.0
Jefferson County,Arkansas,05,069,37630.0
Johnson County,Arkansas,05,071,35758.0
Lafayette County,Arkansas,05,073,32500.0
Lawrence County,Arkansas,05,075,37603.0
Lee County,Arkansas,05,077,27901.0
Lincoln County,Arkansas,05,079,38873.0
Little River County,Arkansas,05,081,36963.0
Logan County,Arkansas,05,083,37982.0
Lonoke County,Arkansas,05,085,57290.0
Madison County,Arkansas,05,087,42894.0
Marion County,Arkansas,05,089,36113.0
Miller County,Arkansas,05,091,41862.0
Mississippi County,Arkansas,05,093,36417.0
Monroe County,Arkansas,05,095,31584.0
Montgomery County,Arkansas,05,097,35252.0
Nevada County,Arkansas,05,099,36995.0
Newton County,Arkansas,05,101,38134.0
Ouachita County,Arkansas,05,103,32136.0
Perry County,Arkansas,05,105,46168.0
Phillips County,Arkansas,05,107,26652.0
Pike County,Arkansas,05,109,36893.0
Poinsett County,Arkansas,05,111,37487.0
Polk County,Arkansas,05,113,33870.0
Pope County,Arkansas,05,115,40668.0
Prairie County,Arkansas,05,117,41244.0
Pulaski County,Arkansas,05,119,48850.0
Randolph County,Arkansas,05,121,35930.0
Saint Francis County,Arkansas,05,123,33102.0
Saline County,Arkansas,05,125,58985.0
Scott County,Arkansas,05,127,37396.0
Searcy County,Arkansas,05,129,36716.0
Sebastian County,Arkansas,05,131,40932.0
Sevier County,Arkansas,05,133,43675.0
Sharp County,Arkansas,05,135,31792.0
Stone County,Arkansas,05,137,33091.0
Union County,Arkansas,05,139,41106.0
Van Buren County,Arkansas,05,141,34428.0
Washington County,Arkansas,05,143,47452.0
White County,Arkansas,05,145,44074.0
Woodruff County,Arkansas,05,147,30097.0
Yell County,Arkansas,05,149,39696.0
Alameda County,California,06,001,85743.0
Alpine County,California,06,003,63438.0
Amador County,California,06,005,60636.0
Butte County,California,06,007,46516.0
Calaveras County,California,06,009,54800.0
Colusa County,California,06,011,56481.0
Contra Costa County,California,06,013,88456.0
Del Norte County,California,06,015,41287.0
El Dorado County,California,06,017,74885.0
Fresno County,California,06,019,48730.0
Glenn County,California,06,021,46260.0
Humboldt County,California,06,023,43718.0
Imperial County,California,06,025,44779.0
Inyo County,California,06,027,51500.0
Kern County,California,06,029,50826.0
Kings County,California,06,031,49742.0
Lake County,California,06,033,40446.0
Lassen County,California,06,035,54083.0
Los Angeles County,California,06,037,61015.0
Madera County,California,06,039,48210.0
Marin County,California,06,041,104703.0
Mariposa County,California,06,043,51385.0
Mendocino County,California,06,045,46528.0
Merced County,California,06,047,46338.0
Modoc County,California,06,049,39296.0
Mono County,California,06,051,60595.0
Monterey County,California,06,053,63249.0
Napa County,California,06,055,79637.0
Nevada County,California,06,057,60610.0
Orange County,California,06,059,81851.0
Placer County,California,06,061,80488.0
Plumas County,California,06,063,50266.0
Riverside County,California,06,065,60807.0
Sacramento County,California,06,067,60239.0
San Benito County,California,06,069,80760.0
San Bernardino County,California,06,071,57156.0
San Diego County,California,06,073,70588.0
San Francisco County,California,06,075,96265.0
San Joaquin County,California,06,077,57813.0
San Luis Obispo County,California,06,079,67175.0
San Mateo County,California,06,081,105667.0
Santa Barbara County,California,06,083,68023.0
Santa Clara County,California,06,085,106761.0
Santa Cruz County,California,06,087,73663.0
Shasta County,California,06,089,47258.0
Sierra County,California,06,091,44190.0
Siskiyou County,California,06,093,40884.0
Solano County,California,06,095,72950.0
Sonoma County,California,06,097,71769.0
Stanislaus County,California,06,099,54260.0
Sutter County,California,06,101,54347.0
Tehama County,California,06,103,42512.0
Trinity County,California,06,105,36563.0
Tulare County,California,06,107,44871.0
Tuolumne County,California,06,109,54325.0
Ventura County,California,06,111,81972.0
Yolo County,California,06,113,61621.0
Yuba County,California,06,115,51776.0
Alamosa County,Colorado,08,003,36315.0
Archuleta County,Colorado,08,007,48016.0
Baca County,Colorado,08,009,35898.0
Bent County,Colorado,08,011,32500.0
Chaffee County,Colorado,08,015,53762.0
Cheyenne County,Colorado,08,017,54907.0
Clear Creek County,Colorado,08,019,68534.0
Conejos County,Colorado,08,021,35657.0
Costilla County,Colorado,08,023,29000.0
Crowley County,Colorado,08,025,35292.0
Custer County,Colorado,08,027,41330.0
Delta County,Colorado,08,029,42487.0
Dolores County,Colorado,08,033,40352.0
Douglas County,Colorado,08,035,111154.0
Eagle County,Colorado,08,037,83803.0
Elbert County,Colorado,08,039,92849.0
El Paso County,Colorado,08,041,62535.0
Fremont County,Colorado,08,043,44712.0
Garfield County,Colorado,08,045,66503.0
Gilpin County,Colorado,08,047,72544.0
