County,State,State_FIPS,County_FIPS,age_60_and_over
Johnson County,Indiana,18,081,12.1
Knox County,Indiana,18,083,13.5
Kosciusko County,Indiana,18,085,13.7
LaGrange County,Indiana,18,087,11.5
Lake County,Indiana,18,089,12.8
LaPorte County,Indiana,18,091,13.4
Lawrence County,Indiana,18,093,16.2
Madison County,Indiana,18,095,14.7
Marion County,Indiana,18,097,9.7
Marshall County,Indiana,18,099,14.2
Martin County,Indiana,18,101,15.4
Miami County,Indiana,18,103,13.5
Monroe County,Indiana,18,105,9.8
Montgomery County,Indiana,18,107,14.6
Morgan County,Indiana,18,109,14.0
Newton County,Indiana,18,111,15.7
Noble County,Indiana,18,113,12.8
Ohio County,Indiana,18,115,17.5
Orange County,Indiana,18,117,15.6
Owen County,Indiana,18,119,16.4
Parke County,Indiana,18,121,17.4
Perry County,Indiana,18,123,14.1
Pike County,Indiana,18,125,17.4
Porter County,Indiana,18,127,13.0
Posey County,Indiana,18,129,15.3
Pulaski County,Indiana,18,131,16.6
Putnam County,Indiana,18,133,12.7
Randolph County,Indiana,18,135,16.7
Ripley County,Indiana,18,137,15.6
Rush County,Indiana,18,139,15.4
Saint Joseph County,Indiana,18,141,12.6
Scott County,Indiana,18,143,14.5
Shelby County,Indiana,18,145,13.8
Spencer County,Indiana,18,147,16.5
Starke County,Indiana,18,149,16.2
Steuben County,Indiana,18,151,15.8
Sullivan County,Indiana,18,153,13.7
Switzerland County,Indiana,18,155,16.1
Tippecanoe County,Indiana,18,157,8.6
Tipton County,Indiana,18,159,17.2
Union County,Indiana,18,161,15.1
Vanderburgh County,Indiana,18,163,13.2
Vermillion County,Indiana,18,165,16.6
Vigo County,Indiana,18,167,12.1
Wabash County,Indiana,18,169,17.0
Warren County,Indiana,18,171,17.8
Warrick County,Indiana,18,173,14.6
Washington County,Indiana,18,175,14.1
Wayne County,Indiana,18,177,15.4
Wells County,Indiana,18,179,15.2
White County,Indiana,18,181,16.7
Whitley County,Indiana,18,183,14.3
Adair County,Iowa,19,001,19.9
Adams County,Iowa,19,003,20.3
Allamakee County,Iowa,19,005,19.9
Appanoose County,Iowa,19,007,19.5
Audubon County,Iowa,19,009,21.0
Benton County,Iowa,19,011,15.2
Black Hawk County,Iowa,19,013,13.2
Boone County,Iowa,19,015,15.0
Bremer County,Iowa,19,017,16.7
Buchanan County,Iowa,19,019,15.2
Buena Vista County,Iowa,19,021,12.5
Butler County,Iowa,19,023,19.1
Calhoun County,Iowa,19,025,19.1
Carroll County,Iowa,19,027,16.3
Cass County,Iowa,19,029,18.8
Cedar County,Iowa,19,031,16.4
Cerro Gordo County,Iowa,19,033,17.0
Cherokee County,Iowa,19,035,19.8
Chickasaw County,Iowa,19,037,17.0
Clarke County,Iowa,19,039,15.1
Clay County,Iowa,19,041,16.7
Clayton County,Iowa,19,043,19.4
Clinton County,Iowa,19,045,16.5
Crawford County,Iowa,19,047,14.5
Dallas County,Iowa,19,049,10.1
Davis County,Iowa,19,051,15.8
Decatur County,Iowa,19,053,16.6
Delaware County,Iowa,19,055,16.4
Des Moines County,Iowa,19,057,16.7
Dickinson County,Iowa,19,059,21.7
Dubuque County,Iowa,19,061,14.1
Emmet County,Iowa,19,063,17.4
Fayette County,Iowa,19,065,17.9
Floyd County,Iowa,19,067,19.0
Franklin County,Iowa,19,069,17.4
Fremont County,Iowa,19,071,19.5
Greene County,Iowa,19,073,18.4
Grundy County,Iowa,19,075,17.5
Guthrie County,Iowa,19,077,19.0
Hamilton County,Iowa,19,079,17.1
Hancock County,Iowa,19,081,18.4
Hardin County,Iowa,19,083,17.9
Harrison County,Iowa,19,085,17.0
Henry County,Iowa,19,087,15.3
Howard County,Iowa,19,089,17.7
Humboldt County,Iowa,19,091,19.0
Ida County,Iowa,19,093,19.1
Iowa County,Iowa,19,095,15.6
Jackson County,Iowa,19,097,17.6
Jasper County,Iowa,19,099,15.3
Jefferson County,Iowa,19,101,15.4
Johnson County,Iowa,19,103,8.8
Jones County,Iowa,19,105,16.1
Keokuk County,Iowa,19,107,17.9
Kossuth County,Iowa,19,109,19.8
Lee County,Iowa,19,111,16.0
Linn County,Iowa,19,113,12.6
Louisa County,Iowa,19,115,14.2
Lucas County,Iowa,19,117,20.0
Lyon County,Iowa,19,119,14.5
Madison County,Iowa,19,121,14.6
Mahaska County,Iowa,19,123,14.9
Marion County,Iowa,19,125,14.9
Marshall County,Iowa,19,127,15.4
Mills County,Iowa,19,129,14.6
Mitchell County,Iowa,19,131,18.5
Monona County,Iowa,19,133,21.4
Monroe County,Iowa,19,135,16.7
Montgomery County,Iowa,19,137,18.4
Muscatine County,Iowa,19,139,13.9
O'Brien County,Iowa,19,141,17.6
Osceola County,Iowa,19,143,17.5
Page County,Iowa,19,145,17.2
Palo Alto County,Iowa,19,147,17.9
Plymouth County,Iowa,19,149,15.7
Pocahontas County,Iowa,19,151,20.5
Polk County,Iowa,19,153,10.2
Pottawattamie County,Iowa,19,155,13.9
Poweshiek County,Iowa,19,157,17.4
Ringgold County,Iowa,19,159,21.9
Sac County,Iowa,19,161,19.6
Scott County,Iowa,19,163,12.9
Shelby County,Iowa,19,165,20.0
Sioux County,Iowa,19,167,12.6
Story County,Iowa,19,169,9.0
Tama County,Iowa,19,171,17.8
Taylor County,Iowa,19,173,18.4
Union County,Iowa,19,175,17.5
Van Buren County,Iowa,19,177,19.0
Wapello County,Iowa,19,179,14.8
Warren County,Iowa,19,181,13.3
Washington County,Iowa,19,183,16.6
Wayne County,Iowa,19,185,19.6
Webster County,Iowa,19,187,14.4
Winnebago County,Iowa,19,189,17.3
Winneshiek County,Iowa,19,191,16.3
Woodbury County,Iowa,19,193,12.0
Worth County,Iowa,19,195,18.1
Wright County,Iowa,19,197,18.7
Allen County,Kansas,20,001,17.4
Anderson County,Kansas,20,003,19.1
Atchison County,Kansas,20,005,13.6
Barber County,Kansas,20,007,18.9
Barton County,Kansas,20,009,16.1
Bourbon County,Kansas,20,011,16.0
Brown County,Kansas,20,013,17.6
Butler County,Kansas,20,015,12.3
Chase County,Kansas,20,017,21.2
Chautauqua County,Kansas,20,019,24.8
Cherokee County,Kansas,20,021,16.1
Cheyenne County,Kansas,20,023,24.5
Clark County,Kansas,20,025,19.3
Clay County,Kansas,20,027,20.2
Cloud County,Kansas,20,029,17.3
Coffey County,Kansas,20,031,18.8
Comanche County,Kansas,20,033,25.7
Cowley County,Kansas,20,035,15.1
Crawford County,Kansas,20,037,12.4
Decatur County,Kansas,20,039,25.2
Dickinson County,Kansas,20,041,16.6
Doniphan County,Kansas,20,043,15.6
Douglas County,Kansas,20,045,9.3
Edwards County,Kansas,20,047,20.0
Elk County,Kansas,20,049,25.9
Ellis County,Kansas,20,051,12.6
Ellsworth County,Kansas,20,053,17.2
Finney County,Kansas,20,055,8.5
Ford County,Kansas,20,057,9.0
Franklin County,Kansas,20,059,14.5
Geary County,Kansas,20,061,6.1
Gove County,Kansas,20,063,22.0
Graham County,Kansas,20,065,23.7
Grant County,Kansas,20,067,10.0
Gray County,Kansas,20,069,13.7
Greeley County,Kansas,20,071,19.6
Greenwood County,Kansas,20,073,23.3
Hamilton County,Kansas,20,075,11.7
Harper County,Kansas,20,077,18.1
Harvey County,Kansas,20,079,16.1
Haskell County,Kansas,20,081,11.8
Hodgeman County,Kansas,20,083,20.8
Jackson County,Kansas,20,085,15.9
Jefferson County,Kansas,20,087,16.6
Jewell County,Kansas,20,089,25.9
Johnson County,Kansas,20,091,11.3
Kearny County,Kansas,20,093,11.1
Kingman County,Kansas,20,095,19.3
Kiowa County,Kansas,20,097,17.7
Labette County,Kansas,20,099,15.7
Lane County,Kansas,20,101,18.3
Leavenworth County,Kansas,20,103,10.6
Lincoln County,Kansas,20,105,19.1
Linn County,Kansas,20,107,20.2
Logan County,Kansas,20,109,16.4
Lyon County,Kansas,20,111,12.3
McPherson County,Kansas,20,113,16.6
Marion County,Kansas,20,115,20.0
Marshall County,Kansas,20,117,19.4
Meade County,Kansas,20,119,15.4
Miami County,Kansas,20,121,14.4
Mitchell County,Kansas,20,123,20.1
Montgomery County,Kansas,20,125,16.3
Morris County,Kansas,20,127,22.5
Morton County,Kansas,20,129,14.1
Nemaha County,Kansas,20,131,17.2
Neosho County,Kansas,20,133,16.2
Ness County,Kansas,20,135,21.4
Norton County,Kansas,20,137,15.2
Osage County,Kansas,20,139,17.3
Osborne County,Kansas,20,141,21.8
Ottawa County,Kansas,20,143,16.6
Pawnee County,Kansas,20,145,14.9
Phillips County,Kansas,20,147,19.8
Pottawatomie County,Kansas,20,149,12.5
Pratt County,Kansas,20,151,15.4
Rawlins County,Kansas,20,153,24.4
Reno County,Kansas,20,155,15.4
Republic County,Kansas,20,157,24.3
Rice County,Kansas,20,159,15.2
Riley County,Kansas,20,161,6.6
Rooks County,Kansas,20,163,18.2
Rush County,Kansas,20,165,23.0
Russell County,Kansas,20,167,21.2
Saline County,Kansas,20,169,13.6
Scott County,Kansas,20,171,15.5
Sedgwick County,Kansas,20,173,11.4
Seward County,Kansas,20,175,7.5
Shawnee County,Kansas,20,177,14.4
Sheridan County,Kansas,20,179,20.2
Sherman County,Kansas,20,181,16.8
Smith County,Kansas,20,183,24.9
Stafford County,Kansas,20,185,18.1
Stanton County,Kansas,20,187,16.1
Stevens County,Kansas,20,189,11.1
Sumner County,Kansas,20,191,15.3
Thomas County,Kansas,20,193,13.4
Trego County,Kansas,20,195,22.4
Wabaunsee County,Kansas,20,197,17.1
Wallace County,Kansas,20,199,21.4
Washington County,Kansas,20,201,20.9
Wichita County,Kansas,20,203,18.2
Wilson County,Kansas,20,205,18.7
Woodson County,Kansas,20,207,20.7
Wyandotte County,Kansas,20,209,9.7
Adair County,Kentucky,21,001,15.4
Allen County,Kentucky,21,003,14.7
Anderson County,Kentucky,21,005,12.4
Ballard County,Kentucky,21,007,17.2
Barren County,Kentucky,21,009,14.7
Bath County,Kentucky,21,011,14.7
Bell County,Kentucky,21,013,15.2
Boone County,Kentucky,21,015,10.0
Bourbon County,Kentucky,21,017,15.5
Boyd County,Kentucky,21,019,15.7
Boyle County,Kentucky,21,021,15.2
Bracken County,Kentucky,21,023,14.1
Breathitt County,Kentucky,21,025,13.6
Breckinridge County,Kentucky,21,027,16.6
Bullitt County,Kentucky,21,029,12.7
Butler County,Kentucky,21,031,15.8
Caldwell County,Kentucky,21,033,17.2
Calloway County,Kentucky,21,035,14.9
Campbell County,Kentucky,21,037,12.1
Carlisle County,Kentucky,21,039,17.9
Carroll County,Kentucky,21,041,13.4
Carter County,Kentucky,21,043,14.8
Casey County,Kentucky,21,045,16.9
Christian County,Kentucky,21,047,8.9
Clark County,Kentucky,21,049,14.9
Clay County,Kentucky,21,051,11.3
Clinton County,Kentucky,21,053,16.4
Crittenden County,Kentucky,21,055,18.1
Cumberland County,Kentucky,21,057,18.7
Daviess County,Kentucky,21,059,13.9
Edmonson County,Kentucky,21,061,18.1
Elliott County,Kentucky,21,063,15.3
Estill County,Kentucky,21,065,15.5
Fayette County,Kentucky,21,067,10.0
Fleming County,Kentucky,21,069,14.9
Floyd County,Kentucky,21,071,14.0
Franklin County,Kentucky,21,073,14.2
Fulton County,Kentucky,21,075,15.0
Gallatin County,Kentucky,21,077,11.3
Garrard County,Kentucky,21,079,14.8
Grant County,Kentucky,21,081,11.7
Graves County,Kentucky,21,083,15.7
Grayson County,Kentucky,21,085,14.9
Green County,Kentucky,21,087,17.1
Greenup County,Kentucky,21,089,17.3
Hancock County,Kentucky,21,091,15.0
Hardin County,Kentucky,21,093,10.7
Harlan County,Kentucky,21,095,14.8
Harrison County,Kentucky,21,097,15.2
Hart County,Kentucky,21,099,14.4
Henderson County,Kentucky,21,101,13.9
Henry County,Kentucky,21,103,14.2
Hickman County,Kentucky,21,105,20.2
Hopkins County,Kentucky,21,107,15.2
Jackson County,Kentucky,21,109,14.2
Jefferson County,Kentucky,21,111,12.5
Jessamine County,Kentucky,21,113,12.5
Johnson County,Kentucky,21,115,15.5
Kenton County,Kentucky,21,117,11.0
Knott County,Kentucky,21,119,14.0
Knox County,Kentucky,21,121,15.1
Larue County,Kentucky,21,123,14.8
Laurel County,Kentucky,21,125,13.8
Lawrence County,Kentucky,21,127,15.1
Lee County,Kentucky,21,129,14.3
Leslie County,Kentucky,21,131,14.3
Letcher County,Kentucky,21,133,15.4
Lewis County,Kentucky,21,135,16.0
Lincoln County,Kentucky,21,137,15.1
Livingston County,Kentucky,21,139,18.9
Logan County,Kentucky,21,141,15.8
Lyon County,Kentucky,21,143,19.4
McCracken County,Kentucky,21,145,15.8
McCreary County,Kentucky,21,147,11.6
McLean County,Kentucky,21,149,17.5
Madison County,Kentucky,21,151,11.4
Magoffin County,Kentucky,21,153,13.5
Marion County,Kentucky,21,155,12.7
Marshall County,Kentucky,21,157,19.5
Martin County,Kentucky,21,159,10.9
Mason County,Kentucky,21,161,14.0
Meade County,Kentucky,21,163,11.8
Menifee County,Kentucky,21,165,16.6
Mercer County,Kentucky,21,167,15.5
Metcalfe County,Kentucky,21,169,16.6
Monroe County,Kentucky,21,171,16.3
Montgomery County,Kentucky,21,173,12.9
Morgan County,Kentucky,21,175,12.9
Muhlenberg County,Kentucky,21,177,15.0
Nelson County,Kentucky,21,179,11.8
Nicholas County,Kentucky,21,181,16.0
Ohio County,Kentucky,21,183,15.8
Oldham County,Kentucky,21,185,10.5
Owen County,Kentucky,21,187,15.9
Owsley County,Kentucky,21,189,13.9
Pendleton County,Kentucky,21,191,13.4
Perry County,Kentucky,21,193,14.1
Pike County,Kentucky,21,195,14.1
Powell County,Kentucky,21,197,13.1
Pulaski County,Kentucky,21,199,16.2
Robertson County,Kentucky,21,201,22.7
Rockcastle County,Kentucky,21,203,15.3
Rowan County,Kentucky,21,205,11.8
Russell County,Kentucky,21,207,17.6
Scott County,Kentucky,21,209,9.7
Shelby County,Kentucky,21,211,13.0
Simpson County,Kentucky,21,213,13.0
Spencer County,Kentucky,21,215,12.1
Taylor County,Kentucky,21,217,15.3
Todd County,Kentucky,21,219,14.5
Trigg County,Kentucky,21,221,21.9
Trimble County,Kentucky,21,223,14.6
Union County,Kentucky,21,225,12.5
Warren County,Kentucky,21,227,10.7
Washington County,Kentucky,21,229,14.9
Wayne County,Kentucky,21,231,16.5
Webster County,Kentucky,21,233,14.3
Whitley County,Kentucky,21,235,13.4
Wolfe County,Kentucky,21,237,17.0
Woodford County,Kentucky,21,239,14.9
Acadia Parish,Louisiana,22,001,11.9
Allen Parish,Louisiana,22,003,10.3
Ascension Parish,Louisiana,22,005,9.5
Assumption Parish,Louisiana,22,007,14.6
Avoyelles Parish,Louisiana,22,009,13.4
Beauregard Parish,Louisiana,22,011,13.0
Bienville Parish,Louisiana,22,013,16.5
Bossier Parish,Louisiana,22,015,11.2
Caddo Parish,Louisiana,22,017,13.0
Calcasieu Parish,Louisiana,22,019,12.2
Caldwell Parish,Louisiana,22,021,13.5
Cameron Parish,Louisiana,22,023,15.3
Catahoula Parish,Louisiana,22,025,13.2
Claiborne Parish,Louisiana,22,027,14.1
Concordia Parish,Louisiana,22,029,13.3
De Soto Parish,Louisiana,22,031,14.7
East Baton Rouge Parish,Louisiana,22,033,10.8
East Carroll Parish,Louisiana,22,035,9.0
East Feliciana Parish,Louisiana,22,037,14.2
Evangeline Parish,Louisiana,22,039,12.2
Franklin Parish,Louisiana,22,041,14.7
Grant Parish,Louisiana,22,043,11.5
Iberia Parish,Louisiana,22,045,12.2
Iberville Parish,Louisiana,22,047,11.9
Jackson Parish,Louisiana,22,049,15.9
Jefferson Parish,Louisiana,22,051,13.3
Jefferson Davis Parish,Louisiana,22,053,13.8
Lafayette Parish,Louisiana,22,055,10.0
Lafourche Parish,Louisiana,22,057,12.3
LaSalle Parish,Louisiana,22,059,13.5
Lincoln Parish,Louisiana,22,061,10.6
Livingston Parish,Louisiana,22,063,10.6
Madison Parish,Louisiana,22,065,11.5
Morehouse Parish,Louisiana,22,067,15.2
Natchitoches Parish,Louisiana,22,069,13.7
Orleans Parish,Louisiana,22,071,10.7
Ouachita Parish,Louisiana,22,073,11.7
Plaquemines Parish,Louisiana,22,075,10.9
Pointe Coupee Parish,Louisiana,22,077,16.7
Rapides Parish,Louisiana,22,079,13.2
Red River Parish,Louisiana,22,081,14.1
Richland Parish,Louisiana,22,083,13.6
Sabine Parish,Louisiana,22,085,17.8
Saint Bernard Parish,Louisiana,22,087,9.3
Saint Charles Parish,Louisiana,22,089,10.8
Saint Helena Parish,Louisiana,22,091,15.6
Saint James Parish,Louisiana,22,093,13.2
Saint John the Baptist Parish,Louisiana,22,095,11.6
Saint Landry Parish,Louisiana,22,097,13.4
Saint Martin Parish,Louisiana,22,099,12.2
Saint Mary Parish,Louisiana,22,101,13.0
Saint Tammany Parish,Louisiana,22,103,13.8
Tangipahoa Parish,Louisiana,22,105,11.7
Tensas Parish,Louisiana,22,107,17.6
Terrebonne Parish,Louisiana,22,109,11.6
Union Parish,Louisiana,22,111,17.2
Vermilion Parish,Louisiana,22,113,12.4
Vernon Parish,Louisiana,22,115,8.9
Washington Parish,Louisiana,22,117,14.3
Webster Parish,Louisiana,22,119,16.0
West Baton Rouge Parish,Louisiana,22,121,10.8
West Carroll Parish,Louisiana,22,123,15.0
West Feliciana Parish,Louisiana,22,125,10.9
Winn Parish,Louisiana,22,127,13.4
Androscoggin County,Maine,23,001,14.4
Aroostook County,Maine,23,003,19.5
Cumberland County,Maine,23,005,14.5
Franklin County,Maine,23,007,18.9
Hancock County,Maine,23,009,20.1
Kennebec County,Maine,23,011,16.2
Knox County,Maine,23,013,20.3
Lincoln County,Maine,23,015,23.5
Oxford County,Maine,23,017,18.2
Penobscot County,Maine,23,019,15.0
Piscataquis County,Maine,23,021,23.5
Sagadahoc County,Maine,23,023,18.4
Somerset County,Maine,23,025,18.2
Waldo County,Maine,23,027,18.5
Washington County,Maine,23,029,20.4
York County,Maine,23,031,16.5
Allegany County,Maryland,24,001,15.8
Anne Arundel County,Maryland,24,003,12.0
Baltimore County,Maryland,24,005,13.9
Calvert County,Maryland,24,009,11.9
Caroline County,Maryland,24,011,13.9
Carroll County,Maryland,24,013,13.7
Cecil County,Maryland,24,015,12.9
Charles County,Maryland,24,017,10.0
Dorchester County,Maryland,24,019,18.4
Frederick County,Maryland,24,021,11.5
Garrett County,Maryland,24,023,18.6
Harford County,Maryland,24,025,13.0
Howard County,Maryland,24,027,11.1
Kent County,Maryland,24,029,22.8
Queen Anne's County,Maryland,24,035,16.3
Saint Mary's County,Maryland,24,037,11.1
Somerset County,Maryland,24,039,13.3
Talbot County,Maryland,24,041,25.5
Washington County,Maryland,24,043,13.5
Wicomico County,Maryland,24,045,13.0
Worcester County,Maryland,24,047,23.9
Baltimore City,Maryland,24,510,10.4
Montgomery County,Maryland,24,031,12.2
Prince George's County,Maryland,24,033,9.8
Barnstable County,Massachusetts,25,001,25.5
Berkshire County,Massachusetts,25,003,19.1
Bristol County,Massachusetts,25,005,13.8
Dukes County,Massachusetts,25,007,19.2
Essex County,Massachusetts,25,009,13.7
Franklin County,Massachusetts,25,011,16.6
Hampden County,Massachusetts,25,013,13.4
Hampshire County,Massachusetts,25,015,13.8
Middlesex County,Massachusetts,25,017,12.3
Nantucket County,Massachusetts,25,019,12.5
Norfolk County,Massachusetts,25,021,13.8
Plymouth County,Massachusetts,25,023,14.5
Suffolk County,Massachusetts,25,025,9.4
Worcester County,Massachusetts,25,027,12.4
Alcona County,Michigan,26,001,34.3
Alger County,Michigan,26,003,20.8
Allegan County,Michigan,26,005,14.0
Alpena County,Michigan,26,007,19.7
Antrim County,Michigan,26,009,24.4
Arenac County,Michigan,26,011,21.8
Baraga County,Michigan,26,013,14.5
Barry County,Michigan,26,015,15.7
Bay County,Michigan,26,017,16.1
Benzie County,Michigan,26,019,22.8
Berrien County,Michigan,26,021,15.9
Branch County,Michigan,26,023,14.8
Calhoun County,Michigan,26,025,14.5
Cass County,Michigan,26,027,17.9
Charlevoix County,Michigan,26,029,20.3
Cheboygan County,Michigan,26,031,23.6
Chippewa County,Michigan,26,033,14.0
Clare County,Michigan,26,035,21.4
Clinton County,Michigan,26,037,14.5
Crawford County,Michigan,26,039,22.9
Delta County,Michigan,26,041,19.8
Dickinson County,Michigan,26,043,18.8
Eaton County,Michigan,26,045,14.9
Emmet County,Michigan,26,047,18.3
Genesee County,Michigan,26,049,14.0
Gladwin County,Michigan,26,051,23.7
Gogebic County,Michigan,26,053,20.1
Grand Traverse County,Michigan,26,055,15.1
Gratiot County,Michigan,26,057,13.6
Hillsdale County,Michigan,26,059,16.2
Houghton County,Michigan,26,061,13.8
Huron County,Michigan,26,063,21.3
Ingham County,Michigan,26,065,10.5
Ionia County,Michigan,26,067,11.4
Iosco County,Michigan,26,069,27.0
Iron County,Michigan,26,071,26.6
Isabella County,Michigan,26,073,10.0
Jackson County,Michigan,26,075,14.0
Kalamazoo County,Michigan,26,077,11.9
Kalkaska County,Michigan,26,079,18.0
Kent County,Michigan,26,081,10.8
Keweenaw County,Michigan,26,083,31.5
Lake County,Michigan,26,085,26.9
Lapeer County,Michigan,26,087,14.6
Leelanau County,Michigan,26,089,27.2
Lenawee County,Michigan,26,091,14.6
Livingston County,Michigan,26,093,13.7
Luce County,Michigan,26,095,17.3
Mackinac County,Michigan,26,097,24.7
Macomb County,Michigan,26,099,13.6
Manistee County,Michigan,26,101,21.3
Marquette County,Michigan,26,103,15.6
Mason County,Michigan,26,105,19.8
Mecosta County,Michigan,26,107,15.3
Menominee County,Michigan,26,109,20.1
Midland County,Michigan,26,111,14.6
Missaukee County,Michigan,26,113,18.4
Monroe County,Michigan,26,115,14.1
Montcalm County,Michigan,26,117,14.2
Montmorency County,Michigan,26,119,28.8
Muskegon County,Michigan,26,121,13.4
Newaygo County,Michigan,26,123,17.0
Oakland County,Michigan,26,125,13.4
Oceana County,Michigan,26,127,17.9
Ogemaw County,Michigan,26,129,23.6
Ontonagon County,Michigan,26,131,31.5
Osceola County,Michigan,26,133,17.8
Oscoda County,Michigan,26,135,25.7
Otsego County,Michigan,26,137,18.3
Ottawa County,Michigan,26,139,12.0
Presque Isle County,Michigan,26,141,28.3
Roscommon County,Michigan,26,143,29.5
Saginaw County,Michigan,26,145,15.4
Saint Clair County,Michigan,26,147,15.2
Saint Joseph County,Michigan,26,149,14.6
Sanilac County,Michigan,26,151,17.9
Schoolcraft County,Michigan,26,153,23.3
Shiawassee County,Michigan,26,155,14.7
Tuscola County,Michigan,26,157,16.7
Van Buren County,Michigan,26,159,14.8
Washtenaw County,Michigan,26,161,10.7
Wayne County,Michigan,26,163,11.9
Wexford County,Michigan,26,165,16.5
Aitkin County,Minnesota,27,001,29.6
Anoka County,Minnesota,27,003,10.6
Becker County,Minnesota,27,005,18.1
Beltrami County,Minnesota,27,007,13.5
Benton County,Minnesota,27,009,12.0
Big Stone County,Minnesota,27,011,23.1
Blue Earth County,Minnesota,27,013,11.3
Brown County,Minnesota,27,015,17.5
Carlton County,Minnesota,27,017,14.4
Carver County,Minnesota,27,019,9.0
Cass County,Minnesota,27,021,23.2
Chippewa County,Minnesota,27,023,17.4
Chisago County,Minnesota,27,025,12.7
Clay County,Minnesota,27,027,11.3
Clearwater County,Minnesota,27,029,18.2
Cook County,Minnesota,27,031,23.9
Cottonwood County,Minnesota,27,033,20.1
Crow Wing County,Minnesota,27,035,19.4
Dakota County,Minnesota,27,037,10.9
Dodge County,Minnesota,27,039,11.9
Douglas County,Minnesota,27,041,19.8
Faribault County,Minnesota,27,043,19.4
Fillmore County,Minnesota,27,045,18.4
Freeborn County,Minnesota,27,047,19.1
Goodhue County,Minnesota,27,049,16.6
Grant County,Minnesota,27,051,21.8
Hennepin County,Minnesota,27,053,11.0
Houston County,Minnesota,27,055,18.2
Hubbard County,Minnesota,27,057,23.1
Isanti County,Minnesota,27,059,13.0
Itasca County,Minnesota,27,061,20.0
Jackson County,Minnesota,27,063,18.0
Kanabec County,Minnesota,27,065,17.4
Kandiyohi County,Minnesota,27,067,15.4
Kittson County,Minnesota,27,069,20.9
Koochiching County,Minnesota,27,071,20.1
Lac qui Parle County,Minnesota,27,073,22.5
Lake County,Minnesota,27,075,23.9
Lake of the Woods County,Minnesota,27,077,21.0
Le Sueur County,Minnesota,27,079,14.6
Lincoln County,Minnesota,27,081,22.0
Lyon County,Minnesota,27,083,12.4
McLeod County,Minnesota,27,085,15.5
Mahnomen County,Minnesota,27,087,15.5
Marshall County,Minnesota,27,089,18.3
Martin County,Minnesota,27,091,19.5
Meeker County,Minnesota,27,093,16.6
Mille Lacs County,Minnesota,27,095,16.0
Morrison County,Minnesota,27,097,15.7
Mower County,Minnesota,27,099,15.2
Murray County,Minnesota,27,101,22.8
Nicollet County,Minnesota,27,103,12.7
Nobles County,Minnesota,27,105,13.4
Norman County,Minnesota,27,107,20.1
Olmsted County,Minnesota,27,109,12.5
Otter Tail County,Minnesota,27,111,20.6
Pennington County,Minnesota,27,113,14.5
Pine County,Minnesota,27,115,16.2
Pipestone County,Minnesota,27,117,17.1
Polk County,Minnesota,27,119,15.0
Pope County,Minnesota,27,121,20.7
Ramsey County,Minnesota,27,123,11.3
Red Lake County,Minnesota,27,125,17.0
Redwood County,Minnesota,27,127,18.4
Renville County,Minnesota,27,129,18.3
Rice County,Minnesota,27,131,12.3
Rock County,Minnesota,27,133,18.3
Roseau County,Minnesota,27,135,14.5
Saint Louis County,Minnesota,27,137,15.5
Scott County,Minnesota,27,139,8.4
Sherburne County,Minnesota,27,141,9.0
Sibley County,Minnesota,27,143,15.1
Stearns County,Minnesota,27,145,12.2
Steele County,Minnesota,27,147,14.0
Stevens County,Minnesota,27,149,15.3
Swift County,Minnesota,27,151,18.5
Todd County,Minnesota,27,153,18.1
Traverse County,Minnesota,27,155,24.0
Wabasha County,Minnesota,27,157,17.8
Wadena County,Minnesota,27,159,19.8
Waseca County,Minnesota,27,161,15.5
Washington County,Minnesota,27,163,11.8
Watonwan County,Minnesota,27,165,17.6
Wilkin County,Minnesota,27,167,16.5
Winona County,Minnesota,27,169,13.8
Wright County,Minnesota,27,171,10.3
Yellow Medicine County,Minnesota,27,173,17.9
Adams County,Mississippi,28,001,13.9
Alcorn County,Mississippi,28,003,14.8
Amite County,Mississippi,28,005,18.7
Attala County,Mississippi,28,007,17.3
Benton County,Mississippi,28,009,15.5
Bolivar County,Mississippi,28,011,12.0
Calhoun County,Mississippi,28,013,15.3
Carroll County,Mississippi,28,015,19.3
Chickasaw County,Mississippi,28,017,13.4
Choctaw County,Mississippi,28,019,16.9
Claiborne County,Mississippi,28,021,14.2
Clarke County,Mississippi,28,023,17.1
Clay County,Mississippi,28,025,15.2
Coahoma County,Mississippi,28,027,11.8
Copiah County,Mississippi,28,029,13.7
Covington County,Mississippi,28,031,15.6
DeSoto County,Mississippi,28,033,10.5
Forrest County,Mississippi,28,035,11.1
Franklin County,Mississippi,28,037,16.3
George County,Mississippi,28,039,12.9
Greene County,Mississippi,28,041,9.2
Grenada County,Mississippi,28,043,14.7
Hancock County,Mississippi,28,045,16.8
Harrison County,Mississippi,28,047,12.2
Hinds County,Mississippi,28,049,10.5
Holmes County,Mississippi,28,051,11.9
Humphreys County,Mississippi,28,053,12.3
Issaquena County,Mississippi,28,055,18.1
Itawamba County,Mississippi,28,057,15.0
Jackson County,Mississippi,28,059,13.1
Jasper County,Mississippi,28,061,17.3
Jefferson County,Mississippi,28,063,12.9
Jefferson Davis County,Mississippi,28,065,17.2
Jones County,Mississippi,28,067,13.5
Kemper County,Mississippi,28,069,15.6
Lafayette County,Mississippi,28,071,10.1
Lamar County,Mississippi,28,073,10.5
Lauderdale County,Mississippi,28,075,13.0
Lawrence County,Mississippi,28,077,14.8
