County,State,State_FIPS,County_FIPS,median_gross_rent
Saint Clair County,Alabama,01,115,819.0
Shelby County,Alabama,01,117,1047.0
Sumter County,Alabama,01,119,518.0
Talladega County,Alabama,01,121,628.0
Tallapoosa County,Alabama,01,123,665.0
Tuscaloosa County,Alabama,01,125,846.0
Walker County,Alabama,01,127,626.0
Washington County,Alabama,01,129,730.0
Wilcox County,Alabama,01,131,509.0
Winston County,Alabama,01,133,529.0
Anchorage Municipality,Alaska,02,020,1320.0
Bethel Census Area,Alaska,02,050,1352.0
Bristol Bay Borough,Alaska,02,060,1120.0
Fairbanks North Star Borough,Alaska,02,090,1305.0
Haines Borough,Alaska,02,100,951.0
Juneau City and Borough,Alaska,02,110,1310.0
Kenai Peninsula Borough,Alaska,02,122,987.0
Kodiak Island Borough,Alaska,02,150,1458.0
Matanuska-Susitna Borough,Alaska,02,170,1127.0
Nome Census Area,Alaska,02,180,1287.0
North Slope Borough,Alaska,02,185,1000.0
Sitka City and Borough,Alaska,02,220,1131.0
Southeast Fairbanks Census Area,Alaska,02,240,1042.0
Valdez-Cordova Census Area,Alaska,02,261,1067.0
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,1304.0
Aleutians East Borough,Alaska,02,013,939.0
Aleutians West Census Area,Alaska,02,016,1341.0
Dillingham Census Area,Alaska,02,070,1020.0
Lake and Peninsula Borough,Alaska,02,164,743.0
Denali Borough,Alaska,02,068,845.0
Yukon-Koyukuk Census Area,Alaska,02,290,741.0
Hoonah-Angoon Census Area,Alaska,02,105,894.0
Skagway Municipality,Alaska,02,230,1004.0
Yakutat City and Borough,Alaska,02,282,900.0
Ketchikan Gateway Borough,Alaska,02,130,1169.0
Petersburg Borough,Alaska,02,195,954.0
Prince of Wales-Hyder Census Area,Alaska,02,198,783.0
Wrangell City and Borough,Alaska,02,275,844.0
Apache County,Arizona,04,001,506.0
Cochise County,Arizona,04,003,783.0
Coconino County,Arizona,04,005,1181.0
Gila County,Arizona,04,007,816.0
Graham County,Arizona,04,009,769.0
Greenlee County,Arizona,04,011,466.0
Maricopa County,Arizona,04,013,1127.0
Mohave County,Arizona,04,015,826.0
Navajo County,Arizona,04,017,720.0
Pima County,Arizona,04,019,907.0
Pinal County,Arizona,04,021,1064.0
Santa Cruz County,Arizona,04,023,675.0
Yavapai County,Arizona,04,025,947.0
La Paz County,Arizona,04,012,565.0
Yuma County,Arizona,04,027,839.0
Arkansas County,Arkansas,05,001,648.0
Ashley County,Arkansas,05,003,533.0
Baxter County,Arkansas,05,005,703.0
Benton County,Arkansas,05,007,903.0
Boone County,Arkansas,05,009,636.0
Bradley County,Arkansas,05,011,585.0
Calhoun County,Arkansas,05,013,640.0
Carroll County,Arkansas,05,015,610.0
Chicot County,Arkansas,05,017,601.0
Clark County,Arkansas,05,019,606.0
Clay County,Arkansas,05,021,618.0
Cleburne County,Arkansas,05,023,704.0
Cleveland County,Arkansas,05,025,630.0
Columbia County,Arkansas,05,027,664.0
Conway County,Arkansas,05,029,647.0
Craighead County,Arkansas,05,031,757.0
Crawford County,Arkansas,05,033,701.0
Crittenden County,Arkansas,05,035,732.0
Cross County,Arkansas,05,037,711.0
Dallas County,Arkansas,05,039,673.0
Desha County,Arkansas,05,041,495.0
Drew County,Arkansas,05,043,658.0
Faulkner County,Arkansas,05,045,826.0
Franklin County,Arkansas,05,047,625.0
Fulton County,Arkansas,05,049,545.0
Garland County,Arkansas,05,051,771.0
Grant County,Arkansas,05,053,736.0
Greene County,Arkansas,05,055,698.0
Hempstead County,Arkansas,05,057,694.0
Hot Spring County,Arkansas,05,059,619.0
Howard County,Arkansas,05,061,601.0
Independence County,Arkansas,05,063,631.0
Izard County,Arkansas,05,065,570.0
Jackson County,Arkansas,05,067,588.0
Jefferson County,Arkansas,05,069,740.0
Johnson County,Arkansas,05,071,620.0
Lafayette County,Arkansas,05,073,473.0
Lawrence County,Arkansas,05,075,549.0
Lee County,Arkansas,05,077,525.0
Lincoln County,Arkansas,05,079,534.0
Little River County,Arkansas,05,081,601.0
Logan County,Arkansas,05,083,581.0
Lonoke County,Arkansas,05,085,796.0
Madison County,Arkansas,05,087,615.0
Marion County,Arkansas,05,089,632.0
Miller County,Arkansas,05,091,737.0
Mississippi County,Arkansas,05,093,632.0
Monroe County,Arkansas,05,095,517.0
Montgomery County,Arkansas,05,097,509.0
Nevada County,Arkansas,05,099,696.0
Newton County,Arkansas,05,101,547.0
Ouachita County,Arkansas,05,103,525.0
Perry County,Arkansas,05,105,631.0
Phillips County,Arkansas,05,107,586.0
Pike County,Arkansas,05,109,601.0
Poinsett County,Arkansas,05,111,603.0
Polk County,Arkansas,05,113,639.0
Pope County,Arkansas,05,115,681.0
Prairie County,Arkansas,05,117,619.0
Pulaski County,Arkansas,05,119,861.0
Randolph County,Arkansas,05,121,619.0
Saint Francis County,Arkansas,05,123,633.0
Saline County,Arkansas,05,125,847.0
Scott County,Arkansas,05,127,564.0
Searcy County,Arkansas,05,129,535.0
Sebastian County,Arkansas,05,131,696.0
Sevier County,Arkansas,05,133,581.0
Sharp County,Arkansas,05,135,527.0
Stone County,Arkansas,05,137,604.0
Union County,Arkansas,05,139,674.0
Van Buren County,Arkansas,05,141,644.0
Washington County,Arkansas,05,143,794.0
White County,Arkansas,05,145,702.0
Woodruff County,Arkansas,05,147,504.0
Yell County,Arkansas,05,149,573.0
Alameda County,California,06,001,1797.0
Alpine County,California,06,003,538.0
Amador County,California,06,005,1103.0
Butte County,California,06,007,1060.0
Calaveras County,California,06,009,1339.0
Colusa County,California,06,011,889.0
Contra Costa County,California,06,013,1819.0
Del Norte County,California,06,015,878.0
El Dorado County,California,06,017,1260.0
Fresno County,California,06,019,998.0
Glenn County,California,06,021,835.0
Humboldt County,California,06,023,981.0
Imperial County,California,06,025,830.0
Inyo County,California,06,027,919.0
Kern County,California,06,029,978.0
Kings County,California,06,031,990.0
Lake County,California,06,033,978.0
Lassen County,California,06,035,956.0
Los Angeles County,California,06,037,1460.0
Madera County,California,06,039,1014.0
Marin County,California,06,041,2069.0
Mariposa County,California,06,043,929.0
Mendocino County,California,06,045,1146.0
Merced County,California,06,047,1021.0
Modoc County,California,06,049,717.0
Mono County,California,06,051,1206.0
Monterey County,California,06,053,1495.0
Napa County,California,06,055,1700.0
Nevada County,California,06,057,1273.0
Orange County,California,06,059,1854.0
Placer County,California,06,061,1542.0
Plumas County,California,06,063,916.0
Riverside County,California,06,065,1375.0
Sacramento County,California,06,067,1252.0
San Benito County,California,06,069,1535.0
San Bernardino County,California,06,071,1283.0
San Diego County,California,06,073,1658.0
San Francisco County,California,06,075,1895.0
San Joaquin County,California,06,077,1208.0
San Luis Obispo County,California,06,079,1476.0
San Mateo County,California,06,081,2316.0
Santa Barbara County,California,06,083,1643.0
Santa Clara County,California,06,085,2268.0
Santa Cruz County,California,06,087,1717.0
Shasta County,California,06,089,1039.0
Sierra County,California,06,091,972.0
Siskiyou County,California,06,093,856.0
Solano County,California,06,095,1592.0
Sonoma County,California,06,097,1621.0
Stanislaus County,California,06,099,1155.0
Sutter County,California,06,101,1033.0
Tehama County,California,06,103,872.0
Trinity County,California,06,105,799.0
Tulare County,California,06,107,942.0
Tuolumne County,California,06,109,1009.0
Ventura County,California,06,111,1776.0
Yolo County,California,06,113,1324.0
Yuba County,California,06,115,1002.0
Alamosa County,Colorado,08,003,700.0
Archuleta County,Colorado,08,007,961.0
Baca County,Colorado,08,009,443.0
Bent County,Colorado,08,011,643.0
Chaffee County,Colorado,08,015,931.0
Cheyenne County,Colorado,08,017,525.0
Clear Creek County,Colorado,08,019,938.0
Conejos County,Colorado,08,021,543.0
Costilla County,Colorado,08,023,532.0
Crowley County,Colorado,08,025,914.0
Custer County,Colorado,08,027,620.0
Delta County,Colorado,08,029,834.0
Dolores County,Colorado,08,033,817.0
Douglas County,Colorado,08,035,1725.0
Eagle County,Colorado,08,037,1594.0
Elbert County,Colorado,08,039,1182.0
El Paso County,Colorado,08,041,1174.0
Fremont County,Colorado,08,043,838.0
Garfield County,Colorado,08,045,1201.0
Gilpin County,Colorado,08,047,1159.0
Grand County,Colorado,08,049,1047.0
Gunnison County,Colorado,08,051,992.0
Huerfano County,Colorado,08,055,626.0
Jackson County,Colorado,08,057,625.0
Kiowa County,Colorado,08,061,750.0
Kit Carson County,Colorado,08,063,736.0
Lake County,Colorado,08,065,982.0
La Plata County,Colorado,08,067,1147.0
Larimer County,Colorado,08,069,1297.0
Las Animas County,Colorado,08,071,712.0
Lincoln County,Colorado,08,073,780.0
Logan County,Colorado,08,075,786.0
Mesa County,Colorado,08,077,963.0
Moffat County,Colorado,08,081,779.0
Montezuma County,Colorado,08,083,815.0
Montrose County,Colorado,08,085,901.0
Morgan County,Colorado,08,087,835.0
Otero County,Colorado,08,089,675.0
Ouray County,Colorado,08,091,1223.0
Park County,Colorado,08,093,1125.0
Phillips County,Colorado,08,095,751.0
Pitkin County,Colorado,08,097,1473.0
Prowers County,Colorado,08,099,697.0
Pueblo County,Colorado,08,101,829.0
Rio Blanco County,Colorado,08,103,770.0
Rio Grande County,Colorado,08,105,634.0
Routt County,Colorado,08,107,1282.0
Saguache County,Colorado,08,109,631.0
San Miguel County,Colorado,08,113,1140.0
Sedgwick County,Colorado,08,115,556.0
Summit County,Colorado,08,117,1393.0
Teller County,Colorado,08,119,1102.0
Washington County,Colorado,08,121,734.0
Yuma County,Colorado,08,125,823.0
Adams County,Colorado,08,001,1346.0
Arapahoe County,Colorado,08,005,1390.0
Boulder County,Colorado,08,013,1495.0
Broomfield County,Colorado,08,014,1679.0
Denver County,Colorado,08,031,1311.0
Jefferson County,Colorado,08,059,1376.0
Weld County,Colorado,08,123,1085.0
Fairfield County,Connecticut,09,001,1499.0
Hartford County,Connecticut,09,003,1106.0
Litchfield County,Connecticut,09,005,1065.0
Middlesex County,Connecticut,09,007,1162.0
New Haven County,Connecticut,09,009,1153.0
New London County,Connecticut,09,011,1130.0
Tolland County,Connecticut,09,013,1155.0
Windham County,Connecticut,09,015,946.0
Kent County,Delaware,10,001,1084.0
New Castle County,Delaware,10,003,1163.0
Sussex County,Delaware,10,005,1030.0
Alachua County,Florida,12,001,983.0
Baker County,Florida,12,003,782.0
Bay County,Florida,12,005,1049.0
Bradford County,Florida,12,007,833.0
Brevard County,Florida,12,009,1068.0
Broward County,Florida,12,011,1392.0
Calhoun County,Florida,12,013,596.0
Charlotte County,Florida,12,015,1032.0
Citrus County,Florida,12,017,843.0
Clay County,Florida,12,019,1148.0
Collier County,Florida,12,021,1317.0
Columbia County,Florida,12,023,829.0
Miami-Dade County,Florida,12,086,1328.0
DeSoto County,Florida,12,027,687.0
Dixie County,Florida,12,029,631.0
Duval County,Florida,12,031,1074.0
Escambia County,Florida,12,033,983.0
Flagler County,Florida,12,035,1255.0
Franklin County,Florida,12,037,802.0
Gadsden County,Florida,12,039,678.0
Gilchrist County,Florida,12,041,645.0
Glades County,Florida,12,043,781.0
Gulf County,Florida,12,045,1037.0
Hamilton County,Florida,12,047,604.0
Hardee County,Florida,12,049,740.0
Hendry County,Florida,12,051,786.0
Hernando County,Florida,12,053,984.0
Highlands County,Florida,12,055,816.0
Hillsborough County,Florida,12,057,1142.0
Holmes County,Florida,12,059,703.0
Indian River County,Florida,12,061,959.0
Jackson County,Florida,12,063,656.0
Jefferson County,Florida,12,065,770.0
Lafayette County,Florida,12,067,532.0
Lake County,Florida,12,069,1084.0
Lee County,Florida,12,071,1154.0
Leon County,Florida,12,073,1024.0
Levy County,Florida,12,075,720.0
Liberty County,Florida,12,077,595.0
Madison County,Florida,12,079,689.0
Manatee County,Florida,12,081,1144.0
Marion County,Florida,12,083,896.0
Martin County,Florida,12,085,1111.0
Monroe County,Florida,12,087,1627.0
Nassau County,Florida,12,089,1046.0
Okaloosa County,Florida,12,091,1127.0
Okeechobee County,Florida,12,093,772.0
Orange County,Florida,12,095,1215.0
Osceola County,Florida,12,097,1228.0
Palm Beach County,Florida,12,099,1398.0
Pasco County,Florida,12,101,1062.0
Pinellas County,Florida,12,103,1112.0
Polk County,Florida,12,105,978.0
Putnam County,Florida,12,107,728.0
Saint Johns County,Florida,12,109,1312.0
Saint Lucie County,Florida,12,111,1185.0
Santa Rosa County,Florida,12,113,1129.0
Sarasota County,Florida,12,115,1277.0
Seminole County,Florida,12,117,1242.0
Sumter County,Florida,12,119,914.0
Suwannee County,Florida,12,121,722.0
Taylor County,Florida,12,123,666.0
Union County,Florida,12,125,657.0
Volusia County,Florida,12,127,1046.0
Wakulla County,Florida,12,129,896.0
Walton County,Florida,12,131,979.0
Washington County,Florida,12,133,717.0
Appling County,Georgia,13,001,560.0
Atkinson County,Georgia,13,003,454.0
Bacon County,Georgia,13,005,526.0
Baker County,Georgia,13,007,513.0
Baldwin County,Georgia,13,009,703.0
Banks County,Georgia,13,011,731.0
Barrow County,Georgia,13,013,994.0
Bartow County,Georgia,13,015,937.0
Ben Hill County,Georgia,13,017,656.0
Berrien County,Georgia,13,019,653.0
Bibb County,Georgia,13,021,818.0
Bleckley County,Georgia,13,023,620.0
Brantley County,Georgia,13,025,622.0
Brooks County,Georgia,13,027,685.0
Bryan County,Georgia,13,029,1242.0
Bulloch County,Georgia,13,031,805.0
Burke County,Georgia,13,033,616.0
Butts County,Georgia,13,035,850.0
Calhoun County,Georgia,13,037,543.0
Camden County,Georgia,13,039,945.0
Candler County,Georgia,13,043,597.0
Carroll County,Georgia,13,045,877.0
Catoosa County,Georgia,13,047,775.0
Charlton County,Georgia,13,049,557.0
Chatham County,Georgia,13,051,1085.0
Chattahoochee County,Georgia,13,053,1192.0
Chattooga County,Georgia,13,055,608.0
Cherokee County,Georgia,13,057,1241.0
Clarke County,Georgia,13,059,856.0
Clay County,Georgia,13,061,340.0
Clayton County,Georgia,13,063,991.0
Clinch County,Georgia,13,065,439.0
Cobb County,Georgia,13,067,1202.0
Coffee County,Georgia,13,069,623.0
Colquitt County,Georgia,13,071,647.0
Columbia County,Georgia,13,073,1149.0
Cook County,Georgia,13,075,737.0
Coweta County,Georgia,13,077,1096.0
Crawford County,Georgia,13,079,709.0
Crisp County,Georgia,13,081,649.0
Dade County,Georgia,13,083,724.0
Dawson County,Georgia,13,085,918.0
Decatur County,Georgia,13,087,677.0
DeKalb County,Georgia,13,089,1169.0
Dodge County,Georgia,13,091,620.0
Dooly County,Georgia,13,093,543.0
Dougherty County,Georgia,13,095,746.0
Douglas County,Georgia,13,097,1087.0
Early County,Georgia,13,099,709.0
Echols County,Georgia,13,101,669.0
Effingham County,Georgia,13,103,1023.0
Elbert County,Georgia,13,105,685.0
Emanuel County,Georgia,13,107,619.0
Evans County,Georgia,13,109,662.0
Fannin County,Georgia,13,111,794.0
Fayette County,Georgia,13,113,1326.0
Floyd County,Georgia,13,115,762.0
Forsyth County,Georgia,13,117,1380.0
Franklin County,Georgia,13,119,627.0
Fulton County,Georgia,13,121,1205.0
Gilmer County,Georgia,13,123,765.0
Glascock County,Georgia,13,125,625.0
Glynn County,Georgia,13,127,890.0
Gordon County,Georgia,13,129,731.0
Grady County,Georgia,13,131,778.0
Greene County,Georgia,13,133,727.0
Gwinnett County,Georgia,13,135,1272.0
Habersham County,Georgia,13,137,772.0
Hall County,Georgia,13,139,963.0
Hancock County,Georgia,13,141,678.0
Haralson County,Georgia,13,143,677.0
Harris County,Georgia,13,145,863.0
Hart County,Georgia,13,147,720.0
Heard County,Georgia,13,149,630.0
Henry County,Georgia,13,151,1181.0
Houston County,Georgia,13,153,920.0
Irwin County,Georgia,13,155,559.0
Jackson County,Georgia,13,157,823.0
Jasper County,Georgia,13,159,848.0
Jeff Davis County,Georgia,13,161,584.0
Jefferson County,Georgia,13,163,561.0
Jenkins County,Georgia,13,165,548.0
Johnson County,Georgia,13,167,533.0
Jones County,Georgia,13,169,775.0
Lamar County,Georgia,13,171,706.0
Lanier County,Georgia,13,173,712.0
Laurens County,Georgia,13,175,615.0
Lee County,Georgia,13,177,881.0
Liberty County,Georgia,13,179,1067.0
Lincoln County,Georgia,13,181,708.0
Long County,Georgia,13,183,799.0
Lowndes County,Georgia,13,185,802.0
Lumpkin County,Georgia,13,187,891.0
McDuffie County,Georgia,13,189,695.0
McIntosh County,Georgia,13,191,813.0
Macon County,Georgia,13,193,592.0
Madison County,Georgia,13,195,715.0
Marion County,Georgia,13,197,536.0
Meriwether County,Georgia,13,199,714.0
Miller County,Georgia,13,201,652.0
Mitchell County,Georgia,13,205,637.0
Monroe County,Georgia,13,207,704.0
Montgomery County,Georgia,13,209,627.0
Morgan County,Georgia,13,211,832.0
Murray County,Georgia,13,213,688.0
Muscogee County,Georgia,13,215,906.0
Newton County,Georgia,13,217,1010.0
Oconee County,Georgia,13,219,1001.0
Oglethorpe County,Georgia,13,221,725.0
Paulding County,Georgia,13,223,1163.0
Peach County,Georgia,13,225,698.0
Pickens County,Georgia,13,227,856.0
Pierce County,Georgia,13,229,669.0
Pike County,Georgia,13,231,828.0
Polk County,Georgia,13,233,718.0
Pulaski County,Georgia,13,235,722.0
Putnam County,Georgia,13,237,788.0
Quitman County,Georgia,13,239,709.0
Rabun County,Georgia,13,241,738.0
Randolph County,Georgia,13,243,583.0
Richmond County,Georgia,13,245,888.0
Rockdale County,Georgia,13,247,1056.0
Schley County,Georgia,13,249,626.0
Screven County,Georgia,13,251,663.0
Seminole County,Georgia,13,253,721.0
Spalding County,Georgia,13,255,872.0
Stephens County,Georgia,13,257,750.0
Stewart County,Georgia,13,259,529.0
Sumter County,Georgia,13,261,736.0
Talbot County,Georgia,13,263,652.0
Taliaferro County,Georgia,13,265,547.0
Tattnall County,Georgia,13,267,543.0
Taylor County,Georgia,13,269,619.0
Telfair County,Georgia,13,271,599.0
Terrell County,Georgia,13,273,638.0
Thomas County,Georgia,13,275,861.0
Tift County,Georgia,13,277,689.0
Toombs County,Georgia,13,279,598.0
Towns County,Georgia,13,281,717.0
Treutlen County,Georgia,13,283,585.0
Troup County,Georgia,13,285,823.0
Turner County,Georgia,13,287,538.0
Twiggs County,Georgia,13,289,613.0
Union County,Georgia,13,291,780.0
Upson County,Georgia,13,293,639.0
Walker County,Georgia,13,295,753.0
Walton County,Georgia,13,297,1000.0
Ware County,Georgia,13,299,658.0
Warren County,Georgia,13,301,631.0
Washington County,Georgia,13,303,646.0
Wayne County,Georgia,13,305,655.0
Webster County,Georgia,13,307,381.0
Wheeler County,Georgia,13,309,450.0
White County,Georgia,13,311,827.0
Whitfield County,Georgia,13,313,720.0
Wilcox County,Georgia,13,315,513.0
Wilkes County,Georgia,13,317,762.0
Wilkinson County,Georgia,13,319,635.0
Worth County,Georgia,13,321,722.0
Hawaii County,Hawaii,15,001,1180.0
Honolulu County,Hawaii,15,003,1745.0
Kauai County,Hawaii,15,007,1375.0
Kalawao County,Hawaii,15,005,1063.0
Maui County,Hawaii,15,009,1510.0
Ada County,Idaho,16,001,995.0
Adams County,Idaho,16,003,685.0
Bannock County,Idaho,16,005,691.0
Bear Lake County,Idaho,16,007,589.0
Benewah County,Idaho,16,009,644.0
Bingham County,Idaho,16,011,662.0
Blaine County,Idaho,16,013,933.0
Boise County,Idaho,16,015,754.0
Bonner County,Idaho,16,017,853.0
Bonneville County,Idaho,16,019,819.0
Boundary County,Idaho,16,021,613.0
Butte County,Idaho,16,023,656.0
Camas County,Idaho,16,025,853.0
Canyon County,Idaho,16,027,896.0
Caribou County,Idaho,16,029,570.0
Cassia County,Idaho,16,031,647.0
Clearwater County,Idaho,16,035,719.0
Custer County,Idaho,16,037,608.0
Elmore County,Idaho,16,039,833.0
Franklin County,Idaho,16,041,680.0
Fremont County,Idaho,16,043,798.0
Gem County,Idaho,16,045,745.0
Gooding County,Idaho,16,047,704.0
Idaho County,Idaho,16,049,682.0
Jefferson County,Idaho,16,051,796.0
Jerome County,Idaho,16,053,772.0
Kootenai County,Idaho,16,055,993.0
Latah County,Idaho,16,057,737.0
Lemhi County,Idaho,16,059,657.0
Lewis County,Idaho,16,061,593.0
Lincoln County,Idaho,16,063,639.0
Madison County,Idaho,16,065,723.0
Minidoka County,Idaho,16,067,701.0
Nez Perce County,Idaho,16,069,727.0
Oneida County,Idaho,16,071,748.0
Owyhee County,Idaho,16,073,668.0
Payette County,Idaho,16,075,735.0
Power County,Idaho,16,077,636.0
Shoshone County,Idaho,16,079,670.0
Teton County,Idaho,16,081,881.0
Twin Falls County,Idaho,16,083,800.0
Valley County,Idaho,16,085,773.0
Washington County,Idaho,16,087,683.0
Adams County,Illinois,17,001,713.0
Alexander County,Illinois,17,003,526.0
Bond County,Illinois,17,005,609.0
Boone County,Illinois,17,007,854.0
Brown County,Illinois,17,009,615.0
Bureau County,Illinois,17,011,680.0
Calhoun County,Illinois,17,013,617.0
Carroll County,Illinois,17,015,631.0
Cass County,Illinois,17,017,598.0
Champaign County,Illinois,17,019,882.0
Christian County,Illinois,17,021,674.0
Clark County,Illinois,17,023,687.0
Clay County,Illinois,17,025,604.0
Clinton County,Illinois,17,027,808.0
Coles County,Illinois,17,029,697.0
Cook County,Illinois,17,031,1123.0
Crawford County,Illinois,17,033,638.0
Cumberland County,Illinois,17,035,582.0
DeKalb County,Illinois,17,037,930.0
De Witt County,Illinois,17,039,629.0
Douglas County,Illinois,17,041,724.0
DuPage County,Illinois,17,043,1316.0
Edgar County,Illinois,17,045,611.0
Edwards County,Illinois,17,047,495.0
Effingham County,Illinois,17,049,650.0
Fayette County,Illinois,17,051,612.0
Ford County,Illinois,17,053,676.0
Franklin County,Illinois,17,055,637.0
Fulton County,Illinois,17,057,646.0
Gallatin County,Illinois,17,059,439.0
Greene County,Illinois,17,061,638.0
Grundy County,Illinois,17,063,999.0
Hamilton County,Illinois,17,065,609.0
Hancock County,Illinois,17,067,617.0
Hardin County,Illinois,17,069,401.0
Henderson County,Illinois,17,071,558.0
Henry County,Illinois,17,073,679.0
Iroquois County,Illinois,17,075,686.0
Jackson County,Illinois,17,077,691.0
Jasper County,Illinois,17,079,578.0
Jefferson County,Illinois,17,081,701.0
Jersey County,Illinois,17,083,645.0
Jo Daviess County,Illinois,17,085,669.0
Johnson County,Illinois,17,087,663.0
Kane County,Illinois,17,089,1148.0
Kankakee County,Illinois,17,091,887.0
Kendall County,Illinois,17,093,1414.0
Knox County,Illinois,17,095,634.0
Lake County,Illinois,17,097,1197.0
LaSalle County,Illinois,17,099,777.0
Lawrence County,Illinois,17,101,628.0
Lee County,Illinois,17,103,694.0
Livingston County,Illinois,17,105,715.0
Logan County,Illinois,17,107,689.0
McDonough County,Illinois,17,109,662.0
McHenry County,Illinois,17,111,1197.0
McLean County,Illinois,17,113,845.0
Macon County,Illinois,17,115,684.0
Macoupin County,Illinois,17,117,701.0
Madison County,Illinois,17,119,824.0
Marion County,Illinois,17,121,646.0
Marshall County,Illinois,17,123,623.0
Mason County,Illinois,17,125,664.0
Massac County,Illinois,17,127,692.0
Menard County,Illinois,17,129,783.0
Mercer County,Illinois,17,131,655.0
Monroe County,Illinois,17,133,872.0
Montgomery County,Illinois,17,135,644.0
Morgan County,Illinois,17,137,720.0
Moultrie County,Illinois,17,139,709.0
Ogle County,Illinois,17,141,745.0
Peoria County,Illinois,17,143,798.0
Perry County,Illinois,17,145,576.0
Piatt County,Illinois,17,147,851.0
Pike County,Illinois,17,149,568.0
Pope County,Illinois,17,151,313.0
Pulaski County,Illinois,17,153,519.0
Putnam County,Illinois,17,155,693.0
Randolph County,Illinois,17,157,680.0
Richland County,Illinois,17,159,566.0
Rock Island County,Illinois,17,161,748.0
Saint Clair County,Illinois,17,163,861.0
Saline County,Illinois,17,165,622.0
Sangamon County,Illinois,17,167,820.0
Schuyler County,Illinois,17,169,672.0
Scott County,Illinois,17,171,542.0
Shelby County,Illinois,17,173,653.0
Stark County,Illinois,17,175,630.0
Stephenson County,Illinois,17,177,651.0
Tazewell County,Illinois,17,179,741.0
Union County,Illinois,17,181,612.0
Vermilion County,Illinois,17,183,685.0
Wabash County,Illinois,17,185,633.0
Warren County,Illinois,17,187,628.0
Washington County,Illinois,17,189,716.0
Wayne County,Illinois,17,191,626.0
White County,Illinois,17,193,552.0
Whiteside County,Illinois,17,195,695.0
Will County,Illinois,17,197,1176.0
Williamson County,Illinois,17,199,735.0
Winnebago County,Illinois,17,201,799.0
Woodford County,Illinois,17,203,758.0
Adams County,Indiana,18,001,624.0
Allen County,Indiana,18,003,773.0
Bartholomew County,Indiana,18,005,937.0
Benton County,Indiana,18,007,708.0
Blackford County,Indiana,18,009,644.0
Boone County,Indiana,18,011,1011.0
Brown County,Indiana,18,013,841.0
Carroll County,Indiana,18,015,691.0
Cass County,Indiana,18,017,650.0
Clark County,Indiana,18,019,845.0
Clay County,Indiana,18,021,670.0
Clinton County,Indiana,18,023,726.0
Crawford County,Indiana,18,025,673.0
Daviess County,Indiana,18,027,692.0
Dearborn County,Indiana,18,029,744.0
Decatur County,Indiana,18,031,791.0
DeKalb County,Indiana,18,033,701.0
Delaware County,Indiana,18,035,727.0
Dubois County,Indiana,18,037,660.0
Elkhart County,Indiana,18,039,810.0
Fayette County,Indiana,18,041,705.0
Floyd County,Indiana,18,043,796.0
Fountain County,Indiana,18,045,674.0
Franklin County,Indiana,18,047,676.0
Fulton County,Indiana,18,049,690.0
Gibson County,Indiana,18,051,659.0
Grant County,Indiana,18,053,700.0
Greene County,Indiana,18,055,636.0
Hamilton County,Indiana,18,057,1176.0
Hancock County,Indiana,18,059,895.0
Harrison County,Indiana,18,061,732.0
Hendricks County,Indiana,18,063,1076.0
