County,State,State_FIPS,County_FIPS,bachelors_and_above_percentage
Kodiak Island Borough,Alaska,02,150,26.0
Matanuska-Susitna Borough,Alaska,02,170,21.2
Nome Census Area,Alaska,02,180,14.6
North Slope Borough,Alaska,02,185,16.6
Sitka City and Borough,Alaska,02,220,32.6
Southeast Fairbanks Census Area,Alaska,02,240,19.1
Valdez-Cordova Census Area,Alaska,02,261,30.6
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,11.7
Aleutians East Borough,Alaska,02,013,12.7
Aleutians West Census Area,Alaska,02,016,16.4
Dillingham Census Area,Alaska,02,070,19.3
Lake and Peninsula Borough,Alaska,02,164,15.8
Denali Borough,Alaska,02,068,43.5
Yukon-Koyukuk Census Area,Alaska,02,290,13.4
Hoonah-Angoon Census Area,Alaska,02,105,23.4
Skagway Municipality,Alaska,02,230,33.7
Yakutat City and Borough,Alaska,02,282,20.0
Ketchikan Gateway Borough,Alaska,02,130,24.5
Petersburg Borough,Alaska,02,195,27.6
Prince of Wales-Hyder Census Area,Alaska,02,198,17.6
Wrangell City and Borough,Alaska,02,275,20.7
Apache County,Arizona,04,001,11.7
Cochise County,Arizona,04,003,23.0
Coconino County,Arizona,04,005,35.6
Gila County,Arizona,04,007,18.5
Graham County,Arizona,04,009,15.3
Greenlee County,Arizona,04,011,11.9
Maricopa County,Arizona,04,013,32.0
Mohave County,Arizona,04,015,12.9
Navajo County,Arizona,04,017,15.8
Pima County,Arizona,04,019,31.9
Pinal County,Arizona,04,021,19.0
Santa Cruz County,Arizona,04,023,21.0
Yavapai County,Arizona,04,025,25.2
La Paz County,Arizona,04,012,12.4
Yuma County,Arizona,04,027,14.8
Arkansas County,Arkansas,05,001,15.5
Ashley County,Arkansas,05,003,13.2
Baxter County,Arkansas,05,005,18.3
Benton County,Arkansas,05,007,32.4
Boone County,Arkansas,05,009,16.0
Bradley County,Arkansas,05,011,15.2
Calhoun County,Arkansas,05,013,12.1
Carroll County,Arkansas,05,015,20.4
Chicot County,Arkansas,05,017,14.7
Clark County,Arkansas,05,019,27.6
Clay County,Arkansas,05,021,11.6
Cleburne County,Arkansas,05,023,14.9
Cleveland County,Arkansas,05,025,16.2
Columbia County,Arkansas,05,027,20.6
Conway County,Arkansas,05,029,16.0
Craighead County,Arkansas,05,031,26.3
Crawford County,Arkansas,05,033,15.3
Crittenden County,Arkansas,05,035,18.0
Cross County,Arkansas,05,037,15.4
Dallas County,Arkansas,05,039,13.7
Desha County,Arkansas,05,041,12.4
Drew County,Arkansas,05,043,20.6
Faulkner County,Arkansas,05,045,30.0
Franklin County,Arkansas,05,047,11.8
Fulton County,Arkansas,05,049,11.8
Garland County,Arkansas,05,051,20.2
Grant County,Arkansas,05,053,18.3
Greene County,Arkansas,05,055,15.9
Hempstead County,Arkansas,05,057,15.1
Hot Spring County,Arkansas,05,059,14.7
Howard County,Arkansas,05,061,14.7
Independence County,Arkansas,05,063,18.9
Izard County,Arkansas,05,065,13.8
Jackson County,Arkansas,05,067,10.2
Jefferson County,Arkansas,05,069,17.8
Johnson County,Arkansas,05,071,15.8
Lafayette County,Arkansas,05,073,16.5
Lawrence County,Arkansas,05,075,15.0
Lee County,Arkansas,05,077,8.9
Lincoln County,Arkansas,05,079,8.9
Little River County,Arkansas,05,081,11.4
Logan County,Arkansas,05,083,12.1
Lonoke County,Arkansas,05,085,20.3
Madison County,Arkansas,05,087,12.5
Marion County,Arkansas,05,089,17.2
Miller County,Arkansas,05,091,16.6
Mississippi County,Arkansas,05,093,12.8
Monroe County,Arkansas,05,095,10.5
Montgomery County,Arkansas,05,097,10.8
Nevada County,Arkansas,05,099,15.4
Newton County,Arkansas,05,101,16.2
Ouachita County,Arkansas,05,103,16.0
Perry County,Arkansas,05,105,11.9
Phillips County,Arkansas,05,107,14.0
Pike County,Arkansas,05,109,14.7
Poinsett County,Arkansas,05,111,10.1
Polk County,Arkansas,05,113,13.3
Pope County,Arkansas,05,115,22.0
Prairie County,Arkansas,05,117,15.1
Pulaski County,Arkansas,05,119,34.1
Randolph County,Arkansas,05,121,14.0
Saint Francis County,Arkansas,05,123,10.6
Saline County,Arkansas,05,125,26.1
Scott County,Arkansas,05,127,9.1
Searcy County,Arkansas,05,129,12.5
Sebastian County,Arkansas,05,131,19.7
Sevier County,Arkansas,05,133,11.5
Sharp County,Arkansas,05,135,11.3
Stone County,Arkansas,05,137,12.8
Union County,Arkansas,05,139,20.8
Van Buren County,Arkansas,05,141,14.1
Washington County,Arkansas,05,143,32.8
White County,Arkansas,05,145,21.4
Woodruff County,Arkansas,05,147,12.0
Yell County,Arkansas,05,149,13.5
Alameda County,California,06,001,46.0
Alpine County,California,06,003,30.0
Amador County,California,06,005,20.3
Butte County,California,06,007,26.5
Calaveras County,California,06,009,18.7
Colusa County,California,06,011,15.4
Contra Costa County,California,06,013,41.7
Del Norte County,California,06,015,14.3
El Dorado County,California,06,017,33.7
Fresno County,California,06,019,20.7
Glenn County,California,06,021,13.9
Humboldt County,California,06,023,29.8
Imperial County,California,06,025,14.5
Inyo County,California,06,027,26.1
Kern County,California,06,029,16.1
Kings County,California,06,031,13.5
Lake County,California,06,033,15.8
Lassen County,California,06,035,12.0
Los Angeles County,California,06,037,31.8
Madera County,California,06,039,14.5
Marin County,California,06,041,58.8
Mariposa County,California,06,043,23.4
Mendocino County,California,06,045,24.7
Merced County,California,06,047,14.0
Modoc County,California,06,049,15.9
Mono County,California,06,051,30.6
Monterey County,California,06,053,24.5
Napa County,California,06,055,34.9
Nevada County,California,06,057,36.6
Orange County,California,06,059,39.9
Placer County,California,06,061,38.6
Plumas County,California,06,063,23.5
Riverside County,California,06,065,21.8
Sacramento County,California,06,067,30.4
San Benito County,California,06,069,19.7
San Bernardino County,California,06,071,20.3
San Diego County,California,06,073,38.1
San Francisco County,California,06,075,57.1
San Joaquin County,California,06,077,18.4
San Luis Obispo County,California,06,079,34.6
San Mateo County,California,06,081,49.9
Santa Barbara County,California,06,083,33.8
Santa Clara County,California,06,085,51.3
Santa Cruz County,California,06,087,40.0
Shasta County,California,06,089,22.2
Sierra County,California,06,091,18.7
Siskiyou County,California,06,093,22.5
Solano County,California,06,095,26.2
Sonoma County,California,06,097,34.9
Stanislaus County,California,06,099,16.9
Sutter County,California,06,101,17.7
Tehama County,California,06,103,15.5
Trinity County,California,06,105,19.7
Tulare County,California,06,107,14.3
Tuolumne County,California,06,109,20.0
Ventura County,California,06,111,33.1
Yolo County,California,06,113,41.6
Yuba County,California,06,115,16.7
Alamosa County,Colorado,08,003,26.1
Archuleta County,Colorado,08,007,38.9
Baca County,Colorado,08,009,22.1
Bent County,Colorado,08,011,12.4
Chaffee County,Colorado,08,015,33.5
Cheyenne County,Colorado,08,017,20.0
Clear Creek County,Colorado,08,019,46.5
Conejos County,Colorado,08,021,20.2
Costilla County,Colorado,08,023,19.1
Crowley County,Colorado,08,025,9.6
Custer County,Colorado,08,027,36.9
Delta County,Colorado,08,029,21.2
Dolores County,Colorado,08,033,21.3
Douglas County,Colorado,08,035,57.9
Eagle County,Colorado,08,037,48.1
Elbert County,Colorado,08,039,35.9
El Paso County,Colorado,08,041,37.9
Fremont County,Colorado,08,043,18.2
Garfield County,Colorado,08,045,30.0
Gilpin County,Colorado,08,047,38.7
Grand County,Colorado,08,049,37.8
Gunnison County,Colorado,08,051,55.3
Huerfano County,Colorado,08,055,21.4
Jackson County,Colorado,08,057,16.8
Kiowa County,Colorado,08,061,21.5
Kit Carson County,Colorado,08,063,18.9
Lake County,Colorado,08,065,34.0
La Plata County,Colorado,08,067,43.9
Larimer County,Colorado,08,069,46.3
Las Animas County,Colorado,08,071,19.7
Lincoln County,Colorado,08,073,12.8
Logan County,Colorado,08,075,20.5
Mesa County,Colorado,08,077,27.4
Moffat County,Colorado,08,081,17.1
Montezuma County,Colorado,08,083,28.6
Montrose County,Colorado,08,085,23.9
Morgan County,Colorado,08,087,17.6
Otero County,Colorado,08,089,17.7
Ouray County,Colorado,08,091,48.6
Park County,Colorado,08,093,30.2
Phillips County,Colorado,08,095,25.5
Pitkin County,Colorado,08,097,63.1
Prowers County,Colorado,08,099,17.4
Pueblo County,Colorado,08,101,22.0
Rio Blanco County,Colorado,08,103,20.2
Rio Grande County,Colorado,08,105,23.7
Routt County,Colorado,08,107,50.4
Saguache County,Colorado,08,109,22.9
San Miguel County,Colorado,08,113,56.7
Sedgwick County,Colorado,08,115,20.8
Summit County,Colorado,08,117,51.0
Teller County,Colorado,08,119,34.0
Washington County,Colorado,08,121,16.2
Yuma County,Colorado,08,125,22.1
Adams County,Colorado,08,001,23.6
Arapahoe County,Colorado,08,005,42.2
Boulder County,Colorado,08,013,60.8
Broomfield County,Colorado,08,014,55.5
Denver County,Colorado,08,031,47.9
Jefferson County,Colorado,08,059,44.1
Weld County,Colorado,08,123,26.7
Fairfield County,Connecticut,09,001,47.4
Hartford County,Connecticut,09,003,37.8
Litchfield County,Connecticut,09,005,35.1
Middlesex County,Connecticut,09,007,41.5
New Haven County,Connecticut,09,009,34.9
New London County,Connecticut,09,011,33.3
Tolland County,Connecticut,09,013,41.2
Windham County,Connecticut,09,015,24.1
Kent County,Delaware,10,001,23.6
New Castle County,Delaware,10,003,35.9
Sussex County,Delaware,10,005,26.5
Alachua County,Florida,12,001,42.5
Baker County,Florida,12,003,13.4
Bay County,Florida,12,005,22.8
Bradford County,Florida,12,007,10.6
Brevard County,Florida,12,009,29.3
Broward County,Florida,12,011,31.9
Calhoun County,Florida,12,013,9.9
Charlotte County,Florida,12,015,23.2
Citrus County,Florida,12,017,17.6
Clay County,Florida,12,019,24.1
Collier County,Florida,12,021,36.2
Columbia County,Florida,12,023,15.6
Miami-Dade County,Florida,12,086,28.8
DeSoto County,Florida,12,027,11.4
Dixie County,Florida,12,029,9.4
Duval County,Florida,12,031,29.2
Escambia County,Florida,12,033,26.4
Flagler County,Florida,12,035,24.4
Franklin County,Florida,12,037,17.1
Gadsden County,Florida,12,039,16.7
Gilchrist County,Florida,12,041,14.2
Glades County,Florida,12,043,9.9
Gulf County,Florida,12,045,17.7
Hamilton County,Florida,12,047,9.3
Hardee County,Florida,12,049,10.4
Hendry County,Florida,12,051,8.2
Hernando County,Florida,12,053,17.5
Highlands County,Florida,12,055,17.0
Hillsborough County,Florida,12,057,32.7
Holmes County,Florida,12,059,10.3
Indian River County,Florida,12,061,28.3
Jackson County,Florida,12,063,13.4
Jefferson County,Florida,12,065,22.0
Lafayette County,Florida,12,067,15.8
Lake County,Florida,12,069,22.7
Lee County,Florida,12,071,27.8
Leon County,Florida,12,073,45.7
Levy County,Florida,12,075,12.6
Liberty County,Florida,12,077,12.7
Madison County,Florida,12,079,13.8
Manatee County,Florida,12,081,29.3
Marion County,Florida,12,083,19.4
Martin County,Florida,12,085,33.0
Monroe County,Florida,12,087,33.3
Nassau County,Florida,12,089,28.2
Okaloosa County,Florida,12,091,30.6
Okeechobee County,Florida,12,093,11.4
Orange County,Florida,12,095,33.8
Osceola County,Florida,12,097,20.5
Palm Beach County,Florida,12,099,35.7
Pasco County,Florida,12,101,23.4
Pinellas County,Florida,12,103,31.0
Polk County,Florida,12,105,20.0
Putnam County,Florida,12,107,12.4
Saint Johns County,Florida,12,109,43.7
Saint Lucie County,Florida,12,111,20.3
Santa Rosa County,Florida,12,113,28.1
Sarasota County,Florida,12,115,34.7
Seminole County,Florida,12,117,38.2
Sumter County,Florida,12,119,31.1
Suwannee County,Florida,12,121,14.7
Taylor County,Florida,12,123,7.4
Union County,Florida,12,125,8.3
Volusia County,Florida,12,127,23.6
Wakulla County,Florida,12,129,18.4
Walton County,Florida,12,131,28.4
Washington County,Florida,12,133,11.7
Appling County,Georgia,13,001,9.7
Atkinson County,Georgia,13,003,9.9
Bacon County,Georgia,13,005,10.1
Baker County,Georgia,13,007,12.3
Baldwin County,Georgia,13,009,20.9
Banks County,Georgia,13,011,12.8
Barrow County,Georgia,13,013,17.6
Bartow County,Georgia,13,015,19.5
Ben Hill County,Georgia,13,017,12.0
Berrien County,Georgia,13,019,11.8
Bibb County,Georgia,13,021,25.7
Bleckley County,Georgia,13,023,17.2
Brantley County,Georgia,13,025,8.2
Brooks County,Georgia,13,027,15.2
Bryan County,Georgia,13,029,32.6
Bulloch County,Georgia,13,031,27.4
Burke County,Georgia,13,033,12.6
Butts County,Georgia,13,035,11.4
Calhoun County,Georgia,13,037,9.4
Camden County,Georgia,13,039,24.5
Candler County,Georgia,13,043,14.1
Carroll County,Georgia,13,045,20.6
Catoosa County,Georgia,13,047,20.8
Charlton County,Georgia,13,049,10.5
Chatham County,Georgia,13,051,33.2
Chattahoochee County,Georgia,13,053,33.4
Chattooga County,Georgia,13,055,9.8
Cherokee County,Georgia,13,057,37.0
Clarke County,Georgia,13,059,42.7
Clay County,Georgia,13,061,7.9
Clayton County,Georgia,13,063,19.5
Clinch County,Georgia,13,065,11.1
Cobb County,Georgia,13,067,46.5
Coffee County,Georgia,13,069,13.2
Colquitt County,Georgia,13,071,12.5
Columbia County,Georgia,13,073,35.1
Cook County,Georgia,13,075,15.5
Coweta County,Georgia,13,077,29.8
Crawford County,Georgia,13,079,10.3
Crisp County,Georgia,13,081,13.7
Dade County,Georgia,13,083,13.9
Dawson County,Georgia,13,085,30.4
Decatur County,Georgia,13,087,14.6
DeKalb County,Georgia,13,089,43.4
Dodge County,Georgia,13,091,13.7
Dooly County,Georgia,13,093,11.3
Dougherty County,Georgia,13,095,21.4
Douglas County,Georgia,13,097,27.1
Early County,Georgia,13,099,15.6
Echols County,Georgia,13,101,8.8
Effingham County,Georgia,13,103,20.1
Elbert County,Georgia,13,105,10.8
Emanuel County,Georgia,13,107,12.4
Evans County,Georgia,13,109,15.5
Fannin County,Georgia,13,111,21.3
Fayette County,Georgia,13,113,46.5
Floyd County,Georgia,13,115,20.4
Forsyth County,Georgia,13,117,51.7
Franklin County,Georgia,13,119,13.5
Fulton County,Georgia,13,121,51.4
Gilmer County,Georgia,13,123,20.0
Glascock County,Georgia,13,125,9.0
Glynn County,Georgia,13,127,29.6
Gordon County,Georgia,13,129,14.4
Grady County,Georgia,13,131,14.1
Greene County,Georgia,13,133,25.8
Gwinnett County,Georgia,13,135,36.1
Habersham County,Georgia,13,137,18.7
Hall County,Georgia,13,139,24.0
Hancock County,Georgia,13,141,8.8
Haralson County,Georgia,13,143,14.0
Harris County,Georgia,13,145,29.9
Hart County,Georgia,13,147,15.1
Heard County,Georgia,13,149,9.8
Henry County,Georgia,13,151,28.3
Houston County,Georgia,13,153,27.3
Irwin County,Georgia,13,155,14.3
Jackson County,Georgia,13,157,21.0
Jasper County,Georgia,13,159,10.8
Jeff Davis County,Georgia,13,161,10.0
Jefferson County,Georgia,13,163,11.0
Jenkins County,Georgia,13,165,9.3
Johnson County,Georgia,13,167,10.4
Jones County,Georgia,13,169,20.1
Lamar County,Georgia,13,171,17.1
Lanier County,Georgia,13,173,16.4
Laurens County,Georgia,13,175,15.6
Lee County,Georgia,13,177,25.6
Liberty County,Georgia,13,179,18.3
Lincoln County,Georgia,13,181,13.5
Long County,Georgia,13,183,15.5
Lowndes County,Georgia,13,185,25.6
Lumpkin County,Georgia,13,187,26.2
McDuffie County,Georgia,13,189,13.7
McIntosh County,Georgia,13,191,15.6
Macon County,Georgia,13,193,8.6
Madison County,Georgia,13,195,18.0
Marion County,Georgia,13,197,13.1
Meriwether County,Georgia,13,199,11.5
Miller County,Georgia,13,201,12.3
Mitchell County,Georgia,13,205,11.1
Monroe County,Georgia,13,207,26.3
Montgomery County,Georgia,13,209,14.1
Morgan County,Georgia,13,211,20.8
Murray County,Georgia,13,213,9.4
Muscogee County,Georgia,13,215,26.2
Newton County,Georgia,13,217,19.6
Oconee County,Georgia,13,219,51.1
Oglethorpe County,Georgia,13,221,16.9
Paulding County,Georgia,13,223,24.1
Peach County,Georgia,13,225,19.4
Pickens County,Georgia,13,227,23.7
Pierce County,Georgia,13,229,11.9
Pike County,Georgia,13,231,15.9
Polk County,Georgia,13,233,12.2
Pulaski County,Georgia,13,235,12.4
Putnam County,Georgia,13,237,22.2
Quitman County,Georgia,13,239,9.1
Rabun County,Georgia,13,241,24.8
Randolph County,Georgia,13,243,11.7
Richmond County,Georgia,13,245,21.3
Rockdale County,Georgia,13,247,26.5
Schley County,Georgia,13,249,12.9
Screven County,Georgia,13,251,14.2
Seminole County,Georgia,13,253,14.4
Spalding County,Georgia,13,255,16.4
Stephens County,Georgia,13,257,22.1
Stewart County,Georgia,13,259,11.2
Sumter County,Georgia,13,261,18.6
Talbot County,Georgia,13,263,12.0
Taliaferro County,Georgia,13,265,7.0
Tattnall County,Georgia,13,267,13.2
Taylor County,Georgia,13,269,11.2
Telfair County,Georgia,13,271,8.4
Terrell County,Georgia,13,273,12.3
Thomas County,Georgia,13,275,23.1
Tift County,Georgia,13,277,16.5
Toombs County,Georgia,13,279,15.8
Towns County,Georgia,13,281,26.2
Treutlen County,Georgia,13,283,13.6
Troup County,Georgia,13,285,18.5
Turner County,Georgia,13,287,12.5
Twiggs County,Georgia,13,289,9.4
Union County,Georgia,13,291,22.4
Upson County,Georgia,13,293,13.7
Walker County,Georgia,13,295,15.9
Walton County,Georgia,13,297,19.9
Ware County,Georgia,13,299,13.9
Warren County,Georgia,13,301,13.4
Washington County,Georgia,13,303,14.0
Wayne County,Georgia,13,305,12.9
Webster County,Georgia,13,307,11.7
Wheeler County,Georgia,13,309,12.8
White County,Georgia,13,311,21.4
Whitfield County,Georgia,13,313,15.7
Wilcox County,Georgia,13,315,11.4
Wilkes County,Georgia,13,317,12.6
Wilkinson County,Georgia,13,319,10.6
Worth County,Georgia,13,321,10.4
Hawaii County,Hawaii,15,001,29.5
Honolulu County,Hawaii,15,003,34.3
Kauai County,Hawaii,15,007,29.5
Kalawao County,Hawaii,15,005,24.6
Maui County,Hawaii,15,009,26.6
Ada County,Idaho,16,001,37.8
Adams County,Idaho,16,003,19.1
Bannock County,Idaho,16,005,27.2
Bear Lake County,Idaho,16,007,20.3
Benewah County,Idaho,16,009,15.1
Bingham County,Idaho,16,011,20.7
Blaine County,Idaho,16,013,38.2
Boise County,Idaho,16,015,27.2
Bonner County,Idaho,16,017,23.1
Bonneville County,Idaho,16,019,30.1
Boundary County,Idaho,16,021,19.0
Butte County,Idaho,16,023,18.2
Camas County,Idaho,16,025,19.5
Canyon County,Idaho,16,027,18.3
Caribou County,Idaho,16,029,19.9
Cassia County,Idaho,16,031,18.6
Clearwater County,Idaho,16,035,16.9
Custer County,Idaho,16,037,23.0
Elmore County,Idaho,16,039,16.4
Franklin County,Idaho,16,041,18.1
Fremont County,Idaho,16,043,20.9
Gem County,Idaho,16,045,14.8
Gooding County,Idaho,16,047,15.2
Idaho County,Idaho,16,049,20.2
Jefferson County,Idaho,16,051,22.6
Jerome County,Idaho,16,053,14.9
Kootenai County,Idaho,16,055,24.9
Latah County,Idaho,16,057,45.1
Lemhi County,Idaho,16,059,21.1
Lewis County,Idaho,16,061,17.3
Lincoln County,Idaho,16,063,10.1
Madison County,Idaho,16,065,36.4
Minidoka County,Idaho,16,067,13.4
Nez Perce County,Idaho,16,069,21.9
Oneida County,Idaho,16,071,15.5
Owyhee County,Idaho,16,073,11.2
Payette County,Idaho,16,075,14.2
Power County,Idaho,16,077,15.9
Shoshone County,Idaho,16,079,11.6
Teton County,Idaho,16,081,41.5
Twin Falls County,Idaho,16,083,20.6
Valley County,Idaho,16,085,30.1
Washington County,Idaho,16,087,14.8
Adams County,Illinois,17,001,24.8
Alexander County,Illinois,17,003,11.3
Bond County,Illinois,17,005,21.8
Boone County,Illinois,17,007,23.2
Brown County,Illinois,17,009,13.7
Bureau County,Illinois,17,011,19.7
Calhoun County,Illinois,17,013,13.6
Carroll County,Illinois,17,015,18.1
Cass County,Illinois,17,017,14.6
Champaign County,Illinois,17,019,44.4
Christian County,Illinois,17,021,16.6
Clark County,Illinois,17,023,17.6
Clay County,Illinois,17,025,15.2
Clinton County,Illinois,17,027,22.5
Coles County,Illinois,17,029,25.6
Cook County,Illinois,17,031,38.0
Crawford County,Illinois,17,033,16.6
Cumberland County,Illinois,17,035,15.8
DeKalb County,Illinois,17,037,31.4
De Witt County,Illinois,17,039,21.3
Douglas County,Illinois,17,041,19.0
DuPage County,Illinois,17,043,48.8
Edgar County,Illinois,17,045,16.7
Edwards County,Illinois,17,047,13.9
Effingham County,Illinois,17,049,22.5
Fayette County,Illinois,17,051,11.7
Ford County,Illinois,17,053,20.2
Franklin County,Illinois,17,055,15.9
Fulton County,Illinois,17,057,17.6
Gallatin County,Illinois,17,059,9.9
Greene County,Illinois,17,061,12.4
Grundy County,Illinois,17,063,23.6
Hamilton County,Illinois,17,065,18.3
Hancock County,Illinois,17,067,21.3
Hardin County,Illinois,17,069,11.2
Henderson County,Illinois,17,071,15.4
Henry County,Illinois,17,073,22.6
Iroquois County,Illinois,17,075,15.4
Jackson County,Illinois,17,077,36.0
Jasper County,Illinois,17,079,17.5
Jefferson County,Illinois,17,081,17.4
Jersey County,Illinois,17,083,20.5
Jo Daviess County,Illinois,17,085,23.8
Johnson County,Illinois,17,087,16.5
Kane County,Illinois,17,089,33.1
Kankakee County,Illinois,17,091,21.0
Kendall County,Illinois,17,093,35.4
Knox County,Illinois,17,095,18.5
Lake County,Illinois,17,097,45.0
LaSalle County,Illinois,17,099,17.9
Lawrence County,Illinois,17,101,13.5
Lee County,Illinois,17,103,17.7
Livingston County,Illinois,17,105,15.7
Logan County,Illinois,17,107,20.4
McDonough County,Illinois,17,109,32.4
McHenry County,Illinois,17,111,33.7
McLean County,Illinois,17,113,44.8
Macon County,Illinois,17,115,22.5
Macoupin County,Illinois,17,117,19.4
Madison County,Illinois,17,119,25.8
Marion County,Illinois,17,121,15.0
Marshall County,Illinois,17,123,16.8
Mason County,Illinois,17,125,15.4
Massac County,Illinois,17,127,13.2
Menard County,Illinois,17,129,23.1
Mercer County,Illinois,17,131,17.8
Monroe County,Illinois,17,133,32.5
Montgomery County,Illinois,17,135,15.6
Morgan County,Illinois,17,137,19.9
Moultrie County,Illinois,17,139,19.5
Ogle County,Illinois,17,141,20.0
Peoria County,Illinois,17,143,30.4
Perry County,Illinois,17,145,11.7
Piatt County,Illinois,17,147,27.9
Pike County,Illinois,17,149,15.1
Pope County,Illinois,17,151,13.4
Pulaski County,Illinois,17,153,12.3
Putnam County,Illinois,17,155,14.6
Randolph County,Illinois,17,157,12.8
Richland County,Illinois,17,159,21.3
Rock Island County,Illinois,17,161,23.2
Saint Clair County,Illinois,17,163,27.3
Saline County,Illinois,17,165,17.8
Sangamon County,Illinois,17,167,34.2
Schuyler County,Illinois,17,169,18.2
Scott County,Illinois,17,171,15.0
Shelby County,Illinois,17,173,16.9
Stark County,Illinois,17,175,17.5
Stephenson County,Illinois,17,177,19.3
Tazewell County,Illinois,17,179,26.4
Union County,Illinois,17,181,22.8
Vermilion County,Illinois,17,183,15.1
Wabash County,Illinois,17,185,17.2
Warren County,Illinois,17,187,23.0
Washington County,Illinois,17,189,20.6
Wayne County,Illinois,17,191,14.6
White County,Illinois,17,193,15.2
Whiteside County,Illinois,17,195,18.5
Will County,Illinois,17,197,34.0
Williamson County,Illinois,17,199,22.6
Winnebago County,Illinois,17,201,22.6
Woodford County,Illinois,17,203,31.6
Adams County,Indiana,18,001,15.3
Allen County,Indiana,18,003,28.2
Bartholomew County,Indiana,18,005,32.3
Benton County,Indiana,18,007,16.9
Blackford County,Indiana,18,009,13.6
Boone County,Indiana,18,011,48.3
Brown County,Indiana,18,013,27.4
Carroll County,Indiana,18,015,17.2
Cass County,Indiana,18,017,13.9
Clark County,Indiana,18,019,20.9
Clay County,Indiana,18,021,16.8
Clinton County,Indiana,18,023,16.6
Crawford County,Indiana,18,025,11.4
Daviess County,Indiana,18,027,13.8
Dearborn County,Indiana,18,029,21.6
Decatur County,Indiana,18,031,19.6
DeKalb County,Indiana,18,033,17.7
Delaware County,Indiana,18,035,24.3
Dubois County,Indiana,18,037,22.2
Elkhart County,Indiana,18,039,19.2
Fayette County,Indiana,18,041,11.6
Floyd County,Indiana,18,043,29.5
Fountain County,Indiana,18,045,15.0
Franklin County,Indiana,18,047,19.8
Fulton County,Indiana,18,049,14.4
Gibson County,Indiana,18,051,17.4
Grant County,Indiana,18,053,17.1
Greene County,Indiana,18,055,14.8
Hamilton County,Indiana,18,057,57.8
Hancock County,Indiana,18,059,30.3
Harrison County,Indiana,18,061,17.4
Hendricks County,Indiana,18,063,36.3
Henry County,Indiana,18,065,16.6
Howard County,Indiana,18,067,21.2
Huntington County,Indiana,18,069,19.0
Jackson County,Indiana,18,071,15.5
Jasper County,Indiana,18,073,14.9
Jay County,Indiana,18,075,10.6
Jefferson County,Indiana,18,077,17.9
Jennings County,Indiana,18,079,11.1
