County,State,State_FIPS,County_FIPS,health_insurance_rate
Grant County,Arkansas,05,053,12.3
Greene County,Arkansas,05,055,14.9
Hempstead County,Arkansas,05,057,18.2
Hot Spring County,Arkansas,05,059,16.6
Howard County,Arkansas,05,061,20.4
Independence County,Arkansas,05,063,16.4
Izard County,Arkansas,05,065,18.1
Jackson County,Arkansas,05,067,17.8
Jefferson County,Arkansas,05,069,12.9
Johnson County,Arkansas,05,071,15.0
Lafayette County,Arkansas,05,073,18.9
Lawrence County,Arkansas,05,075,18.4
Lee County,Arkansas,05,077,19.7
Lincoln County,Arkansas,05,079,18.9
Little River County,Arkansas,05,081,17.5
Logan County,Arkansas,05,083,14.6
Lonoke County,Arkansas,05,085,12.7
Madison County,Arkansas,05,087,18.4
Marion County,Arkansas,05,089,17.9
Miller County,Arkansas,05,091,18.0
Mississippi County,Arkansas,05,093,16.7
Monroe County,Arkansas,05,095,15.7
Montgomery County,Arkansas,05,097,20.3
Nevada County,Arkansas,05,099,16.1
Newton County,Arkansas,05,101,16.7
Ouachita County,Arkansas,05,103,13.1
Perry County,Arkansas,05,105,11.2
Phillips County,Arkansas,05,107,17.3
Pike County,Arkansas,05,109,17.6
Poinsett County,Arkansas,05,111,18.1
Polk County,Arkansas,05,113,19.6
Pope County,Arkansas,05,115,14.6
Prairie County,Arkansas,05,117,15.4
Pulaski County,Arkansas,05,119,14.8
Randolph County,Arkansas,05,121,17.6
Saint Francis County,Arkansas,05,123,17.6
Saline County,Arkansas,05,125,12.0
Scott County,Arkansas,05,127,16.9
Searcy County,Arkansas,05,129,20.7
Sebastian County,Arkansas,05,131,17.8
Sevier County,Arkansas,05,133,22.6
Sharp County,Arkansas,05,135,17.8
Stone County,Arkansas,05,137,14.3
Union County,Arkansas,05,139,15.8
Van Buren County,Arkansas,05,141,20.3
Washington County,Arkansas,05,143,17.6
White County,Arkansas,05,145,15.6
Woodruff County,Arkansas,05,147,21.0
Yell County,Arkansas,05,149,17.1
Alameda County,California,06,001,11.8
Alpine County,California,06,003,22.2
Amador County,California,06,005,10.7
Butte County,California,06,007,14.9
Calaveras County,California,06,009,11.0
Colusa County,California,06,011,20.5
Contra Costa County,California,06,013,11.2
Del Norte County,California,06,015,13.0
El Dorado County,California,06,017,9.8
Fresno County,California,06,019,18.5
Glenn County,California,06,021,19.5
Humboldt County,California,06,023,18.8
Imperial County,California,06,025,19.7
Inyo County,California,06,027,13.6
Kern County,California,06,029,18.5
Kings County,California,06,031,17.3
Lake County,California,06,033,18.8
Lassen County,California,06,035,11.1
Los Angeles County,California,06,037,20.9
Madera County,California,06,039,19.0
Marin County,California,06,041,8.3
Mariposa County,California,06,043,10.2
Mendocino County,California,06,045,16.4
Merced County,California,06,047,17.7
Modoc County,California,06,049,16.9
Mono County,California,06,051,22.8
Monterey County,California,06,053,20.9
Napa County,California,06,055,13.9
Nevada County,California,06,057,14.5
Orange County,California,06,059,16.1
Placer County,California,06,061,9.7
Plumas County,California,06,063,15.2
Riverside County,California,06,065,19.2
Sacramento County,California,06,067,13.7
San Benito County,California,06,069,14.8
San Bernardino County,California,06,071,19.1
San Diego County,California,06,073,15.9
San Francisco County,California,06,075,10.0
San Joaquin County,California,06,077,16.1
San Luis Obispo County,California,06,079,13.7
San Mateo County,California,06,081,10.2
Santa Barbara County,California,06,083,17.4
Santa Clara County,California,06,085,10.5
Santa Cruz County,California,06,087,13.9
Shasta County,California,06,089,15.1
Sierra County,California,06,091,19.1
Siskiyou County,California,06,093,14.2
Solano County,California,06,095,12.1
Sonoma County,California,06,097,13.3
Stanislaus County,California,06,099,16.5
Sutter County,California,06,101,17.3
Tehama County,California,06,103,14.9
Trinity County,California,06,105,20.6
Tulare County,California,06,107,20.0
Tuolumne County,California,06,109,12.2
Ventura County,California,06,111,15.2
Yolo County,California,06,113,11.9
Yuba County,California,06,115,16.2
Alamosa County,Colorado,08,003,13.0
Archuleta County,Colorado,08,007,23.1
Baca County,Colorado,08,009,17.6
Bent County,Colorado,08,011,16.4
Chaffee County,Colorado,08,015,15.7
Cheyenne County,Colorado,08,017,22.0
Clear Creek County,Colorado,08,019,9.1
Conejos County,Colorado,08,021,17.6
Costilla County,Colorado,08,023,18.2
Crowley County,Colorado,08,025,14.1
Custer County,Colorado,08,027,18.2
Delta County,Colorado,08,029,19.9
Dolores County,Colorado,08,033,15.1
Douglas County,Colorado,08,035,5.9
Eagle County,Colorado,08,037,18.4
Elbert County,Colorado,08,039,11.8
El Paso County,Colorado,08,041,12.4
Fremont County,Colorado,08,043,12.1
Garfield County,Colorado,08,045,27.7
Gilpin County,Colorado,08,047,13.5
Grand County,Colorado,08,049,20.8
Gunnison County,Colorado,08,051,17.1
Huerfano County,Colorado,08,055,17.9
Jackson County,Colorado,08,057,19.0
Kiowa County,Colorado,08,061,15.9
Kit Carson County,Colorado,08,063,17.7
Lake County,Colorado,08,065,22.8
La Plata County,Colorado,08,067,17.0
Larimer County,Colorado,08,069,11.0
Las Animas County,Colorado,08,071,17.2
Lincoln County,Colorado,08,073,8.2
Logan County,Colorado,08,075,17.8
Mesa County,Colorado,08,077,15.6
Moffat County,Colorado,08,081,14.9
Montezuma County,Colorado,08,083,22.7
Montrose County,Colorado,08,085,20.3
Morgan County,Colorado,08,087,15.7
Otero County,Colorado,08,089,17.6
Ouray County,Colorado,08,091,14.3
Park County,Colorado,08,093,13.6
Phillips County,Colorado,08,095,16.4
Pitkin County,Colorado,08,097,15.4
Prowers County,Colorado,08,099,17.0
Pueblo County,Colorado,08,101,12.9
Rio Blanco County,Colorado,08,103,14.1
Rio Grande County,Colorado,08,105,18.3
Routt County,Colorado,08,107,13.5
Saguache County,Colorado,08,109,30.3
San Miguel County,Colorado,08,113,16.8
Sedgwick County,Colorado,08,115,12.7
Summit County,Colorado,08,117,22.6
Teller County,Colorado,08,119,11.5
Washington County,Colorado,08,121,12.0
Yuma County,Colorado,08,125,16.2
Adams County,Colorado,08,001,19.6
Arapahoe County,Colorado,08,005,14.7
Boulder County,Colorado,08,013,10.3
Broomfield County,Colorado,08,014,8.0
Denver County,Colorado,08,031,15.9
Jefferson County,Colorado,08,059,10.9
Weld County,Colorado,08,123,14.3
Fairfield County,Connecticut,09,001,11.3
Hartford County,Connecticut,09,003,7.7
Litchfield County,Connecticut,09,005,7.2
Middlesex County,Connecticut,09,007,6.6
New Haven County,Connecticut,09,009,8.3
New London County,Connecticut,09,011,6.7
Tolland County,Connecticut,09,013,5.2
Windham County,Connecticut,09,015,7.9
Kent County,Delaware,10,001,8.2
New Castle County,Delaware,10,003,8.6
Sussex County,Delaware,10,005,10.6
Alachua County,Florida,12,001,14.7
Baker County,Florida,12,003,14.2
Bay County,Florida,12,005,18.2
Bradford County,Florida,12,007,18.3
Brevard County,Florida,12,009,16.0
Broward County,Florida,12,011,21.7
Calhoun County,Florida,12,013,20.3
Charlotte County,Florida,12,015,16.4
Citrus County,Florida,12,017,14.6
Clay County,Florida,12,019,13.1
Collier County,Florida,12,021,21.3
Columbia County,Florida,12,023,18.0
Miami-Dade County,Florida,12,086,28.3
DeSoto County,Florida,12,027,28.0
Dixie County,Florida,12,029,20.0
Duval County,Florida,12,031,16.2
Escambia County,Florida,12,033,15.6
Flagler County,Florida,12,035,16.1
Franklin County,Florida,12,037,21.2
Gadsden County,Florida,12,039,19.2
Gilchrist County,Florida,12,041,22.7
Glades County,Florida,12,043,29.0
Gulf County,Florida,12,045,19.9
Hamilton County,Florida,12,047,17.2
Hardee County,Florida,12,049,28.4
Hendry County,Florida,12,051,31.4
Hernando County,Florida,12,053,16.8
Highlands County,Florida,12,055,17.4
Hillsborough County,Florida,12,057,17.7
Holmes County,Florida,12,059,18.4
Indian River County,Florida,12,061,18.6
Jackson County,Florida,12,063,13.6
Jefferson County,Florida,12,065,15.3
Lafayette County,Florida,12,067,21.1
Lake County,Florida,12,069,15.7
Lee County,Florida,12,071,20.0
Leon County,Florida,12,073,12.3
Levy County,Florida,12,075,21.4
Liberty County,Florida,12,077,27.0
Madison County,Florida,12,079,18.7
Manatee County,Florida,12,081,17.7
Marion County,Florida,12,083,18.4
Martin County,Florida,12,085,15.3
Monroe County,Florida,12,087,25.3
Nassau County,Florida,12,089,15.8
Okaloosa County,Florida,12,091,15.9
Okeechobee County,Florida,12,093,22.3
Orange County,Florida,12,095,21.6
Osceola County,Florida,12,097,23.3
Palm Beach County,Florida,12,099,19.2
Pasco County,Florida,12,101,15.8
Pinellas County,Florida,12,103,16.6
Polk County,Florida,12,105,18.1
Putnam County,Florida,12,107,21.1
Saint Johns County,Florida,12,109,11.6
Saint Lucie County,Florida,12,111,20.6
Santa Rosa County,Florida,12,113,14.2
Sarasota County,Florida,12,115,15.5
Seminole County,Florida,12,117,16.6
Sumter County,Florida,12,119,10.1
Suwannee County,Florida,12,121,18.1
Taylor County,Florida,12,123,15.1
Union County,Florida,12,125,15.2
Volusia County,Florida,12,127,18.6
Wakulla County,Florida,12,129,13.2
Walton County,Florida,12,131,19.1
Washington County,Florida,12,133,15.3
Appling County,Georgia,13,001,22.7
Atkinson County,Georgia,13,003,30.4
Bacon County,Georgia,13,005,20.1
Baker County,Georgia,13,007,20.9
Baldwin County,Georgia,13,009,15.2
Banks County,Georgia,13,011,17.5
Barrow County,Georgia,13,013,18.3
Bartow County,Georgia,13,015,18.4
Ben Hill County,Georgia,13,017,21.3
Berrien County,Georgia,13,019,25.6
Bibb County,Georgia,13,021,17.4
Bleckley County,Georgia,13,023,14.6
Brantley County,Georgia,13,025,29.5
Brooks County,Georgia,13,027,24.1
Bryan County,Georgia,13,029,15.2
Bulloch County,Georgia,13,031,18.1
Burke County,Georgia,13,033,17.6
Butts County,Georgia,13,035,18.0
Calhoun County,Georgia,13,037,27.3
Camden County,Georgia,13,039,13.3
Candler County,Georgia,13,043,27.2
Carroll County,Georgia,13,045,18.4
Catoosa County,Georgia,13,047,14.9
Charlton County,Georgia,13,049,23.0
Chatham County,Georgia,13,051,18.6
Chattahoochee County,Georgia,13,053,11.8
Chattooga County,Georgia,13,055,18.8
Cherokee County,Georgia,13,057,15.0
Clarke County,Georgia,13,059,16.9
Clay County,Georgia,13,061,23.7
Clayton County,Georgia,13,063,26.7
Clinch County,Georgia,13,065,20.3
Cobb County,Georgia,13,067,17.7
Coffee County,Georgia,13,069,23.7
Colquitt County,Georgia,13,071,28.0
Columbia County,Georgia,13,073,11.5
Cook County,Georgia,13,075,27.3
Coweta County,Georgia,13,077,12.8
Crawford County,Georgia,13,079,16.1
Crisp County,Georgia,13,081,19.3
Dade County,Georgia,13,083,16.5
Dawson County,Georgia,13,085,16.0
Decatur County,Georgia,13,087,22.3
DeKalb County,Georgia,13,089,20.8
Dodge County,Georgia,13,091,17.1
Dooly County,Georgia,13,093,23.1
Dougherty County,Georgia,13,095,20.8
Douglas County,Georgia,13,097,17.8
Early County,Georgia,13,099,17.1
Echols County,Georgia,13,101,34.6
Effingham County,Georgia,13,103,15.6
Elbert County,Georgia,13,105,17.5
Emanuel County,Georgia,13,107,24.1
Evans County,Georgia,13,109,18.6
Fannin County,Georgia,13,111,17.4
Fayette County,Georgia,13,113,9.3
Floyd County,Georgia,13,115,18.4
Forsyth County,Georgia,13,117,12.2
Franklin County,Georgia,13,119,18.9
Fulton County,Georgia,13,121,16.6
Gilmer County,Georgia,13,123,21.7
Glascock County,Georgia,13,125,17.4
Glynn County,Georgia,13,127,20.3
Gordon County,Georgia,13,129,20.7
Grady County,Georgia,13,131,24.6
Greene County,Georgia,13,133,18.4
Gwinnett County,Georgia,13,135,21.2
Habersham County,Georgia,13,137,18.7
Hall County,Georgia,13,139,20.2
Hancock County,Georgia,13,141,16.9
Haralson County,Georgia,13,143,16.3
Harris County,Georgia,13,145,11.4
Hart County,Georgia,13,147,18.3
Heard County,Georgia,13,149,18.1
Henry County,Georgia,13,151,15.1
Houston County,Georgia,13,153,14.7
Irwin County,Georgia,13,155,17.6
Jackson County,Georgia,13,157,16.4
Jasper County,Georgia,13,159,17.6
Jeff Davis County,Georgia,13,161,23.7
Jefferson County,Georgia,13,163,24.4
Jenkins County,Georgia,13,165,21.0
Johnson County,Georgia,13,167,20.8
Jones County,Georgia,13,169,15.2
Lamar County,Georgia,13,171,18.5
Lanier County,Georgia,13,173,21.6
Laurens County,Georgia,13,175,15.6
Lee County,Georgia,13,177,13.4
Liberty County,Georgia,13,179,13.9
Lincoln County,Georgia,13,181,18.8
Long County,Georgia,13,183,18.2
Lowndes County,Georgia,13,185,20.3
Lumpkin County,Georgia,13,187,15.4
McDuffie County,Georgia,13,189,21.1
McIntosh County,Georgia,13,191,17.9
Macon County,Georgia,13,193,24.3
Madison County,Georgia,13,195,17.6
Marion County,Georgia,13,197,25.5
Meriwether County,Georgia,13,199,20.2
Miller County,Georgia,13,201,16.4
Mitchell County,Georgia,13,205,22.5
Monroe County,Georgia,13,207,14.5
Montgomery County,Georgia,13,209,20.5
Morgan County,Georgia,13,211,17.6
Murray County,Georgia,13,213,21.5
Muscogee County,Georgia,13,215,16.4
Newton County,Georgia,13,217,17.4
Oconee County,Georgia,13,219,9.7
Oglethorpe County,Georgia,13,221,15.2
Paulding County,Georgia,13,223,14.3
Peach County,Georgia,13,225,18.8
Pickens County,Georgia,13,227,14.5
Pierce County,Georgia,13,229,21.0
Pike County,Georgia,13,231,16.8
Polk County,Georgia,13,233,19.2
Pulaski County,Georgia,13,235,19.2
Putnam County,Georgia,13,237,17.2
Quitman County,Georgia,13,239,18.3
Rabun County,Georgia,13,241,25.2
Randolph County,Georgia,13,243,20.7
Richmond County,Georgia,13,245,17.6
Rockdale County,Georgia,13,247,19.8
Schley County,Georgia,13,249,24.2
Screven County,Georgia,13,251,21.2
Seminole County,Georgia,13,253,20.4
Spalding County,Georgia,13,255,18.2
Stephens County,Georgia,13,257,17.9
Stewart County,Georgia,13,259,26.8
Sumter County,Georgia,13,261,16.3
Talbot County,Georgia,13,263,14.4
Taliaferro County,Georgia,13,265,20.2
Tattnall County,Georgia,13,267,21.5
Taylor County,Georgia,13,269,18.3
Telfair County,Georgia,13,271,18.4
Terrell County,Georgia,13,273,23.8
Thomas County,Georgia,13,275,20.3
Tift County,Georgia,13,277,24.4
Toombs County,Georgia,13,279,23.6
Towns County,Georgia,13,281,14.7
Treutlen County,Georgia,13,283,14.6
Troup County,Georgia,13,285,17.7
Turner County,Georgia,13,287,24.2
Twiggs County,Georgia,13,289,17.2
Union County,Georgia,13,291,15.3
Upson County,Georgia,13,293,15.9
Walker County,Georgia,13,295,17.5
Walton County,Georgia,13,297,15.2
Ware County,Georgia,13,299,20.9
Warren County,Georgia,13,301,15.6
Washington County,Georgia,13,303,18.4
Wayne County,Georgia,13,305,24.6
Webster County,Georgia,13,307,21.9
Wheeler County,Georgia,13,309,20.9
White County,Georgia,13,311,18.2
Whitfield County,Georgia,13,313,23.9
Wilcox County,Georgia,13,315,17.2
Wilkes County,Georgia,13,317,18.1
Wilkinson County,Georgia,13,319,14.5
Worth County,Georgia,13,321,21.9
Hawaii County,Hawaii,15,001,9.0
Honolulu County,Hawaii,15,003,5.6
Kauai County,Hawaii,15,007,9.1
Kalawao County,Hawaii,15,005,10.8
Maui County,Hawaii,15,009,9.4
Ada County,Idaho,16,001,12.4
Adams County,Idaho,16,003,20.0
Bannock County,Idaho,16,005,13.4
Bear Lake County,Idaho,16,007,14.1
Benewah County,Idaho,16,009,22.0
Bingham County,Idaho,16,011,16.7
Blaine County,Idaho,16,013,17.6
Boise County,Idaho,16,015,17.2
Bonner County,Idaho,16,017,18.4
Bonneville County,Idaho,16,019,14.0
Boundary County,Idaho,16,021,28.5
Butte County,Idaho,16,023,18.4
Camas County,Idaho,16,025,29.2
Canyon County,Idaho,16,027,19.0
Caribou County,Idaho,16,029,10.0
Cassia County,Idaho,16,031,20.4
Clearwater County,Idaho,16,035,16.7
Custer County,Idaho,16,037,15.0
Elmore County,Idaho,16,039,15.1
Franklin County,Idaho,16,041,16.0
Fremont County,Idaho,16,043,18.8
Gem County,Idaho,16,045,20.2
Gooding County,Idaho,16,047,24.8
Idaho County,Idaho,16,049,17.1
Jefferson County,Idaho,16,051,14.3
Jerome County,Idaho,16,053,28.9
Kootenai County,Idaho,16,055,17.1
Latah County,Idaho,16,057,9.3
Lemhi County,Idaho,16,059,15.7
Lewis County,Idaho,16,061,20.5
Lincoln County,Idaho,16,063,29.8
Madison County,Idaho,16,065,10.8
Minidoka County,Idaho,16,067,22.9
Nez Perce County,Idaho,16,069,13.2
Oneida County,Idaho,16,071,8.9
Owyhee County,Idaho,16,073,27.9
Payette County,Idaho,16,075,22.1
Power County,Idaho,16,077,14.3
Shoshone County,Idaho,16,079,18.6
Teton County,Idaho,16,081,21.6
Twin Falls County,Idaho,16,083,18.7
Valley County,Idaho,16,085,19.5
Washington County,Idaho,16,087,17.9
Adams County,Illinois,17,001,8.9
Alexander County,Illinois,17,003,18.2
Bond County,Illinois,17,005,7.2
Boone County,Illinois,17,007,10.9
Brown County,Illinois,17,009,7.5
Bureau County,Illinois,17,011,10.3
Calhoun County,Illinois,17,013,5.6
Carroll County,Illinois,17,015,10.1
Cass County,Illinois,17,017,10.3
Champaign County,Illinois,17,019,9.3
Christian County,Illinois,17,021,9.6
Clark County,Illinois,17,023,9.9
Clay County,Illinois,17,025,11.0
Clinton County,Illinois,17,027,7.0
Coles County,Illinois,17,029,12.1
Cook County,Illinois,17,031,15.9
Crawford County,Illinois,17,033,10.3
Cumberland County,Illinois,17,035,8.0
DeKalb County,Illinois,17,037,10.0
De Witt County,Illinois,17,039,9.1
Douglas County,Illinois,17,041,19.3
DuPage County,Illinois,17,043,9.1
Edgar County,Illinois,17,045,9.1
Edwards County,Illinois,17,047,8.8
Effingham County,Illinois,17,049,8.1
Fayette County,Illinois,17,051,13.5
Ford County,Illinois,17,053,10.6
Franklin County,Illinois,17,055,12.0
Fulton County,Illinois,17,057,8.7
Gallatin County,Illinois,17,059,11.8
Greene County,Illinois,17,061,10.1
Grundy County,Illinois,17,063,8.6
Hamilton County,Illinois,17,065,11.4
Hancock County,Illinois,17,067,9.6
Hardin County,Illinois,17,069,8.3
Henderson County,Illinois,17,071,8.7
Henry County,Illinois,17,073,7.4
Iroquois County,Illinois,17,075,9.4
Jackson County,Illinois,17,077,11.0
Jasper County,Illinois,17,079,9.2
Jefferson County,Illinois,17,081,11.4
Jersey County,Illinois,17,083,9.5
Jo Daviess County,Illinois,17,085,7.4
Johnson County,Illinois,17,087,11.3
Kane County,Illinois,17,089,12.8
Kankakee County,Illinois,17,091,10.9
Kendall County,Illinois,17,093,6.4
Knox County,Illinois,17,095,10.8
Lake County,Illinois,17,097,10.9
LaSalle County,Illinois,17,099,10.1
Lawrence County,Illinois,17,101,9.2
Lee County,Illinois,17,103,9.6
Livingston County,Illinois,17,105,8.0
Logan County,Illinois,17,107,7.3
McDonough County,Illinois,17,109,9.0
McHenry County,Illinois,17,111,8.6
McLean County,Illinois,17,113,6.9
Macon County,Illinois,17,115,10.0
Macoupin County,Illinois,17,117,9.2
Madison County,Illinois,17,119,9.1
Marion County,Illinois,17,121,11.2
Marshall County,Illinois,17,123,9.2
Mason County,Illinois,17,125,10.9
Massac County,Illinois,17,127,13.3
Menard County,Illinois,17,129,7.3
Mercer County,Illinois,17,131,6.6
Monroe County,Illinois,17,133,5.7
Montgomery County,Illinois,17,135,6.9
Morgan County,Illinois,17,137,9.6
Moultrie County,Illinois,17,139,13.1
Ogle County,Illinois,17,141,8.4
Peoria County,Illinois,17,143,10.0
Perry County,Illinois,17,145,11.0
Piatt County,Illinois,17,147,5.6
Pike County,Illinois,17,149,12.1
Pope County,Illinois,17,151,9.9
Pulaski County,Illinois,17,153,12.5
Putnam County,Illinois,17,155,9.5
Randolph County,Illinois,17,157,8.6
Richland County,Illinois,17,159,10.0
Rock Island County,Illinois,17,161,10.5
Saint Clair County,Illinois,17,163,11.0
Saline County,Illinois,17,165,12.4
Sangamon County,Illinois,17,167,8.5
Schuyler County,Illinois,17,169,16.4
Scott County,Illinois,17,171,10.8
Shelby County,Illinois,17,173,8.4
Stark County,Illinois,17,175,9.4
Stephenson County,Illinois,17,177,8.8
Tazewell County,Illinois,17,179,7.7
Union County,Illinois,17,181,11.9
Vermilion County,Illinois,17,183,11.1
Wabash County,Illinois,17,185,9.8
Warren County,Illinois,17,187,10.9
Washington County,Illinois,17,189,7.6
Wayne County,Illinois,17,191,9.3
White County,Illinois,17,193,10.5
Whiteside County,Illinois,17,195,10.0
Will County,Illinois,17,197,9.2
Williamson County,Illinois,17,199,10.6
Winnebago County,Illinois,17,201,11.8
Woodford County,Illinois,17,203,6.6
Adams County,Indiana,18,001,25.9
Allen County,Indiana,18,003,14.5
Bartholomew County,Indiana,18,005,12.2
Benton County,Indiana,18,007,15.8
Blackford County,Indiana,18,009,17.0
Boone County,Indiana,18,011,8.5
Brown County,Indiana,18,013,15.6
Carroll County,Indiana,18,015,14.7
Cass County,Indiana,18,017,16.6
Clark County,Indiana,18,019,13.5
Clay County,Indiana,18,021,14.2
Clinton County,Indiana,18,023,14.7
Crawford County,Indiana,18,025,11.4
Daviess County,Indiana,18,027,20.6
Dearborn County,Indiana,18,029,10.4
Decatur County,Indiana,18,031,14.3
DeKalb County,Indiana,18,033,13.5
Delaware County,Indiana,18,035,13.3
Dubois County,Indiana,18,037,8.6
Elkhart County,Indiana,18,039,19.9
Fayette County,Indiana,18,041,17.8
Floyd County,Indiana,18,043,11.7
Fountain County,Indiana,18,045,11.2
Franklin County,Indiana,18,047,10.2
Fulton County,Indiana,18,049,13.9
Gibson County,Indiana,18,051,10.9
Grant County,Indiana,18,053,14.0
Greene County,Indiana,18,055,14.0
Hamilton County,Indiana,18,057,7.4
Hancock County,Indiana,18,059,10.3
Harrison County,Indiana,18,061,10.4
Hendricks County,Indiana,18,063,8.8
Henry County,Indiana,18,065,15.8
Howard County,Indiana,18,067,13.0
Huntington County,Indiana,18,069,11.8
Jackson County,Indiana,18,071,14.7
Jasper County,Indiana,18,073,11.7
Jay County,Indiana,18,075,13.4
Jefferson County,Indiana,18,077,13.8
Jennings County,Indiana,18,079,13.5
