County,State,State_FIPS,County_FIPS,disability_rate
Putnam County,Georgia,13,237,14.3
Quitman County,Georgia,13,239,26.4
Rabun County,Georgia,13,241,16.6
Randolph County,Georgia,13,243,20.9
Richmond County,Georgia,13,245,17.6
Rockdale County,Georgia,13,247,11.0
Schley County,Georgia,13,249,17.2
Screven County,Georgia,13,251,18.7
Seminole County,Georgia,13,253,17.0
Spalding County,Georgia,13,255,15.9
Stephens County,Georgia,13,257,19.5
Stewart County,Georgia,13,259,28.8
Sumter County,Georgia,13,261,15.3
Talbot County,Georgia,13,263,21.9
Taliaferro County,Georgia,13,265,20.5
Tattnall County,Georgia,13,267,19.5
Taylor County,Georgia,13,269,14.6
Telfair County,Georgia,13,271,18.3
Terrell County,Georgia,13,273,18.8
Thomas County,Georgia,13,275,16.8
Tift County,Georgia,13,277,14.1
Toombs County,Georgia,13,279,14.7
Towns County,Georgia,13,281,20.3
Treutlen County,Georgia,13,283,19.4
Troup County,Georgia,13,285,16.9
Turner County,Georgia,13,287,21.6
Twiggs County,Georgia,13,289,16.3
Union County,Georgia,13,291,19.2
Upson County,Georgia,13,293,18.1
Walker County,Georgia,13,295,20.5
Walton County,Georgia,13,297,12.2
Ware County,Georgia,13,299,19.7
Warren County,Georgia,13,301,18.0
Washington County,Georgia,13,303,13.9
Wayne County,Georgia,13,305,18.8
Webster County,Georgia,13,307,21.5
Wheeler County,Georgia,13,309,16.5
White County,Georgia,13,311,15.6
Whitfield County,Georgia,13,313,12.9
Wilcox County,Georgia,13,315,21.1
Wilkes County,Georgia,13,317,20.4
Wilkinson County,Georgia,13,319,15.7
Worth County,Georgia,13,321,16.1
Hawaii County,Hawaii,15,001,13.5
Honolulu County,Hawaii,15,003,10.4
Kauai County,Hawaii,15,007,11.6
Kalawao County,Hawaii,15,005,10.0
Maui County,Hawaii,15,009,9.9
Ada County,Idaho,16,001,9.6
Adams County,Idaho,16,003,19.9
Bannock County,Idaho,16,005,13.7
Bear Lake County,Idaho,16,007,14.1
Benewah County,Idaho,16,009,17.5
Bingham County,Idaho,16,011,13.5
Blaine County,Idaho,16,013,5.3
Boise County,Idaho,16,015,16.6
Bonner County,Idaho,16,017,14.9
Bonneville County,Idaho,16,019,12.3
Boundary County,Idaho,16,021,17.1
Butte County,Idaho,16,023,17.8
Camas County,Idaho,16,025,18.1
Canyon County,Idaho,16,027,13.9
Caribou County,Idaho,16,029,16.1
Cassia County,Idaho,16,031,12.8
Clearwater County,Idaho,16,035,22.4
Custer County,Idaho,16,037,18.5
Elmore County,Idaho,16,039,13.1
Franklin County,Idaho,16,041,11.7
Fremont County,Idaho,16,043,12.6
Gem County,Idaho,16,045,15.5
Gooding County,Idaho,16,047,14.8
Idaho County,Idaho,16,049,20.3
Jefferson County,Idaho,16,051,11.8
Jerome County,Idaho,16,053,10.9
Kootenai County,Idaho,16,055,12.8
Latah County,Idaho,16,057,10.5
Lemhi County,Idaho,16,059,18.4
Lewis County,Idaho,16,061,20.6
Lincoln County,Idaho,16,063,13.1
Madison County,Idaho,16,065,6.0
Minidoka County,Idaho,16,067,13.3
Nez Perce County,Idaho,16,069,17.0
Oneida County,Idaho,16,071,14.9
Owyhee County,Idaho,16,073,16.2
Payette County,Idaho,16,075,15.8
Power County,Idaho,16,077,13.7
Shoshone County,Idaho,16,079,18.0
Teton County,Idaho,16,081,13.2
Twin Falls County,Idaho,16,083,12.2
Valley County,Idaho,16,085,15.1
Washington County,Idaho,16,087,18.9
Adams County,Illinois,17,001,14.5
Alexander County,Illinois,17,003,23.8
Bond County,Illinois,17,005,14.5
Boone County,Illinois,17,007,8.5
Brown County,Illinois,17,009,10.9
Bureau County,Illinois,17,011,12.8
Calhoun County,Illinois,17,013,15.8
Carroll County,Illinois,17,015,15.8
Cass County,Illinois,17,017,12.8
Champaign County,Illinois,17,019,8.5
Christian County,Illinois,17,021,14.0
Clark County,Illinois,17,023,15.0
Clay County,Illinois,17,025,15.9
Clinton County,Illinois,17,027,11.4
Coles County,Illinois,17,029,12.7
Cook County,Illinois,17,031,10.2
Crawford County,Illinois,17,033,16.3
Cumberland County,Illinois,17,035,18.0
DeKalb County,Illinois,17,037,8.1
De Witt County,Illinois,17,039,14.1
Douglas County,Illinois,17,041,10.6
DuPage County,Illinois,17,043,7.8
Edgar County,Illinois,17,045,15.8
Edwards County,Illinois,17,047,15.5
Effingham County,Illinois,17,049,11.7
Fayette County,Illinois,17,051,15.9
Ford County,Illinois,17,053,13.6
Franklin County,Illinois,17,055,19.6
Fulton County,Illinois,17,057,14.2
Gallatin County,Illinois,17,059,20.2
Greene County,Illinois,17,061,15.6
Grundy County,Illinois,17,063,9.9
Hamilton County,Illinois,17,065,16.3
Hancock County,Illinois,17,067,14.3
Hardin County,Illinois,17,069,30.3
Henderson County,Illinois,17,071,16.3
Henry County,Illinois,17,073,11.4
Iroquois County,Illinois,17,075,12.7
Jackson County,Illinois,17,077,11.8
Jasper County,Illinois,17,079,13.6
Jefferson County,Illinois,17,081,15.7
Jersey County,Illinois,17,083,11.0
Jo Daviess County,Illinois,17,085,12.1
Johnson County,Illinois,17,087,19.0
Kane County,Illinois,17,089,7.5
Kankakee County,Illinois,17,091,16.2
Kendall County,Illinois,17,093,6.6
Knox County,Illinois,17,095,14.5
Lake County,Illinois,17,097,7.7
LaSalle County,Illinois,17,099,11.7
Lawrence County,Illinois,17,101,17.3
Lee County,Illinois,17,103,12.1
Livingston County,Illinois,17,105,12.7
Logan County,Illinois,17,107,14.0
McDonough County,Illinois,17,109,11.5
McHenry County,Illinois,17,111,7.7
McLean County,Illinois,17,113,9.1
Macon County,Illinois,17,115,13.8
Macoupin County,Illinois,17,117,14.9
Madison County,Illinois,17,119,11.8
Marion County,Illinois,17,121,19.2
Marshall County,Illinois,17,123,13.7
Mason County,Illinois,17,125,15.8
Massac County,Illinois,17,127,19.6
Menard County,Illinois,17,129,11.5
Mercer County,Illinois,17,131,12.2
Monroe County,Illinois,17,133,10.4
Montgomery County,Illinois,17,135,14.6
Morgan County,Illinois,17,137,13.9
Moultrie County,Illinois,17,139,11.6
Ogle County,Illinois,17,141,10.1
Peoria County,Illinois,17,143,11.0
Perry County,Illinois,17,145,15.6
Piatt County,Illinois,17,147,10.9
Pike County,Illinois,17,149,16.3
Pope County,Illinois,17,151,22.5
Pulaski County,Illinois,17,153,22.4
Putnam County,Illinois,17,155,11.9
Randolph County,Illinois,17,157,15.4
Richland County,Illinois,17,159,17.0
Rock Island County,Illinois,17,161,12.9
Saint Clair County,Illinois,17,163,13.6
Saline County,Illinois,17,165,20.1
Sangamon County,Illinois,17,167,13.5
Schuyler County,Illinois,17,169,14.9
Scott County,Illinois,17,171,12.4
Shelby County,Illinois,17,173,13.4
Stark County,Illinois,17,175,14.4
Stephenson County,Illinois,17,177,14.8
Tazewell County,Illinois,17,179,10.9
Union County,Illinois,17,181,17.2
Vermilion County,Illinois,17,183,15.1
Wabash County,Illinois,17,185,15.9
Warren County,Illinois,17,187,11.7
Washington County,Illinois,17,189,13.2
Wayne County,Illinois,17,191,15.2
White County,Illinois,17,193,17.5
Whiteside County,Illinois,17,195,14.2
Will County,Illinois,17,197,8.1
Williamson County,Illinois,17,199,15.1
Winnebago County,Illinois,17,201,12.5
Woodford County,Illinois,17,203,8.8
Adams County,Indiana,18,001,11.1
Allen County,Indiana,18,003,10.9
Bartholomew County,Indiana,18,005,11.8
Benton County,Indiana,18,007,17.2
Blackford County,Indiana,18,009,20.5
Boone County,Indiana,18,011,8.1
Brown County,Indiana,18,013,12.1
Carroll County,Indiana,18,015,13.8
Cass County,Indiana,18,017,13.7
Clark County,Indiana,18,019,15.1
Clay County,Indiana,18,021,16.9
Clinton County,Indiana,18,023,13.1
Crawford County,Indiana,18,025,21.5
Daviess County,Indiana,18,027,13.1
Dearborn County,Indiana,18,029,12.1
Decatur County,Indiana,18,031,13.7
DeKalb County,Indiana,18,033,16.0
Delaware County,Indiana,18,035,17.2
Dubois County,Indiana,18,037,9.3
Elkhart County,Indiana,18,039,12.5
Fayette County,Indiana,18,041,19.4
Floyd County,Indiana,18,043,13.4
Fountain County,Indiana,18,045,15.6
Franklin County,Indiana,18,047,12.5
Fulton County,Indiana,18,049,16.9
Gibson County,Indiana,18,051,13.4
Grant County,Indiana,18,053,17.1
Greene County,Indiana,18,055,17.4
Hamilton County,Indiana,18,057,7.0
Hancock County,Indiana,18,059,12.2
Harrison County,Indiana,18,061,15.4
Hendricks County,Indiana,18,063,8.9
Henry County,Indiana,18,065,15.9
Howard County,Indiana,18,067,15.9
Huntington County,Indiana,18,069,13.4
Jackson County,Indiana,18,071,12.5
Jasper County,Indiana,18,073,14.3
Jay County,Indiana,18,075,16.5
Jefferson County,Indiana,18,077,14.4
Jennings County,Indiana,18,079,14.8
