County,State,State_FIPS,County_FIPS,per_capita_income
Decatur County,Georgia,13,087,20397.0
DeKalb County,Georgia,13,089,34100.0
Dodge County,Georgia,13,091,18921.0
Dooly County,Georgia,13,093,20259.0
Dougherty County,Georgia,13,095,21180.0
Douglas County,Georgia,13,097,26621.0
Early County,Georgia,13,099,17598.0
Echols County,Georgia,13,101,22883.0
Effingham County,Georgia,13,103,29795.0
Elbert County,Georgia,13,105,22593.0
Emanuel County,Georgia,13,107,17981.0
Evans County,Georgia,13,109,20537.0
Fannin County,Georgia,13,111,26665.0
Fayette County,Georgia,13,113,42126.0
Floyd County,Georgia,13,115,25058.0
Forsyth County,Georgia,13,117,41585.0
Franklin County,Georgia,13,119,21686.0
Fulton County,Georgia,13,121,43707.0
Gilmer County,Georgia,13,123,25812.0
Glascock County,Georgia,13,125,21076.0
Glynn County,Georgia,13,127,31493.0
Gordon County,Georgia,13,129,22448.0
Grady County,Georgia,13,131,22442.0
Greene County,Georgia,13,133,35844.0
Gwinnett County,Georgia,13,135,29474.0
Habersham County,Georgia,13,137,22018.0
Hall County,Georgia,13,139,27625.0
Hancock County,Georgia,13,141,16713.0
Haralson County,Georgia,13,143,24444.0
Harris County,Georgia,13,145,34511.0
Hart County,Georgia,13,147,22361.0
Heard County,Georgia,13,149,21796.0
Henry County,Georgia,13,151,28274.0
Houston County,Georgia,13,153,28196.0
Irwin County,Georgia,13,155,18406.0
Jackson County,Georgia,13,157,27115.0
Jasper County,Georgia,13,159,19999.0
Jeff Davis County,Georgia,13,161,18042.0
Jefferson County,Georgia,13,163,18764.0
Jenkins County,Georgia,13,165,16089.0
Johnson County,Georgia,13,167,20773.0
Jones County,Georgia,13,169,25725.0
Lamar County,Georgia,13,171,20874.0
Lanier County,Georgia,13,173,18800.0
Laurens County,Georgia,13,175,20655.0
Lee County,Georgia,13,177,28612.0
Liberty County,Georgia,13,179,21430.0
Lincoln County,Georgia,13,181,26324.0
Long County,Georgia,13,183,21695.0
Lowndes County,Georgia,13,185,23077.0
Lumpkin County,Georgia,13,187,24790.0
McDuffie County,Georgia,13,189,21384.0
McIntosh County,Georgia,13,191,27030.0
Macon County,Georgia,13,193,15924.0
Madison County,Georgia,13,195,24292.0
Marion County,Georgia,13,197,22478.0
Meriwether County,Georgia,13,199,20060.0
Miller County,Georgia,13,201,21746.0
Mitchell County,Georgia,13,205,17514.0
Monroe County,Georgia,13,207,34669.0
Montgomery County,Georgia,13,209,22317.0
Morgan County,Georgia,13,211,30587.0
Murray County,Georgia,13,213,20618.0
Muscogee County,Georgia,13,215,25318.0
Newton County,Georgia,13,217,24426.0
Oconee County,Georgia,13,219,41671.0
Oglethorpe County,Georgia,13,221,23027.0
Paulding County,Georgia,13,223,27855.0
Peach County,Georgia,13,225,22767.0
Pickens County,Georgia,13,227,30567.0
Pierce County,Georgia,13,229,22236.0
Pike County,Georgia,13,231,26737.0
Polk County,Georgia,13,233,23233.0
Pulaski County,Georgia,13,235,19389.0
Putnam County,Georgia,13,237,28819.0
Quitman County,Georgia,13,239,19371.0
Rabun County,Georgia,13,241,28312.0
Randolph County,Georgia,13,243,19356.0
Richmond County,Georgia,13,245,22045.0
Rockdale County,Georgia,13,247,26367.0
Schley County,Georgia,13,249,20585.0
Screven County,Georgia,13,251,21557.0
Seminole County,Georgia,13,253,26358.0
Spalding County,Georgia,13,255,22166.0
Stephens County,Georgia,13,257,21839.0
Stewart County,Georgia,13,259,16359.0
Sumter County,Georgia,13,261,20191.0
Talbot County,Georgia,13,263,20785.0
Taliaferro County,Georgia,13,265,19897.0
Tattnall County,Georgia,13,267,17553.0
Taylor County,Georgia,13,269,19068.0
Telfair County,Georgia,13,271,15200.0
Terrell County,Georgia,13,273,19330.0
Thomas County,Georgia,13,275,25542.0
Tift County,Georgia,13,277,22072.0
Toombs County,Georgia,13,279,23416.0
Towns County,Georgia,13,281,23940.0
Treutlen County,Georgia,13,283,23907.0
Troup County,Georgia,13,285,22348.0
Turner County,Georgia,13,287,18787.0
Twiggs County,Georgia,13,289,19465.0
Union County,Georgia,13,291,27282.0
Upson County,Georgia,13,293,21015.0
Walker County,Georgia,13,295,23311.0
Walton County,Georgia,13,297,26545.0
Ware County,Georgia,13,299,20457.0
Warren County,Georgia,13,301,22916.0
Washington County,Georgia,13,303,19579.0
Wayne County,Georgia,13,305,21067.0
Webster County,Georgia,13,307,21586.0
Wheeler County,Georgia,13,309,12292.0
White County,Georgia,13,311,25617.0
Whitfield County,Georgia,13,313,23271.0
Wilcox County,Georgia,13,315,14829.0
Wilkes County,Georgia,13,317,23198.0
Wilkinson County,Georgia,13,319,21403.0
Worth County,Georgia,13,321,23517.0
Hawaii County,Hawaii,15,001,29253.0
Honolulu County,Hawaii,15,003,35202.0
Kauai County,Hawaii,15,007,31674.0
Kalawao County,Hawaii,15,005,47709.0
Maui County,Hawaii,15,009,33792.0
Ada County,Idaho,16,001,33352.0
Adams County,Idaho,16,003,25143.0
Bannock County,Idaho,16,005,24555.0
Bear Lake County,Idaho,16,007,24654.0
Benewah County,Idaho,16,009,23502.0
Bingham County,Idaho,16,011,21322.0
Blaine County,Idaho,16,013,32861.0
Boise County,Idaho,16,015,30660.0
Bonner County,Idaho,16,017,27590.0
Bonneville County,Idaho,16,019,27272.0
Boundary County,Idaho,16,021,25401.0
Butte County,Idaho,16,023,25941.0
Camas County,Idaho,16,025,30803.0
Canyon County,Idaho,16,027,20807.0
Caribou County,Idaho,16,029,26908.0
Cassia County,Idaho,16,031,21547.0
Clearwater County,Idaho,16,035,22844.0
Custer County,Idaho,16,037,24545.0
Elmore County,Idaho,16,039,23547.0
Franklin County,Idaho,16,041,22367.0
Fremont County,Idaho,16,043,21782.0
Gem County,Idaho,16,045,20776.0
Gooding County,Idaho,16,047,22542.0
Idaho County,Idaho,16,049,21584.0
Jefferson County,Idaho,16,051,22934.0
Jerome County,Idaho,16,053,20820.0
Kootenai County,Idaho,16,055,29429.0
Latah County,Idaho,16,057,25623.0
Lemhi County,Idaho,16,059,23042.0
Lewis County,Idaho,16,061,24052.0
Lincoln County,Idaho,16,063,20188.0
Madison County,Idaho,16,065,15626.0
Minidoka County,Idaho,16,067,23578.0
Nez Perce County,Idaho,16,069,27753.0
Oneida County,Idaho,16,071,21575.0
Owyhee County,Idaho,16,073,21935.0
Payette County,Idaho,16,075,25002.0
Power County,Idaho,16,077,22199.0
Shoshone County,Idaho,16,079,24204.0
Teton County,Idaho,16,081,30554.0
Twin Falls County,Idaho,16,083,24222.0
Valley County,Idaho,16,085,30838.0
Washington County,Idaho,16,087,21414.0
Adams County,Illinois,17,001,29347.0
Alexander County,Illinois,17,003,19065.0
Bond County,Illinois,17,005,26356.0
Boone County,Illinois,17,007,30725.0
Brown County,Illinois,17,009,22279.0
Bureau County,Illinois,17,011,29126.0
Calhoun County,Illinois,17,013,27314.0
Carroll County,Illinois,17,015,28053.0
Cass County,Illinois,17,017,26245.0
Champaign County,Illinois,17,019,29683.0
Christian County,Illinois,17,021,26166.0
Clark County,Illinois,17,023,29887.0
Clay County,Illinois,17,025,25821.0
Clinton County,Illinois,17,027,31240.0
Coles County,Illinois,17,029,26790.0
Cook County,Illinois,17,031,35575.0
Crawford County,Illinois,17,033,26713.0
Cumberland County,Illinois,17,035,25622.0
DeKalb County,Illinois,17,037,28073.0
De Witt County,Illinois,17,039,29402.0
Douglas County,Illinois,17,041,27871.0
DuPage County,Illinois,17,043,43982.0
Edgar County,Illinois,17,045,27701.0
Edwards County,Illinois,17,047,26908.0
Effingham County,Illinois,17,049,30255.0
Fayette County,Illinois,17,051,22260.0
Ford County,Illinois,17,053,28002.0
Franklin County,Illinois,17,055,23510.0
Fulton County,Illinois,17,057,25538.0
Gallatin County,Illinois,17,059,25572.0
Greene County,Illinois,17,061,23946.0
Grundy County,Illinois,17,063,33308.0
Hamilton County,Illinois,17,065,27795.0
Hancock County,Illinois,17,067,26880.0
Hardin County,Illinois,17,069,25795.0
Henderson County,Illinois,17,071,28401.0
Henry County,Illinois,17,073,29014.0
Iroquois County,Illinois,17,075,26976.0
Jackson County,Illinois,17,077,24521.0
Jasper County,Illinois,17,079,25536.0
Jefferson County,Illinois,17,081,25770.0
Jersey County,Illinois,17,083,28924.0
Jo Daviess County,Illinois,17,085,32710.0
Johnson County,Illinois,17,087,22469.0
Kane County,Illinois,17,089,34924.0
Kankakee County,Illinois,17,091,27164.0
Kendall County,Illinois,17,093,34423.0
Knox County,Illinois,17,095,24681.0
Lake County,Illinois,17,097,44287.0
LaSalle County,Illinois,17,099,29093.0
Lawrence County,Illinois,17,101,22099.0
Lee County,Illinois,17,103,29249.0
Livingston County,Illinois,17,105,28236.0
Logan County,Illinois,17,107,27187.0
McDonough County,Illinois,17,109,23299.0
McHenry County,Illinois,17,111,38047.0
McLean County,Illinois,17,113,33665.0
Macon County,Illinois,17,115,28925.0
Macoupin County,Illinois,17,117,28050.0
Madison County,Illinois,17,119,30802.0
Marion County,Illinois,17,121,24727.0
Marshall County,Illinois,17,123,29827.0
Mason County,Illinois,17,125,27111.0
Massac County,Illinois,17,127,23768.0
Menard County,Illinois,17,129,34495.0
Mercer County,Illinois,17,131,28995.0
Monroe County,Illinois,17,133,39988.0
Montgomery County,Illinois,17,135,24816.0
Morgan County,Illinois,17,137,26295.0
Moultrie County,Illinois,17,139,28391.0
Ogle County,Illinois,17,141,30595.0
Peoria County,Illinois,17,143,30753.0
Perry County,Illinois,17,145,24511.0
Piatt County,Illinois,17,147,33967.0
Pike County,Illinois,17,149,24162.0
Pope County,Illinois,17,151,22343.0
Pulaski County,Illinois,17,153,20317.0
Putnam County,Illinois,17,155,34144.0
Randolph County,Illinois,17,157,25340.0
Richland County,Illinois,17,159,26038.0
Rock Island County,Illinois,17,161,28595.0
Saint Clair County,Illinois,17,163,29541.0
Saline County,Illinois,17,165,23690.0
Sangamon County,Illinois,17,167,34548.0
Schuyler County,Illinois,17,169,23068.0
Scott County,Illinois,17,171,27218.0
Shelby County,Illinois,17,173,25320.0
Stark County,Illinois,17,175,30225.0
Stephenson County,Illinois,17,177,27453.0
Tazewell County,Illinois,17,179,33077.0
Union County,Illinois,17,181,25416.0
Vermilion County,Illinois,17,183,24272.0
Wabash County,Illinois,17,185,26850.0
Warren County,Illinois,17,187,26082.0
Washington County,Illinois,17,189,32394.0
Wayne County,Illinois,17,191,26362.0
White County,Illinois,17,193,25859.0
Whiteside County,Illinois,17,195,29167.0
Will County,Illinois,17,197,35259.0
Williamson County,Illinois,17,199,26756.0
Winnebago County,Illinois,17,201,28250.0
Woodford County,Illinois,17,203,35104.0
