County,State,State_FIPS,County_FIPS,health_insurance_rate
Lafayette County,Arkansas,05,073,90.0
Lawrence County,Arkansas,05,075,92.2
Lee County,Arkansas,05,077,91.5
Lincoln County,Arkansas,05,079,92.6
Little River County,Arkansas,05,081,93.8
Logan County,Arkansas,05,083,92.0
Lonoke County,Arkansas,05,085,92.4
Madison County,Arkansas,05,087,88.6
Marion County,Arkansas,05,089,93.0
Miller County,Arkansas,05,091,89.3
Mississippi County,Arkansas,05,093,92.1
Monroe County,Arkansas,05,095,90.1
Montgomery County,Arkansas,05,097,88.0
Nevada County,Arkansas,05,099,91.3
Newton County,Arkansas,05,101,92.5
Ouachita County,Arkansas,05,103,92.6
Perry County,Arkansas,05,105,94.0
Phillips County,Arkansas,05,107,90.7
Pike County,Arkansas,05,109,89.7
Poinsett County,Arkansas,05,111,88.5
Polk County,Arkansas,05,113,88.4
Pope County,Arkansas,05,115,90.9
Prairie County,Arkansas,05,117,91.8
Pulaski County,Arkansas,05,119,91.4
Randolph County,Arkansas,05,121,91.5
Saint Francis County,Arkansas,05,123,89.7
Saline County,Arkansas,05,125,93.9
Scott County,Arkansas,05,127,91.2
Searcy County,Arkansas,05,129,92.7
Sebastian County,Arkansas,05,131,89.3
Sevier County,Arkansas,05,133,85.3
Sharp County,Arkansas,05,135,92.9
Stone County,Arkansas,05,137,92.5
Union County,Arkansas,05,139,89.4
Van Buren County,Arkansas,05,141,89.5
Washington County,Arkansas,05,143,88.5
White County,Arkansas,05,145,91.0
Woodruff County,Arkansas,05,147,93.9
Yell County,Arkansas,05,149,91.5
Alameda County,California,06,001,94.9
Alpine County,California,06,003,89.7
Amador County,California,06,005,95.8
Butte County,California,06,007,92.6
Calaveras County,California,06,009,94.8
Colusa County,California,06,011,89.7
Contra Costa County,California,06,013,94.3
Del Norte County,California,06,015,93.7
El Dorado County,California,06,017,94.8
Fresno County,California,06,019,90.5
Glenn County,California,06,021,90.4
Humboldt County,California,06,023,90.3
Imperial County,California,06,025,90.7
Inyo County,California,06,027,93.6
Kern County,California,06,029,91.0
Kings County,California,06,031,91.8
Lake County,California,06,033,90.5
Lassen County,California,06,035,94.3
Los Angeles County,California,06,037,89.2
Madera County,California,06,039,90.6
Marin County,California,06,041,96.0
Mariposa County,California,06,043,95.1
Mendocino County,California,06,045,90.7
Merced County,California,06,047,91.3
Modoc County,California,06,049,87.7
Mono County,California,06,051,83.4
Monterey County,California,06,053,88.8
Napa County,California,06,055,93.5
Nevada County,California,06,057,92.2
Orange County,California,06,059,91.6
Placer County,California,06,061,95.3
Plumas County,California,06,063,96.5
Riverside County,California,06,065,90.0
Sacramento County,California,06,067,93.7
San Benito County,California,06,069,92.6
San Bernardino County,California,06,071,90.6
San Diego County,California,06,073,91.3
San Francisco County,California,06,075,95.6
San Joaquin County,California,06,077,92.5
San Luis Obispo County,California,06,079,92.5
San Mateo County,California,06,081,95.2
Santa Barbara County,California,06,083,89.4
Santa Clara County,California,06,085,95.2
Santa Cruz County,California,06,087,93.8
Shasta County,California,06,089,92.5
Sierra County,California,06,091,89.8
Siskiyou County,California,06,093,93.0
Solano County,California,06,095,94.4
Sonoma County,California,06,097,93.1
Stanislaus County,California,06,099,93.5
Sutter County,California,06,101,90.4
Tehama County,California,06,103,92.7
Trinity County,California,06,105,88.7
Tulare County,California,06,107,90.2
Tuolumne County,California,06,109,94.3
Ventura County,California,06,111,90.7
Yolo County,California,06,113,94.1
Yuba County,California,06,115,92.0
Alamosa County,Colorado,08,003,86.0
Archuleta County,Colorado,08,007,88.9
Baca County,Colorado,08,009,93.2
Bent County,Colorado,08,011,90.5
Chaffee County,Colorado,08,015,89.6
Cheyenne County,Colorado,08,017,88.8
Clear Creek County,Colorado,08,019,91.0
Conejos County,Colorado,08,021,86.5
Costilla County,Colorado,08,023,88.4
Crowley County,Colorado,08,025,93.0
Custer County,Colorado,08,027,84.5
Delta County,Colorado,08,029,89.8
Dolores County,Colorado,08,033,94.9
Douglas County,Colorado,08,035,97.1
Eagle County,Colorado,08,037,84.9
Elbert County,Colorado,08,039,94.2
El Paso County,Colorado,08,041,92.6
Fremont County,Colorado,08,043,92.9
Garfield County,Colorado,08,045,82.9
Gilpin County,Colorado,08,047,95.4
Grand County,Colorado,08,049,85.2
Gunnison County,Colorado,08,051,89.2
Huerfano County,Colorado,08,055,91.4
Jackson County,Colorado,08,057,89.4
Kiowa County,Colorado,08,061,94.1
Kit Carson County,Colorado,08,063,87.4
Lake County,Colorado,08,065,85.3
La Plata County,Colorado,08,067,90.9
Larimer County,Colorado,08,069,93.7
Las Animas County,Colorado,08,071,90.7
Lincoln County,Colorado,08,073,96.0
Logan County,Colorado,08,075,90.9
Mesa County,Colorado,08,077,89.9
Moffat County,Colorado,08,081,86.5
Montezuma County,Colorado,08,083,87.1
Montrose County,Colorado,08,085,89.1
Morgan County,Colorado,08,087,92.1
Otero County,Colorado,08,089,90.4
Ouray County,Colorado,08,091,89.9
Park County,Colorado,08,093,92.7
Phillips County,Colorado,08,095,84.4
Pitkin County,Colorado,08,097,86.6
Prowers County,Colorado,08,099,89.2
Pueblo County,Colorado,08,101,93.0
Rio Blanco County,Colorado,08,103,91.9
Rio Grande County,Colorado,08,105,89.2
Routt County,Colorado,08,107,91.9
Saguache County,Colorado,08,109,83.5
San Miguel County,Colorado,08,113,92.0
Sedgwick County,Colorado,08,115,92.3
Summit County,Colorado,08,117,81.5
Teller County,Colorado,08,119,90.9
Washington County,Colorado,08,121,95.0
Yuma County,Colorado,08,125,88.7
Adams County,Colorado,08,001,88.9
Arapahoe County,Colorado,08,005,91.8
Boulder County,Colorado,08,013,95.0
Broomfield County,Colorado,08,014,95.3
Denver County,Colorado,08,031,89.7
Jefferson County,Colorado,08,059,94.2
Weld County,Colorado,08,123,92.2
Fairfield County,Connecticut,09,001,91.3
Hartford County,Connecticut,09,003,95.6
Litchfield County,Connecticut,09,005,95.8
Middlesex County,Connecticut,09,007,96.7
New Haven County,Connecticut,09,009,94.8
New London County,Connecticut,09,011,95.7
Tolland County,Connecticut,09,013,96.9
Windham County,Connecticut,09,015,96.1
Kent County,Delaware,10,001,93.0
New Castle County,Delaware,10,003,94.7
Sussex County,Delaware,10,005,92.9
Alachua County,Florida,12,001,90.8
Baker County,Florida,12,003,87.5
Bay County,Florida,12,005,85.8
Bradford County,Florida,12,007,87.6
Brevard County,Florida,12,009,89.2
Broward County,Florida,12,011,85.4
Calhoun County,Florida,12,013,81.7
Charlotte County,Florida,12,015,88.7
Citrus County,Florida,12,017,89.6
Clay County,Florida,12,019,89.6
Collier County,Florida,12,021,83.5
Columbia County,Florida,12,023,87.6
Miami-Dade County,Florida,12,086,81.9
DeSoto County,Florida,12,027,81.6
Dixie County,Florida,12,029,82.8
Duval County,Florida,12,031,88.0
Escambia County,Florida,12,033,89.8
Flagler County,Florida,12,035,87.3
Franklin County,Florida,12,037,81.7
Gadsden County,Florida,12,039,85.1
Gilchrist County,Florida,12,041,81.9
Glades County,Florida,12,043,80.1
Gulf County,Florida,12,045,88.6
Hamilton County,Florida,12,047,85.7
Hardee County,Florida,12,049,87.8
Hendry County,Florida,12,051,73.8
Hernando County,Florida,12,053,87.4
Highlands County,Florida,12,055,87.3
Hillsborough County,Florida,12,057,87.0
Holmes County,Florida,12,059,81.1
Indian River County,Florida,12,061,87.9
Jackson County,Florida,12,063,88.7
Jefferson County,Florida,12,065,93.6
Lafayette County,Florida,12,067,82.4
Lake County,Florida,12,069,88.4
Lee County,Florida,12,071,85.7
Leon County,Florida,12,073,91.8
Levy County,Florida,12,075,84.5
Liberty County,Florida,12,077,81.5
Madison County,Florida,12,079,86.9
Manatee County,Florida,12,081,87.3
Marion County,Florida,12,083,87.7
Martin County,Florida,12,085,88.5
Monroe County,Florida,12,087,82.2
Nassau County,Florida,12,089,89.0
Okaloosa County,Florida,12,091,87.8
Okeechobee County,Florida,12,093,81.9
Orange County,Florida,12,095,85.5
Osceola County,Florida,12,097,84.2
Palm Beach County,Florida,12,099,86.4
Pasco County,Florida,12,101,88.2
Pinellas County,Florida,12,103,88.5
Polk County,Florida,12,105,86.8
Putnam County,Florida,12,107,84.0
Saint Johns County,Florida,12,109,91.6
Saint Lucie County,Florida,12,111,86.0
Santa Rosa County,Florida,12,113,90.0
Sarasota County,Florida,12,115,88.6
Seminole County,Florida,12,117,89.6
Sumter County,Florida,12,119,93.8
Suwannee County,Florida,12,121,86.1
Taylor County,Florida,12,123,89.1
Union County,Florida,12,125,87.6
Volusia County,Florida,12,127,87.5
Wakulla County,Florida,12,129,91.0
Walton County,Florida,12,131,86.5
Washington County,Florida,12,133,87.2
Appling County,Georgia,13,001,84.4
Atkinson County,Georgia,13,003,75.1
Bacon County,Georgia,13,005,81.0
Baker County,Georgia,13,007,86.0
Baldwin County,Georgia,13,009,88.4
Banks County,Georgia,13,011,84.2
Barrow County,Georgia,13,013,85.1
Bartow County,Georgia,13,015,85.2
Ben Hill County,Georgia,13,017,82.8
Berrien County,Georgia,13,019,78.3
Bibb County,Georgia,13,021,86.6
Bleckley County,Georgia,13,023,89.6
Brantley County,Georgia,13,025,80.9
Brooks County,Georgia,13,027,79.2
Bryan County,Georgia,13,029,88.8
Bulloch County,Georgia,13,031,86.6
Burke County,Georgia,13,033,86.4
Butts County,Georgia,13,035,89.6
Calhoun County,Georgia,13,037,80.7
Camden County,Georgia,13,039,88.3
Candler County,Georgia,13,043,79.0
Carroll County,Georgia,13,045,87.8
Catoosa County,Georgia,13,047,88.0
Charlton County,Georgia,13,049,78.9
Chatham County,Georgia,13,051,85.5
Chattahoochee County,Georgia,13,053,93.6
Chattooga County,Georgia,13,055,84.6
Cherokee County,Georgia,13,057,89.1
Clarke County,Georgia,13,059,86.0
Clay County,Georgia,13,061,76.4
Clayton County,Georgia,13,063,80.8
Clinch County,Georgia,13,065,78.8
Cobb County,Georgia,13,067,87.0
Coffee County,Georgia,13,069,80.8
Colquitt County,Georgia,13,071,76.4
Columbia County,Georgia,13,073,92.0
Cook County,Georgia,13,075,82.0
Coweta County,Georgia,13,077,89.6
Crawford County,Georgia,13,079,86.5
Crisp County,Georgia,13,081,83.2
Dade County,Georgia,13,083,87.6
Dawson County,Georgia,13,085,88.8
Decatur County,Georgia,13,087,80.9
DeKalb County,Georgia,13,089,85.2
Dodge County,Georgia,13,091,88.7
Dooly County,Georgia,13,093,83.8
Dougherty County,Georgia,13,095,83.0
Douglas County,Georgia,13,097,86.8
Early County,Georgia,13,099,84.3
Echols County,Georgia,13,101,74.4
Effingham County,Georgia,13,103,90.2
Elbert County,Georgia,13,105,85.4
Emanuel County,Georgia,13,107,82.1
Evans County,Georgia,13,109,83.2
Fannin County,Georgia,13,111,86.6
Fayette County,Georgia,13,113,92.7
Floyd County,Georgia,13,115,86.2
Forsyth County,Georgia,13,117,91.1
Franklin County,Georgia,13,119,83.6
Fulton County,Georgia,13,121,89.0
Gilmer County,Georgia,13,123,78.6
Glascock County,Georgia,13,125,91.7
Glynn County,Georgia,13,127,85.9
Gordon County,Georgia,13,129,83.8
Grady County,Georgia,13,131,81.7
Greene County,Georgia,13,133,84.2
Gwinnett County,Georgia,13,135,83.0
Habersham County,Georgia,13,137,82.7
Hall County,Georgia,13,139,82.6
Hancock County,Georgia,13,141,90.5
Haralson County,Georgia,13,143,87.7
Harris County,Georgia,13,145,92.2
Hart County,Georgia,13,147,88.6
Heard County,Georgia,13,149,87.4
Henry County,Georgia,13,151,89.0
Houston County,Georgia,13,153,88.2
Irwin County,Georgia,13,155,84.2
Jackson County,Georgia,13,157,88.0
Jasper County,Georgia,13,159,86.3
Jeff Davis County,Georgia,13,161,80.3
Jefferson County,Georgia,13,163,85.6
Jenkins County,Georgia,13,165,83.3
Johnson County,Georgia,13,167,85.2
Jones County,Georgia,13,169,88.4
Lamar County,Georgia,13,171,86.3
Lanier County,Georgia,13,173,84.3
Laurens County,Georgia,13,175,88.8
Lee County,Georgia,13,177,89.1
Liberty County,Georgia,13,179,87.5
Lincoln County,Georgia,13,181,87.6
Long County,Georgia,13,183,85.2
Lowndes County,Georgia,13,185,84.2
Lumpkin County,Georgia,13,187,88.3
McDuffie County,Georgia,13,189,86.6
McIntosh County,Georgia,13,191,84.1
Macon County,Georgia,13,193,79.9
Madison County,Georgia,13,195,86.3
Marion County,Georgia,13,197,85.8
Meriwether County,Georgia,13,199,85.7
Miller County,Georgia,13,201,85.3
Mitchell County,Georgia,13,205,82.3
Monroe County,Georgia,13,207,88.2
Montgomery County,Georgia,13,209,85.0
Morgan County,Georgia,13,211,88.2
Murray County,Georgia,13,213,83.1
Muscogee County,Georgia,13,215,87.1
Newton County,Georgia,13,217,87.7
Oconee County,Georgia,13,219,93.2
Oglethorpe County,Georgia,13,221,87.9
Paulding County,Georgia,13,223,89.1
Peach County,Georgia,13,225,86.5
Pickens County,Georgia,13,227,88.8
Pierce County,Georgia,13,229,83.5
Pike County,Georgia,13,231,86.9
Polk County,Georgia,13,233,84.7
Pulaski County,Georgia,13,235,84.8
Putnam County,Georgia,13,237,86.2
Quitman County,Georgia,13,239,78.2
Rabun County,Georgia,13,241,81.6
Randolph County,Georgia,13,243,83.8
Richmond County,Georgia,13,245,86.4
Rockdale County,Georgia,13,247,86.4
Schley County,Georgia,13,249,83.3
Screven County,Georgia,13,251,85.9
Seminole County,Georgia,13,253,83.8
Spalding County,Georgia,13,255,84.5
Stephens County,Georgia,13,257,84.5
Stewart County,Georgia,13,259,83.6
Sumter County,Georgia,13,261,87.6
Talbot County,Georgia,13,263,84.2
Taliaferro County,Georgia,13,265,86.8
Tattnall County,Georgia,13,267,86.5
Taylor County,Georgia,13,269,81.0
Telfair County,Georgia,13,271,88.6
Terrell County,Georgia,13,273,81.7
Thomas County,Georgia,13,275,84.2
Tift County,Georgia,13,277,80.7
Toombs County,Georgia,13,279,83.4
Towns County,Georgia,13,281,89.1
Treutlen County,Georgia,13,283,80.1
Troup County,Georgia,13,285,87.3
Turner County,Georgia,13,287,85.0
Twiggs County,Georgia,13,289,85.9
Union County,Georgia,13,291,87.5
Upson County,Georgia,13,293,86.7
Walker County,Georgia,13,295,86.8
Walton County,Georgia,13,297,88.8
Ware County,Georgia,13,299,84.6
Warren County,Georgia,13,301,86.4
Washington County,Georgia,13,303,88.0
Wayne County,Georgia,13,305,82.2
Webster County,Georgia,13,307,88.4
Wheeler County,Georgia,13,309,83.3
White County,Georgia,13,311,87.5
Whitfield County,Georgia,13,313,82.5
Wilcox County,Georgia,13,315,83.4
Wilkes County,Georgia,13,317,84.4
Wilkinson County,Georgia,13,319,90.1
Worth County,Georgia,13,321,82.4
Hawaii County,Hawaii,15,001,94.8
Honolulu County,Hawaii,15,003,96.4
Kauai County,Hawaii,15,007,95.1
Kalawao County,Hawaii,15,005,97.1
Maui County,Hawaii,15,009,94.9
Ada County,Idaho,16,001,91.7
Adams County,Idaho,16,003,83.4
Bannock County,Idaho,16,005,91.1
Bear Lake County,Idaho,16,007,93.7
Benewah County,Idaho,16,009,87.3
Bingham County,Idaho,16,011,89.0
Blaine County,Idaho,16,013,85.9
Boise County,Idaho,16,015,89.9
Bonner County,Idaho,16,017,88.4
Bonneville County,Idaho,16,019,91.3
Boundary County,Idaho,16,021,80.8
Butte County,Idaho,16,023,87.6
Camas County,Idaho,16,025,87.1
Canyon County,Idaho,16,027,85.3
Caribou County,Idaho,16,029,92.2
Cassia County,Idaho,16,031,84.3
Clearwater County,Idaho,16,035,88.9
Custer County,Idaho,16,037,88.2
Elmore County,Idaho,16,039,88.2
Franklin County,Idaho,16,041,89.6
Fremont County,Idaho,16,043,89.3
Gem County,Idaho,16,045,83.0
Gooding County,Idaho,16,047,83.4
Idaho County,Idaho,16,049,89.1
Jefferson County,Idaho,16,051,90.4
Jerome County,Idaho,16,053,80.3
Kootenai County,Idaho,16,055,89.7
Latah County,Idaho,16,057,93.1
Lemhi County,Idaho,16,059,87.5
Lewis County,Idaho,16,061,85.5
Lincoln County,Idaho,16,063,77.8
Madison County,Idaho,16,065,92.8
Minidoka County,Idaho,16,067,80.4
Nez Perce County,Idaho,16,069,89.7
Oneida County,Idaho,16,071,92.6
Owyhee County,Idaho,16,073,76.1
Payette County,Idaho,16,075,87.1
Power County,Idaho,16,077,84.7
Shoshone County,Idaho,16,079,83.4
Teton County,Idaho,16,081,90.6
Twin Falls County,Idaho,16,083,88.3
Valley County,Idaho,16,085,85.3
Washington County,Idaho,16,087,84.9
Adams County,Illinois,17,001,95.3
Alexander County,Illinois,17,003,93.2
Bond County,Illinois,17,005,93.9
Boone County,Illinois,17,007,93.7
Brown County,Illinois,17,009,94.1
Bureau County,Illinois,17,011,95.1
Calhoun County,Illinois,17,013,97.1
Carroll County,Illinois,17,015,93.9
Cass County,Illinois,17,017,92.9
Champaign County,Illinois,17,019,95.2
Christian County,Illinois,17,021,95.1
Clark County,Illinois,17,023,94.5
Clay County,Illinois,17,025,92.1
Clinton County,Illinois,17,027,95.2
Coles County,Illinois,17,029,93.7
Cook County,Illinois,17,031,90.5
Crawford County,Illinois,17,033,93.7
Cumberland County,Illinois,17,035,95.3
DeKalb County,Illinois,17,037,94.1
De Witt County,Illinois,17,039,95.2
Douglas County,Illinois,17,041,85.5
DuPage County,Illinois,17,043,94.1
Edgar County,Illinois,17,045,94.5
Edwards County,Illinois,17,047,94.4
Effingham County,Illinois,17,049,94.6
Fayette County,Illinois,17,051,91.9
Ford County,Illinois,17,053,93.7
Franklin County,Illinois,17,055,93.5
Fulton County,Illinois,17,057,93.9
Gallatin County,Illinois,17,059,96.4
Greene County,Illinois,17,061,93.6
Grundy County,Illinois,17,063,95.8
Hamilton County,Illinois,17,065,93.8
Hancock County,Illinois,17,067,97.0
Hardin County,Illinois,17,069,91.4
Henderson County,Illinois,17,071,93.3
Henry County,Illinois,17,073,95.6
Iroquois County,Illinois,17,075,94.0
Jackson County,Illinois,17,077,92.6
Jasper County,Illinois,17,079,92.7
Jefferson County,Illinois,17,081,94.3
Jersey County,Illinois,17,083,94.7
Jo Daviess County,Illinois,17,085,95.3
Johnson County,Illinois,17,087,96.4
Kane County,Illinois,17,089,91.2
Kankakee County,Illinois,17,091,94.1
Kendall County,Illinois,17,093,95.6
Knox County,Illinois,17,095,94.4
Lake County,Illinois,17,097,93.0
LaSalle County,Illinois,17,099,95.1
Lawrence County,Illinois,17,101,92.2
Lee County,Illinois,17,103,95.5
Livingston County,Illinois,17,105,94.9
Logan County,Illinois,17,107,95.0
McDonough County,Illinois,17,109,94.9
McHenry County,Illinois,17,111,94.6
McLean County,Illinois,17,113,96.2
Macon County,Illinois,17,115,95.1
Macoupin County,Illinois,17,117,95.6
Madison County,Illinois,17,119,94.8
Marion County,Illinois,17,121,93.5
Marshall County,Illinois,17,123,96.3
Mason County,Illinois,17,125,95.2
Massac County,Illinois,17,127,95.5
Menard County,Illinois,17,129,97.6
Mercer County,Illinois,17,131,97.6
Monroe County,Illinois,17,133,97.1
Montgomery County,Illinois,17,135,95.9
Morgan County,Illinois,17,137,95.8
Moultrie County,Illinois,17,139,85.1
Ogle County,Illinois,17,141,94.5
Peoria County,Illinois,17,143,94.2
Perry County,Illinois,17,145,96.2
Piatt County,Illinois,17,147,96.3
Pike County,Illinois,17,149,95.0
Pope County,Illinois,17,151,96.5
Pulaski County,Illinois,17,153,96.6
Putnam County,Illinois,17,155,97.5
Randolph County,Illinois,17,157,94.5
Richland County,Illinois,17,159,95.5
Rock Island County,Illinois,17,161,94.1
Saint Clair County,Illinois,17,163,93.4
Saline County,Illinois,17,165,94.9
Sangamon County,Illinois,17,167,95.8
Schuyler County,Illinois,17,169,86.1
Scott County,Illinois,17,171,96.0
Shelby County,Illinois,17,173,95.7
Stark County,Illinois,17,175,93.4
Stephenson County,Illinois,17,177,94.5
Tazewell County,Illinois,17,179,96.3
Union County,Illinois,17,181,94.3
Vermilion County,Illinois,17,183,93.9
Wabash County,Illinois,17,185,93.8
Warren County,Illinois,17,187,96.6
Washington County,Illinois,17,189,96.4
Wayne County,Illinois,17,191,92.4
White County,Illinois,17,193,94.5
Whiteside County,Illinois,17,195,95.1
Will County,Illinois,17,197,94.4
Williamson County,Illinois,17,199,94.3
Winnebago County,Illinois,17,201,93.4
Woodford County,Illinois,17,203,96.3
Adams County,Indiana,18,001,81.1
Allen County,Indiana,18,003,90.6
Bartholomew County,Indiana,18,005,90.9
Benton County,Indiana,18,007,89.6
Blackford County,Indiana,18,009,93.0
Boone County,Indiana,18,011,94.6
Brown County,Indiana,18,013,88.8
Carroll County,Indiana,18,015,89.7
Cass County,Indiana,18,017,89.5
Clark County,Indiana,18,019,91.5
Clay County,Indiana,18,021,94.6
Clinton County,Indiana,18,023,89.4
Crawford County,Indiana,18,025,92.8
Daviess County,Indiana,18,027,76.7
Dearborn County,Indiana,18,029,94.1
Decatur County,Indiana,18,031,93.1
DeKalb County,Indiana,18,033,91.0
Delaware County,Indiana,18,035,91.0
Dubois County,Indiana,18,037,94.2
Elkhart County,Indiana,18,039,84.8
Fayette County,Indiana,18,041,89.5
Floyd County,Indiana,18,043,94.4
Fountain County,Indiana,18,045,90.8
Franklin County,Indiana,18,047,94.4
Fulton County,Indiana,18,049,88.4
Gibson County,Indiana,18,051,93.0
Grant County,Indiana,18,053,91.0
Greene County,Indiana,18,055,91.5
Hamilton County,Indiana,18,057,95.0
Hancock County,Indiana,18,059,92.9
Harrison County,Indiana,18,061,92.9
Hendricks County,Indiana,18,063,93.6
Henry County,Indiana,18,065,92.3
Howard County,Indiana,18,067,92.3
Huntington County,Indiana,18,069,92.2
Jackson County,Indiana,18,071,90.3
Jasper County,Indiana,18,073,92.8
Jay County,Indiana,18,075,89.2
Jefferson County,Indiana,18,077,92.7
Jennings County,Indiana,18,079,90.0
