County,State,State_FIPS,County_FIPS,age_18_and_under_percentage
Chicot County,Arkansas,05,017,9.8
Clark County,Arkansas,05,019,22.3
Clay County,Arkansas,05,021,8.4
Cleburne County,Arkansas,05,023,7.6
Cleveland County,Arkansas,05,025,8.1
Columbia County,Arkansas,05,027,17.5
Conway County,Arkansas,05,029,8.5
Craighead County,Arkansas,05,031,12.3
Crawford County,Arkansas,05,033,8.5
Crittenden County,Arkansas,05,035,9.5
Cross County,Arkansas,05,037,7.8
Dallas County,Arkansas,05,039,8.3
Desha County,Arkansas,05,041,8.0
Drew County,Arkansas,05,043,16.5
Faulkner County,Arkansas,05,045,15.0
Franklin County,Arkansas,05,047,10.0
Fulton County,Arkansas,05,049,6.9
Garland County,Arkansas,05,051,8.0
Grant County,Arkansas,05,053,7.8
Greene County,Arkansas,05,055,9.7
Hempstead County,Arkansas,05,057,7.6
Hot Spring County,Arkansas,05,059,8.9
Howard County,Arkansas,05,061,8.8
Independence County,Arkansas,05,063,8.5
Izard County,Arkansas,05,065,8.0
Jackson County,Arkansas,05,067,8.6
Jefferson County,Arkansas,05,069,10.7
Johnson County,Arkansas,05,071,10.5
Lafayette County,Arkansas,05,073,8.4
Lawrence County,Arkansas,05,075,10.1
Lee County,Arkansas,05,077,12.1
Lincoln County,Arkansas,05,079,11.9
Little River County,Arkansas,05,081,6.6
Logan County,Arkansas,05,083,8.6
Lonoke County,Arkansas,05,085,9.1
Madison County,Arkansas,05,087,8.4
Marion County,Arkansas,05,089,6.6
Miller County,Arkansas,05,091,9.2
Mississippi County,Arkansas,05,093,9.8
Monroe County,Arkansas,05,095,7.7
Montgomery County,Arkansas,05,097,7.7
Nevada County,Arkansas,05,099,7.1
Newton County,Arkansas,05,101,6.4
Ouachita County,Arkansas,05,103,8.5
Perry County,Arkansas,05,105,8.8
Phillips County,Arkansas,05,107,9.5
Pike County,Arkansas,05,109,7.7
Poinsett County,Arkansas,05,111,9.3
Polk County,Arkansas,05,113,7.1
Pope County,Arkansas,05,115,14.7
Prairie County,Arkansas,05,117,6.8
Pulaski County,Arkansas,05,119,9.7
Randolph County,Arkansas,05,121,8.3
Saint Francis County,Arkansas,05,123,8.5
Saline County,Arkansas,05,125,7.4
Scott County,Arkansas,05,127,9.3
Searcy County,Arkansas,05,129,6.5
Sebastian County,Arkansas,05,131,9.7
Sevier County,Arkansas,05,133,9.3
Sharp County,Arkansas,05,135,7.1
Stone County,Arkansas,05,137,7.5
Union County,Arkansas,05,139,8.7
Van Buren County,Arkansas,05,141,7.4
Washington County,Arkansas,05,143,15.3
White County,Arkansas,05,145,12.5
Woodruff County,Arkansas,05,147,8.4
Yell County,Arkansas,05,149,8.4
Alameda County,California,06,001,9.7
Alpine County,California,06,003,13.1
Amador County,California,06,005,7.7
Butte County,California,06,007,15.8
Calaveras County,California,06,009,7.0
Colusa County,California,06,011,10.1
Contra Costa County,California,06,013,9.0
Del Norte County,California,06,015,9.2
El Dorado County,California,06,017,8.5
Fresno County,California,06,019,11.5
Glenn County,California,06,021,9.3
Humboldt County,California,06,023,13.3
Imperial County,California,06,025,11.8
Inyo County,California,06,027,7.5
Kern County,California,06,029,11.7
Kings County,California,06,031,11.9
Lake County,California,06,033,8.0
Lassen County,California,06,035,14.3
Los Angeles County,California,06,037,10.9
Madera County,California,06,039,10.7
Marin County,California,06,041,6.8
Mariposa County,California,06,043,6.6
Mendocino County,California,06,045,9.1
Merced County,California,06,047,12.3
Modoc County,California,06,049,6.6
Mono County,California,06,051,10.0
Monterey County,California,06,053,11.2
Napa County,California,06,055,9.5
Nevada County,California,06,057,7.6
Orange County,California,06,059,10.4
Placer County,California,06,061,8.4
Plumas County,California,06,063,6.8
Riverside County,California,06,065,10.8
Sacramento County,California,06,067,10.1
San Benito County,California,06,069,10.2
San Bernardino County,California,06,071,11.9
San Diego County,California,06,073,12.4
San Francisco County,California,06,075,7.7
San Joaquin County,California,06,077,10.8
San Luis Obispo County,California,06,079,16.8
San Mateo County,California,06,081,8.0
Santa Barbara County,California,06,083,16.2
Santa Clara County,California,06,085,9.2
Santa Cruz County,California,06,087,15.2
Shasta County,California,06,089,9.2
Sierra County,California,06,091,5.2
Siskiyou County,California,06,093,7.8
Solano County,California,06,095,10.5
Sonoma County,California,06,097,9.5
Stanislaus County,California,06,099,10.6
Sutter County,California,06,101,10.1
Tehama County,California,06,103,8.4
Trinity County,California,06,105,6.5
Tulare County,California,06,107,11.2
Tuolumne County,California,06,109,8.4
Ventura County,California,06,111,10.4
Yolo County,California,06,113,19.2
Yuba County,California,06,115,10.8
Alamosa County,Colorado,08,003,19.6
Archuleta County,Colorado,08,007,7.9
Baca County,Colorado,08,009,7.3
Bent County,Colorado,08,011,1.6
Chaffee County,Colorado,08,015,6.6
Cheyenne County,Colorado,08,017,8.3
Clear Creek County,Colorado,08,019,6.6
Conejos County,Colorado,08,021,8.4
Costilla County,Colorado,08,023,6.6
Crowley County,Colorado,08,025,12.1
Custer County,Colorado,08,027,4.3
Delta County,Colorado,08,029,7.1
Dolores County,Colorado,08,033,5.1
Douglas County,Colorado,08,035,6.9
Eagle County,Colorado,08,037,8.2
Elbert County,Colorado,08,039,7.3
El Paso County,Colorado,08,041,12.7
Fremont County,Colorado,08,043,7.0
Garfield County,Colorado,08,045,8.4
Gilpin County,Colorado,08,047,2.7
Grand County,Colorado,08,049,8.0
Gunnison County,Colorado,08,051,19.5
Huerfano County,Colorado,08,055,5.0
Jackson County,Colorado,08,057,5.2
Kiowa County,Colorado,08,061,5.4
Kit Carson County,Colorado,08,063,8.2
Lake County,Colorado,08,065,9.9
La Plata County,Colorado,08,067,10.8
Larimer County,Colorado,08,069,15.0
Las Animas County,Colorado,08,071,9.6
Lincoln County,Colorado,08,073,7.8
Logan County,Colorado,08,075,15.8
Mesa County,Colorado,08,077,10.5
Moffat County,Colorado,08,081,8.6
Montezuma County,Colorado,08,083,7.3
Montrose County,Colorado,08,085,7.1
Morgan County,Colorado,08,087,9.3
Otero County,Colorado,08,089,10.4
Ouray County,Colorado,08,091,7.4
Park County,Colorado,08,093,5.7
Phillips County,Colorado,08,095,10.8
Pitkin County,Colorado,08,097,7.1
Prowers County,Colorado,08,099,10.8
Pueblo County,Colorado,08,101,9.9
Rio Blanco County,Colorado,08,103,10.0
Rio Grande County,Colorado,08,105,7.3
Routt County,Colorado,08,107,9.3
Saguache County,Colorado,08,109,6.7
San Miguel County,Colorado,08,113,6.2
Sedgwick County,Colorado,08,115,9.6
Summit County,Colorado,08,117,9.0
Teller County,Colorado,08,119,6.6
Washington County,Colorado,08,121,7.4
Yuma County,Colorado,08,125,7.9
Adams County,Colorado,08,001,9.2
Arapahoe County,Colorado,08,005,9.0
Boulder County,Colorado,08,013,16.0
Broomfield County,Colorado,08,014,7.7
Denver County,Colorado,08,031,8.8
Jefferson County,Colorado,08,059,9.0
Weld County,Colorado,08,123,10.2
Fairfield County,Connecticut,09,001,9.0
Hartford County,Connecticut,09,003,9.7
Litchfield County,Connecticut,09,005,7.8
Middlesex County,Connecticut,09,007,9.1
New Haven County,Connecticut,09,009,10.5
New London County,Connecticut,09,011,11.7
Tolland County,Connecticut,09,013,18.4
Windham County,Connecticut,09,015,10.8
Kent County,Delaware,10,001,11.6
New Castle County,Delaware,10,003,10.8
Sussex County,Delaware,10,005,7.6
Alachua County,Florida,12,001,22.3
Baker County,Florida,12,003,10.7
Bay County,Florida,12,005,9.5
Bradford County,Florida,12,007,9.6
Brevard County,Florida,12,009,8.7
Broward County,Florida,12,011,8.9
Calhoun County,Florida,12,013,9.0
Charlotte County,Florida,12,015,6.4
Citrus County,Florida,12,017,6.6
Clay County,Florida,12,019,9.3
Collier County,Florida,12,021,7.5
Columbia County,Florida,12,023,11.3
Miami-Dade County,Florida,12,086,9.9
DeSoto County,Florida,12,027,12.0
Dixie County,Florida,12,029,8.3
Duval County,Florida,12,031,10.5
Escambia County,Florida,12,033,14.5
Flagler County,Florida,12,035,7.8
Franklin County,Florida,12,037,8.2
Gadsden County,Florida,12,039,9.4
Gilchrist County,Florida,12,041,18.3
Glades County,Florida,12,043,9.2
Gulf County,Florida,12,045,9.5
Hamilton County,Florida,12,047,17.2
Hardee County,Florida,12,049,10.3
Hendry County,Florida,12,051,10.2
Hernando County,Florida,12,053,7.2
Highlands County,Florida,12,055,7.1
Hillsborough County,Florida,12,057,10.0
Holmes County,Florida,12,059,10.1
Indian River County,Florida,12,061,7.7
Jackson County,Florida,12,063,9.7
Jefferson County,Florida,12,065,5.8
Lafayette County,Florida,12,067,13.7
Lake County,Florida,12,069,7.3
Lee County,Florida,12,071,7.6
Leon County,Florida,12,073,22.5
Levy County,Florida,12,075,7.7
Liberty County,Florida,12,077,14.6
Madison County,Florida,12,079,10.8
Manatee County,Florida,12,081,7.5
Marion County,Florida,12,083,7.8
Martin County,Florida,12,085,7.2
Monroe County,Florida,12,087,7.3
Nassau County,Florida,12,089,8.0
Okaloosa County,Florida,12,091,11.3
Okeechobee County,Florida,12,093,9.3
Orange County,Florida,12,095,12.0
Osceola County,Florida,12,097,10.3
Palm Beach County,Florida,12,099,8.5
Pasco County,Florida,12,101,7.6
Pinellas County,Florida,12,103,7.7
Polk County,Florida,12,105,9.2
Putnam County,Florida,12,107,8.0
Saint Johns County,Florida,12,109,8.4
Saint Lucie County,Florida,12,111,8.2
Santa Rosa County,Florida,12,113,9.8
Sarasota County,Florida,12,115,6.5
Seminole County,Florida,12,117,9.9
Sumter County,Florida,12,119,4.1
Suwannee County,Florida,12,121,10.4
Taylor County,Florida,12,123,8.5
Union County,Florida,12,125,8.8
Volusia County,Florida,12,127,9.4
Wakulla County,Florida,12,129,7.8
Walton County,Florida,12,131,7.4
Washington County,Florida,12,133,9.7
Appling County,Georgia,13,001,10.3
Atkinson County,Georgia,13,003,8.7
Bacon County,Georgia,13,005,11.7
Baker County,Georgia,13,007,11.0
Baldwin County,Georgia,13,009,18.8
Banks County,Georgia,13,011,8.7
Barrow County,Georgia,13,013,8.2
Bartow County,Georgia,13,015,9.3
Ben Hill County,Georgia,13,017,10.8
Berrien County,Georgia,13,019,9.2
Bibb County,Georgia,13,021,10.4
Bleckley County,Georgia,13,023,15.2
Brantley County,Georgia,13,025,8.7
Brooks County,Georgia,13,027,9.4
Bryan County,Georgia,13,029,8.4
Bulloch County,Georgia,13,031,27.5
Burke County,Georgia,13,033,10.0
Butts County,Georgia,13,035,11.9
Calhoun County,Georgia,13,037,11.0
Camden County,Georgia,13,039,15.3
Candler County,Georgia,13,043,12.4
Carroll County,Georgia,13,045,13.5
Catoosa County,Georgia,13,047,9.0
Charlton County,Georgia,13,049,9.2
Chatham County,Georgia,13,051,12.6
Chattahoochee County,Georgia,13,053,40.3
Chattooga County,Georgia,13,055,9.8
Cherokee County,Georgia,13,057,8.3
Clarke County,Georgia,13,059,28.1
Clay County,Georgia,13,061,8.2
Clayton County,Georgia,13,063,11.0
Clinch County,Georgia,13,065,6.5
Cobb County,Georgia,13,067,9.7
Coffee County,Georgia,13,069,11.9
Colquitt County,Georgia,13,071,9.4
Columbia County,Georgia,13,073,9.0
Cook County,Georgia,13,075,8.3
Coweta County,Georgia,13,077,8.8
Crawford County,Georgia,13,079,8.1
Crisp County,Georgia,13,081,9.3
Dade County,Georgia,13,083,13.1
Dawson County,Georgia,13,085,7.7
Decatur County,Georgia,13,087,10.1
DeKalb County,Georgia,13,089,9.7
Dodge County,Georgia,13,091,11.6
Dooly County,Georgia,13,093,10.4
Dougherty County,Georgia,13,095,12.5
Douglas County,Georgia,13,097,9.5
Early County,Georgia,13,099,9.2
Echols County,Georgia,13,101,11.2
Effingham County,Georgia,13,103,9.1
Elbert County,Georgia,13,105,9.3
Emanuel County,Georgia,13,107,10.1
Evans County,Georgia,13,109,10.7
Fannin County,Georgia,13,111,6.4
Fayette County,Georgia,13,113,9.3
Floyd County,Georgia,13,115,10.1
Forsyth County,Georgia,13,117,6.9
Franklin County,Georgia,13,119,9.9
Fulton County,Georgia,13,121,11.1
Gilmer County,Georgia,13,123,8.2
Glascock County,Georgia,13,125,8.2
Glynn County,Georgia,13,127,8.8
Gordon County,Georgia,13,129,9.0
Grady County,Georgia,13,131,8.5
Greene County,Georgia,13,133,7.2
Gwinnett County,Georgia,13,135,9.5
Habersham County,Georgia,13,137,9.7
Hall County,Georgia,13,139,9.8
Hancock County,Georgia,13,141,11.3
Haralson County,Georgia,13,143,8.9
Harris County,Georgia,13,145,8.4
Hart County,Georgia,13,147,9.1
Heard County,Georgia,13,149,8.3
Henry County,Georgia,13,151,9.8
Houston County,Georgia,13,153,10.5
Irwin County,Georgia,13,155,10.1
Jackson County,Georgia,13,157,8.4
Jasper County,Georgia,13,159,9.0
Jeff Davis County,Georgia,13,161,8.2
Jefferson County,Georgia,13,163,9.3
Jenkins County,Georgia,13,165,10.6
Johnson County,Georgia,13,167,11.3
Jones County,Georgia,13,169,9.0
Lamar County,Georgia,13,171,14.6
Lanier County,Georgia,13,173,8.4
Laurens County,Georgia,13,175,9.0
Lee County,Georgia,13,177,8.1
Liberty County,Georgia,13,179,17.3
Lincoln County,Georgia,13,181,8.6
Long County,Georgia,13,183,12.4
Lowndes County,Georgia,13,185,18.3
Lumpkin County,Georgia,13,187,12.9
McDuffie County,Georgia,13,189,8.1
McIntosh County,Georgia,13,191,7.3
Macon County,Georgia,13,193,12.2
Madison County,Georgia,13,195,8.5
Marion County,Georgia,13,197,7.8
Meriwether County,Georgia,13,199,9.2
Miller County,Georgia,13,201,10.3
Mitchell County,Georgia,13,205,10.1
Monroe County,Georgia,13,207,9.8
Montgomery County,Georgia,13,209,14.6
Morgan County,Georgia,13,211,9.0
Murray County,Georgia,13,213,9.5
Muscogee County,Georgia,13,215,13.1
Newton County,Georgia,13,217,10.2
Oconee County,Georgia,13,219,8.4
Oglethorpe County,Georgia,13,221,5.5
Paulding County,Georgia,13,223,9.0
Peach County,Georgia,13,225,16.3
Pickens County,Georgia,13,227,7.2
Pierce County,Georgia,13,229,9.1
Pike County,Georgia,13,231,8.1
Polk County,Georgia,13,233,9.2
Pulaski County,Georgia,13,235,9.6
Putnam County,Georgia,13,237,8.1
Quitman County,Georgia,13,239,9.6
Rabun County,Georgia,13,241,8.6
Randolph County,Georgia,13,243,9.6
Richmond County,Georgia,13,245,13.3
Rockdale County,Georgia,13,247,10.1
Schley County,Georgia,13,249,7.0
Screven County,Georgia,13,251,10.9
Seminole County,Georgia,13,253,6.3
Spalding County,Georgia,13,255,9.7
Stephens County,Georgia,13,257,11.6
Stewart County,Georgia,13,259,15.3
Sumter County,Georgia,13,261,12.3
Talbot County,Georgia,13,263,8.6
Taliaferro County,Georgia,13,265,10.5
Tattnall County,Georgia,13,267,11.4
Taylor County,Georgia,13,269,11.1
Telfair County,Georgia,13,271,7.6
Terrell County,Georgia,13,273,9.7
Thomas County,Georgia,13,275,8.5
Tift County,Georgia,13,277,12.6
Toombs County,Georgia,13,279,8.7
Towns County,Georgia,13,281,12.8
Treutlen County,Georgia,13,283,8.4
Troup County,Georgia,13,285,11.1
Turner County,Georgia,13,287,10.3
Twiggs County,Georgia,13,289,10.3
Union County,Georgia,13,291,6.5
Upson County,Georgia,13,293,9.4
Walker County,Georgia,13,295,8.4
Walton County,Georgia,13,297,8.5
Ware County,Georgia,13,299,10.9
Warren County,Georgia,13,301,11.0
Washington County,Georgia,13,303,10.1
Wayne County,Georgia,13,305,9.4
Webster County,Georgia,13,307,7.2
Wheeler County,Georgia,13,309,13.7
White County,Georgia,13,311,8.9
Whitfield County,Georgia,13,313,10.3
Wilcox County,Georgia,13,315,10.6
Wilkes County,Georgia,13,317,7.5
Wilkinson County,Georgia,13,319,8.8
Worth County,Georgia,13,321,9.9
Hawaii County,Hawaii,15,001,8.4
Honolulu County,Hawaii,15,003,11.7
Kauai County,Hawaii,15,007,7.8
Kalawao County,Hawaii,15,005,9.5
Maui County,Hawaii,15,009,7.8
Ada County,Idaho,16,001,9.1
Adams County,Idaho,16,003,6.4
Bannock County,Idaho,16,005,11.3
Bear Lake County,Idaho,16,007,7.7
Benewah County,Idaho,16,009,8.2
Bingham County,Idaho,16,011,8.8
Blaine County,Idaho,16,013,6.9
Boise County,Idaho,16,015,4.6
Bonner County,Idaho,16,017,6.6
Bonneville County,Idaho,16,019,8.4
Boundary County,Idaho,16,021,7.1
Butte County,Idaho,16,023,9.3
Camas County,Idaho,16,025,4.1
Canyon County,Idaho,16,027,9.7
Caribou County,Idaho,16,029,7.6
Cassia County,Idaho,16,031,9.6
Clearwater County,Idaho,16,035,7.3
Custer County,Idaho,16,037,4.4
Elmore County,Idaho,16,039,15.4
Franklin County,Idaho,16,041,7.9
Fremont County,Idaho,16,043,8.6
Gem County,Idaho,16,045,7.2
Gooding County,Idaho,16,047,9.2
Idaho County,Idaho,16,049,7.6
Jefferson County,Idaho,16,051,8.3
Jerome County,Idaho,16,053,9.6
Kootenai County,Idaho,16,055,8.8
Latah County,Idaho,16,057,27.0
Lemhi County,Idaho,16,059,5.9
Lewis County,Idaho,16,061,6.5
Lincoln County,Idaho,16,063,8.9
Madison County,Idaho,16,065,28.2
Minidoka County,Idaho,16,067,9.6
Nez Perce County,Idaho,16,069,9.6
Oneida County,Idaho,16,071,7.8
Owyhee County,Idaho,16,073,9.3
Payette County,Idaho,16,075,8.7
Power County,Idaho,16,077,8.7
Shoshone County,Idaho,16,079,7.2
Teton County,Idaho,16,081,7.4
Twin Falls County,Idaho,16,083,9.4
Valley County,Idaho,16,085,7.6
Washington County,Idaho,16,087,6.4
Adams County,Illinois,17,001,8.8
Alexander County,Illinois,17,003,8.8
Bond County,Illinois,17,005,10.0
Boone County,Illinois,17,007,9.1
Brown County,Illinois,17,009,13.1
Bureau County,Illinois,17,011,7.9
Calhoun County,Illinois,17,013,7.3
Carroll County,Illinois,17,015,7.3
Cass County,Illinois,17,017,8.7
Champaign County,Illinois,17,019,25.1
Christian County,Illinois,17,021,8.8
Clark County,Illinois,17,023,7.7
Clay County,Illinois,17,025,8.6
Clinton County,Illinois,17,027,8.8
Coles County,Illinois,17,029,20.2
Cook County,Illinois,17,031,9.9
Crawford County,Illinois,17,033,9.7
Cumberland County,Illinois,17,035,7.6
DeKalb County,Illinois,17,037,19.7
De Witt County,Illinois,17,039,7.6
Douglas County,Illinois,17,041,8.1
DuPage County,Illinois,17,043,9.2
Edgar County,Illinois,17,045,7.6
Edwards County,Illinois,17,047,8.0
Effingham County,Illinois,17,049,9.2
Fayette County,Illinois,17,051,10.0
Ford County,Illinois,17,053,7.7
Franklin County,Illinois,17,055,8.2
Fulton County,Illinois,17,057,9.0
Gallatin County,Illinois,17,059,7.7
Greene County,Illinois,17,061,8.4
Grundy County,Illinois,17,063,8.5
Hamilton County,Illinois,17,065,7.6
Hancock County,Illinois,17,067,7.5
Hardin County,Illinois,17,069,8.1
Henderson County,Illinois,17,071,6.9
Henry County,Illinois,17,073,8.4
Iroquois County,Illinois,17,075,7.9
Jackson County,Illinois,17,077,24.3
Jasper County,Illinois,17,079,7.3
Jefferson County,Illinois,17,081,9.4
Jersey County,Illinois,17,083,9.7
Jo Daviess County,Illinois,17,085,7.2
Johnson County,Illinois,17,087,10.0
Kane County,Illinois,17,089,9.1
Kankakee County,Illinois,17,091,10.8
Kendall County,Illinois,17,093,7.4
Knox County,Illinois,17,095,10.4
Lake County,Illinois,17,097,10.8
LaSalle County,Illinois,17,099,9.1
Lawrence County,Illinois,17,101,10.6
Lee County,Illinois,17,103,9.0
Livingston County,Illinois,17,105,8.6
Logan County,Illinois,17,107,12.2
McDonough County,Illinois,17,109,27.1
McHenry County,Illinois,17,111,8.8
McLean County,Illinois,17,113,17.2
Macon County,Illinois,17,115,9.5
Macoupin County,Illinois,17,117,8.3
Madison County,Illinois,17,119,9.3
Marion County,Illinois,17,121,8.6
Marshall County,Illinois,17,123,8.2
Mason County,Illinois,17,125,8.0
Massac County,Illinois,17,127,7.7
Menard County,Illinois,17,129,7.9
Mercer County,Illinois,17,131,7.5
Monroe County,Illinois,17,133,7.6
Montgomery County,Illinois,17,135,9.4
Morgan County,Illinois,17,137,12.1
Moultrie County,Illinois,17,139,7.6
Ogle County,Illinois,17,141,8.5
Peoria County,Illinois,17,143,9.9
Perry County,Illinois,17,145,11.4
Piatt County,Illinois,17,147,7.8
Pike County,Illinois,17,149,8.4
Pope County,Illinois,17,151,14.2
Pulaski County,Illinois,17,153,7.7
Putnam County,Illinois,17,155,7.0
Randolph County,Illinois,17,157,8.8
Richland County,Illinois,17,159,8.4
Rock Island County,Illinois,17,161,9.3
Saint Clair County,Illinois,17,163,9.6
Saline County,Illinois,17,165,9.3
Sangamon County,Illinois,17,167,8.8
Schuyler County,Illinois,17,169,6.6
Scott County,Illinois,17,171,7.5
Shelby County,Illinois,17,173,7.7
Stark County,Illinois,17,175,7.5
Stephenson County,Illinois,17,177,8.3
Tazewell County,Illinois,17,179,7.8
Union County,Illinois,17,181,8.2
Vermilion County,Illinois,17,183,8.8
Wabash County,Illinois,17,185,9.8
Warren County,Illinois,17,187,12.2
Washington County,Illinois,17,189,8.3
Wayne County,Illinois,17,191,8.3
White County,Illinois,17,193,6.8
Whiteside County,Illinois,17,195,8.6
Will County,Illinois,17,197,9.4
Williamson County,Illinois,17,199,8.5
Winnebago County,Illinois,17,201,8.9
Woodford County,Illinois,17,203,9.1
Adams County,Indiana,18,001,8.6
Allen County,Indiana,18,003,9.6
Bartholomew County,Indiana,18,005,8.4
Benton County,Indiana,18,007,8.2
Blackford County,Indiana,18,009,8.2
Boone County,Indiana,18,011,7.3
Brown County,Indiana,18,013,6.5
Carroll County,Indiana,18,015,8.3
Cass County,Indiana,18,017,9.5
Clark County,Indiana,18,019,8.4
Clay County,Indiana,18,021,8.3
Clinton County,Indiana,18,023,8.8
Crawford County,Indiana,18,025,7.2
Daviess County,Indiana,18,027,9.5
Dearborn County,Indiana,18,029,8.6
Decatur County,Indiana,18,031,8.2
DeKalb County,Indiana,18,033,8.6
Delaware County,Indiana,18,035,19.9
Dubois County,Indiana,18,037,8.1
Elkhart County,Indiana,18,039,9.0
Fayette County,Indiana,18,041,8.3
Floyd County,Indiana,18,043,9.2
Fountain County,Indiana,18,045,8.5
Franklin County,Indiana,18,047,8.0
Fulton County,Indiana,18,049,8.2
Gibson County,Indiana,18,051,8.1
Grant County,Indiana,18,053,13.2
Greene County,Indiana,18,055,8.4
Hamilton County,Indiana,18,057,7.1
Hancock County,Indiana,18,059,8.2
Harrison County,Indiana,18,061,8.3
Hendricks County,Indiana,18,063,8.6
Henry County,Indiana,18,065,9.1
Howard County,Indiana,18,067,8.6
Huntington County,Indiana,18,069,9.9
Jackson County,Indiana,18,071,8.4
Jasper County,Indiana,18,073,9.9
Jay County,Indiana,18,075,8.7
Jefferson County,Indiana,18,077,10.4
Jennings County,Indiana,18,079,9.1
