County,State,State_FIPS,County_FIPS,total_population_race
Winnebago County,Illinois,17,201,290439.0
Woodford County,Illinois,17,203,39106.0
Adams County,Indiana,18,001,34642.0
Allen County,Indiana,18,003,363453.0
Bartholomew County,Indiana,18,005,79488.0
Benton County,Indiana,18,007,8752.0
Blackford County,Indiana,18,009,12476.0
Boone County,Indiana,18,011,60511.0
Brown County,Indiana,18,013,15011.0
Carroll County,Indiana,18,015,20014.0
Cass County,Indiana,18,017,38476.0
Clark County,Indiana,18,019,113181.0
Clay County,Indiana,18,021,26686.0
Clinton County,Indiana,18,023,32835.0
Crawford County,Indiana,18,025,10591.0
Daviess County,Indiana,18,027,32411.0
Dearborn County,Indiana,18,029,49679.0
Decatur County,Indiana,18,031,26240.0
DeKalb County,Indiana,18,033,42449.0
Delaware County,Indiana,18,035,117335.0
Dubois County,Indiana,18,037,42291.0
Elkhart County,Indiana,18,039,200685.0
Fayette County,Indiana,18,041,23773.0
Floyd County,Indiana,18,043,75900.0
Fountain County,Indiana,18,045,16888.0
Franklin County,Indiana,18,047,22935.0
Fulton County,Indiana,18,049,20527.0
Gibson County,Indiana,18,051,33668.0
Grant County,Indiana,18,053,68896.0
Greene County,Indiana,18,055,32815.0
Hamilton County,Indiana,18,057,296635.0
Hancock County,Indiana,18,059,71328.0
Harrison County,Indiana,18,061,39230.0
Hendricks County,Indiana,18,063,153435.0
Henry County,Indiana,18,065,49146.0
Howard County,Indiana,18,067,82765.0
Huntington County,Indiana,18,069,36863.0
Jackson County,Indiana,18,071,43471.0
Jasper County,Indiana,18,073,33448.0
Jay County,Indiana,18,075,21255.0
Jefferson County,Indiana,18,077,32453.0
Jennings County,Indiana,18,079,28113.0
Johnson County,Indiana,18,081,145645.0
Knox County,Indiana,18,083,38062.0
Kosciusko County,Indiana,18,085,77983.0
LaGrange County,Indiana,18,087,38084.0
Lake County,Indiana,18,089,491596.0
LaPorte County,Indiana,18,091,111280.0
Lawrence County,Indiana,18,093,45814.0
Madison County,Indiana,18,095,130280.0
Marion County,Indiana,18,097,926335.0
Marshall County,Indiana,18,099,46962.0
Martin County,Indiana,18,101,10262.0
Miami County,Indiana,18,103,36211.0
Monroe County,Indiana,18,105,142404.0
Montgomery County,Indiana,18,107,38172.0
Morgan County,Indiana,18,109,69403.0
Newton County,Indiana,18,111,14057.0
Noble County,Indiana,18,113,47546.0
Ohio County,Indiana,18,115,6033.0
Orange County,Indiana,18,117,19725.0
Owen County,Indiana,18,119,21192.0
Parke County,Indiana,18,121,17107.0
Perry County,Indiana,18,123,19414.0
Pike County,Indiana,18,125,12687.0
Porter County,Indiana,18,127,166570.0
Posey County,Indiana,18,129,25567.0
Pulaski County,Indiana,18,131,13047.0
Putnam County,Indiana,18,133,37650.0
Randolph County,Indiana,18,135,25596.0
Ripley County,Indiana,18,137,28612.0
Rush County,Indiana,18,139,16991.0
Saint Joseph County,Indiana,18,141,267246.0
Scott County,Indiana,18,143,23783.0
Shelby County,Indiana,18,145,44441.0
Spencer County,Indiana,18,147,20856.0
Starke County,Indiana,18,149,23117.0
Steuben County,Indiana,18,151,34267.0
Sullivan County,Indiana,18,153,21111.0
Switzerland County,Indiana,18,155,10500.0
Tippecanoe County,Indiana,18,157,180952.0
Tipton County,Indiana,18,159,15573.0
Union County,Indiana,18,161,7299.0
Vanderburgh County,Indiana,18,163,181305.0
Vermillion County,Indiana,18,165,15860.0
Vigo County,Indiana,18,167,108268.0
Wabash County,Indiana,18,169,32358.0
Warren County,Indiana,18,171,8367.0
Warrick County,Indiana,18,173,60995.0
Washington County,Indiana,18,175,27930.0
Wayne County,Indiana,18,177,67866.0
Wells County,Indiana,18,179,27796.0
White County,Indiana,18,181,24388.0
Whitley County,Indiana,18,183,33330.0
Adair County,Iowa,19,001,7426.0
Adams County,Iowa,19,003,3892.0
Allamakee County,Iowa,19,005,14060.0
Appanoose County,Iowa,19,007,12669.0
Audubon County,Iowa,19,009,5869.0
Benton County,Iowa,19,011,25803.0
Black Hawk County,Iowa,19,013,132496.0
Boone County,Iowa,19,015,26401.0
Bremer County,Iowa,19,017,24539.0
Buchanan County,Iowa,19,019,20998.0
Buena Vista County,Iowa,19,021,20507.0
Butler County,Iowa,19,023,14966.0
Calhoun County,Iowa,19,025,9914.0
Carroll County,Iowa,19,027,20629.0
Cass County,Iowa,19,029,13590.0
Cedar County,Iowa,19,031,18375.0
Cerro Gordo County,Iowa,19,033,43481.0
Cherokee County,Iowa,19,035,11853.0
Chickasaw County,Iowa,19,037,12244.0
Clarke County,Iowa,19,039,9280.0
Clay County,Iowa,19,041,16537.0
Clayton County,Iowa,19,043,17806.0
Clinton County,Iowa,19,045,48365.0
Crawford County,Iowa,19,047,17252.0
Dallas County,Iowa,19,049,74892.0
Davis County,Iowa,19,051,8742.0
Decatur County,Iowa,19,053,8249.0
Delaware County,Iowa,19,055,17507.0
Des Moines County,Iowa,19,057,40208.0
Dickinson County,Iowa,19,059,16967.0
Dubuque County,Iowa,19,061,95906.0
Emmet County,Iowa,19,063,9917.0
Fayette County,Iowa,19,065,20589.0
Floyd County,Iowa,19,067,16050.0
Franklin County,Iowa,19,069,10489.0
Fremont County,Iowa,19,071,7106.0
Greene County,Iowa,19,073,9174.0
Grundy County,Iowa,19,075,12407.0
Guthrie County,Iowa,19,077,10740.0
Hamilton County,Iowa,19,079,15297.0
Hancock County,Iowa,19,081,11092.0
Hardin County,Iowa,19,083,17393.0
Harrison County,Iowa,19,085,14467.0
Henry County,Iowa,19,087,20080.0
Howard County,Iowa,19,089,9494.0
Humboldt County,Iowa,19,091,9674.0
Ida County,Iowa,19,093,7071.0
Iowa County,Iowa,19,095,16344.0
Jackson County,Iowa,19,097,19572.0
Jasper County,Iowa,19,099,36726.0
Jefferson County,Iowa,19,101,17318.0
Johnson County,Iowa,19,103,139436.0
Jones County,Iowa,19,105,20560.0
Keokuk County,Iowa,19,107,10291.0
Kossuth County,Iowa,19,109,15280.0
Lee County,Iowa,19,111,35369.0
Linn County,Iowa,19,113,216640.0
Louisa County,Iowa,19,115,11271.0
Lucas County,Iowa,19,117,8731.0
Lyon County,Iowa,19,119,11723.0
Madison County,Iowa,19,121,15644.0
Mahaska County,Iowa,19,123,22396.0
Marion County,Iowa,19,125,33248.0
Marshall County,Iowa,19,127,40962.0
Mills County,Iowa,19,129,14862.0
Mitchell County,Iowa,19,131,10762.0
Monona County,Iowa,19,133,9088.0
Monroe County,Iowa,19,135,8002.0
Montgomery County,Iowa,19,137,10465.0
Muscatine County,Iowa,19,139,42913.0
O'Brien County,Iowa,19,141,14092.0
Osceola County,Iowa,19,143,6211.0
Page County,Iowa,19,145,15660.0
Palo Alto County,Iowa,19,147,9208.0
Plymouth County,Iowa,19,149,24853.0
Pocahontas County,Iowa,19,151,7127.0
Polk County,Iowa,19,153,452369.0
Pottawattamie County,Iowa,19,155,93213.0
Poweshiek County,Iowa,19,157,18705.0
Ringgold County,Iowa,19,159,5061.0
Sac County,Iowa,19,161,10101.0
Scott County,Iowa,19,163,169994.0
Shelby County,Iowa,19,165,11992.0
Sioux County,Iowa,19,167,34509.0
Story County,Iowa,19,169,93586.0
Tama County,Iowa,19,171,17479.0
Taylor County,Iowa,19,173,6213.0
Union County,Iowa,19,175,12575.0
Van Buren County,Iowa,19,177,7432.0
Wapello County,Iowa,19,179,35315.0
Warren County,Iowa,19,181,47542.0
Washington County,Iowa,19,183,22017.0
Wayne County,Iowa,19,185,6384.0
Webster County,Iowa,19,187,37295.0
Winnebago County,Iowa,19,189,10614.0
Winneshiek County,Iowa,19,191,20884.0
Woodbury County,Iowa,19,193,102530.0
Worth County,Iowa,19,195,7563.0
Wright County,Iowa,19,197,12936.0
Allen County,Kansas,20,001,13081.0
Anderson County,Kansas,20,003,7896.0
Atchison County,Kansas,20,005,16633.0
Barber County,Kansas,20,007,4770.0
Barton County,Kansas,20,009,27399.0
Bourbon County,Kansas,20,011,14812.0
Brown County,Kansas,20,013,9880.0
Butler County,Kansas,20,015,66092.0
Chase County,Kansas,20,017,2722.0
Chautauqua County,Kansas,20,019,3520.0
Cherokee County,Kansas,20,021,20952.0
Cheyenne County,Kansas,20,023,2682.0
Clark County,Kansas,20,025,2145.0
Clay County,Kansas,20,027,8421.0
Cloud County,Kansas,20,029,9339.0
Coffey County,Kansas,20,031,8458.0
Comanche County,Kansas,20,033,2010.0
Cowley County,Kansas,20,035,36079.0
Crawford County,Kansas,20,037,39304.0
Decatur County,Kansas,20,039,2905.0
Dickinson County,Kansas,20,041,19516.0
Doniphan County,Kansas,20,043,7859.0
Douglas County,Kansas,20,045,114967.0
Edwards County,Kansas,20,047,2991.0
Elk County,Kansas,20,049,2683.0
Ellis County,Kansas,20,051,28993.0
Ellsworth County,Kansas,20,053,6410.0
Finney County,Kansas,20,055,37133.0
Ford County,Kansas,20,057,34714.0
Franklin County,Kansas,20,059,25753.0
Geary County,Kansas,20,061,36787.0
Gove County,Kansas,20,063,2735.0
Graham County,Kansas,20,065,2593.0
Grant County,Kansas,20,067,7816.0
Gray County,Kansas,20,069,6065.0
Greeley County,Kansas,20,071,1224.0
Greenwood County,Kansas,20,073,6393.0
Hamilton County,Kansas,20,075,2586.0
Harper County,Kansas,20,077,5861.0
Harvey County,Kansas,20,079,34835.0
Haskell County,Kansas,20,081,4130.0
Hodgeman County,Kansas,20,083,1939.0
Jackson County,Kansas,20,085,13400.0
Jefferson County,Kansas,20,087,18898.0
Jewell County,Kansas,20,089,3038.0
Johnson County,Kansas,20,091,566814.0
Kearny County,Kansas,20,093,3952.0
Kingman County,Kansas,20,095,7790.0
Kiowa County,Kansas,20,097,2536.0
Labette County,Kansas,20,099,21048.0
Lane County,Kansas,20,101,1674.0
Leavenworth County,Kansas,20,103,78227.0
Lincoln County,Kansas,20,105,3154.0
Linn County,Kansas,20,107,9528.0
Logan County,Kansas,20,109,2793.0
Lyon County,Kansas,20,111,33462.0
McPherson County,Kansas,20,113,29252.0
Marion County,Kansas,20,115,12290.0
Marshall County,Kansas,20,117,10005.0
Meade County,Kansas,20,119,4383.0
Miami County,Kansas,20,121,32688.0
Mitchell County,Kansas,20,123,6296.0
Montgomery County,Kansas,20,125,34184.0
Morris County,Kansas,20,127,5750.0
Morton County,Kansas,20,129,3106.0
Nemaha County,Kansas,20,131,10159.0
Neosho County,Kansas,20,133,16423.0
Ness County,Kansas,20,135,3077.0
Norton County,Kansas,20,137,5590.0
Osage County,Kansas,20,139,16080.0
Osborne County,Kansas,20,141,3782.0
Ottawa County,Kansas,20,143,6048.0
Pawnee County,Kansas,20,145,6911.0
Phillips County,Kansas,20,147,5501.0
Pottawatomie County,Kansas,20,149,22625.0
Pratt County,Kansas,20,151,9739.0
Rawlins County,Kansas,20,153,2545.0
Reno County,Kansas,20,155,64058.0
Republic County,Kansas,20,157,4806.0
Rice County,Kansas,20,159,10014.0
Riley County,Kansas,20,161,75022.0
Rooks County,Kansas,20,163,5186.0
Rush County,Kansas,20,165,3184.0
Russell County,Kansas,20,167,6988.0
Saline County,Kansas,20,169,55735.0
Scott County,Kansas,20,171,4928.0
Sedgwick County,Kansas,20,173,506529.0
Seward County,Kansas,20,175,23274.0
Shawnee County,Kansas,20,177,178792.0
Sheridan County,Kansas,20,179,2531.0
Sherman County,Kansas,20,181,6054.0
Smith County,Kansas,20,183,3740.0
Stafford County,Kansas,20,185,4320.0
Stanton County,Kansas,20,187,2149.0
Stevens County,Kansas,20,189,5772.0
Sumner County,Kansas,20,191,23638.0
Thomas County,Kansas,20,193,7925.0
Trego County,Kansas,20,195,2951.0
Wabaunsee County,Kansas,20,197,6997.0
Wallace County,Kansas,20,199,1595.0
Washington County,Kansas,20,201,5686.0
Wichita County,Kansas,20,203,2204.0
Wilson County,Kansas,20,205,9061.0
Woodson County,Kansas,20,207,3211.0
Wyandotte County,Kansas,20,209,160806.0
Adair County,Kentucky,21,001,18852.0
Allen County,Kentucky,21,003,20355.0
Anderson County,Kentucky,21,005,21761.0
Ballard County,Kentucky,21,007,8256.0
Barren County,Kentucky,21,009,42925.0
Bath County,Kentucky,21,011,11978.0
Bell County,Kentucky,21,013,27950.0
Boone County,Kentucky,21,015,124617.0
Bourbon County,Kentucky,21,017,20013.0
Boyd County,Kentucky,21,019,48917.0
Boyle County,Kentucky,21,021,29388.0
Bracken County,Kentucky,21,023,8425.0
Breathitt County,Kentucky,21,025,13591.0
Breckinridge County,Kentucky,21,027,20061.0
Bullitt County,Kentucky,21,029,76961.0
Butler County,Kentucky,21,031,12835.0
Caldwell County,Kentucky,21,033,12826.0
Calloway County,Kentucky,21,035,38106.0
Campbell County,Kentucky,21,037,91475.0
Carlisle County,Kentucky,21,039,4984.0
Carroll County,Kentucky,21,041,10830.0
Carter County,Kentucky,21,043,27326.0
Casey County,Kentucky,21,045,15954.0
Christian County,Kentucky,21,047,74159.0
Clark County,Kentucky,21,049,35657.0
Clay County,Kentucky,21,051,21300.0
Clinton County,Kentucky,21,053,10188.0
Crittenden County,Kentucky,21,055,9222.0
Cumberland County,Kentucky,21,057,6807.0
Daviess County,Kentucky,21,059,98173.0
Edmonson County,Kentucky,21,061,12105.0
Elliott County,Kentucky,21,063,7725.0
Estill County,Kentucky,21,065,14476.0
Fayette County,Kentucky,21,067,308306.0
Fleming County,Kentucky,21,069,14544.0
Floyd County,Kentucky,21,071,38649.0
Franklin County,Kentucky,21,073,49778.0
Fulton County,Kentucky,21,075,6422.0
Gallatin County,Kentucky,21,077,8567.0
Garrard County,Kentucky,21,079,16976.0
Grant County,Kentucky,21,081,24670.0
Graves County,Kentucky,21,083,37502.0
Grayson County,Kentucky,21,085,26001.0
Green County,Kentucky,21,087,11149.0
Greenup County,Kentucky,21,089,36477.0
Hancock County,Kentucky,21,091,8669.0
Hardin County,Kentucky,21,093,107529.0
Harlan County,Kentucky,21,095,28400.0
Harrison County,Kentucky,21,097,18648.0
Hart County,Kentucky,21,099,18441.0
Henderson County,Kentucky,21,101,46396.0
Henry County,Kentucky,21,103,15455.0
Hickman County,Kentucky,21,105,4720.0
Hopkins County,Kentucky,21,107,46518.0
Jackson County,Kentucky,21,109,13357.0
Jefferson County,Kentucky,21,111,755809.0
Jessamine County,Kentucky,21,113,50328.0
Johnson County,Kentucky,21,115,23350.0
Kenton County,Kentucky,21,117,163007.0
Knott County,Kentucky,21,119,16000.0
Knox County,Kentucky,21,121,31809.0
Larue County,Kentucky,21,123,14149.0
Laurel County,Kentucky,21,125,59751.0
Lawrence County,Kentucky,21,127,15821.0
Lee County,Kentucky,21,129,7119.0
Leslie County,Kentucky,21,131,10997.0
Letcher County,Kentucky,21,133,23671.0
Lewis County,Kentucky,21,135,13790.0
Lincoln County,Kentucky,21,137,24498.0
Livingston County,Kentucky,21,139,9394.0
Logan County,Kentucky,21,141,26851.0
Lyon County,Kentucky,21,143,8402.0
McCracken County,Kentucky,21,145,65408.0
McCreary County,Kentucky,21,147,18001.0
McLean County,Kentucky,21,149,9500.0
Madison County,Kentucky,21,151,85838.0
Magoffin County,Kentucky,21,153,12979.0
Marion County,Kentucky,21,155,19717.0
Marshall County,Kentucky,21,157,31181.0
Martin County,Kentucky,21,159,12631.0
Mason County,Kentucky,21,161,17296.0
Meade County,Kentucky,21,163,29098.0
Menifee County,Kentucky,21,165,6343.0
Mercer County,Kentucky,21,167,21342.0
Metcalfe County,Kentucky,21,169,9985.0
Monroe County,Kentucky,21,171,10765.0
Montgomery County,Kentucky,21,173,27167.0
Morgan County,Kentucky,21,175,13428.0
Muhlenberg County,Kentucky,21,177,31309.0
Nelson County,Kentucky,21,179,44564.0
Nicholas County,Kentucky,21,181,7075.0
Ohio County,Kentucky,21,183,24065.0
Oldham County,Kentucky,21,185,63037.0
Owen County,Kentucky,21,187,10711.0
Owsley County,Kentucky,21,189,4616.0
Pendleton County,Kentucky,21,191,14514.0
Perry County,Kentucky,21,193,28041.0
Pike County,Kentucky,21,195,63434.0
Powell County,Kentucky,21,197,12447.0
Pulaski County,Kentucky,21,199,63635.0
Robertson County,Kentucky,21,201,2208.0
Rockcastle County,Kentucky,21,203,16942.0
Rowan County,Kentucky,21,205,23608.0
Russell County,Kentucky,21,207,17669.0
Scott County,Kentucky,21,209,50178.0
Shelby County,Kentucky,21,211,44290.0
Simpson County,Kentucky,21,213,17704.0
Spencer County,Kentucky,21,215,17577.0
Taylor County,Kentucky,21,217,24993.0
Todd County,Kentucky,21,219,12524.0
Trigg County,Kentucky,21,221,14250.0
Trimble County,Kentucky,21,223,8783.0
Union County,Kentucky,21,225,15138.0
Warren County,Kentucky,21,227,118950.0
Washington County,Kentucky,21,229,11910.0
Wayne County,Kentucky,21,231,20655.0
Webster County,Kentucky,21,233,13357.0
Whitley County,Kentucky,21,235,35794.0
Wolfe County,Kentucky,21,237,7261.0
Woodford County,Kentucky,21,239,25317.0
Acadia Parish,Louisiana,22,001,62163.0
Allen Parish,Louisiana,22,003,25653.0
Ascension Parish,Louisiana,22,005,114738.0
Assumption Parish,Louisiana,22,007,23057.0
Avoyelles Parish,Louisiana,22,009,41389.0
Beauregard Parish,Louisiana,22,011,36259.0
Bienville Parish,Louisiana,22,013,13977.0
Bossier Parish,Louisiana,22,015,123403.0
Caddo Parish,Louisiana,22,017,254742.0
Calcasieu Parish,Louisiana,22,019,195887.0
Caldwell Parish,Louisiana,22,021,9990.0
Cameron Parish,Louisiana,22,023,6706.0
Catahoula Parish,Louisiana,22,025,10247.0
Claiborne Parish,Louisiana,22,027,16639.0
Concordia Parish,Louisiana,22,029,20449.0
De Soto Parish,Louisiana,22,031,26965.0
East Baton Rouge Parish,Louisiana,22,033,444690.0
East Carroll Parish,Louisiana,22,035,7501.0
East Feliciana Parish,Louisiana,22,037,19855.0
Evangeline Parish,Louisiana,22,039,33768.0
Franklin Parish,Louisiana,22,041,20550.0
Grant Parish,Louisiana,22,043,22362.0
Iberia Parish,Louisiana,22,045,73938.0
Iberville Parish,Louisiana,22,047,33229.0
Jackson Parish,Louisiana,22,049,16109.0
Jefferson Parish,Louisiana,22,051,435092.0
Jefferson Davis Parish,Louisiana,22,053,31434.0
Lafayette Parish,Louisiana,22,055,231811.0
Lafourche Parish,Louisiana,22,057,97474.0
LaSalle Parish,Louisiana,22,059,14899.0
Lincoln Parish,Louisiana,22,061,47349.0
Livingston Parish,Louisiana,22,063,133949.0
Madison Parish,Louisiana,22,065,11873.0
Morehouse Parish,Louisiana,22,067,27012.0
Natchitoches Parish,Louisiana,22,069,39330.0
Orleans Parish,Louisiana,22,071,376738.0
Ouachita Parish,Louisiana,22,073,155769.0
Plaquemines Parish,Louisiana,22,075,23599.0
Pointe Coupee Parish,Louisiana,22,077,22498.0
Rapides Parish,Louisiana,22,079,132225.0
Red River Parish,Louisiana,22,081,8838.0
Richland Parish,Louisiana,22,083,20777.0
Sabine Parish,Louisiana,22,085,24248.0
Saint Bernard Parish,Louisiana,22,087,42858.0
Saint Charles Parish,Louisiana,22,089,52639.0
Saint Helena Parish,Louisiana,22,091,10818.0
Saint James Parish,Louisiana,22,093,21650.0
Saint John the Baptist Parish,Louisiana,22,095,44161.0
Saint Landry Parish,Louisiana,22,097,83613.0
Saint Martin Parish,Louisiana,22,099,53126.0
Saint Mary Parish,Louisiana,22,101,53441.0
Saint Tammany Parish,Louisiana,22,103,242960.0
Tangipahoa Parish,Louisiana,22,105,125486.0
Tensas Parish,Louisiana,22,107,4893.0
Terrebonne Parish,Louisiana,22,109,112742.0
Union Parish,Louisiana,22,111,22533.0
Vermilion Parish,Louisiana,22,113,59110.0
Vernon Parish,Louisiana,22,115,52476.0
Washington Parish,Louisiana,22,117,46556.0
Webster Parish,Louisiana,22,119,40617.0
West Baton Rouge Parish,Louisiana,22,121,24669.0
West Carroll Parish,Louisiana,22,123,11454.0
West Feliciana Parish,Louisiana,22,125,15415.0
Winn Parish,Louisiana,22,127,14855.0
Androscoggin County,Maine,23,001,107393.0
Aroostook County,Maine,23,003,70005.0
Cumberland County,Maine,23,005,286119.0
Franklin County,Maine,23,007,30402.0
Hancock County,Maine,23,009,54658.0
Kennebec County,Maine,23,011,121112.0
Knox County,Maine,23,013,39723.0
Lincoln County,Maine,23,015,34156.0
Oxford County,Maine,23,017,57421.0
Penobscot County,Maine,23,019,153437.0
Piscataquis County,Maine,23,021,17156.0
Sagadahoc County,Maine,23,023,35092.0
Somerset County,Maine,23,025,51577.0
Waldo County,Maine,23,027,38976.0
Washington County,Maine,23,029,32191.0
York County,Maine,23,031,199682.0
Allegany County,Maryland,24,001,73549.0
Anne Arundel County,Maryland,24,003,555280.0
Baltimore County,Maryland,24,005,822959.0
Calvert County,Maryland,24,009,90114.0
Caroline County,Maryland,24,011,32661.0
Carroll County,Maryland,24,013,167444.0
Cecil County,Maryland,24,015,101960.0
Charles County,Maryland,24,017,152754.0
Dorchester County,Maryland,24,019,32534.0
Frederick County,Maryland,24,021,241373.0
Garrett County,Maryland,24,023,29813.0
Harford County,Maryland,24,025,248966.0
Howard County,Maryland,24,027,304115.0
Kent County,Maryland,24,029,19923.0
Queen Anne's County,Maryland,24,035,48600.0
Saint Mary's County,Maryland,24,037,109614.0
Somerset County,Maryland,24,039,25980.0
Talbot County,Maryland,24,041,37799.0
Washington County,Maryland,24,043,149270.0
Wicomico County,Maryland,24,045,101182.0
Worcester County,Maryland,24,047,51519.0
Baltimore City,Maryland,24,510,622454.0
Montgomery County,Maryland,24,031,1017859.0
Prince George's County,Maryland,24,033,892816.0
Barnstable County,Massachusetts,25,001,214766.0
Berkshire County,Massachusetts,25,003,129288.0
Bristol County,Massachusetts,25,005,552763.0
Dukes County,Massachusetts,25,007,17048.0
Essex County,Massachusetts,25,009,763849.0
Franklin County,Massachusetts,25,011,71144.0
Hampden County,Massachusetts,25,013,468041.0
Hampshire County,Massachusetts,25,015,160759.0
Middlesex County,Massachusetts,25,017,1556116.0
Nantucket County,Massachusetts,25,019,10556.0
Norfolk County,Massachusetts,25,021,687721.0
Plymouth County,Massachusetts,25,023,503681.0
Suffolk County,Massachusetts,25,025,758919.0
Worcester County,Massachusetts,25,027,810935.0
Alcona County,Michigan,26,001,10550.0
Alger County,Michigan,26,003,9476.0
Allegan County,Michigan,26,005,112837.0
Alpena County,Michigan,26,007,29068.0
Antrim County,Michigan,26,009,23267.0
Arenac County,Michigan,26,011,15424.0
Baraga County,Michigan,26,013,8690.0
Barry County,Michigan,26,015,59147.0
Bay County,Michigan,26,017,106698.0
Benzie County,Michigan,26,019,17437.0
Berrien County,Michigan,26,021,155565.0
Branch County,Michigan,26,023,43706.0
Calhoun County,Michigan,26,025,134790.0
Cass County,Michigan,26,027,51952.0
Charlevoix County,Michigan,26,029,26134.0
Cheboygan County,Michigan,26,031,25690.0
Chippewa County,Michigan,26,033,38586.0
Clare County,Michigan,26,035,30710.0
Clinton County,Michigan,26,037,76905.0
Crawford County,Michigan,26,039,13895.0
Delta County,Michigan,26,041,36712.0
Dickinson County,Michigan,26,043,26012.0
Eaton County,Michigan,26,045,108341.0
Emmet County,Michigan,26,047,33018.0
Genesee County,Michigan,26,049,415874.0
Gladwin County,Michigan,26,051,25501.0
Gogebic County,Michigan,26,053,15824.0
Grand Traverse County,Michigan,26,055,89907.0
Gratiot County,Michigan,26,057,41878.0
Hillsdale County,Michigan,26,059,46178.0
Houghton County,Michigan,26,061,36660.0
Huron County,Michigan,26,063,32290.0
Ingham County,Michigan,26,065,283491.0
Ionia County,Michigan,26,067,64064.0
Iosco County,Michigan,26,069,25401.0
Iron County,Michigan,26,071,11507.0
Isabella County,Michigan,26,073,70669.0
Jackson County,Michigan,26,075,159759.0
Kalamazoo County,Michigan,26,077,256752.0
Kalkaska County,Michigan,26,079,17230.0
Kent County,Michigan,26,081,622590.0
Keweenaw County,Michigan,26,083,2198.0
Lake County,Michigan,26,085,11426.0
Lapeer County,Michigan,26,087,88235.0
Leelanau County,Michigan,26,089,21772.0
Lenawee County,Michigan,26,091,98902.0
Livingston County,Michigan,26,093,184591.0
Luce County,Michigan,26,095,6477.0
Mackinac County,Michigan,26,097,11044.0
Macomb County,Michigan,26,099,854689.0
Manistee County,Michigan,26,101,24536.0
Marquette County,Michigan,26,103,67582.0
Mason County,Michigan,26,105,28711.0
Mecosta County,Michigan,26,107,43301.0
Menominee County,Michigan,26,109,23717.0
Midland County,Michigan,26,111,83624.0
Missaukee County,Michigan,26,113,14988.0
Monroe County,Michigan,26,115,150436.0
Montcalm County,Michigan,26,117,63004.0
Montmorency County,Michigan,26,119,9401.0
Muskegon County,Michigan,26,121,171483.0
Newaygo County,Michigan,26,123,48029.0
Oakland County,Michigan,26,125,1229503.0
Oceana County,Michigan,26,127,26229.0
Ogemaw County,Michigan,26,129,21222.0
Ontonagon County,Michigan,26,131,6298.0
Osceola County,Michigan,26,133,23234.0
Oscoda County,Michigan,26,135,8444.0
Otsego County,Michigan,26,137,24141.0
Ottawa County,Michigan,26,139,273136.0
Presque Isle County,Michigan,26,141,13037.0
Roscommon County,Michigan,26,143,24068.0
Saginaw County,Michigan,26,145,196479.0
Saint Clair County,Michigan,26,147,160429.0
Saint Joseph County,Michigan,26,149,61022.0
Sanilac County,Michigan,26,151,42014.0
Schoolcraft County,Michigan,26,153,8288.0
Shiawassee County,Michigan,26,155,69113.0
Tuscola County,Michigan,26,157,54420.0
Van Buren County,Michigan,26,159,75351.0
Washtenaw County,Michigan,26,161,354092.0
Wayne County,Michigan,26,163,1778969.0
Wexford County,Michigan,26,165,32751.0
Aitkin County,Minnesota,27,001,15839.0
Anoka County,Minnesota,27,003,338764.0
Becker County,Minnesota,27,005,33138.0
Beltrami County,Minnesota,27,007,45434.0
Benton County,Minnesota,27,009,39221.0
Big Stone County,Minnesota,27,011,5134.0
Blue Earth County,Minnesota,27,013,65125.0
Brown County,Minnesota,27,015,25391.0
Carlton County,Minnesota,27,017,35443.0
Carver County,Minnesota,27,019,95715.0
Cass County,Minnesota,27,021,28519.0
Chippewa County,Minnesota,27,023,12154.0
Chisago County,Minnesota,27,025,53834.0
Clay County,Minnesota,27,027,60879.0
Clearwater County,Minnesota,27,029,8752.0
Cook County,Minnesota,27,031,5194.0
Cottonwood County,Minnesota,27,033,11632.0
Crow Wing County,Minnesota,27,035,63048.0
Dakota County,Minnesota,27,037,408456.0
Dodge County,Minnesota,27,039,20290.0
Douglas County,Minnesota,27,041,36620.0
Faribault County,Minnesota,27,043,14230.0
Fillmore County,Minnesota,27,045,20843.0
Freeborn County,Minnesota,27,047,30897.0
Goodhue County,Minnesota,27,049,46377.0
Grant County,Minnesota,27,051,5961.0
Hennepin County,Minnesota,27,053,1197776.0
Houston County,Minnesota,27,055,18812.0
Hubbard County,Minnesota,27,057,20574.0
Isanti County,Minnesota,27,059,38296.0
Itasca County,Minnesota,27,061,45354.0
Jackson County,Minnesota,27,063,10211.0
Kanabec County,Minnesota,27,065,16003.0
Kandiyohi County,Minnesota,27,067,42444.0
Kittson County,Minnesota,27,069,4480.0
Koochiching County,Minnesota,27,071,13054.0
Lac qui Parle County,Minnesota,27,073,7023.0
Lake County,Minnesota,27,075,10750.0
Lake of the Woods County,Minnesota,27,077,3949.0
Le Sueur County,Minnesota,27,079,27707.0
Lincoln County,Minnesota,27,081,5808.0
Lyon County,Minnesota,27,083,25699.0
McLeod County,Minnesota,27,085,36046.0
Mahnomen County,Minnesota,27,087,5496.0
Marshall County,Minnesota,27,089,9453.0
Martin County,Minnesota,27,091,20350.0
Meeker County,Minnesota,27,093,23129.0
Mille Lacs County,Minnesota,27,095,25809.0
Morrison County,Minnesota,27,097,32962.0
Mower County,Minnesota,27,099,39227.0
Murray County,Minnesota,27,101,8529.0
Nicollet County,Minnesota,27,103,33086.0
Nobles County,Minnesota,27,105,21687.0
Norman County,Minnesota,27,107,6692.0
