County,State,State_FIPS,County_FIPS,white_population
Benton County,Indiana,18,007,8482.0
Blackford County,Indiana,18,009,11901.0
Boone County,Indiana,18,011,59037.0
Brown County,Indiana,18,013,14537.0
Carroll County,Indiana,18,015,19264.0
Cass County,Indiana,18,017,31845.0
Clark County,Indiana,18,019,101423.0
Clay County,Indiana,18,021,25694.0
Clinton County,Indiana,18,023,30811.0
Crawford County,Indiana,18,025,10309.0
Daviess County,Indiana,18,027,31215.0
Dearborn County,Indiana,18,029,48140.0
Decatur County,Indiana,18,031,25436.0
DeKalb County,Indiana,18,033,41354.0
Delaware County,Indiana,18,035,102569.0
Dubois County,Indiana,18,037,39941.0
Elkhart County,Indiana,18,039,177691.0
Fayette County,Indiana,18,041,22538.0
Floyd County,Indiana,18,043,69030.0
Fountain County,Indiana,18,045,16223.0
Franklin County,Indiana,18,047,22600.0
Fulton County,Indiana,18,049,19184.0
Gibson County,Indiana,18,051,31920.0
Grant County,Indiana,18,053,59505.0
Greene County,Indiana,18,055,31737.0
Hamilton County,Indiana,18,057,270595.0
Hancock County,Indiana,18,059,69182.0
Harrison County,Indiana,18,061,38168.0
Hendricks County,Indiana,18,063,139497.0
Henry County,Indiana,18,065,46212.0
Howard County,Indiana,18,067,72414.0
Huntington County,Indiana,18,069,35247.0
Jackson County,Indiana,18,071,40264.0
Jasper County,Indiana,18,073,31764.0
Jay County,Indiana,18,075,20584.0
Jefferson County,Indiana,18,077,30784.0
Jennings County,Indiana,18,079,27040.0
Johnson County,Indiana,18,081,137508.0
Knox County,Indiana,18,083,35557.0
Kosciusko County,Indiana,18,085,73942.0
LaGrange County,Indiana,18,087,37883.0
Lake County,Indiana,18,089,302770.0
LaPorte County,Indiana,18,091,92156.0
Lawrence County,Indiana,18,093,44113.0
Madison County,Indiana,18,095,113988.0
Marion County,Indiana,18,097,588969.0
Marshall County,Indiana,18,099,43191.0
Martin County,Indiana,18,101,9966.0
Miami County,Indiana,18,103,32758.0
Monroe County,Indiana,18,105,124980.0
Montgomery County,Indiana,18,107,36742.0
Morgan County,Indiana,18,109,67705.0
Newton County,Indiana,18,111,13437.0
Noble County,Indiana,18,113,46033.0
Ohio County,Indiana,18,115,5747.0
Orange County,Indiana,18,117,18965.0
Owen County,Indiana,18,119,20391.0
Parke County,Indiana,18,121,16357.0
Perry County,Indiana,18,123,18173.0
Pike County,Indiana,18,125,12120.0
Porter County,Indiana,18,127,153279.0
Posey County,Indiana,18,129,24809.0
Pulaski County,Indiana,18,131,12243.0
Putnam County,Indiana,18,133,35200.0
Randolph County,Indiana,18,135,24303.0
Ripley County,Indiana,18,137,27567.0
Rush County,Indiana,18,139,16297.0
Saint Joseph County,Indiana,18,141,212328.0
Scott County,Indiana,18,143,23142.0
Shelby County,Indiana,18,145,41859.0
Spencer County,Indiana,18,147,19938.0
Starke County,Indiana,18,149,22167.0
Steuben County,Indiana,18,151,33515.0
Sullivan County,Indiana,18,153,19497.0
Switzerland County,Indiana,18,155,10257.0
Tippecanoe County,Indiana,18,157,154732.0
Tipton County,Indiana,18,159,14701.0
Union County,Indiana,18,161,6925.0
Vanderburgh County,Indiana,18,163,155761.0
Vermillion County,Indiana,18,165,15321.0
Vigo County,Indiana,18,167,94177.0
Wabash County,Indiana,18,169,30493.0
Warren County,Indiana,18,171,8100.0
Warrick County,Indiana,18,173,57941.0
Washington County,Indiana,18,175,27306.0
Wayne County,Indiana,18,177,60305.0
Wells County,Indiana,18,179,26887.0
White County,Indiana,18,181,22329.0
Whitley County,Indiana,18,183,32330.0
Adair County,Iowa,19,001,7045.0
Adams County,Iowa,19,003,3686.0
Allamakee County,Iowa,19,005,13493.0
Appanoose County,Iowa,19,007,12222.0
Audubon County,Iowa,19,009,5559.0
Benton County,Iowa,19,011,25070.0
Black Hawk County,Iowa,19,013,112631.0
Boone County,Iowa,19,015,25493.0
Bremer County,Iowa,19,017,23770.0
Buchanan County,Iowa,19,019,20619.0
Buena Vista County,Iowa,19,021,15899.0
Butler County,Iowa,19,023,14488.0
Calhoun County,Iowa,19,025,9417.0
Carroll County,Iowa,19,027,19846.0
Cass County,Iowa,19,029,12985.0
Cedar County,Iowa,19,031,17821.0
Cerro Gordo County,Iowa,19,033,40743.0
Cherokee County,Iowa,19,035,11257.0
Chickasaw County,Iowa,19,037,11908.0
Clarke County,Iowa,19,039,8734.0
Clay County,Iowa,19,041,15733.0
Clayton County,Iowa,19,043,17320.0
Clinton County,Iowa,19,045,44594.0
Crawford County,Iowa,19,047,15166.0
Dallas County,Iowa,19,049,73860.0
Davis County,Iowa,19,051,8658.0
Decatur County,Iowa,19,053,7733.0
Delaware County,Iowa,19,055,17003.0
Des Moines County,Iowa,19,057,36099.0
Dickinson County,Iowa,19,059,16535.0
Dubuque County,Iowa,19,061,90019.0
Emmet County,Iowa,19,063,9288.0
Fayette County,Iowa,19,065,19250.0
Floyd County,Iowa,19,067,15036.0
Franklin County,Iowa,19,069,9546.0
Fremont County,Iowa,19,071,6716.0
Greene County,Iowa,19,073,8840.0
Grundy County,Iowa,19,075,12138.0
Guthrie County,Iowa,19,077,10386.0
Hamilton County,Iowa,19,079,14262.0
Hancock County,Iowa,19,081,10609.0
Hardin County,Iowa,19,083,16454.0
Harrison County,Iowa,19,085,13850.0
Henry County,Iowa,19,087,18275.0
Howard County,Iowa,19,089,9152.0
Humboldt County,Iowa,19,091,9352.0
Ida County,Iowa,19,093,6794.0
Iowa County,Iowa,19,095,15847.0
Jackson County,Iowa,19,097,18803.0
Jasper County,Iowa,19,099,35171.0
Jefferson County,Iowa,19,101,14939.0
Johnson County,Iowa,19,103,119818.0
Jones County,Iowa,19,105,19616.0
Keokuk County,Iowa,19,107,10033.0
Kossuth County,Iowa,19,109,14748.0
Lee County,Iowa,19,111,32551.0
Linn County,Iowa,19,113,195466.0
Louisa County,Iowa,19,115,10289.0
Lucas County,Iowa,19,117,8535.0
Lyon County,Iowa,19,119,11398.0
Madison County,Iowa,19,121,15321.0
Mahaska County,Iowa,19,123,21256.0
Marion County,Iowa,19,125,31710.0
Marshall County,Iowa,19,127,34069.0
Mills County,Iowa,19,129,14433.0
Mitchell County,Iowa,19,131,10438.0
Monona County,Iowa,19,133,8494.0
Monroe County,Iowa,19,135,7614.0
Montgomery County,Iowa,19,137,9756.0
Muscatine County,Iowa,19,139,39055.0
O'Brien County,Iowa,19,141,13191.0
Osceola County,Iowa,19,143,5819.0
Page County,Iowa,19,145,14454.0
Palo Alto County,Iowa,19,147,8780.0
Plymouth County,Iowa,19,149,23897.0
Pocahontas County,Iowa,19,151,6707.0
Polk County,Iowa,19,153,395365.0
Pottawattamie County,Iowa,19,155,87106.0
Poweshiek County,Iowa,19,157,17381.0
Ringgold County,Iowa,19,159,4842.0
Sac County,Iowa,19,161,9694.0
Scott County,Iowa,19,163,147392.0
Shelby County,Iowa,19,165,11288.0
Sioux County,Iowa,19,167,32377.0
Story County,Iowa,19,169,83487.0
Tama County,Iowa,19,171,15198.0
Taylor County,Iowa,19,173,5941.0
Union County,Iowa,19,175,12119.0
Van Buren County,Iowa,19,177,7155.0
Wapello County,Iowa,19,179,31131.0
Warren County,Iowa,19,181,46926.0
Washington County,Iowa,19,183,21363.0
Wayne County,Iowa,19,185,6213.0
Webster County,Iowa,19,187,33959.0
Winnebago County,Iowa,19,189,10046.0
Winneshiek County,Iowa,19,191,19944.0
Woodbury County,Iowa,19,193,88402.0
Worth County,Iowa,19,195,7274.0
Wright County,Iowa,19,197,12032.0
Allen County,Kansas,20,001,11938.0
Anderson County,Kansas,20,003,7498.0
Atchison County,Kansas,20,005,14922.0
Barber County,Kansas,20,007,4684.0
Barton County,Kansas,20,009,25091.0
Bourbon County,Kansas,20,011,13687.0
Brown County,Kansas,20,013,8350.0
Butler County,Kansas,20,015,61854.0
Chase County,Kansas,20,017,2524.0
Chautauqua County,Kansas,20,019,3084.0
Cherokee County,Kansas,20,021,18566.0
Cheyenne County,Kansas,20,023,2504.0
Clark County,Kansas,20,025,1958.0
Clay County,Kansas,20,027,7932.0
Cloud County,Kansas,20,029,8731.0
Coffey County,Kansas,20,031,7986.0
Comanche County,Kansas,20,033,1721.0
Cowley County,Kansas,20,035,31510.0
Crawford County,Kansas,20,037,35822.0
Decatur County,Kansas,20,039,2798.0
Dickinson County,Kansas,20,041,18107.0
Doniphan County,Kansas,20,043,7174.0
Douglas County,Kansas,20,045,97758.0
Edwards County,Kansas,20,047,2777.0
Elk County,Kansas,20,049,2414.0
Ellis County,Kansas,20,051,27354.0
Ellsworth County,Kansas,20,053,5664.0
Finney County,Kansas,20,055,28429.0
Ford County,Kansas,20,057,30893.0
Franklin County,Kansas,20,059,23769.0
Geary County,Kansas,20,061,24965.0
Gove County,Kansas,20,063,2553.0
Graham County,Kansas,20,065,2347.0
Grant County,Kansas,20,067,6449.0
Gray County,Kansas,20,069,5922.0
Greeley County,Kansas,20,071,1066.0
Greenwood County,Kansas,20,073,5940.0
Hamilton County,Kansas,20,075,2261.0
Harper County,Kansas,20,077,5537.0
Harvey County,Kansas,20,079,32441.0
Haskell County,Kansas,20,081,3611.0
Hodgeman County,Kansas,20,083,1793.0
Jackson County,Kansas,20,085,11583.0
Jefferson County,Kansas,20,087,18069.0
Jewell County,Kansas,20,089,2888.0
Johnson County,Kansas,20,091,500737.0
Kearny County,Kansas,20,093,3400.0
Kingman County,Kansas,20,095,7334.0
Kiowa County,Kansas,20,097,2384.0
Labette County,Kansas,20,099,18279.0
Lane County,Kansas,20,101,1649.0
Leavenworth County,Kansas,20,103,65828.0
Lincoln County,Kansas,20,105,3080.0
Linn County,Kansas,20,107,9227.0
Logan County,Kansas,20,109,2670.0
Lyon County,Kansas,20,111,29484.0
McPherson County,Kansas,20,113,27306.0
Marion County,Kansas,20,115,11547.0
Marshall County,Kansas,20,117,9547.0
Meade County,Kansas,20,119,3750.0
Miami County,Kansas,20,121,31562.0
Mitchell County,Kansas,20,123,6067.0
Montgomery County,Kansas,20,125,28487.0
Morris County,Kansas,20,127,5376.0
Morton County,Kansas,20,129,2658.0
Nemaha County,Kansas,20,131,9804.0
Neosho County,Kansas,20,133,15341.0
Ness County,Kansas,20,135,2939.0
Norton County,Kansas,20,137,5064.0
Osage County,Kansas,20,139,15295.0
Osborne County,Kansas,20,141,3548.0
Ottawa County,Kansas,20,143,5727.0
Pawnee County,Kansas,20,145,6093.0
Phillips County,Kansas,20,147,5282.0
Pottawatomie County,Kansas,20,149,21859.0
Pratt County,Kansas,20,151,9421.0
Rawlins County,Kansas,20,153,2433.0
Reno County,Kansas,20,155,58394.0
Republic County,Kansas,20,157,4601.0
Rice County,Kansas,20,159,9055.0
Riley County,Kansas,20,161,62321.0
Rooks County,Kansas,20,163,4973.0
Rush County,Kansas,20,165,3020.0
Russell County,Kansas,20,167,6665.0
Saline County,Kansas,20,169,48233.0
Scott County,Kansas,20,171,4713.0
Sedgwick County,Kansas,20,173,403703.0
Seward County,Kansas,20,175,13862.0
Shawnee County,Kansas,20,177,147861.0
Sheridan County,Kansas,20,179,2435.0
Sherman County,Kansas,20,181,5522.0
Smith County,Kansas,20,183,3564.0
Stafford County,Kansas,20,185,4067.0
Stanton County,Kansas,20,187,1774.0
Stevens County,Kansas,20,189,5078.0
Sumner County,Kansas,20,191,22042.0
Thomas County,Kansas,20,193,7381.0
Trego County,Kansas,20,195,2768.0
Wabaunsee County,Kansas,20,197,6638.0
Wallace County,Kansas,20,199,1540.0
Washington County,Kansas,20,201,5386.0
Wichita County,Kansas,20,203,1948.0
Wilson County,Kansas,20,205,8363.0
Woodson County,Kansas,20,207,2979.0
Wyandotte County,Kansas,20,209,98530.0
Adair County,Kentucky,21,001,18257.0
Allen County,Kentucky,21,003,19832.0
Anderson County,Kentucky,21,005,20998.0
Ballard County,Kentucky,21,007,7630.0
Barren County,Kentucky,21,009,40417.0
Bath County,Kentucky,21,011,11718.0
Bell County,Kentucky,21,013,26016.0
Boone County,Kentucky,21,015,116641.0
Bourbon County,Kentucky,21,017,18092.0
Boyd County,Kentucky,21,019,45761.0
Boyle County,Kentucky,21,021,26300.0
Bracken County,Kentucky,21,023,8091.0
Breathitt County,Kentucky,21,025,12941.0
Breckinridge County,Kentucky,21,027,19112.0
Bullitt County,Kentucky,21,029,75716.0
Butler County,Kentucky,21,031,12334.0
Caldwell County,Kentucky,21,033,11765.0
Calloway County,Kentucky,21,035,35266.0
Campbell County,Kentucky,21,037,86091.0
Carlisle County,Kentucky,21,039,4697.0
Carroll County,Kentucky,21,041,9701.0
Carter County,Kentucky,21,043,26740.0
Casey County,Kentucky,21,045,15398.0
Christian County,Kentucky,21,047,51958.0
Clark County,Kentucky,21,049,33150.0
Clay County,Kentucky,21,051,19535.0
Clinton County,Kentucky,21,053,9936.0
Crittenden County,Kentucky,21,055,8896.0
Cumberland County,Kentucky,21,057,6276.0
Daviess County,Kentucky,21,059,90620.0
Edmonson County,Kentucky,21,061,11565.0
Elliott County,Kentucky,21,063,7246.0
Estill County,Kentucky,21,065,14055.0
Fayette County,Kentucky,21,067,238248.0
Fleming County,Kentucky,21,069,13975.0
Floyd County,Kentucky,21,071,36608.0
Franklin County,Kentucky,21,073,41340.0
Fulton County,Kentucky,21,075,4460.0
Gallatin County,Kentucky,21,077,8144.0
Garrard County,Kentucky,21,079,16568.0
Grant County,Kentucky,21,081,23531.0
Graves County,Kentucky,21,083,33726.0
Grayson County,Kentucky,21,085,25165.0
Green County,Kentucky,21,087,10491.0
Greenup County,Kentucky,21,089,34914.0
Hancock County,Kentucky,21,091,8408.0
Hardin County,Kentucky,21,093,85878.0
Harlan County,Kentucky,21,095,26291.0
Harrison County,Kentucky,21,097,17710.0
Hart County,Kentucky,21,099,17255.0
Henderson County,Kentucky,21,101,40907.0
Henry County,Kentucky,21,103,14572.0
Hickman County,Kentucky,21,105,4058.0
Hopkins County,Kentucky,21,107,41400.0
Jackson County,Kentucky,21,109,13283.0
Jefferson County,Kentucky,21,111,552798.0
Jessamine County,Kentucky,21,113,47493.0
Johnson County,Kentucky,21,115,22501.0
Kenton County,Kentucky,21,117,148291.0
Knott County,Kentucky,21,119,15368.0
Knox County,Kentucky,21,121,30478.0
Larue County,Kentucky,21,123,13074.0
Laurel County,Kentucky,21,125,58146.0
Lawrence County,Kentucky,21,127,15491.0
Lee County,Kentucky,21,129,6537.0
Leslie County,Kentucky,21,131,10410.0
Letcher County,Kentucky,21,133,22600.0
Lewis County,Kentucky,21,135,13279.0
Lincoln County,Kentucky,21,137,23163.0
Livingston County,Kentucky,21,139,9044.0
Logan County,Kentucky,21,141,24294.0
Lyon County,Kentucky,21,143,7590.0
McCracken County,Kentucky,21,145,55686.0
McCreary County,Kentucky,21,147,16098.0
McLean County,Kentucky,21,149,9123.0
Madison County,Kentucky,21,151,80999.0
Magoffin County,Kentucky,21,153,12776.0
Marion County,Kentucky,21,155,17242.0
Marshall County,Kentucky,21,157,30482.0
Martin County,Kentucky,21,159,11397.0
Mason County,Kentucky,21,161,15473.0
Meade County,Kentucky,21,163,26198.0
Menifee County,Kentucky,21,165,6294.0
Mercer County,Kentucky,21,167,19752.0
Metcalfe County,Kentucky,21,169,9622.0
Monroe County,Kentucky,21,171,10201.0
Montgomery County,Kentucky,21,173,26023.0
Morgan County,Kentucky,21,175,12488.0
Muhlenberg County,Kentucky,21,177,28845.0
Nelson County,Kentucky,21,179,41383.0
Nicholas County,Kentucky,21,181,6821.0
Ohio County,Kentucky,21,183,23162.0
Oldham County,Kentucky,21,185,58856.0
Owen County,Kentucky,21,187,10241.0
Owsley County,Kentucky,21,189,4261.0
Pendleton County,Kentucky,21,191,14113.0
Perry County,Kentucky,21,193,26303.0
Pike County,Kentucky,21,195,60038.0
Powell County,Kentucky,21,197,11937.0
Pulaski County,Kentucky,21,199,61416.0
Robertson County,Kentucky,21,201,2093.0
Rockcastle County,Kentucky,21,203,16521.0
Rowan County,Kentucky,21,205,23478.0
Russell County,Kentucky,21,207,16875.0
Scott County,Kentucky,21,209,46166.0
Shelby County,Kentucky,21,211,39978.0
Simpson County,Kentucky,21,213,15330.0
Spencer County,Kentucky,21,215,17321.0
Taylor County,Kentucky,21,217,23267.0
Todd County,Kentucky,21,219,10745.0
Trigg County,Kentucky,21,221,12898.0
Trimble County,Kentucky,21,223,8460.0
Union County,Kentucky,21,225,12491.0
Warren County,Kentucky,21,227,101530.0
Washington County,Kentucky,21,229,10708.0
Wayne County,Kentucky,21,231,19830.0
Webster County,Kentucky,21,233,11955.0
Whitley County,Kentucky,21,235,34890.0
Wolfe County,Kentucky,21,237,7140.0
Woodford County,Kentucky,21,239,23454.0
Acadia Parish,Louisiana,22,001,49346.0
Allen Parish,Louisiana,22,003,18865.0
Ascension Parish,Louisiana,22,005,87674.0
Assumption Parish,Louisiana,22,007,15487.0
Avoyelles Parish,Louisiana,22,009,27382.0
Beauregard Parish,Louisiana,22,011,30377.0
Bienville Parish,Louisiana,22,013,7693.0
Bossier Parish,Louisiana,22,015,90976.0
Caddo Parish,Louisiana,22,017,117457.0
Calcasieu Parish,Louisiana,22,019,139831.0
Caldwell Parish,Louisiana,22,021,8187.0
Cameron Parish,Louisiana,22,023,6494.0
Catahoula Parish,Louisiana,22,025,6672.0
Claiborne Parish,Louisiana,22,027,7504.0
Concordia Parish,Louisiana,22,029,11654.0
De Soto Parish,Louisiana,22,031,16252.0
East Baton Rouge Parish,Louisiana,22,033,212859.0
East Carroll Parish,Louisiana,22,035,2033.0
East Feliciana Parish,Louisiana,22,037,10508.0
Evangeline Parish,Louisiana,22,039,22942.0
Franklin Parish,Louisiana,22,041,13344.0
Grant Parish,Louisiana,22,043,17587.0
Iberia Parish,Louisiana,22,045,45077.0
Iberville Parish,Louisiana,22,047,16392.0
Jackson Parish,Louisiana,22,049,10862.0
Jefferson Parish,Louisiana,22,051,276284.0
Jefferson Davis Parish,Louisiana,22,053,25229.0
Lafayette Parish,Louisiana,22,055,166189.0
Lafourche Parish,Louisiana,22,057,77388.0
LaSalle Parish,Louisiana,22,059,12672.0
Lincoln Parish,Louisiana,22,061,25588.0
Livingston Parish,Louisiana,22,063,124798.0
Madison Parish,Louisiana,22,065,4143.0
Morehouse Parish,Louisiana,22,067,13094.0
Natchitoches Parish,Louisiana,22,069,21094.0
Orleans Parish,Louisiana,22,071,132202.0
Ouachita Parish,Louisiana,22,073,93733.0
Plaquemines Parish,Louisiana,22,075,16090.0
Pointe Coupee Parish,Louisiana,22,077,13677.0
Rapides Parish,Louisiana,22,079,84271.0
Red River Parish,Louisiana,22,081,5025.0
Richland Parish,Louisiana,22,083,12740.0
Sabine Parish,Louisiana,22,085,16938.0
Saint Bernard Parish,Louisiana,22,087,31488.0
Saint Charles Parish,Louisiana,22,089,36851.0
Saint Helena Parish,Louisiana,22,091,4632.0
Saint James Parish,Louisiana,22,093,10420.0
Saint John the Baptist Parish,Louisiana,22,095,17716.0
Saint Landry Parish,Louisiana,22,097,46962.0
Saint Martin Parish,Louisiana,22,099,35372.0
Saint Mary Parish,Louisiana,22,101,31960.0
Saint Tammany Parish,Louisiana,22,103,207710.0
Tangipahoa Parish,Louisiana,22,105,86555.0
Tensas Parish,Louisiana,22,107,2096.0
Terrebonne Parish,Louisiana,22,109,80237.0
Union Parish,Louisiana,22,111,16189.0
Vermilion Parish,Louisiana,22,113,48554.0
Vernon Parish,Louisiana,22,115,39538.0
Washington Parish,Louisiana,22,117,31184.0
Webster Parish,Louisiana,22,119,25448.0
West Baton Rouge Parish,Louisiana,22,121,14975.0
West Carroll Parish,Louisiana,22,123,9116.0
West Feliciana Parish,Louisiana,22,125,8203.0
Winn Parish,Louisiana,22,127,9783.0
Androscoggin County,Maine,23,001,98722.0
Aroostook County,Maine,23,003,65491.0
Cumberland County,Maine,23,005,266351.0
Franklin County,Maine,23,007,29151.0
Hancock County,Maine,23,009,52313.0
Kennebec County,Maine,23,011,116339.0
Knox County,Maine,23,013,38328.0
Lincoln County,Maine,23,015,33065.0
Oxford County,Maine,23,017,55180.0
Penobscot County,Maine,23,019,144494.0
Piscataquis County,Maine,23,021,16329.0
Sagadahoc County,Maine,23,023,33614.0
Somerset County,Maine,23,025,49348.0
Waldo County,Maine,23,027,37931.0
Washington County,Maine,23,029,29037.0
York County,Maine,23,031,193225.0
Allegany County,Maryland,24,001,64164.0
Anne Arundel County,Maryland,24,003,417111.0
Baltimore County,Maryland,24,005,514340.0
Calvert County,Maryland,24,009,73885.0
Caroline County,Maryland,24,011,26338.0
Carroll County,Maryland,24,013,154304.0
Cecil County,Maryland,24,015,90422.0
Charles County,Maryland,24,017,72951.0
Dorchester County,Maryland,24,019,21345.0
Frederick County,Maryland,24,021,199955.0
Garrett County,Maryland,24,023,28689.0
Harford County,Maryland,24,025,198611.0
Howard County,Maryland,24,027,183406.0
Kent County,Maryland,24,029,16175.0
Queen Anne's County,Maryland,24,035,43799.0
Saint Mary's County,Maryland,24,037,87485.0
Somerset County,Maryland,24,039,13703.0
Talbot County,Maryland,24,041,31137.0
Washington County,Maryland,24,043,124033.0
Wicomico County,Maryland,24,045,69062.0
Worcester County,Maryland,24,047,42634.0
Baltimore City,Maryland,24,510,187725.0
Montgomery County,Maryland,24,031,563929.0
Prince George's County,Maryland,24,033,170009.0
Barnstable County,Massachusetts,25,001,197187.0
Berkshire County,Massachusetts,25,003,116402.0
Bristol County,Massachusetts,25,005,475322.0
Dukes County,Massachusetts,25,007,15224.0
Essex County,Massachusetts,25,009,625697.0
Franklin County,Massachusetts,25,011,66356.0
Hampden County,Massachusetts,25,013,377092.0
Hampshire County,Massachusetts,25,015,142018.0
Middlesex County,Massachusetts,25,017,1233520.0
Nantucket County,Massachusetts,25,019,8793.0
Norfolk County,Massachusetts,25,021,551177.0
Plymouth County,Massachusetts,25,023,427383.0
Suffolk County,Massachusetts,25,025,431286.0
Worcester County,Massachusetts,25,027,690916.0
Alcona County,Michigan,26,001,10119.0
Alger County,Michigan,26,003,7882.0
Allegan County,Michigan,26,005,107713.0
Alpena County,Michigan,26,007,27816.0
Antrim County,Michigan,26,009,22215.0
Arenac County,Michigan,26,011,14665.0
Baraga County,Michigan,26,013,6307.0
Barry County,Michigan,26,015,57362.0
Bay County,Michigan,26,017,99587.0
Benzie County,Michigan,26,019,16741.0
Berrien County,Michigan,26,021,121542.0
Branch County,Michigan,26,023,40880.0
Calhoun County,Michigan,26,025,110351.0
Cass County,Michigan,26,027,45641.0
Charlevoix County,Michigan,26,029,24873.0
Cheboygan County,Michigan,26,031,23731.0
Chippewa County,Michigan,26,033,27057.0
Clare County,Michigan,26,035,29496.0
Clinton County,Michigan,26,037,72481.0
Crawford County,Michigan,26,039,13274.0
Delta County,Michigan,26,041,34166.0
Dickinson County,Michigan,26,043,24811.0
Eaton County,Michigan,26,045,94216.0
Emmet County,Michigan,26,047,30480.0
Genesee County,Michigan,26,049,307679.0
Gladwin County,Michigan,26,051,24648.0
Gogebic County,Michigan,26,053,14075.0
Grand Traverse County,Michigan,26,055,86419.0
Gratiot County,Michigan,26,057,37711.0
Hillsdale County,Michigan,26,059,44512.0
Houghton County,Michigan,26,061,33948.0
Huron County,Michigan,26,063,30903.0
Ingham County,Michigan,26,065,214632.0
Ionia County,Michigan,26,067,58653.0
Iosco County,Michigan,26,069,24328.0
Iron County,Michigan,26,071,10822.0
Isabella County,Michigan,26,073,62422.0
Jackson County,Michigan,26,075,139047.0
Kalamazoo County,Michigan,26,077,211533.0
Kalkaska County,Michigan,26,079,16690.0
Kent County,Michigan,26,081,511125.0
Keweenaw County,Michigan,26,083,2093.0
Lake County,Michigan,26,085,10137.0
Lapeer County,Michigan,26,087,84327.0
Leelanau County,Michigan,26,089,20030.0
Lenawee County,Michigan,26,091,91353.0
Livingston County,Michigan,26,093,180154.0
Luce County,Michigan,26,095,5098.0
Mackinac County,Michigan,26,097,8090.0
Macomb County,Michigan,26,099,709260.0
Manistee County,Michigan,26,101,22343.0
Marquette County,Michigan,26,103,62655.0
Mason County,Michigan,26,105,27500.0
Mecosta County,Michigan,26,107,40256.0
Menominee County,Michigan,26,109,22067.0
Midland County,Michigan,26,111,78044.0
Missaukee County,Michigan,26,113,14470.0
Monroe County,Michigan,26,115,141412.0
Montcalm County,Michigan,26,117,59497.0
Montmorency County,Michigan,26,119,9005.0
Muskegon County,Michigan,26,121,139308.0
Newaygo County,Michigan,26,123,44583.0
Oakland County,Michigan,26,125,939218.0
Oceana County,Michigan,26,127,24923.0
Ogemaw County,Michigan,26,129,20252.0
Ontonagon County,Michigan,26,131,5818.0
Osceola County,Michigan,26,133,22376.0
Oscoda County,Michigan,26,135,8019.0
Otsego County,Michigan,26,137,23261.0
Ottawa County,Michigan,26,139,252213.0
Presque Isle County,Michigan,26,141,12426.0
Roscommon County,Michigan,26,143,23182.0
Saginaw County,Michigan,26,145,145477.0
Saint Clair County,Michigan,26,147,149488.0
Saint Joseph County,Michigan,26,149,55338.0
Sanilac County,Michigan,26,151,40179.0
Schoolcraft County,Michigan,26,153,7042.0
Shiawassee County,Michigan,26,155,66409.0
Tuscola County,Michigan,26,157,51718.0
Van Buren County,Michigan,26,159,64989.0
Washtenaw County,Michigan,26,161,267225.0
Wayne County,Michigan,26,163,937802.0
Wexford County,Michigan,26,165,31609.0
Aitkin County,Minnesota,27,001,15062.0
Anoka County,Minnesota,27,003,291758.0
Becker County,Minnesota,27,005,29436.0
Beltrami County,Minnesota,27,007,33693.0
Benton County,Minnesota,27,009,36741.0
Big Stone County,Minnesota,27,011,5003.0
Blue Earth County,Minnesota,27,013,60187.0
Brown County,Minnesota,27,015,24233.0
Carlton County,Minnesota,27,017,31641.0
Carver County,Minnesota,27,019,91640.0
Cass County,Minnesota,27,021,24385.0
Chippewa County,Minnesota,27,023,11153.0
Chisago County,Minnesota,27,025,51825.0
Clay County,Minnesota,27,027,56814.0
Clearwater County,Minnesota,27,029,7617.0
Cook County,Minnesota,27,031,4587.0
Cottonwood County,Minnesota,27,033,10304.0
Crow Wing County,Minnesota,27,035,60984.0
Dakota County,Minnesota,27,037,344459.0
Dodge County,Minnesota,27,039,19706.0
Douglas County,Minnesota,27,041,35839.0
Faribault County,Minnesota,27,043,13585.0
Fillmore County,Minnesota,27,045,20434.0
Freeborn County,Minnesota,27,047,28851.0
Goodhue County,Minnesota,27,049,43621.0
Grant County,Minnesota,27,051,5772.0
Hennepin County,Minnesota,27,053,894712.0
Houston County,Minnesota,27,055,18166.0
Hubbard County,Minnesota,27,057,19493.0
Isanti County,Minnesota,27,059,36870.0
Itasca County,Minnesota,27,061,42065.0
Jackson County,Minnesota,27,063,9619.0
Kanabec County,Minnesota,27,065,15372.0
Kandiyohi County,Minnesota,27,067,37521.0
Kittson County,Minnesota,27,069,4290.0
Koochiching County,Minnesota,27,071,11956.0
Lac qui Parle County,Minnesota,27,073,6616.0
Lake County,Minnesota,27,075,10242.0
Lake of the Woods County,Minnesota,27,077,3592.0
Le Sueur County,Minnesota,27,079,26720.0
Lincoln County,Minnesota,27,081,5591.0
Lyon County,Minnesota,27,083,22719.0
McLeod County,Minnesota,27,085,34129.0
Mahnomen County,Minnesota,27,087,2562.0
Marshall County,Minnesota,27,089,9119.0
Martin County,Minnesota,27,091,19492.0
Meeker County,Minnesota,27,093,22485.0
Mille Lacs County,Minnesota,27,095,23261.0
Morrison County,Minnesota,27,097,31868.0
Mower County,Minnesota,27,099,35570.0
Murray County,Minnesota,27,101,8134.0
Nicollet County,Minnesota,27,103,31090.0
Nobles County,Minnesota,27,105,17069.0
Norman County,Minnesota,27,107,6136.0
Olmsted County,Minnesota,27,109,128436.0
Otter Tail County,Minnesota,27,111,55043.0
Pennington County,Minnesota,27,113,13339.0
Pine County,Minnesota,27,115,26555.0
