County,State,State_FIPS,County_FIPS,asian_population
North Slope Borough,Alaska,02,185,3150.0
Sitka City and Borough,Alaska,02,220,5744.0
Southeast Fairbanks Census Area,Alaska,02,240,5444.0
Valdez-Cordova Census Area,Alaska,02,261,7023.0
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,890.0
Aleutians East Borough,Alaska,02,013,630.0
Aleutians West Census Area,Alaska,02,016,1763.0
Dillingham Census Area,Alaska,02,070,893.0
Lake and Peninsula Borough,Alaska,02,164,300.0
Denali Borough,Alaska,02,068,1817.0
Yukon-Koyukuk Census Area,Alaska,02,290,1250.0
Hoonah-Angoon Census Area,Alaska,02,105,1070.0
Skagway Municipality,Alaska,02,230,815.0
Yakutat City and Borough,Alaska,02,282,290.0
Ketchikan Gateway Borough,Alaska,02,130,9264.0
Petersburg Borough,Alaska,02,195,2391.0
Prince of Wales-Hyder Census Area,Alaska,02,198,2941.0
Wrangell City and Borough,Alaska,02,275,1621.0
Apache County,Arizona,04,001,16307.0
Cochise County,Arizona,04,003,106136.0
Coconino County,Arizona,04,005,87335.0
Gila County,Arizona,04,007,41812.0
Graham County,Arizona,04,009,29600.0
Greenlee County,Arizona,04,011,8333.0
Maricopa County,Arizona,04,013,3214001.0
Mohave County,Arizona,04,015,182395.0
Navajo County,Arizona,04,017,51614.0
Pima County,Arizona,04,019,775748.0
Pinal County,Arizona,04,021,317989.0
Santa Cruz County,Arizona,04,023,39587.0
Yavapai County,Arizona,04,025,201048.0
La Paz County,Arizona,04,012,15274.0
Yuma County,Arizona,04,027,147979.0
Arkansas County,Arkansas,05,001,13483.0
Ashley County,Arkansas,05,003,15049.0
Baxter County,Arkansas,05,005,39668.0
Benton County,Arkansas,05,007,216485.0
Boone County,Arkansas,05,009,36003.0
Bradley County,Arkansas,05,011,6833.0
Calhoun County,Arkansas,05,013,3992.0
Carroll County,Arkansas,05,015,25856.0
Chicot County,Arkansas,05,017,4778.0
Clark County,Arkansas,05,019,16387.0
Clay County,Arkansas,05,021,14632.0
Cleburne County,Arkansas,05,023,24850.0
Cleveland County,Arkansas,05,025,7299.0
Columbia County,Arkansas,05,027,14506.0
Conway County,Arkansas,05,029,17959.0
Craighead County,Arkansas,05,031,83094.0
Crawford County,Arkansas,05,033,55876.0
Crittenden County,Arkansas,05,035,22338.0
Cross County,Arkansas,05,037,12940.0
Dallas County,Arkansas,05,039,4256.0
Desha County,Arkansas,05,041,5993.0
Drew County,Arkansas,05,043,12728.0
Faulkner County,Arkansas,05,045,100659.0
Franklin County,Arkansas,05,047,16789.0
Fulton County,Arkansas,05,049,11760.0
Garland County,Arkansas,05,051,83060.0
Grant County,Arkansas,05,053,16935.0
Greene County,Arkansas,05,055,41969.0
Hempstead County,Arkansas,05,057,13986.0
Hot Spring County,Arkansas,05,059,28677.0
Howard County,Arkansas,05,061,9094.0
Independence County,Arkansas,05,063,34268.0
Izard County,Arkansas,05,065,13044.0
Jackson County,Arkansas,05,067,13874.0
Jefferson County,Arkansas,05,069,29613.0
Johnson County,Arkansas,05,071,24004.0
Lafayette County,Arkansas,05,073,4291.0
Lawrence County,Arkansas,05,075,16436.0
Lee County,Arkansas,05,077,4090.0
Lincoln County,Arkansas,05,079,9275.0
Little River County,Arkansas,05,081,9285.0
Logan County,Arkansas,05,083,20421.0
Lonoke County,Arkansas,05,085,63610.0
Madison County,Arkansas,05,087,14951.0
Marion County,Arkansas,05,089,15848.0
Miller County,Arkansas,05,091,31082.0
Mississippi County,Arkansas,05,093,27013.0
Monroe County,Arkansas,05,095,4226.0
Montgomery County,Arkansas,05,097,8434.0
Nevada County,Arkansas,05,099,5547.0
Newton County,Arkansas,05,101,7631.0
Ouachita County,Arkansas,05,103,14168.0
Perry County,Arkansas,05,105,9547.0
Phillips County,Arkansas,05,107,7245.0
Pike County,Arkansas,05,109,9816.0
Poinsett County,Arkansas,05,111,21558.0
Polk County,Arkansas,05,113,18788.0
Pope County,Arkansas,05,115,57527.0
Prairie County,Arkansas,05,117,7103.0
Pulaski County,Arkansas,05,119,226711.0
Randolph County,Arkansas,05,121,16981.0
Saint Francis County,Arkansas,05,123,11497.0
Saline County,Arkansas,05,125,104154.0
Scott County,Arkansas,05,127,9590.0
Searcy County,Arkansas,05,129,7489.0
Sebastian County,Arkansas,05,131,101395.0
Sevier County,Arkansas,05,133,11237.0
Sharp County,Arkansas,05,135,16294.0
Stone County,Arkansas,05,137,12080.0
Union County,Arkansas,05,139,26064.0
Van Buren County,Arkansas,05,141,16151.0
Washington County,Arkansas,05,143,172215.0
White County,Arkansas,05,145,72140.0
Woodruff County,Arkansas,05,147,4801.0
Yell County,Arkansas,05,149,17708.0
Alameda County,California,06,001,703973.0
Alpine County,California,06,003,857.0
Amador County,California,06,005,32039.0
Butte County,California,06,007,186105.0
Calaveras County,California,06,009,41304.0
Colusa County,California,06,011,18721.0
Contra Costa County,California,06,013,661857.0
Del Norte County,California,06,015,21485.0
El Dorado County,California,06,017,159165.0
Fresno County,California,06,019,593119.0
Glenn County,California,06,021,23493.0
Humboldt County,California,06,023,109778.0
Imperial County,California,06,025,124349.0
Inyo County,California,06,027,15003.0
Kern County,California,06,029,647832.0
Kings County,California,06,031,100728.0
Lake County,California,06,033,50491.0
Lassen County,California,06,035,25461.0
Los Angeles County,California,06,037,5283457.0
Madera County,California,06,039,121146.0
Marin County,California,06,041,204928.0
Mariposa County,California,06,043,15542.0
Mendocino County,California,06,045,72347.0
Merced County,California,06,047,155239.0
Modoc County,California,06,049,8151.0
Mono County,California,06,051,11917.0
Monterey County,California,06,053,300610.0
Napa County,California,06,055,103119.0
Nevada County,California,06,057,90973.0
Orange County,California,06,059,1974749.0
Placer County,California,06,061,308414.0
Plumas County,California,06,063,16800.0
Riverside County,California,06,065,1470294.0
Sacramento County,California,06,067,876485.0
San Benito County,California,06,069,48662.0
San Bernardino County,California,06,071,1306582.0
San Diego County,California,06,073,2310046.0
San Francisco County,California,06,075,409355.0
San Joaquin County,California,06,077,403016.0
San Luis Obispo County,California,06,079,238145.0
San Mateo County,California,06,081,404461.0
Santa Barbara County,California,06,083,325664.0
Santa Clara County,California,06,085,883775.0
Santa Cruz County,California,06,087,214929.0
Shasta County,California,06,089,155944.0
Sierra County,California,06,091,2809.0
Siskiyou County,California,06,093,37355.0
Solano County,California,06,095,227173.0
Sonoma County,California,06,097,378638.0
Stanislaus County,California,06,099,396063.0
Sutter County,California,06,101,67721.0
Tehama County,California,06,103,54530.0
Trinity County,California,06,105,11373.0
Tulare County,California,06,107,363181.0
Tuolumne County,California,06,109,47618.0
Ventura County,California,06,111,669728.0
Yolo County,California,06,113,140668.0
Yuba County,California,06,115,53217.0
Alamosa County,Colorado,08,003,14264.0
Archuleta County,Colorado,08,007,10585.0
Baca County,Colorado,08,009,3492.0
Bent County,Colorado,08,011,5025.0
Chaffee County,Colorado,08,015,17739.0
Cheyenne County,Colorado,08,017,1989.0
Clear Creek County,Colorado,08,019,8710.0
Conejos County,Colorado,08,021,7518.0
Costilla County,Colorado,08,023,3345.0
Crowley County,Colorado,08,025,4668.0
Custer County,Colorado,08,027,4069.0
Delta County,Colorado,08,029,28515.0
Dolores County,Colorado,08,033,1737.0
Douglas County,Colorado,08,035,283589.0
Eagle County,Colorado,08,037,46821.0
Elbert County,Colorado,08,039,22950.0
El Paso County,Colorado,08,041,533391.0
Fremont County,Colorado,08,043,42017.0
Garfield County,Colorado,08,045,49860.0
Gilpin County,Colorado,08,047,5196.0
Grand County,Colorado,08,049,13375.0
Gunnison County,Colorado,08,051,15199.0
Huerfano County,Colorado,08,055,6114.0
Jackson County,Colorado,08,057,1202.0
Kiowa County,Colorado,08,061,1401.0
Kit Carson County,Colorado,08,063,7538.0
Lake County,Colorado,08,065,6391.0
La Plata County,Colorado,08,067,47916.0
Larimer County,Colorado,08,069,296021.0
Las Animas County,Colorado,08,071,12067.0
Lincoln County,Colorado,08,073,4811.0
Logan County,Colorado,08,075,20116.0
Mesa County,Colorado,08,077,138828.0
Moffat County,Colorado,08,081,12349.0
Montezuma County,Colorado,08,083,21582.0
Montrose County,Colorado,08,085,37916.0
Morgan County,Colorado,08,087,25655.0
Otero County,Colorado,08,089,16686.0
Ouray County,Colorado,08,091,4554.0
Park County,Colorado,08,093,15663.0
Phillips County,Colorado,08,095,4142.0
Pitkin County,Colorado,08,097,16197.0
Prowers County,Colorado,08,099,11537.0
Pueblo County,Colorado,08,101,126695.0
Rio Blanco County,Colorado,08,103,6429.0
Rio Grande County,Colorado,08,105,10602.0
Routt County,Colorado,08,107,22726.0
Saguache County,Colorado,08,109,5641.0
San Miguel County,Colorado,08,113,7427.0
Sedgwick County,Colorado,08,115,2167.0
Summit County,Colorado,08,117,25825.0
Teller County,Colorado,08,119,22235.0
Washington County,Colorado,08,121,4633.0
Yuma County,Colorado,08,125,9621.0
Adams County,Colorado,08,001,397314.0
Arapahoe County,Colorado,08,005,447507.0
Boulder County,Colorado,08,013,278048.0
Broomfield County,Colorado,08,014,54028.0
Denver County,Colorado,08,031,510441.0
Jefferson County,Colorado,08,059,507544.0
Weld County,Colorado,08,123,243393.0
Fairfield County,Connecticut,09,001,694622.0
Hartford County,Connecticut,09,003,648438.0
Litchfield County,Connecticut,09,005,172643.0
Middlesex County,Connecticut,09,007,146228.0
New Haven County,Connecticut,09,009,644385.0
New London County,Connecticut,09,011,221407.0
Tolland County,Connecticut,09,013,135217.0
Windham County,Connecticut,09,015,105140.0
Kent County,Delaware,10,001,114958.0
New Castle County,Delaware,10,003,359253.0
Sussex County,Delaware,10,005,172791.0
Alachua County,Florida,12,001,178684.0
Baker County,Florida,12,003,22833.0
Bay County,Florida,12,005,146493.0
Bradford County,Florida,12,007,21033.0
Brevard County,Florida,12,009,466147.0
Broward County,Florida,12,011,1153566.0
Calhoun County,Florida,12,013,11720.0
Charlotte County,Florida,12,015,152785.0
Citrus County,Florida,12,017,131042.0
Clay County,Florida,12,019,163638.0
Collier County,Florida,12,021,306114.0
Columbia County,Florida,12,023,52704.0
Miami-Dade County,Florida,12,086,2015422.0
DeSoto County,Florida,12,027,29041.0
Dixie County,Florida,12,029,14097.0
Duval County,Florida,12,031,551020.0
Escambia County,Florida,12,033,212494.0
Flagler County,Florida,12,035,84152.0
Franklin County,Florida,12,037,9618.0
Gadsden County,Florida,12,039,18865.0
Gilchrist County,Florida,12,041,15650.0
Glades County,Florida,12,043,10740.0
Gulf County,Florida,12,045,12390.0
Hamilton County,Florida,12,047,8618.0
Hardee County,Florida,12,049,22458.0
Hendry County,Florida,12,051,29226.0
Hernando County,Florida,12,053,158419.0
Highlands County,Florida,12,055,81606.0
Hillsborough County,Florida,12,057,940105.0
Holmes County,Florida,12,059,17310.0
Indian River County,Florida,12,061,124489.0
Jackson County,Florida,12,063,33766.0
Jefferson County,Florida,12,065,8589.0
Lafayette County,Florida,12,067,6963.0
Lake County,Florida,12,069,265082.0
Lee County,Florida,12,071,578220.0
Leon County,Florida,12,073,176962.0
Levy County,Florida,12,075,34829.0
Liberty County,Florida,12,077,6394.0
Madison County,Florida,12,079,10754.0
Manatee County,Florida,12,081,302459.0
Marion County,Florida,12,083,278342.0
Martin County,Florida,12,085,133754.0
Monroe County,Florida,12,087,68621.0
Nassau County,Florida,12,089,69760.0
Okaloosa County,Florida,12,091,154416.0
Okeechobee County,Florida,12,093,34256.0
Orange County,Florida,12,095,807479.0
Osceola County,Florida,12,097,234781.0
Palm Beach County,Florida,12,099,1042509.0
Pasco County,Florida,12,101,431979.0
Pinellas County,Florida,12,103,774949.0
Polk County,Florida,12,105,500894.0
Putnam County,Florida,12,107,56974.0
Saint Johns County,Florida,12,109,194915.0
Saint Lucie County,Florida,12,111,216152.0
Santa Rosa County,Florida,12,113,140972.0
Sarasota County,Florida,12,115,363082.0
Seminole County,Florida,12,117,350590.0
Sumter County,Florida,12,119,100709.0
Suwannee County,Florida,12,121,36214.0
Taylor County,Florida,12,123,16837.0
Union County,Florida,12,125,11232.0
Volusia County,Florida,12,127,425913.0
Wakulla County,Florida,12,129,25709.0
Walton County,Florida,12,131,53493.0
Washington County,Florida,12,133,19719.0
Appling County,Georgia,13,001,14194.0
Atkinson County,Georgia,13,003,5910.0
Bacon County,Georgia,13,005,8860.0
Baker County,Georgia,13,007,1782.0
Baldwin County,Georgia,13,009,24874.0
Banks County,Georgia,13,011,17147.0
Barrow County,Georgia,13,013,58575.0
Bartow County,Georgia,13,015,85010.0
Ben Hill County,Georgia,13,017,10427.0
Berrien County,Georgia,13,019,16000.0
Bibb County,Georgia,13,021,64747.0
Bleckley County,Georgia,13,023,8914.0
Brantley County,Georgia,13,025,17390.0
Brooks County,Georgia,13,027,9355.0
Bryan County,Georgia,13,029,26736.0
Bulloch County,Georgia,13,031,48299.0
Burke County,Georgia,13,033,10961.0
Butts County,Georgia,13,035,16273.0
Calhoun County,Georgia,13,037,2192.0
Camden County,Georgia,13,039,38815.0
Candler County,Georgia,13,043,7408.0
Carroll County,Georgia,13,045,85742.0
Catoosa County,Georgia,13,047,61190.0
Charlton County,Georgia,13,049,8691.0
Chatham County,Georgia,13,051,150695.0
Chattahoochee County,Georgia,13,053,8309.0
Chattooga County,Georgia,13,055,21724.0
Cherokee County,Georgia,13,057,200053.0
Clarke County,Georgia,13,059,77967.0
Clay County,Georgia,13,061,900.0
Clayton County,Georgia,13,063,52955.0
Clinch County,Georgia,13,065,4570.0
Cobb County,Georgia,13,067,441994.0
Coffee County,Georgia,13,069,28964.0
Colquitt County,Georgia,13,071,30679.0
Columbia County,Georgia,13,073,105145.0
Cook County,Georgia,13,075,11852.0
Coweta County,Georgia,13,077,103978.0
Crawford County,Georgia,13,079,9250.0
Crisp County,Georgia,13,081,12384.0
Dade County,Georgia,13,083,15568.0
Dawson County,Georgia,13,085,21843.0
Decatur County,Georgia,13,087,14349.0
DeKalb County,Georgia,13,089,252162.0
Dodge County,Georgia,13,091,14019.0
Dooly County,Georgia,13,093,6224.0
Dougherty County,Georgia,13,095,25715.0
Douglas County,Georgia,13,097,68460.0
Early County,Georgia,13,099,4915.0
Echols County,Georgia,13,101,3119.0
Effingham County,Georgia,13,103,46166.0
Elbert County,Georgia,13,105,12933.0
Emanuel County,Georgia,13,107,13871.0
Evans County,Georgia,13,109,6388.0
Fannin County,Georgia,13,111,23336.0
Fayette County,Georgia,13,113,76936.0
Floyd County,Georgia,13,115,73768.0
Forsyth County,Georgia,13,117,171379.0
Franklin County,Georgia,13,119,19082.0
Fulton County,Georgia,13,121,450929.0
Gilmer County,Georgia,13,123,26184.0
Glascock County,Georgia,13,125,2701.0
Glynn County,Georgia,13,127,55315.0
Gordon County,Georgia,13,129,50346.0
Grady County,Georgia,13,131,16546.0
Greene County,Georgia,13,133,9882.0
Gwinnett County,Georgia,13,135,451951.0
Habersham County,Georgia,13,137,38118.0
Hall County,Georgia,13,139,158201.0
Hancock County,Georgia,13,141,2128.0
Haralson County,Georgia,13,143,26354.0
Harris County,Georgia,13,145,26115.0
Hart County,Georgia,13,147,19731.0
Heard County,Georgia,13,149,9899.0
Henry County,Georgia,13,151,110858.0
Houston County,Georgia,13,153,92425.0
Irwin County,Georgia,13,155,6458.0
Jackson County,Georgia,13,157,54589.0
Jasper County,Georgia,13,159,10258.0
Jeff Davis County,Georgia,13,161,11663.0
Jefferson County,Georgia,13,163,7000.0
Jenkins County,Georgia,13,165,5653.0
Johnson County,Georgia,13,167,6267.0
Jones County,Georgia,13,169,20963.0
Lamar County,Georgia,13,171,11996.0
Lanier County,Georgia,13,173,7640.0
Laurens County,Georgia,13,175,29096.0
Lee County,Georgia,13,177,21842.0
Liberty County,Georgia,13,179,29913.0
Lincoln County,Georgia,13,181,5134.0
Long County,Georgia,13,183,11180.0
Lowndes County,Georgia,13,185,66019.0
Lumpkin County,Georgia,13,187,29407.0
McDuffie County,Georgia,13,189,11926.0
McIntosh County,Georgia,13,191,8612.0
Macon County,Georgia,13,193,4822.0
Madison County,Georgia,13,195,24028.0
Marion County,Georgia,13,197,5129.0
Meriwether County,Georgia,13,199,12066.0
Miller County,Georgia,13,201,4064.0
Mitchell County,Georgia,13,205,11212.0
Monroe County,Georgia,13,207,19801.0
Montgomery County,Georgia,13,209,6222.0
Morgan County,Georgia,13,211,13309.0
Murray County,Georgia,13,213,38067.0
Muscogee County,Georgia,13,215,90769.0
Newton County,Georgia,13,217,54902.0
Oconee County,Georgia,13,219,31250.0
Oglethorpe County,Georgia,13,221,11598.0
Paulding County,Georgia,13,223,115242.0
Peach County,Georgia,13,225,12933.0
Pickens County,Georgia,13,227,28732.0
Pierce County,Georgia,13,229,16442.0
Pike County,Georgia,13,231,15693.0
Polk County,Georgia,13,233,31671.0
Pulaski County,Georgia,13,235,7230.0
Putnam County,Georgia,13,237,14377.0
Quitman County,Georgia,13,239,1031.0
Rabun County,Georgia,13,241,15051.0
Randolph County,Georgia,13,243,2566.0
Richmond County,Georgia,13,245,77645.0
Rockdale County,Georgia,13,247,38222.0
Schley County,Georgia,13,249,3600.0
Screven County,Georgia,13,251,7901.0
Seminole County,Georgia,13,253,5428.0
Spalding County,Georgia,13,255,40309.0
Stephens County,Georgia,13,257,21550.0
Stewart County,Georgia,13,259,1689.0
Sumter County,Georgia,13,261,13095.0
Talbot County,Georgia,13,263,2672.0
Taliaferro County,Georgia,13,265,668.0
Tattnall County,Georgia,13,267,15347.0
Taylor County,Georgia,13,269,4866.0
Telfair County,Georgia,13,271,9482.0
Terrell County,Georgia,13,273,3339.0
Thomas County,Georgia,13,275,27206.0
Tift County,Georgia,13,277,26005.0
Toombs County,Georgia,13,279,17466.0
Towns County,Georgia,13,281,10595.0
Treutlen County,Georgia,13,283,4590.0
Troup County,Georgia,13,285,41555.0
Turner County,Georgia,13,287,4559.0
Twiggs County,Georgia,13,289,4638.0
Union County,Georgia,13,291,21373.0
Upson County,Georgia,13,293,18496.0
Walker County,Georgia,13,295,63051.0
Walton County,Georgia,13,297,69320.0
Ware County,Georgia,13,299,23492.0
Warren County,Georgia,13,301,2067.0
Washington County,Georgia,13,303,9346.0
Wayne County,Georgia,13,305,22401.0
Webster County,Georgia,13,307,1319.0
Wheeler County,Georgia,13,309,4579.0
White County,Georgia,13,311,26542.0
Whitfield County,Georgia,13,313,91573.0
Wilcox County,Georgia,13,315,5517.0
Wilkes County,Georgia,13,317,5250.0
Wilkinson County,Georgia,13,319,5515.0
Worth County,Georgia,13,321,14471.0
Hawaii County,Hawaii,15,001,64255.0
Honolulu County,Hawaii,15,003,208830.0
Kauai County,Hawaii,15,007,23222.0
Kalawao County,Hawaii,15,005,29.0
Maui County,Hawaii,15,009,57307.0
Ada County,Idaho,16,001,388813.0
Adams County,Idaho,16,003,3711.0
Bannock County,Idaho,16,005,75560.0
Bear Lake County,Idaho,16,007,5685.0
Benewah County,Idaho,16,009,7884.0
Bingham County,Idaho,16,011,38511.0
Blaine County,Idaho,16,013,19717.0
Boise County,Idaho,16,015,6531.0
Bonner County,Idaho,16,017,39482.0
Bonneville County,Idaho,16,019,97758.0
Boundary County,Idaho,16,021,10445.0
Butte County,Idaho,16,023,2537.0
Camas County,Idaho,16,025,927.0
Canyon County,Idaho,16,027,180258.0
Caribou County,Idaho,16,029,6545.0
Cassia County,Idaho,16,031,21994.0
Clearwater County,Idaho,16,035,8021.0
Custer County,Idaho,16,037,4105.0
Elmore County,Idaho,16,039,22093.0
Franklin County,Idaho,16,041,12581.0
Fremont County,Idaho,16,043,12086.0
Gem County,Idaho,16,045,15803.0
Gooding County,Idaho,16,047,13397.0
Idaho County,Idaho,16,049,15172.0
Jefferson County,Idaho,16,051,24844.0
Jerome County,Idaho,16,053,20819.0
Kootenai County,Idaho,16,055,139060.0
Latah County,Idaho,16,057,35797.0
Lemhi County,Idaho,16,059,7390.0
Lewis County,Idaho,16,061,3391.0
Lincoln County,Idaho,16,063,4786.0
Madison County,Idaho,16,065,36048.0
Minidoka County,Idaho,16,067,18358.0
Nez Perce County,Idaho,16,069,35950.0
Oneida County,Idaho,16,071,4155.0
Owyhee County,Idaho,16,073,9677.0
Payette County,Idaho,16,075,20919.0
Power County,Idaho,16,077,6143.0
Shoshone County,Idaho,16,079,11886.0
Teton County,Idaho,16,081,9575.0
Twin Falls County,Idaho,16,083,74926.0
Valley County,Idaho,16,085,9781.0
Washington County,Idaho,16,087,9141.0
Adams County,Illinois,17,001,62268.0
Alexander County,Illinois,17,003,4365.0
Bond County,Illinois,17,005,15560.0
Boone County,Illinois,17,007,46967.0
Brown County,Illinois,17,009,5441.0
Bureau County,Illinois,17,011,32130.0
Calhoun County,Illinois,17,013,4892.0
Carroll County,Illinois,17,015,14193.0
Cass County,Illinois,17,017,11748.0
Champaign County,Illinois,17,019,150806.0
Christian County,Illinois,17,021,32714.0
Clark County,Illinois,17,023,15646.0
Clay County,Illinois,17,025,13173.0
Clinton County,Illinois,17,027,35539.0
Coles County,Illinois,17,029,49104.0
Cook County,Illinois,17,031,2965530.0
Crawford County,Illinois,17,033,18055.0
Cumberland County,Illinois,17,035,10709.0
DeKalb County,Illinois,17,037,87701.0
De Witt County,Illinois,17,039,15686.0
Douglas County,Illinois,17,041,19096.0
DuPage County,Illinois,17,043,734032.0
Edgar County,Illinois,17,045,17479.0
Edwards County,Illinois,17,047,6442.0
Effingham County,Illinois,17,049,33551.0
Fayette County,Illinois,17,051,20590.0
Ford County,Illinois,17,053,13403.0
Franklin County,Illinois,17,055,38420.0
Fulton County,Illinois,17,057,34017.0
Gallatin County,Illinois,17,059,5131.0
Greene County,Illinois,17,061,13038.0
Grundy County,Illinois,17,063,47309.0
Hamilton County,Illinois,17,065,8192.0
Hancock County,Illinois,17,067,18195.0
Hardin County,Illinois,17,069,3904.0
Henderson County,Illinois,17,071,6796.0
Henry County,Illinois,17,073,46507.0
Iroquois County,Illinois,17,075,27048.0
Jackson County,Illinois,17,077,45785.0
Jasper County,Illinois,17,079,9461.0
Jefferson County,Illinois,17,081,33797.0
Jersey County,Illinois,17,083,21806.0
Jo Daviess County,Illinois,17,085,21648.0
Johnson County,Illinois,17,087,11439.0
Kane County,Illinois,17,089,381666.0
Kankakee County,Illinois,17,091,89149.0
Kendall County,Illinois,17,093,100946.0
Knox County,Illinois,17,095,44825.0
Lake County,Illinois,17,097,560871.0
LaSalle County,Illinois,17,099,105539.0
Lawrence County,Illinois,17,101,13351.0
Lee County,Illinois,17,103,31520.0
Livingston County,Illinois,17,105,34466.0
Logan County,Illinois,17,107,24020.0
McDonough County,Illinois,17,109,28665.0
McHenry County,Illinois,17,111,283564.0
McLean County,Illinois,17,113,144534.0
Macon County,Illinois,17,115,84943.0
Macoupin County,Illinois,17,117,45088.0
Madison County,Illinois,17,119,235054.0
Marion County,Illinois,17,121,35800.0
Marshall County,Illinois,17,123,11718.0
Mason County,Illinois,17,125,13610.0
Massac County,Illinois,17,127,13541.0
Menard County,Illinois,17,129,12227.0
Mercer County,Illinois,17,131,15583.0
Monroe County,Illinois,17,133,32907.0
Montgomery County,Illinois,17,135,26345.0
Morgan County,Illinois,17,137,31708.0
Moultrie County,Illinois,17,139,14656.0
Ogle County,Illinois,17,141,49110.0
Peoria County,Illinois,17,143,137377.0
Perry County,Illinois,17,145,19236.0
Piatt County,Illinois,17,147,16036.0
Pike County,Illinois,17,149,15531.0
Pope County,Illinois,17,151,3915.0
Pulaski County,Illinois,17,153,3763.0
Putnam County,Illinois,17,155,5595.0
Randolph County,Illinois,17,157,28765.0
Richland County,Illinois,17,159,15604.0
Rock Island County,Illinois,17,161,120109.0
Saint Clair County,Illinois,17,163,172396.0
Saline County,Illinois,17,165,22975.0
Sangamon County,Illinois,17,167,163815.0
Schuyler County,Illinois,17,169,6785.0
Scott County,Illinois,17,171,5078.0
Shelby County,Illinois,17,173,21656.0
Stark County,Illinois,17,175,5697.0
Stephenson County,Illinois,17,177,39890.0
Tazewell County,Illinois,17,179,129963.0
Union County,Illinois,17,181,16412.0
Vermilion County,Illinois,17,183,65911.0
Wabash County,Illinois,17,185,11192.0
Warren County,Illinois,17,187,15836.0
Washington County,Illinois,17,189,13896.0
Wayne County,Illinois,17,191,16070.0
White County,Illinois,17,193,14133.0
Whiteside County,Illinois,17,195,52983.0
Will County,Illinois,17,197,508499.0
Williamson County,Illinois,17,199,62148.0
Winnebago County,Illinois,17,201,227040.0
Woodford County,Illinois,17,203,37882.0
Adams County,Indiana,18,001,33743.0
Allen County,Indiana,18,003,290987.0
Bartholomew County,Indiana,18,005,69108.0
Benton County,Indiana,18,007,8516.0
