County,State,State_FIPS,County_FIPS,asian_population
Washington County,Alabama,01,129,11156.0
Wilcox County,Alabama,01,131,3073.0
Winston County,Alabama,01,133,23207.0
Anchorage Municipality,Alaska,02,020,194254.0
Bethel Census Area,Alaska,02,050,2136.0
Bristol Bay Borough,Alaska,02,060,547.0
Fairbanks North Star Borough,Alaska,02,090,76423.0
Haines Borough,Alaska,02,100,2062.0
Juneau City and Borough,Alaska,02,110,22445.0
Kenai Peninsula Borough,Alaska,02,122,48115.0
Kodiak Island Borough,Alaska,02,150,7549.0
Matanuska-Susitna Borough,Alaska,02,170,80815.0
Nome Census Area,Alaska,02,180,1720.0
North Slope Borough,Alaska,02,185,3187.0
Sitka City and Borough,Alaska,02,220,5800.0
Southeast Fairbanks Census Area,Alaska,02,240,5604.0
Valdez-Cordova Census Area,Alaska,02,261,7044.0
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,949.0
Aleutians East Borough,Alaska,02,013,712.0
Aleutians West Census Area,Alaska,02,016,1794.0
Dillingham Census Area,Alaska,02,070,932.0
Lake and Peninsula Borough,Alaska,02,164,325.0
Denali Borough,Alaska,02,068,1799.0
Yukon-Koyukuk Census Area,Alaska,02,290,1312.0
Hoonah-Angoon Census Area,Alaska,02,105,1069.0
Skagway Municipality,Alaska,02,230,782.0
Yakutat City and Borough,Alaska,02,282,255.0
Ketchikan Gateway Borough,Alaska,02,130,9280.0
Petersburg Borough,Alaska,02,195,2325.0
Prince of Wales-Hyder Census Area,Alaska,02,198,2978.0
Wrangell City and Borough,Alaska,02,275,1665.0
Apache County,Arizona,04,001,16762.0
Cochise County,Arizona,04,003,103744.0
Coconino County,Arizona,04,005,85870.0
Gila County,Arizona,04,007,42077.0
Graham County,Arizona,04,009,28820.0
Greenlee County,Arizona,04,011,8063.0
Maricopa County,Arizona,04,013,3197669.0
Mohave County,Arizona,04,015,181085.0
Navajo County,Arizona,04,017,52106.0
Pima County,Arizona,04,019,777699.0
Pinal County,Arizona,04,021,309372.0
Santa Cruz County,Arizona,04,023,37543.0
Yavapai County,Arizona,04,025,197905.0
La Paz County,Arizona,04,012,15033.0
Yuma County,Arizona,04,027,156587.0
Arkansas County,Arkansas,05,001,13558.0
Ashley County,Arkansas,05,003,15037.0
Baxter County,Arkansas,05,005,39707.0
Benton County,Arkansas,05,007,209445.0
Boone County,Arkansas,05,009,35939.0
Bradley County,Arkansas,05,011,6790.0
Calhoun County,Arkansas,05,013,4007.0
Carroll County,Arkansas,05,015,26077.0
Chicot County,Arkansas,05,017,4862.0
Clark County,Arkansas,05,019,16685.0
Clay County,Arkansas,05,021,14841.0
Cleburne County,Arkansas,05,023,24992.0
Cleveland County,Arkansas,05,025,7379.0
Columbia County,Arkansas,05,027,14608.0
Conway County,Arkansas,05,029,18030.0
Craighead County,Arkansas,05,031,82478.0
Crawford County,Arkansas,05,033,56153.0
Crittenden County,Arkansas,05,035,22677.0
Cross County,Arkansas,05,037,13078.0
Dallas County,Arkansas,05,039,4361.0
Desha County,Arkansas,05,041,6175.0
Drew County,Arkansas,05,043,12761.0
Faulkner County,Arkansas,05,045,100363.0
Franklin County,Arkansas,05,047,16939.0
Fulton County,Arkansas,05,049,11853.0
Garland County,Arkansas,05,051,82660.0
Grant County,Arkansas,05,053,16939.0
Greene County,Arkansas,05,055,41743.0
Hempstead County,Arkansas,05,057,14612.0
Hot Spring County,Arkansas,05,059,28587.0
Howard County,Arkansas,05,061,9172.0
Independence County,Arkansas,05,063,34885.0
Izard County,Arkansas,05,065,13071.0
Jackson County,Arkansas,05,067,14005.0
Jefferson County,Arkansas,05,069,30523.0
Johnson County,Arkansas,05,071,23828.0
Lafayette County,Arkansas,05,073,4426.0
Lawrence County,Arkansas,05,075,16569.0
Lee County,Arkansas,05,077,4258.0
Lincoln County,Arkansas,05,079,9361.0
Little River County,Arkansas,05,081,9383.0
Logan County,Arkansas,05,083,20497.0
Lonoke County,Arkansas,05,085,63145.0
Madison County,Arkansas,05,087,14896.0
Marion County,Arkansas,05,089,15895.0
Miller County,Arkansas,05,091,31173.0
Mississippi County,Arkansas,05,093,27694.0
Monroe County,Arkansas,05,095,4313.0
Montgomery County,Arkansas,05,097,8684.0
Nevada County,Arkansas,05,099,5908.0
Newton County,Arkansas,05,101,7679.0
Ouachita County,Arkansas,05,103,14313.0
Perry County,Arkansas,05,105,9649.0
Phillips County,Arkansas,05,107,7492.0
Pike County,Arkansas,05,109,9899.0
Poinsett County,Arkansas,05,111,21631.0
Polk County,Arkansas,05,113,18887.0
Pope County,Arkansas,05,115,57200.0
Prairie County,Arkansas,05,117,7236.0
Pulaski County,Arkansas,05,119,228915.0
Randolph County,Arkansas,05,121,17084.0
Saint Francis County,Arkansas,05,123,11879.0
Saline County,Arkansas,05,125,102920.0
Scott County,Arkansas,05,127,9727.0
Searcy County,Arkansas,05,129,7609.0
Sebastian County,Arkansas,05,131,103610.0
Sevier County,Arkansas,05,133,11455.0
Sharp County,Arkansas,05,135,16320.0
Stone County,Arkansas,05,137,12102.0
Union County,Arkansas,05,139,26276.0
Van Buren County,Arkansas,05,141,16194.0
Washington County,Arkansas,05,143,170301.0
White County,Arkansas,05,145,71674.0
Woodruff County,Arkansas,05,147,4878.0
Yell County,Arkansas,05,149,17897.0
Alameda County,California,06,001,708558.0
Alpine County,California,06,003,783.0
Amador County,California,06,005,32006.0
Butte County,California,06,007,185408.0
Calaveras County,California,06,009,41210.0
Colusa County,California,06,011,18188.0
Contra Costa County,California,06,013,663406.0
Del Norte County,California,06,015,21248.0
El Dorado County,California,06,017,157893.0
Fresno County,California,06,019,570451.0
Glenn County,California,06,021,23897.0
Humboldt County,California,06,023,109821.0
Imperial County,California,06,025,126305.0
Inyo County,California,06,027,15200.0
Kern County,California,06,029,646683.0
Kings County,California,06,031,103289.0
Lake County,California,06,033,51076.0
Lassen County,California,06,035,24445.0
Los Angeles County,California,06,037,5346316.0
Madera County,California,06,039,125082.0
Marin County,California,06,041,204918.0
Mariposa County,California,06,043,15577.0
Mendocino County,California,06,045,72512.0
Merced County,California,06,047,161431.0
Modoc County,California,06,049,8282.0
Mono County,California,06,051,11894.0
Monterey County,California,06,053,314077.0
Napa County,California,06,055,103914.0
Nevada County,California,06,057,91048.0
Orange County,California,06,059,1970000.0
Placer County,California,06,061,306371.0
Plumas County,California,06,063,17092.0
Riverside County,California,06,065,1484768.0
Sacramento County,California,06,067,873442.0
San Benito County,California,06,069,48654.0
San Bernardino County,California,06,071,1301984.0
San Diego County,California,06,073,2283618.0
San Francisco County,California,06,075,409681.0
San Joaquin County,California,06,077,403891.0
San Luis Obispo County,California,06,079,235058.0
San Mateo County,California,06,081,411625.0
Santa Barbara County,California,06,083,323766.0
Santa Clara County,California,06,085,902404.0
Santa Cruz County,California,06,087,216891.0
Shasta County,California,06,089,155251.0
Sierra County,California,06,091,2913.0
Siskiyou County,California,06,093,37727.0
Solano County,California,06,095,229116.0
Sonoma County,California,06,097,382484.0
Stanislaus County,California,06,099,397080.0
Sutter County,California,06,101,66258.0
Tehama County,California,06,103,54591.0
Trinity County,California,06,105,11410.0
Tulare County,California,06,107,367167.0
Tuolumne County,California,06,109,47620.0
Ventura County,California,06,111,662754.0
Yolo County,California,06,113,137009.0
Yuba County,California,06,115,51470.0
Alamosa County,Colorado,08,003,14159.0
Archuleta County,Colorado,08,007,10636.0
Baca County,Colorado,08,009,3544.0
Bent County,Colorado,08,011,4942.0
Chaffee County,Colorado,08,015,17184.0
Cheyenne County,Colorado,08,017,1928.0
Clear Creek County,Colorado,08,019,8589.0
Conejos County,Colorado,08,021,7561.0
Costilla County,Colorado,08,023,3329.0
Crowley County,Colorado,08,025,4665.0
Custer County,Colorado,08,027,4044.0
Delta County,Colorado,08,029,28672.0
Dolores County,Colorado,08,033,1791.0
Douglas County,Colorado,08,035,277850.0
Eagle County,Colorado,08,037,46556.0
Elbert County,Colorado,08,039,22728.0
El Paso County,Colorado,08,041,525661.0
Fremont County,Colorado,08,043,41188.0
Garfield County,Colorado,08,045,50280.0
Gilpin County,Colorado,08,047,5165.0
Grand County,Colorado,08,049,13218.0
Gunnison County,Colorado,08,051,14972.0
Huerfano County,Colorado,08,055,5608.0
Jackson County,Colorado,08,057,1244.0
Kiowa County,Colorado,08,061,1372.0
Kit Carson County,Colorado,08,063,7354.0
Lake County,Colorado,08,065,6410.0
La Plata County,Colorado,08,067,47106.0
Larimer County,Colorado,08,069,289829.0
Las Animas County,Colorado,08,071,11990.0
Lincoln County,Colorado,08,073,4630.0
Logan County,Colorado,08,075,20028.0
Mesa County,Colorado,08,077,137187.0
Moffat County,Colorado,08,081,12207.0
Montezuma County,Colorado,08,083,21336.0
Montrose County,Colorado,08,085,37787.0
Morgan County,Colorado,08,087,25520.0
Otero County,Colorado,08,089,16836.0
Ouray County,Colorado,08,091,4476.0
Park County,Colorado,08,093,15523.0
Phillips County,Colorado,08,095,4156.0
Pitkin County,Colorado,08,097,16452.0
Prowers County,Colorado,08,099,11645.0
Pueblo County,Colorado,08,101,127216.0
Rio Blanco County,Colorado,08,103,6321.0
Rio Grande County,Colorado,08,105,9919.0
Routt County,Colorado,08,107,22400.0
Saguache County,Colorado,08,109,5468.0
San Miguel County,Colorado,08,113,7362.0
Sedgwick County,Colorado,08,115,2169.0
Summit County,Colorado,08,117,25952.0
Teller County,Colorado,08,119,22005.0
Washington County,Colorado,08,121,4605.0
Yuma County,Colorado,08,125,9589.0
Adams County,Colorado,08,001,390252.0
Arapahoe County,Colorado,08,005,444490.0
Boulder County,Colorado,08,013,274075.0
Broomfield County,Colorado,08,014,52654.0
Denver County,Colorado,08,031,494262.0
Jefferson County,Colorado,08,059,501627.0
Weld County,Colorado,08,123,236281.0
Fairfield County,Connecticut,09,001,694797.0
Hartford County,Connecticut,09,003,651466.0
Litchfield County,Connecticut,09,005,174220.0
Middlesex County,Connecticut,09,007,146977.0
New Haven County,Connecticut,09,009,646775.0
New London County,Connecticut,09,011,222560.0
Tolland County,Connecticut,09,013,135481.0
Windham County,Connecticut,09,015,106086.0
Kent County,Delaware,10,001,113925.0
New Castle County,Delaware,10,003,359848.0
Sussex County,Delaware,10,005,168850.0
Alachua County,Florida,12,001,177612.0
Baker County,Florida,12,003,22649.0
Bay County,Florida,12,005,143910.0
Bradford County,Florida,12,007,21123.0
Brevard County,Florida,12,009,459762.0
Broward County,Florida,12,011,1154135.0
Calhoun County,Florida,12,013,11875.0
Charlotte County,Florida,12,015,150032.0
Citrus County,Florida,12,017,130285.0
Clay County,Florida,12,019,161899.0
Collier County,Florida,12,021,299480.0
Columbia County,Florida,12,023,52347.0
Miami-Dade County,Florida,12,086,1999090.0
DeSoto County,Florida,12,027,28693.0
Dixie County,Florida,12,029,14177.0
Duval County,Florida,12,031,547556.0
Escambia County,Florida,12,033,211248.0
Flagler County,Florida,12,035,82050.0
Franklin County,Florida,12,037,9534.0
Gadsden County,Florida,12,039,18836.0
Gilchrist County,Florida,12,041,15563.0
Glades County,Florida,12,043,10601.0
Gulf County,Florida,12,045,12304.0
Hamilton County,Florida,12,047,8741.0
Hardee County,Florida,12,049,22675.0
Hendry County,Florida,12,051,28307.0
Hernando County,Florida,12,053,157227.0
Highlands County,Florida,12,055,81651.0
Hillsborough County,Florida,12,057,926752.0
Holmes County,Florida,12,059,17485.0
Indian River County,Florida,12,061,123113.0
Jackson County,Florida,12,063,33838.0
Jefferson County,Florida,12,065,8649.0
Lafayette County,Florida,12,067,6805.0
Lake County,Florida,12,069,258871.0
Lee County,Florida,12,071,561079.0
Leon County,Florida,12,073,176063.0
Levy County,Florida,12,075,34782.0
Liberty County,Florida,12,077,6468.0
Madison County,Florida,12,079,10871.0
Manatee County,Florida,12,081,290861.0
Marion County,Florida,12,083,275115.0
Martin County,Florida,12,085,132047.0
Monroe County,Florida,12,087,67628.0
Nassau County,Florida,12,089,68588.0
Okaloosa County,Florida,12,091,152507.0
Okeechobee County,Florida,12,093,33535.0
Orange County,Florida,12,095,792374.0
Osceola County,Florida,12,097,227745.0
Palm Beach County,Florida,12,099,1033939.0
Pasco County,Florida,12,101,425022.0
Pinellas County,Florida,12,103,769793.0
Polk County,Florida,12,105,493630.0
Putnam County,Florida,12,107,56529.0
Saint Johns County,Florida,12,109,188004.0
Saint Lucie County,Florida,12,111,210714.0
Santa Rosa County,Florida,12,113,138251.0
Sarasota County,Florida,12,115,357445.0
Seminole County,Florida,12,117,348169.0
Sumter County,Florida,12,119,95851.0
Suwannee County,Florida,12,121,36081.0
Taylor County,Florida,12,123,17021.0
Union County,Florida,12,125,11236.0
Volusia County,Florida,12,127,417668.0
Wakulla County,Florida,12,129,25481.0
Walton County,Florida,12,131,51711.0
Washington County,Florida,12,133,19619.0
Appling County,Georgia,13,001,14121.0
Atkinson County,Georgia,13,003,5541.0
Bacon County,Georgia,13,005,8746.0
Baker County,Georgia,13,007,1663.0
Baldwin County,Georgia,13,009,24998.0
Banks County,Georgia,13,011,17129.0
Barrow County,Georgia,13,013,57974.0
Bartow County,Georgia,13,015,84787.0
Ben Hill County,Georgia,13,017,10669.0
Berrien County,Georgia,13,019,16002.0
Bibb County,Georgia,13,021,66490.0
Bleckley County,Georgia,13,023,8919.0
Brantley County,Georgia,13,025,17440.0
Brooks County,Georgia,13,027,9250.0
Bryan County,Georgia,13,029,25959.0
Bulloch County,Georgia,13,031,47717.0
Burke County,Georgia,13,033,11004.0
Butts County,Georgia,13,035,16330.0
Calhoun County,Georgia,13,037,2203.0
Camden County,Georgia,13,039,38663.0
Candler County,Georgia,13,043,7365.0
Carroll County,Georgia,13,045,86048.0
Catoosa County,Georgia,13,047,60887.0
Charlton County,Georgia,13,049,9432.0
Chatham County,Georgia,13,051,149918.0
Chattahoochee County,Georgia,13,053,8331.0
Chattooga County,Georgia,13,055,21786.0
Cherokee County,Georgia,13,057,195450.0
Clarke County,Georgia,13,059,78234.0
Clay County,Georgia,13,061,987.0
Clayton County,Georgia,13,063,58563.0
Clinch County,Georgia,13,065,4563.0
Cobb County,Georgia,13,067,442490.0
Coffee County,Georgia,13,069,28479.0
Colquitt County,Georgia,13,071,31484.0
Columbia County,Georgia,13,073,102806.0
Cook County,Georgia,13,075,11776.0
Coweta County,Georgia,13,077,103085.0
Crawford County,Georgia,13,079,9254.0
Crisp County,Georgia,13,081,12564.0
Dade County,Georgia,13,083,15733.0
Dawson County,Georgia,13,085,21535.0
Decatur County,Georgia,13,087,14531.0
DeKalb County,Georgia,13,089,251754.0
Dodge County,Georgia,13,091,14093.0
Dooly County,Georgia,13,093,6307.0
Dougherty County,Georgia,13,095,26949.0
Douglas County,Georgia,13,097,69852.0
Early County,Georgia,13,099,5051.0
Echols County,Georgia,13,101,3386.0
Effingham County,Georgia,13,103,45214.0
Elbert County,Georgia,13,105,13054.0
Emanuel County,Georgia,13,107,13886.0
Evans County,Georgia,13,109,6315.0
Fannin County,Georgia,13,111,22993.0
Fayette County,Georgia,13,113,77121.0
Floyd County,Georgia,13,115,74398.0
Forsyth County,Georgia,13,117,166612.0
Franklin County,Georgia,13,119,18895.0
Fulton County,Georgia,13,121,449141.0
Gilmer County,Georgia,13,123,26481.0
Glascock County,Georgia,13,125,2728.0
Glynn County,Georgia,13,127,54590.0
Gordon County,Georgia,13,129,50443.0
Grady County,Georgia,13,131,16339.0
Greene County,Georgia,13,133,9667.0
Gwinnett County,Georgia,13,135,448872.0
Habersham County,Georgia,13,137,38227.0
Hall County,Georgia,13,139,155460.0
Hancock County,Georgia,13,141,2179.0
Haralson County,Georgia,13,143,26110.0
Harris County,Georgia,13,145,25730.0
Hart County,Georgia,13,147,19716.0
Heard County,Georgia,13,149,10116.0
Henry County,Georgia,13,151,111493.0
Houston County,Georgia,13,153,90803.0
Irwin County,Georgia,13,155,6451.0
Jackson County,Georgia,13,157,54313.0
Jasper County,Georgia,13,159,10043.0
Jeff Davis County,Georgia,13,161,11400.0
Jefferson County,Georgia,13,163,7101.0
Jenkins County,Georgia,13,165,5589.0
Johnson County,Georgia,13,167,6129.0
Jones County,Georgia,13,169,20859.0
Lamar County,Georgia,13,171,11858.0
Lanier County,Georgia,13,173,7535.0
Laurens County,Georgia,13,175,29367.0
Lee County,Georgia,13,177,21721.0
Liberty County,Georgia,13,179,30978.0
Lincoln County,Georgia,13,181,5110.0
Long County,Georgia,13,183,10739.0
Lowndes County,Georgia,13,185,65422.0
Lumpkin County,Georgia,13,187,29265.0
McDuffie County,Georgia,13,189,12153.0
McIntosh County,Georgia,13,191,8619.0
Macon County,Georgia,13,193,5171.0
Madison County,Georgia,13,195,24022.0
Marion County,Georgia,13,197,5136.0
Meriwether County,Georgia,13,199,12260.0
Miller County,Georgia,13,201,4076.0
Mitchell County,Georgia,13,205,11319.0
Monroe County,Georgia,13,207,19745.0
Montgomery County,Georgia,13,209,6357.0
Morgan County,Georgia,13,211,13221.0
Murray County,Georgia,13,213,37462.0
Muscogee County,Georgia,13,215,91767.0
Newton County,Georgia,13,217,55335.0
Oconee County,Georgia,13,219,30594.0
Oglethorpe County,Georgia,13,221,11447.0
Paulding County,Georgia,13,223,114988.0
Peach County,Georgia,13,225,12875.0
Pickens County,Georgia,13,227,28356.0
Pierce County,Georgia,13,229,16364.0
Pike County,Georgia,13,231,15553.0
Polk County,Georgia,13,233,31331.0
Pulaski County,Georgia,13,235,7288.0
Putnam County,Georgia,13,237,14648.0
Quitman County,Georgia,13,239,1154.0
Rabun County,Georgia,13,241,15058.0
Randolph County,Georgia,13,243,2543.0
Richmond County,Georgia,13,245,78651.0
Rockdale County,Georgia,13,247,38452.0
Schley County,Georgia,13,249,3737.0
Screven County,Georgia,13,251,7946.0
Seminole County,Georgia,13,253,5626.0
Spalding County,Georgia,13,255,40286.0
Stephens County,Georgia,13,257,21531.0
Stewart County,Georgia,13,259,1747.0
Sumter County,Georgia,13,261,13381.0
Talbot County,Georgia,13,263,2689.0
Taliaferro County,Georgia,13,265,689.0
Tattnall County,Georgia,13,267,15444.0
Taylor County,Georgia,13,269,4931.0
Telfair County,Georgia,13,271,9501.0
Terrell County,Georgia,13,273,3395.0
Thomas County,Georgia,13,275,26837.0
Tift County,Georgia,13,277,26206.0
Toombs County,Georgia,13,279,18068.0
Towns County,Georgia,13,281,10346.0
Treutlen County,Georgia,13,283,4743.0
Troup County,Georgia,13,285,41541.0
Turner County,Georgia,13,287,4637.0
Twiggs County,Georgia,13,289,4753.0
Union County,Georgia,13,291,20891.0
Upson County,Georgia,13,293,18651.0
Walker County,Georgia,13,295,63079.0
Walton County,Georgia,13,297,68633.0
Ware County,Georgia,13,299,23514.0
Warren County,Georgia,13,301,2089.0
Washington County,Georgia,13,303,9476.0
Wayne County,Georgia,13,305,22342.0
Webster County,Georgia,13,307,1175.0
Wheeler County,Georgia,13,309,4623.0
White County,Georgia,13,311,26203.0
Whitfield County,Georgia,13,313,91384.0
Wilcox County,Georgia,13,315,5342.0
Wilkes County,Georgia,13,317,5315.0
Wilkinson County,Georgia,13,319,5591.0
Worth County,Georgia,13,321,14643.0
Hawaii County,Hawaii,15,001,63927.0
Honolulu County,Hawaii,15,003,213878.0
Kauai County,Hawaii,15,007,23199.0
Kalawao County,Hawaii,15,005,32.0
Maui County,Hawaii,15,009,56128.0
Ada County,Idaho,16,001,381606.0
Adams County,Idaho,16,003,3743.0
Bannock County,Idaho,16,005,75609.0
Bear Lake County,Idaho,16,007,5694.0
Benewah County,Idaho,16,009,7887.0
Bingham County,Idaho,16,011,39257.0
Blaine County,Idaho,16,013,19136.0
Boise County,Idaho,16,015,6555.0
Bonner County,Idaho,16,017,39225.0
Bonneville County,Idaho,16,019,97250.0
Boundary County,Idaho,16,021,10308.0
Butte County,Idaho,16,023,2465.0
Camas County,Idaho,16,025,983.0
Canyon County,Idaho,16,027,180249.0
Caribou County,Idaho,16,029,6698.0
Cassia County,Idaho,16,031,21573.0
Clearwater County,Idaho,16,035,8050.0
Custer County,Idaho,16,037,4127.0
Elmore County,Idaho,16,039,22210.0
Franklin County,Idaho,16,041,12447.0
Fremont County,Idaho,16,043,12128.0
Gem County,Idaho,16,045,15778.0
Gooding County,Idaho,16,047,13167.0
Idaho County,Idaho,16,049,15311.0
Jefferson County,Idaho,16,051,25012.0
Jerome County,Idaho,16,053,20786.0
Kootenai County,Idaho,16,055,136887.0
Latah County,Idaho,16,057,35656.0
Lemhi County,Idaho,16,059,7462.0
Lewis County,Idaho,16,061,3400.0
Lincoln County,Idaho,16,063,4661.0
Madison County,Idaho,16,065,36140.0
Minidoka County,Idaho,16,067,18121.0
Nez Perce County,Idaho,16,069,35703.0
Oneida County,Idaho,16,071,4114.0
Owyhee County,Idaho,16,073,10059.0
Payette County,Idaho,16,075,21177.0
Power County,Idaho,16,077,6585.0
Shoshone County,Idaho,16,079,11978.0
Teton County,Idaho,16,081,9498.0
Twin Falls County,Idaho,16,083,74333.0
Valley County,Idaho,16,085,9554.0
Washington County,Idaho,16,087,9477.0
Adams County,Illinois,17,001,62462.0
Alexander County,Illinois,17,003,4538.0
Bond County,Illinois,17,005,15712.0
Boone County,Illinois,17,007,47072.0
Brown County,Illinois,17,009,5351.0
Bureau County,Illinois,17,011,32362.0
Calhoun County,Illinois,17,013,4904.0
Carroll County,Illinois,17,015,14291.0
Cass County,Illinois,17,017,11856.0
Champaign County,Illinois,17,019,150999.0
Christian County,Illinois,17,021,32960.0
Clark County,Illinois,17,023,15719.0
Clay County,Illinois,17,025,13276.0
Clinton County,Illinois,17,027,35608.0
Coles County,Illinois,17,029,49289.0
Cook County,Illinois,17,031,2976501.0
Crawford County,Illinois,17,033,18161.0
Cumberland County,Illinois,17,035,10737.0
DeKalb County,Illinois,17,037,87370.0
De Witt County,Illinois,17,039,15763.0
Douglas County,Illinois,17,041,19121.0
DuPage County,Illinois,17,043,739000.0
Edgar County,Illinois,17,045,17664.0
Edwards County,Illinois,17,047,6490.0
Effingham County,Illinois,17,049,33570.0
Fayette County,Illinois,17,051,20633.0
Ford County,Illinois,17,053,13508.0
Franklin County,Illinois,17,055,38704.0
Fulton County,Illinois,17,057,34328.0
Gallatin County,Illinois,17,059,5216.0
Greene County,Illinois,17,061,13194.0
Grundy County,Illinois,17,063,47413.0
Hamilton County,Illinois,17,065,8265.0
Hancock County,Illinois,17,067,18312.0
Hardin County,Illinois,17,069,4083.0
Henderson County,Illinois,17,071,6875.0
Henry County,Illinois,17,073,46841.0
Iroquois County,Illinois,17,075,27519.0
Jackson County,Illinois,17,077,46043.0
Jasper County,Illinois,17,079,9417.0
Jefferson County,Illinois,17,081,33894.0
Jersey County,Illinois,17,083,22004.0
Jo Daviess County,Illinois,17,085,21880.0
Johnson County,Illinois,17,087,11392.0
Kane County,Illinois,17,089,381618.0
Kankakee County,Illinois,17,091,90068.0
Kendall County,Illinois,17,093,100576.0
Knox County,Illinois,17,095,45351.0
Lake County,Illinois,17,097,565671.0
LaSalle County,Illinois,17,099,105932.0
Lawrence County,Illinois,17,101,12651.0
Lee County,Illinois,17,103,31940.0
Livingston County,Illinois,17,105,34856.0
Logan County,Illinois,17,107,23727.0
McDonough County,Illinois,17,109,28916.0
McHenry County,Illinois,17,111,281119.0
McLean County,Illinois,17,113,145347.0
Macon County,Illinois,17,115,85850.0
Macoupin County,Illinois,17,117,45523.0
Madison County,Illinois,17,119,236014.0
Marion County,Illinois,17,121,35957.0
Marshall County,Illinois,17,123,11773.0
Mason County,Illinois,17,125,13757.0
Massac County,Illinois,17,127,13641.0
Menard County,Illinois,17,129,12264.0
Mercer County,Illinois,17,131,15692.0
Monroe County,Illinois,17,133,32773.0
Montgomery County,Illinois,17,135,26188.0
Morgan County,Illinois,17,137,32029.0
Moultrie County,Illinois,17,139,14682.0
Ogle County,Illinois,17,141,49821.0
Peoria County,Illinois,17,143,138383.0
Perry County,Illinois,17,145,19201.0
Piatt County,Illinois,17,147,16067.0
Pike County,Illinois,17,149,15619.0
Pope County,Illinois,17,151,4068.0
Pulaski County,Illinois,17,153,3828.0
Putnam County,Illinois,17,155,5674.0
Randolph County,Illinois,17,157,29051.0
Richland County,Illinois,17,159,15701.0
Rock Island County,Illinois,17,161,120888.0
Saint Clair County,Illinois,17,163,174069.0
Saline County,Illinois,17,165,23082.0
Sangamon County,Illinois,17,167,164596.0
Schuyler County,Illinois,17,169,6901.0
Scott County,Illinois,17,171,5128.0
Shelby County,Illinois,17,173,21778.0
Stark County,Illinois,17,175,5719.0
Stephenson County,Illinois,17,177,40223.0
Tazewell County,Illinois,17,179,130300.0
Union County,Illinois,17,181,16615.0
Vermilion County,Illinois,17,183,66536.0
Wabash County,Illinois,17,185,11265.0
Warren County,Illinois,17,187,16153.0
Washington County,Illinois,17,189,14042.0
Wayne County,Illinois,17,191,16090.0
White County,Illinois,17,193,14200.0
Whiteside County,Illinois,17,195,53161.0
Will County,Illinois,17,197,511671.0
Williamson County,Illinois,17,199,62086.0
Winnebago County,Illinois,17,201,228788.0
Woodford County,Illinois,17,203,37855.0
Adams County,Indiana,18,001,33789.0
Allen County,Indiana,18,003,288897.0
Bartholomew County,Indiana,18,005,69200.0
Benton County,Indiana,18,007,8562.0
