County,State,State_FIPS,County_FIPS,white_population
Vanderburgh County,Indiana,18,163,155816
Vermillion County,Indiana,18,165,15982
Vigo County,Indiana,18,167,94906
Wabash County,Indiana,18,169,31671
Warren County,Indiana,18,171,8297
Warrick County,Indiana,18,173,56685
Washington County,Indiana,18,175,27735
Wayne County,Indiana,18,177,62191
Wells County,Indiana,18,179,27086
White County,Indiana,18,181,23978
Whitley County,Indiana,18,183,32268
Adair County,Iowa,19,001,7457
Adams County,Iowa,19,003,3944
Allamakee County,Iowa,19,005,13614
Appanoose County,Iowa,19,007,12500
Audubon County,Iowa,19,009,5978
Benton County,Iowa,19,011,25361
Black Hawk County,Iowa,19,013,112517
Boone County,Iowa,19,015,25693
Bremer County,Iowa,19,017,23629
Buchanan County,Iowa,19,019,20494
Buena Vista County,Iowa,19,021,16641
Butler County,Iowa,19,023,14687
Calhoun County,Iowa,19,025,9691
Carroll County,Iowa,19,027,20190
Cass County,Iowa,19,029,13536
Cedar County,Iowa,19,031,18045
Cerro Gordo County,Iowa,19,033,41979
Cherokee County,Iowa,19,035,11650
Chickasaw County,Iowa,19,037,12131
Clarke County,Iowa,19,039,9125
Clay County,Iowa,19,041,16053
Clayton County,Iowa,19,043,17647
Clinton County,Iowa,19,045,46205
Crawford County,Iowa,19,047,15708
Dallas County,Iowa,19,049,61805
Davis County,Iowa,19,051,8598
Decatur County,Iowa,19,053,8012
Delaware County,Iowa,19,055,17463
Des Moines County,Iowa,19,057,36857
Dickinson County,Iowa,19,059,16453
Dubuque County,Iowa,19,061,88413
Emmet County,Iowa,19,063,9685
Fayette County,Iowa,19,065,20208
Floyd County,Iowa,19,067,15605
Franklin County,Iowa,19,069,9782
Fremont County,Iowa,19,071,7153
Greene County,Iowa,19,073,9061
Grundy County,Iowa,19,075,12244
Guthrie County,Iowa,19,077,10631
Hamilton County,Iowa,19,079,14595
Hancock County,Iowa,19,081,10911
Hardin County,Iowa,19,083,16853
Harrison County,Iowa,19,085,14554
Henry County,Iowa,19,087,18918
Howard County,Iowa,19,089,9385
Humboldt County,Iowa,19,091,9552
Ida County,Iowa,19,093,7017
Iowa County,Iowa,19,095,16042
Jackson County,Iowa,19,097,18555
Jasper County,Iowa,19,099,35623
Jefferson County,Iowa,19,101,14773
Johnson County,Iowa,19,103,112878
Jones County,Iowa,19,105,19830
Keokuk County,Iowa,19,107,10310
Kossuth County,Iowa,19,109,15243
Lee County,Iowa,19,111,33447
Linn County,Iowa,19,113,192021
Louisa County,Iowa,19,115,10659
Lucas County,Iowa,19,117,8790
Lyon County,Iowa,19,119,11416
Madison County,Iowa,19,121,15315
Mahaska County,Iowa,19,123,21394
Marion County,Iowa,19,125,32338
Marshall County,Iowa,19,127,35248
Mills County,Iowa,19,129,14624
Mitchell County,Iowa,19,131,10615
Monona County,Iowa,19,133,8948
Monroe County,Iowa,19,135,7701
Montgomery County,Iowa,19,137,10413
Muscatine County,Iowa,19,139,39782
O'Brien County,Iowa,19,141,13823
Osceola County,Iowa,19,143,6305
Page County,Iowa,19,145,15046
Palo Alto County,Iowa,19,147,9222
Plymouth County,Iowa,19,149,24018
Pocahontas County,Iowa,19,151,7145
Polk County,Iowa,19,153,368901
Pottawattamie County,Iowa,19,155,87293
Poweshiek County,Iowa,19,157,17997
Ringgold County,Iowa,19,159,5042
Sac County,Iowa,19,161,10116
Scott County,Iowa,19,163,143495
Shelby County,Iowa,19,165,11847
Sioux County,Iowa,19,167,31614
Story County,Iowa,19,169,79969
Tama County,Iowa,19,171,15759
Taylor County,Iowa,19,173,6048
Union County,Iowa,19,175,12065
Van Buren County,Iowa,19,177,7442
Wapello County,Iowa,19,179,33122
Warren County,Iowa,19,181,44988
Washington County,Iowa,19,183,20625
Wayne County,Iowa,19,185,6277
Webster County,Iowa,19,187,34950
Winnebago County,Iowa,19,189,10414
Winneshiek County,Iowa,19,191,20345
Woodbury County,Iowa,19,193,85453
Worth County,Iowa,19,195,7423
Wright County,Iowa,19,197,12493
Allen County,Kansas,20,001,12512
Anderson County,Kansas,20,003,7730
Atchison County,Kansas,20,005,15402
Barber County,Kansas,20,007,4708
Barton County,Kansas,20,009,25752
Bourbon County,Kansas,20,011,14112
Brown County,Kansas,20,013,8578
Butler County,Kansas,20,015,61150
Chase County,Kansas,20,017,2682
Chautauqua County,Kansas,20,019,3306
Cherokee County,Kansas,20,021,19587
Cheyenne County,Kansas,20,023,2682
Clark County,Kansas,20,025,2050
Clay County,Kansas,20,027,8279
Cloud County,Kansas,20,029,9215
Coffey County,Kansas,20,031,8287
Comanche County,Kansas,20,033,1836
Cowley County,Kansas,20,035,31749
Crawford County,Kansas,20,037,36047
Decatur County,Kansas,20,039,2849
Dickinson County,Kansas,20,041,18921
Doniphan County,Kansas,20,043,7317
Douglas County,Kansas,20,045,94812
Edwards County,Kansas,20,047,2868
Elk County,Kansas,20,049,2710
Ellis County,Kansas,20,051,26895
Ellsworth County,Kansas,20,053,5971
Finney County,Kansas,20,055,31698
Ford County,Kansas,20,057,29712
Franklin County,Kansas,20,059,24370
Geary County,Kansas,20,061,23307
Gove County,Kansas,20,063,2710
Graham County,Kansas,20,065,2414
Grant County,Kansas,20,067,6588
Gray County,Kansas,20,069,5717
Greeley County,Kansas,20,071,1172
Greenwood County,Kansas,20,073,6406
Hamilton County,Kansas,20,075,2554
Harper County,Kansas,20,077,5743
Harvey County,Kansas,20,079,31904
Haskell County,Kansas,20,081,3686
Hodgeman County,Kansas,20,083,1931
Jackson County,Kansas,20,085,11658
Jefferson County,Kansas,20,087,18282
Jewell County,Kansas,20,089,3004
Johnson County,Kansas,20,091,476361
Kearny County,Kansas,20,093,3577
Kingman County,Kansas,20,095,7648
Kiowa County,Kansas,20,097,2422
Labette County,Kansas,20,099,19034
Lane County,Kansas,20,101,1567
Leavenworth County,Kansas,20,103,64073
Lincoln County,Kansas,20,105,3158
Linn County,Kansas,20,107,9324
Logan County,Kansas,20,109,2617
Lyon County,Kansas,20,111,30285
McPherson County,Kansas,20,113,28006
Marion County,Kansas,20,115,12163
Marshall County,Kansas,20,117,9839
Meade County,Kansas,20,119,3977
Miami County,Kansas,20,121,31166
Mitchell County,Kansas,20,123,6252
Montgomery County,Kansas,20,125,29492
Morris County,Kansas,20,127,5742
Morton County,Kansas,20,129,2715
Nemaha County,Kansas,20,131,9932
Neosho County,Kansas,20,133,15702
Ness County,Kansas,20,135,2960
Norton County,Kansas,20,137,5208
Osage County,Kansas,20,139,15757
Osborne County,Kansas,20,141,3773
Ottawa County,Kansas,20,143,5928
Pawnee County,Kansas,20,145,6319
Phillips County,Kansas,20,147,5302
Pottawatomie County,Kansas,20,149,20419
Pratt County,Kansas,20,151,9170
Rawlins County,Kansas,20,153,2483
Reno County,Kansas,20,155,58660
Republic County,Kansas,20,157,4847
Rice County,Kansas,20,159,9206
Riley County,Kansas,20,161,60988
Rooks County,Kansas,20,163,5017
Rush County,Kansas,20,165,3160
Russell County,Kansas,20,167,6683
Saline County,Kansas,20,169,49150
Scott County,Kansas,20,171,4547
Sedgwick County,Kansas,20,173,388827
Seward County,Kansas,20,175,15484
Shawnee County,Kansas,20,177,144807
Sheridan County,Kansas,20,179,2525
Sherman County,Kansas,20,181,5685
Smith County,Kansas,20,183,3721
Stafford County,Kansas,20,185,4174
Stanton County,Kansas,20,187,1709
Stevens County,Kansas,20,189,4254
Sumner County,Kansas,20,191,22882
Thomas County,Kansas,20,193,7599
Trego County,Kansas,20,195,2870
Wabaunsee County,Kansas,20,197,6800
Wallace County,Kansas,20,199,1497
Washington County,Kansas,20,201,5672
Wichita County,Kansas,20,203,2190
Wilson County,Kansas,20,205,8991
Woodson County,Kansas,20,207,3169
Wyandotte County,Kansas,20,209,96905
Adair County,Kentucky,21,001,17806
Allen County,Kentucky,21,003,19435
Anderson County,Kentucky,21,005,20584
Ballard County,Kentucky,21,007,7866
Barren County,Kentucky,21,009,39463
Bath County,Kentucky,21,011,11239
Bell County,Kentucky,21,013,27303
Boone County,Kentucky,21,015,109741
Bourbon County,Kentucky,21,017,18080
Boyd County,Kentucky,21,019,46820
Boyle County,Kentucky,21,021,25256
Bracken County,Kentucky,21,023,8446
Breathitt County,Kentucky,21,025,13689
Breckinridge County,Kentucky,21,027,19197
Bullitt County,Kentucky,21,029,71922
Butler County,Kentucky,21,031,12419
Caldwell County,Kentucky,21,033,12078
Calloway County,Kentucky,21,035,34289
Campbell County,Kentucky,21,037,84869
Carlisle County,Kentucky,21,039,4943
Carroll County,Kentucky,21,041,10322
Carter County,Kentucky,21,043,27108
Casey County,Kentucky,21,045,15599
Christian County,Kentucky,21,047,53326
Clark County,Kentucky,21,049,33057
Clay County,Kentucky,21,051,20336
Clinton County,Kentucky,21,053,9834
Crittenden County,Kentucky,21,055,9104
Cumberland County,Kentucky,21,057,6543
Daviess County,Kentucky,21,059,88633
Edmonson County,Kentucky,21,061,11921
Elliott County,Kentucky,21,063,7468
Estill County,Kentucky,21,065,14386
Fayette County,Kentucky,21,067,227058
Fleming County,Kentucky,21,069,13995
Floyd County,Kentucky,21,071,38698
Franklin County,Kentucky,21,073,41306
Fulton County,Kentucky,21,075,4954
Gallatin County,Kentucky,21,077,7888
Garrard County,Kentucky,21,079,16092
Grant County,Kentucky,21,081,23770
Graves County,Kentucky,21,083,34397
Grayson County,Kentucky,21,085,24905
Green County,Kentucky,21,087,10792
Greenup County,Kentucky,21,089,35913
Hancock County,Kentucky,21,091,8347
Hardin County,Kentucky,21,093,84415
Harlan County,Kentucky,21,095,28015
Harrison County,Kentucky,21,097,17869
Hart County,Kentucky,21,099,17082
Henderson County,Kentucky,21,101,41241
Henry County,Kentucky,21,103,14461
Hickman County,Kentucky,21,105,4280
Hopkins County,Kentucky,21,107,42516
Jackson County,Kentucky,21,109,13354
Jefferson County,Kentucky,21,111,545265
Jessamine County,Kentucky,21,113,45178
Johnson County,Kentucky,21,115,22966
Kenton County,Kentucky,21,117,145528
Knott County,Kentucky,21,119,16048
Knox County,Kentucky,21,121,30949
Larue County,Kentucky,21,123,13196
Laurel County,Kentucky,21,125,57259
Lawrence County,Kentucky,21,127,15673
Lee County,Kentucky,21,129,7692
Leslie County,Kentucky,21,131,11155
Letcher County,Kentucky,21,133,24012
Lewis County,Kentucky,21,135,13381
Lincoln County,Kentucky,21,137,23517
Livingston County,Kentucky,21,139,9275
Logan County,Kentucky,21,141,24414
Lyon County,Kentucky,21,143,7710
McCracken County,Kentucky,21,145,56034
McCreary County,Kentucky,21,147,16582
McLean County,Kentucky,21,149,9393
Madison County,Kentucky,21,151,76249
Magoffin County,Kentucky,21,153,13021
Marion County,Kentucky,21,155,17544
Marshall County,Kentucky,21,157,30869
Martin County,Kentucky,21,159,11776
Mason County,Kentucky,21,161,15781
Meade County,Kentucky,21,163,26621
Menifee County,Kentucky,21,165,6120
Mercer County,Kentucky,21,167,20052
Metcalfe County,Kentucky,21,169,9707
Monroe County,Kentucky,21,171,10546
Montgomery County,Kentucky,21,173,25221
Morgan County,Kentucky,21,175,13074
Muhlenberg County,Kentucky,21,177,29303
Nelson County,Kentucky,21,179,40377
Nicholas County,Kentucky,21,181,7010
Ohio County,Kentucky,21,183,22926
Oldham County,Kentucky,21,185,54997
Owen County,Kentucky,21,187,10615
Owsley County,Kentucky,21,189,4581
Pendleton County,Kentucky,21,191,14509
Perry County,Kentucky,21,193,27619
Pike County,Kentucky,21,195,63550
Powell County,Kentucky,21,197,12362
Pulaski County,Kentucky,21,199,60544
Robertson County,Kentucky,21,201,2250
Rockcastle County,Kentucky,21,203,16764
Rowan County,Kentucky,21,205,22261
Russell County,Kentucky,21,207,17153
Scott County,Kentucky,21,209,42484
Shelby County,Kentucky,21,211,36187
Simpson County,Kentucky,21,213,15137
Spencer County,Kentucky,21,215,16511
Taylor County,Kentucky,21,217,22689
Todd County,Kentucky,21,219,11151
Trigg County,Kentucky,21,221,12806
Trimble County,Kentucky,21,223,8424
Union County,Kentucky,21,225,12813
Warren County,Kentucky,21,227,94913
Washington County,Kentucky,21,229,10643
Wayne County,Kentucky,21,231,19744
Webster County,Kentucky,21,233,12640
Whitley County,Kentucky,21,235,34761
Wolfe County,Kentucky,21,237,7260
Woodford County,Kentucky,21,239,22122
Acadia Parish,Louisiana,22,001,48543
Allen Parish,Louisiana,22,003,18791
Ascension Parish,Louisiana,22,005,80220
Assumption Parish,Louisiana,22,007,15742
Avoyelles Parish,Louisiana,22,009,28265
Beauregard Parish,Louisiana,22,011,29434
Bienville Parish,Louisiana,22,013,7900
Bossier Parish,Louisiana,22,015,85746
Caddo Parish,Louisiana,22,017,124850
Calcasieu Parish,Louisiana,22,019,136839
Caldwell Parish,Louisiana,22,021,8168
Cameron Parish,Louisiana,22,023,6772
Catahoula Parish,Louisiana,22,025,7075
Claiborne Parish,Louisiana,22,027,8137
Concordia Parish,Louisiana,22,029,11897
De Soto Parish,Louisiana,22,031,15327
East Baton Rouge Parish,Louisiana,22,033,217198
East Carroll Parish,Louisiana,22,035,2266
East Feliciana Parish,Louisiana,22,037,10784
Evangeline Parish,Louisiana,22,039,23497
Franklin Parish,Louisiana,22,041,13919
Grant Parish,Louisiana,22,043,17680
Iberia Parish,Louisiana,22,045,46219
Iberville Parish,Louisiana,22,047,16446
Jackson Parish,Louisiana,22,049,11112
Jefferson Parish,Louisiana,22,051,274998
Jefferson Davis Parish,Louisiana,22,053,25003
Lafayette Parish,Louisiana,22,055,155396
Lafourche Parish,Louisiana,22,057,77363
LaSalle Parish,Louisiana,22,059,12739
Lincoln Parish,Louisiana,22,061,25790
Livingston Parish,Louisiana,22,063,118139
Madison Parish,Louisiana,22,065,4506
Morehouse Parish,Louisiana,22,067,14366
Natchitoches Parish,Louisiana,22,069,21477
Orleans Parish,Louisiana,22,071,114394
Ouachita Parish,Louisiana,22,073,93162
Plaquemines Parish,Louisiana,22,075,16492
Pointe Coupee Parish,Louisiana,22,077,14120
Rapides Parish,Louisiana,22,079,84258
Red River Parish,Louisiana,22,081,5369
Richland Parish,Louisiana,22,083,13021
Sabine Parish,Louisiana,22,085,17080
Saint Bernard Parish,Louisiana,22,087,27454
Saint Charles Parish,Louisiana,22,089,36966
Saint Helena Parish,Louisiana,22,091,4989
Saint James Parish,Louisiana,22,093,10702
Saint John the Baptist Parish,Louisiana,22,095,20151
Saint Landry Parish,Louisiana,22,097,47373
Saint Martin Parish,Louisiana,22,099,34549
Saint Mary Parish,Louisiana,22,101,32678
Saint Tammany Parish,Louisiana,22,103,195913
Tangipahoa Parish,Louisiana,22,105,81287
Tensas Parish,Louisiana,22,107,2204
Terrebonne Parish,Louisiana,22,109,78941
Union Parish,Louisiana,22,111,16042
Vermilion Parish,Louisiana,22,113,47334
Vernon Parish,Louisiana,22,115,39634
Washington Parish,Louisiana,22,117,31677
Webster Parish,Louisiana,22,119,26450
West Baton Rouge Parish,Louisiana,22,121,14169
West Carroll Parish,Louisiana,22,123,9536
West Feliciana Parish,Louisiana,22,125,8181
Winn Parish,Louisiana,22,127,10153
Androscoggin County,Maine,23,001,100191
Aroostook County,Maine,23,003,68595
Cumberland County,Maine,23,005,262284
Franklin County,Maine,23,007,29738
Hancock County,Maine,23,009,52949
Kennebec County,Maine,23,011,117567
Knox County,Maine,23,013,38703
Lincoln County,Maine,23,015,33637
Oxford County,Maine,23,017,56148
Penobscot County,Maine,23,019,146522
Piscataquis County,Maine,23,021,16910
Sagadahoc County,Maine,23,023,33962
Somerset County,Maine,23,025,50542
Waldo County,Maine,23,027,37673
Washington County,Maine,23,029,30322
York County,Maine,23,031,190692
Allegany County,Maryland,24,001,66527
Anne Arundel County,Maryland,24,003,408521
Baltimore County,Maryland,24,005,526372
Calvert County,Maryland,24,009,72392
Caroline County,Maryland,24,011,26504
Carroll County,Maryland,24,013,155665
Cecil County,Maryland,24,015,90583
Charles County,Maryland,24,017,75096
Dorchester County,Maryland,24,019,22064
Frederick County,Maryland,24,021,193183
Garrett County,Maryland,24,023,29356
Harford County,Maryland,24,025,199515
Howard County,Maryland,24,027,180357
Kent County,Maryland,24,029,16322
Queen Anne's County,Maryland,24,035,42659
Saint Mary's County,Maryland,24,037,83742
Somerset County,Maryland,24,039,14267
Talbot County,Maryland,24,041,31050
Washington County,Maryland,24,043,125987
Wicomico County,Maryland,24,045,68575
Worcester County,Maryland,24,047,42641
Baltimore City,Maryland,24,510,186860
Montgomery County,Maryland,24,031,560968
Prince George's County,Maryland,24,033,188843
Barnstable County,Massachusetts,25,001,201956
Berkshire County,Massachusetts,25,003,121401
Bristol County,Massachusetts,25,005,491011
Dukes County,Massachusetts,25,007,15181
Essex County,Massachusetts,25,009,605090
Franklin County,Massachusetts,25,011,67612
Hampden County,Massachusetts,25,013,360893
Hampshire County,Massachusetts,25,015,142760
Middlesex County,Massachusetts,25,017,1216987
Nantucket County,Massachusetts,25,019,9130
Norfolk County,Massachusetts,25,021,553604
Plymouth County,Massachusetts,25,023,426413
Suffolk County,Massachusetts,25,025,406050
Worcester County,Massachusetts,25,027,692860
Alcona County,Michigan,26,001,10719
Alger County,Michigan,26,003,8281
Allegan County,Michigan,26,005,104388
Alpena County,Michigan,26,007,28763
Antrim County,Michigan,26,009,22799
Arenac County,Michigan,26,011,15371
Baraga County,Michigan,26,013,6566
Barry County,Michigan,26,015,57566
Bay County,Michigan,26,017,101486
Benzie County,Michigan,26,019,16924
Berrien County,Michigan,26,021,122185
Branch County,Michigan,26,023,42375
Calhoun County,Michigan,26,025,112927
Cass County,Michigan,26,027,46460
Charlevoix County,Michigan,26,029,24806
Cheboygan County,Michigan,26,031,24460
Chippewa County,Michigan,26,033,28003
Clare County,Michigan,26,035,29936
Clinton County,Michigan,26,037,70560
Crawford County,Michigan,26,039,13742
Delta County,Michigan,26,041,35049
Dickinson County,Michigan,26,043,25471
Eaton County,Michigan,26,045,95245
Emmet County,Michigan,26,047,30480
Genesee County,Michigan,26,049,318400
Gladwin County,Michigan,26,051,25087
Gogebic County,Michigan,26,053,14924
Grand Traverse County,Michigan,26,055,83097
Gratiot County,Michigan,26,057,38648
Hillsdale County,Michigan,26,059,45442
Houghton County,Michigan,26,061,34390
Huron County,Michigan,26,063,32169
Ingham County,Michigan,26,065,215599
Ionia County,Michigan,26,067,58330
Iosco County,Michigan,26,069,24991
Iron County,Michigan,26,071,11490
Isabella County,Michigan,26,073,62536
Jackson County,Michigan,26,075,140747
Kalamazoo County,Michigan,26,077,206505
Kalkaska County,Michigan,26,079,16648
Kent County,Michigan,26,081,496127
Keweenaw County,Michigan,26,083,2095
Lake County,Michigan,26,085,10079
Lapeer County,Michigan,26,087,85044
Leelanau County,Michigan,26,089,20268
Lenawee County,Michigan,26,091,92544
Livingston County,Michigan,26,093,175601
Luce County,Michigan,26,095,5346
Mackinac County,Michigan,26,097,8494
Macomb County,Michigan,26,099,718496
Manistee County,Michigan,26,101,22856
Marquette County,Michigan,26,103,62916
Mason County,Michigan,26,105,27367
Mecosta County,Michigan,26,107,40189
Menominee County,Michigan,26,109,22909
Midland County,Michigan,26,111,78843
Missaukee County,Michigan,26,113,14512
Monroe County,Michigan,26,115,143893
Montcalm County,Michigan,26,117,59771
Montmorency County,Michigan,26,119,9485
Muskegon County,Michigan,26,121,138397
Newaygo County,Michigan,26,123,45536
Oakland County,Michigan,26,125,936574
Oceana County,Michigan,26,127,25213
Ogemaw County,Michigan,26,129,21065
Ontonagon County,Michigan,26,131,6519
Osceola County,Michigan,26,133,22773
Oscoda County,Michigan,26,135,8492
Otsego County,Michigan,26,137,23384
Ottawa County,Michigan,26,139,237054
Presque Isle County,Michigan,26,141,13037
Roscommon County,Michigan,26,143,23741
Saginaw County,Michigan,26,145,151291
Saint Clair County,Michigan,26,147,153102
Saint Joseph County,Michigan,26,149,57366
Sanilac County,Michigan,26,151,41806
Schoolcraft County,Michigan,26,153,7412
Shiawassee County,Michigan,26,155,68415
Tuscola County,Michigan,26,157,53538
Van Buren County,Michigan,26,159,66916
Washtenaw County,Michigan,26,161,258770
Wayne County,Michigan,26,163,959966
Wexford County,Michigan,26,165,31550
Aitkin County,Minnesota,27,001,15432
Anoka County,Minnesota,27,003,288614
Becker County,Minnesota,27,005,28787
Beltrami County,Minnesota,27,007,33521
Benton County,Minnesota,27,009,36567
Big Stone County,Minnesota,27,011,5162
Blue Earth County,Minnesota,27,013,59295
Brown County,Minnesota,27,015,25219
Carlton County,Minnesota,27,017,31634
Carver County,Minnesota,27,019,84539
Cass County,Minnesota,27,021,24518
Chippewa County,Minnesota,27,023,11631
Chisago County,Minnesota,27,025,51174
Clay County,Minnesota,27,027,54597
Clearwater County,Minnesota,27,029,7533
Cook County,Minnesota,27,031,4569
Cottonwood County,Minnesota,27,033,10807
Crow Wing County,Minnesota,27,035,60496
Dakota County,Minnesota,27,037,341770
Dodge County,Minnesota,27,039,19493
Douglas County,Minnesota,27,041,35379
Faribault County,Minnesota,27,043,14104
Fillmore County,Minnesota,27,045,20509
Freeborn County,Minnesota,27,047,29760
Goodhue County,Minnesota,27,049,44083
Grant County,Minnesota,27,051,5885
Hennepin County,Minnesota,27,053,878366
Houston County,Minnesota,27,055,18564
Hubbard County,Minnesota,27,057,19303
Isanti County,Minnesota,27,059,36594
Itasca County,Minnesota,27,061,42149
Jackson County,Minnesota,27,063,9802
Kanabec County,Minnesota,27,065,15823
Kandiyohi County,Minnesota,27,067,39842
Kittson County,Minnesota,27,069,4426
Koochiching County,Minnesota,27,071,12551
Lac qui Parle County,Minnesota,27,073,7093
Lake County,Minnesota,27,075,10484
Lake of the Woods County,Minnesota,27,077,3856
Le Sueur County,Minnesota,27,079,26478
Lincoln County,Minnesota,27,081,5755
Lyon County,Minnesota,27,083,23167
McLeod County,Minnesota,27,085,34931
Mahnomen County,Minnesota,27,087,2763
Marshall County,Minnesota,27,089,9291
Martin County,Minnesota,27,091,20202
Meeker County,Minnesota,27,093,22725
Mille Lacs County,Minnesota,27,095,23725
Morrison County,Minnesota,27,097,32345
Mower County,Minnesota,27,099,36198
Murray County,Minnesota,27,101,8425
Nicollet County,Minnesota,27,103,30683
Nobles County,Minnesota,27,105,17764
Norman County,Minnesota,27,107,6464
Olmsted County,Minnesota,27,109,125401
Otter Tail County,Minnesota,27,111,55222
Pennington County,Minnesota,27,113,13118
Pine County,Minnesota,27,115,27169
Pipestone County,Minnesota,27,117,8944
Polk County,Minnesota,27,119,29303
Pope County,Minnesota,27,121,10781
Ramsey County,Minnesota,27,123,366877
Red Lake County,Minnesota,27,125,3945
Redwood County,Minnesota,27,127,14319
Renville County,Minnesota,27,129,14964
Rice County,Minnesota,27,131,58228
Rock County,Minnesota,27,133,9343
Roseau County,Minnesota,27,135,14814
Saint Louis County,Minnesota,27,137,186179
Scott County,Minnesota,27,139,114098
Sherburne County,Minnesota,27,141,83767
Sibley County,Minnesota,27,143,14616
Stearns County,Minnesota,27,145,138603
Steele County,Minnesota,27,147,34067
Stevens County,Minnesota,27,149,9102
Swift County,Minnesota,27,151,9450
Todd County,Minnesota,27,153,23629
Traverse County,Minnesota,27,155,3324
Wabasha County,Minnesota,27,157,21203
Wadena County,Minnesota,27,159,13337
Waseca County,Minnesota,27,161,18013
Washington County,Minnesota,27,163,210330
Watonwan County,Minnesota,27,165,10225
Wilkin County,Minnesota,27,167,6391
Winona County,Minnesota,27,169,48774
Wright County,Minnesota,27,171,118062
Yellow Medicine County,Minnesota,27,173,9692
Adams County,Mississippi,28,001,12794
Alcorn County,Mississippi,28,003,31735
Amite County,Mississippi,28,005,7477
Attala County,Mississippi,28,007,10891
Benton County,Mississippi,28,009,5306
Bolivar County,Mississippi,28,011,11235
Calhoun County,Mississippi,28,013,10565
Carroll County,Mississippi,28,015,6825
Chickasaw County,Mississippi,28,017,9632
Choctaw County,Mississippi,28,019,5731
Claiborne County,Mississippi,28,021,1395
Clarke County,Mississippi,28,023,10694
Clay County,Mississippi,28,025,8257
Coahoma County,Mississippi,28,027,6064
Copiah County,Mississippi,28,029,13558
Covington County,Mississippi,28,031,12248
DeSoto County,Mississippi,28,033,118518
Forrest County,Mississippi,28,035,45440
Franklin County,Mississippi,28,037,5160
George County,Mississippi,28,039,20038
Greene County,Mississippi,28,041,10282
Grenada County,Mississippi,28,043,12315
Hancock County,Mississippi,28,045,38800
Harrison County,Mississippi,28,047,133316
Hinds County,Mississippi,28,049,70718
Holmes County,Mississippi,28,051,3069
Humphreys County,Mississippi,28,053,2186
Issaquena County,Mississippi,28,055,523
Itawamba County,Mississippi,28,057,21619
Jackson County,Mississippi,28,059,102171
Jasper County,Mississippi,28,061,7976
Jefferson County,Mississippi,28,063,1063
Jefferson Davis County,Mississippi,28,065,4793
Jones County,Mississippi,28,067,46504
Kemper County,Mississippi,28,069,3729
Lafayette County,Mississippi,28,071,33938
Lamar County,Mississippi,28,073,43044
Lauderdale County,Mississippi,28,075,44540
Lawrence County,Mississippi,28,077,8471
Leake County,Mississippi,28,079,12300
Lee County,Mississippi,28,081,58188
Leflore County,Mississippi,28,083,8339
Lincoln County,Mississippi,28,085,23931
Lowndes County,Mississippi,28,087,32362
Madison County,Mississippi,28,089,55027
Marion County,Mississippi,28,091,17722
Marshall County,Mississippi,28,093,18414
Monroe County,Mississippi,28,095,25113
Montgomery County,Mississippi,28,097,5720
Neshoba County,Mississippi,28,099,18160
Newton County,Mississippi,28,101,13698
Noxubee County,Mississippi,28,103,3211
Oktibbeha County,Mississippi,28,105,27899
Panola County,Mississippi,28,107,16964
Pearl River County,Mississippi,28,109,47236
Perry County,Mississippi,28,111,9462
Pike County,Mississippi,28,113,18805
Pontotoc County,Mississippi,28,115,23956
Prentiss County,Mississippi,28,117,21419
Quitman County,Mississippi,28,119,2438
Rankin County,Mississippi,28,121,110726
Scott County,Mississippi,28,123,16298
Sharkey County,Mississippi,28,125,1378
Simpson County,Mississippi,28,127,17386
Smith County,Mississippi,28,129,12331
Stone County,Mississippi,28,131,13901
Sunflower County,Mississippi,28,133,7545
Tallahatchie County,Mississippi,28,135,6787
Tate County,Mississippi,28,137,19229
Tippah County,Mississippi,28,139,17843
Tishomingo County,Mississippi,28,141,18569
Tunica County,Mississippi,28,143,2612
Union County,Mississippi,28,145,22420
Walthall County,Mississippi,28,147,8112
Warren County,Mississippi,28,149,24565
Washington County,Mississippi,28,151,13841
Wayne County,Mississippi,28,153,12458
Webster County,Mississippi,28,155,7997
Wilkinson County,Mississippi,28,157,2870
Winston County,Mississippi,28,159,9995
Yalobusha County,Mississippi,28,161,7651
Yazoo County,Mississippi,28,163,11032
Adair County,Missouri,29,001,24094
Andrew County,Missouri,29,003,16729
Atchison County,Missouri,29,005,5539
Audrain County,Missouri,29,007,22984
Barry County,Missouri,29,009,32853
Barton County,Missouri,29,011,11794
Bates County,Missouri,29,013,16364
Benton County,Missouri,29,015,18473
Bollinger County,Missouri,29,017,12158
Boone County,Missouri,29,019,134707
Buchanan County,Missouri,29,021,79999
Butler County,Missouri,29,023,38789
Caldwell County,Missouri,29,025,9022
Callaway County,Missouri,29,027,40661
Camden County,Missouri,29,029,42433
Cape Girardeau County,Missouri,29,031,67708
Carroll County,Missouri,29,033,8950
Carter County,Missouri,29,035,5984
Cass County,Missouri,29,037,91569
Cedar County,Missouri,29,039,13515
Chariton County,Missouri,29,041,7497
Christian County,Missouri,29,043,74303
Clark County,Missouri,29,045,6915
Clay County,Missouri,29,047,196357
Clinton County,Missouri,29,049,19817
Cole County,Missouri,29,051,63671
Cooper County,Missouri,29,053,15775
Crawford County,Missouri,29,055,24225
Dade County,Missouri,29,057,7496
Dallas County,Missouri,29,059,16206
Daviess County,Missouri,29,061,8143
DeKalb County,Missouri,29,063,11175
Dent County,Missouri,29,065,15034
Douglas County,Missouri,29,067,13475
Dunklin County,Missouri,29,069,27972
