County,State,State_FIPS,County_FIPS,white_population
Vermillion County,Indiana,18,165,16167
Vigo County,Indiana,18,167,94856
Wabash County,Indiana,18,169,32127
Warren County,Indiana,18,171,8388
Warrick County,Indiana,18,173,55457
Washington County,Indiana,18,175,27710
Wayne County,Indiana,18,177,62806
Wells County,Indiana,18,179,27167
White County,Indiana,18,181,24125
Whitley County,Indiana,18,183,32210
Adair County,Iowa,19,001,7611
Adams County,Iowa,19,003,4014
Allamakee County,Iowa,19,005,13837
Appanoose County,Iowa,19,007,12670
Audubon County,Iowa,19,009,6100
Benton County,Iowa,19,011,25477
Black Hawk County,Iowa,19,013,111308
Boone County,Iowa,19,015,25597
Bremer County,Iowa,19,017,23569
Buchanan County,Iowa,19,019,20530
Buena Vista County,Iowa,19,021,16638
Butler County,Iowa,19,023,14692
Calhoun County,Iowa,19,025,9528
Carroll County,Iowa,19,027,20292
Cass County,Iowa,19,029,13647
Cedar County,Iowa,19,031,17970
Cerro Gordo County,Iowa,19,033,42108
Cherokee County,Iowa,19,035,11680
Chickasaw County,Iowa,19,037,12197
Clarke County,Iowa,19,039,8917
Clay County,Iowa,19,041,16129
Clayton County,Iowa,19,043,17730
Clinton County,Iowa,19,045,46584
Crawford County,Iowa,19,047,15358
Dallas County,Iowa,19,049,56949
Davis County,Iowa,19,051,8646
Decatur County,Iowa,19,053,8151
Delaware County,Iowa,19,055,17564
Des Moines County,Iowa,19,057,37058
Dickinson County,Iowa,19,059,16318
Dubuque County,Iowa,19,061,87703
Emmet County,Iowa,19,063,9731
Fayette County,Iowa,19,065,20414
Floyd County,Iowa,19,067,15729
Franklin County,Iowa,19,069,9727
Fremont County,Iowa,19,071,7276
Greene County,Iowa,19,073,9352
Grundy County,Iowa,19,075,12234
Guthrie County,Iowa,19,077,10759
Hamilton County,Iowa,19,079,14969
Hancock County,Iowa,19,081,11021
Hardin County,Iowa,19,083,17006
Harrison County,Iowa,19,085,14742
Henry County,Iowa,19,087,18936
Howard County,Iowa,19,089,9463
Humboldt County,Iowa,19,091,9601
Ida County,Iowa,19,093,7051
Iowa County,Iowa,19,095,15996
Jackson County,Iowa,19,097,19484
Jasper County,Iowa,19,099,35907
Jefferson County,Iowa,19,101,14862
Johnson County,Iowa,19,103,109894
Jones County,Iowa,19,105,19861
Keokuk County,Iowa,19,107,10464
Kossuth County,Iowa,19,109,15496
Lee County,Iowa,19,111,33764
Linn County,Iowa,19,113,189511
Louisa County,Iowa,19,115,10981
Lucas County,Iowa,19,117,9003
Lyon County,Iowa,19,119,11331
Madison County,Iowa,19,121,15203
Mahaska County,Iowa,19,123,21372
Marion County,Iowa,19,125,32413
Marshall County,Iowa,19,127,35531
Mills County,Iowa,19,129,14755
Mitchell County,Iowa,19,131,10622
Monona County,Iowa,19,133,9080
Monroe County,Iowa,19,135,7710
Montgomery County,Iowa,19,137,10628
Muscatine County,Iowa,19,139,39391
O'Brien County,Iowa,19,141,13988
Osceola County,Iowa,19,143,6360
Page County,Iowa,19,145,15044
Palo Alto County,Iowa,19,147,9440
Plymouth County,Iowa,19,149,24060
Pocahontas County,Iowa,19,151,7372
Polk County,Iowa,19,153,358859
Pottawattamie County,Iowa,19,155,86135
Poweshiek County,Iowa,19,157,18105
Ringgold County,Iowa,19,159,5068
Sac County,Iowa,19,161,10297
Scott County,Iowa,19,163,141115
Shelby County,Iowa,19,165,12246
Sioux County,Iowa,19,167,31518
Story County,Iowa,19,169,78131
Tama County,Iowa,19,171,15870
Taylor County,Iowa,19,173,6111
Union County,Iowa,19,175,12067
Van Buren County,Iowa,19,177,7483
Wapello County,Iowa,19,179,33044
Warren County,Iowa,19,181,44215
Washington County,Iowa,19,183,20652
Wayne County,Iowa,19,185,6247
Webster County,Iowa,19,187,35596
Winnebago County,Iowa,19,189,10593
Winneshiek County,Iowa,19,191,20376
Woodbury County,Iowa,19,193,85389
Worth County,Iowa,19,195,7547
Wright County,Iowa,19,197,12640
Allen County,Kansas,20,001,12624
Anderson County,Kansas,20,003,7766
Atchison County,Kansas,20,005,15466
Barber County,Kansas,20,007,4722
Barton County,Kansas,20,009,25205
Bourbon County,Kansas,20,011,14071
Brown County,Kansas,20,013,8685
Butler County,Kansas,20,015,60551
Chase County,Kansas,20,017,2740
Chautauqua County,Kansas,20,019,3407
Cherokee County,Kansas,20,021,19933
Cheyenne County,Kansas,20,023,2758
Clark County,Kansas,20,025,2102
Clay County,Kansas,20,027,8255
Cloud County,Kansas,20,029,9432
Coffey County,Kansas,20,031,8291
Comanche County,Kansas,20,033,1778
Cowley County,Kansas,20,035,31732
Crawford County,Kansas,20,037,35913
Decatur County,Kansas,20,039,2942
Dickinson County,Kansas,20,041,18787
Doniphan County,Kansas,20,043,7375
Douglas County,Kansas,20,045,92938
Edwards County,Kansas,20,047,2759
Elk County,Kansas,20,049,2780
Ellis County,Kansas,20,051,26555
Ellsworth County,Kansas,20,053,5946
Finney County,Kansas,20,055,31108
Ford County,Kansas,20,057,28594
Franklin County,Kansas,20,059,24098
Geary County,Kansas,20,061,20946
Gove County,Kansas,20,063,2657
Graham County,Kansas,20,065,2456
Grant County,Kansas,20,067,6490
Gray County,Kansas,20,069,5522
Greeley County,Kansas,20,071,1216
Greenwood County,Kansas,20,073,6565
Hamilton County,Kansas,20,075,2545
Harper County,Kansas,20,077,5765
Harvey County,Kansas,20,079,31070
Haskell County,Kansas,20,081,3718
Hodgeman County,Kansas,20,083,1905
Jackson County,Kansas,20,085,11639
Jefferson County,Kansas,20,087,18399
Jewell County,Kansas,20,089,3088
Johnson County,Kansas,20,091,464004
Kearny County,Kansas,20,093,3719
Kingman County,Kansas,20,095,7718
Kiowa County,Kansas,20,097,2594
Labette County,Kansas,20,099,19290
Lane County,Kansas,20,101,1570
Leavenworth County,Kansas,20,103,62218
Lincoln County,Kansas,20,105,3239
Linn County,Kansas,20,107,9490
Logan County,Kansas,20,109,2646
Lyon County,Kansas,20,111,30469
McPherson County,Kansas,20,113,28057
Marion County,Kansas,20,115,12229
Marshall County,Kansas,20,117,9876
Meade County,Kansas,20,119,4160
Miami County,Kansas,20,121,30738
Mitchell County,Kansas,20,123,6244
Montgomery County,Kansas,20,125,30045
Morris County,Kansas,20,127,5761
Morton County,Kansas,20,129,2871
Nemaha County,Kansas,20,131,10034
Neosho County,Kansas,20,133,14865
Ness County,Kansas,20,135,2982
Norton County,Kansas,20,137,5306
Osage County,Kansas,20,139,15892
Osborne County,Kansas,20,141,3828
Ottawa County,Kansas,20,143,5963
Pawnee County,Kansas,20,145,5800
Phillips County,Kansas,20,147,5359
Pottawatomie County,Kansas,20,149,19588
Pratt County,Kansas,20,151,9202
Rawlins County,Kansas,20,153,2519
Reno County,Kansas,20,155,58707
Republic County,Kansas,20,157,4946
Rice County,Kansas,20,159,9429
Riley County,Kansas,20,161,58425
Rooks County,Kansas,20,163,5124
Rush County,Kansas,20,165,3174
Russell County,Kansas,20,167,6676
Saline County,Kansas,20,169,49227
Scott County,Kansas,20,171,4563
Sedgwick County,Kansas,20,173,375567
Seward County,Kansas,20,175,15960
Shawnee County,Kansas,20,177,141464
Sheridan County,Kansas,20,179,2518
Sherman County,Kansas,20,181,5586
Smith County,Kansas,20,183,3840
Stafford County,Kansas,20,185,4187
Stanton County,Kansas,20,187,1931
Stevens County,Kansas,20,189,4187
Sumner County,Kansas,20,191,23022
Thomas County,Kansas,20,193,7497
Trego County,Kansas,20,195,2914
Wabaunsee County,Kansas,20,197,6768
Wallace County,Kansas,20,199,1419
Washington County,Kansas,20,201,5728
Wichita County,Kansas,20,203,2121
Wilson County,Kansas,20,205,9249
Woodson County,Kansas,20,207,3262
Wyandotte County,Kansas,20,209,92725
Adair County,Kentucky,21,001,17550
Allen County,Kentucky,21,003,19083
Anderson County,Kentucky,21,005,20297
Ballard County,Kentucky,21,007,7817
Barren County,Kentucky,21,009,39014
Bath County,Kentucky,21,011,11190
Bell County,Kentucky,21,013,27532
Boone County,Kentucky,21,015,106274
Bourbon County,Kentucky,21,017,18005
Boyd County,Kentucky,21,019,46533
Boyle County,Kentucky,21,021,24869
Bracken County,Kentucky,21,023,8417
Breathitt County,Kentucky,21,025,14000
Breckinridge County,Kentucky,21,027,19016
Bullitt County,Kentucky,21,029,70068
Butler County,Kentucky,21,031,12323
Caldwell County,Kentucky,21,033,11923
Calloway County,Kentucky,21,035,33849
Campbell County,Kentucky,21,037,84455
Carlisle County,Kentucky,21,039,4965
Carroll County,Kentucky,21,041,10158
Carter County,Kentucky,21,043,27260
Casey County,Kentucky,21,045,15761
Christian County,Kentucky,21,047,51774
Clark County,Kentucky,21,049,32865
Clay County,Kentucky,21,051,20757
Clinton County,Kentucky,21,053,9923
Crittenden County,Kentucky,21,055,9070
Cumberland County,Kentucky,21,057,6607
Daviess County,Kentucky,21,059,87605
Edmonson County,Kentucky,21,061,11729
Elliott County,Kentucky,21,063,7140
Estill County,Kentucky,21,065,14128
Fayette County,Kentucky,21,067,222371
Fleming County,Kentucky,21,069,13860
Floyd County,Kentucky,21,071,39059
Franklin County,Kentucky,21,073,41474
Fulton County,Kentucky,21,075,5121
Gallatin County,Kentucky,21,077,7882
Garrard County,Kentucky,21,079,16114
Grant County,Kentucky,21,081,23771
Graves County,Kentucky,21,083,34076
Grayson County,Kentucky,21,085,24793
Green County,Kentucky,21,087,10854
Greenup County,Kentucky,21,089,35997
Hancock County,Kentucky,21,091,8352
Hardin County,Kentucky,21,093,82603
Harlan County,Kentucky,21,095,28426
Harrison County,Kentucky,21,097,17835
Hart County,Kentucky,21,099,16897
Henderson County,Kentucky,21,101,41104
Henry County,Kentucky,21,103,14551
Hickman County,Kentucky,21,105,4347
Hopkins County,Kentucky,21,107,42608
Jackson County,Kentucky,21,109,13451
Jefferson County,Kentucky,21,111,540751
Jessamine County,Kentucky,21,113,44178
Johnson County,Kentucky,21,115,22936
Kenton County,Kentucky,21,117,144910
Knott County,Kentucky,21,119,16418
Knox County,Kentucky,21,121,30852
Larue County,Kentucky,21,123,13136
Laurel County,Kentucky,21,125,56565
Lawrence County,Kentucky,21,127,15583
Lee County,Kentucky,21,129,7707
Leslie County,Kentucky,21,131,11303
Letcher County,Kentucky,21,133,24138
Lewis County,Kentucky,21,135,13739
Lincoln County,Kentucky,21,137,23646
Livingston County,Kentucky,21,139,9325
Logan County,Kentucky,21,141,24772
Lyon County,Kentucky,21,143,7672
McCracken County,Kentucky,21,145,55992
McCreary County,Kentucky,21,147,16773
McLean County,Kentucky,21,149,9466
Madison County,Kentucky,21,151,74662
Magoffin County,Kentucky,21,153,13097
Marion County,Kentucky,21,155,17331
Marshall County,Kentucky,21,157,30807
Martin County,Kentucky,21,159,12680
Mason County,Kentucky,21,161,15673
Meade County,Kentucky,21,163,26474
Menifee County,Kentucky,21,165,6338
Mercer County,Kentucky,21,167,20066
Metcalfe County,Kentucky,21,169,9800
Monroe County,Kentucky,21,171,10648
Montgomery County,Kentucky,21,173,24609
Morgan County,Kentucky,21,175,13333
Muhlenberg County,Kentucky,21,177,29494
Nelson County,Kentucky,21,179,39461
Nicholas County,Kentucky,21,181,6993
Ohio County,Kentucky,21,183,22853
Oldham County,Kentucky,21,185,54143
Owen County,Kentucky,21,187,10681
Owsley County,Kentucky,21,189,4742
Pendleton County,Kentucky,21,191,14574
Perry County,Kentucky,21,193,27759
Pike County,Kentucky,21,195,64098
Powell County,Kentucky,21,197,12509
Pulaski County,Kentucky,21,199,59572
Robertson County,Kentucky,21,201,2278
Rockcastle County,Kentucky,21,203,16782
Rowan County,Kentucky,21,205,22109
Russell County,Kentucky,21,207,16920
Scott County,Kentucky,21,209,40758
Shelby County,Kentucky,21,211,35022
Simpson County,Kentucky,21,213,14933
Spencer County,Kentucky,21,215,15925
Taylor County,Kentucky,21,217,22477
Todd County,Kentucky,21,219,11015
Trigg County,Kentucky,21,221,12459
Trimble County,Kentucky,21,223,8563
Union County,Kentucky,21,225,12829
Warren County,Kentucky,21,227,93141
Washington County,Kentucky,21,229,10513
Wayne County,Kentucky,21,231,19776
Webster County,Kentucky,21,233,12723
Whitley County,Kentucky,21,235,35070
Wolfe County,Kentucky,21,237,7291
Woodford County,Kentucky,21,239,22168
Acadia Parish,Louisiana,22,001,48452
Allen Parish,Louisiana,22,003,18492
Ascension Parish,Louisiana,22,005,76344
Assumption Parish,Louisiana,22,007,15840
Avoyelles Parish,Louisiana,22,009,28313
Beauregard Parish,Louisiana,22,011,29057
Bienville Parish,Louisiana,22,013,8064
Bossier Parish,Louisiana,22,015,84273
Caddo Parish,Louisiana,22,017,125131
Calcasieu Parish,Louisiana,22,019,135156
Caldwell Parish,Louisiana,22,021,8169
Cameron Parish,Louisiana,22,023,7098
Catahoula Parish,Louisiana,22,025,7164
Claiborne Parish,Louisiana,22,027,8179
Concordia Parish,Louisiana,22,029,11860
De Soto Parish,Louisiana,22,031,15090
East Baton Rouge Parish,Louisiana,22,033,218862
East Carroll Parish,Louisiana,22,035,2187
East Feliciana Parish,Louisiana,22,037,10750
Evangeline Parish,Louisiana,22,039,23690
Franklin Parish,Louisiana,22,041,13878
Grant Parish,Louisiana,22,043,17544
Iberia Parish,Louisiana,22,045,46705
Iberville Parish,Louisiana,22,047,16356
Jackson Parish,Louisiana,22,049,11018
Jefferson Parish,Louisiana,22,051,276992
Jefferson Davis Parish,Louisiana,22,053,25033
Lafayette Parish,Louisiana,22,055,152055
Lafourche Parish,Louisiana,22,057,77097
LaSalle Parish,Louisiana,22,059,12617
Lincoln Parish,Louisiana,22,061,25603
Livingston Parish,Louisiana,22,063,113865
Madison Parish,Louisiana,22,065,4604
Morehouse Parish,Louisiana,22,067,14769
Natchitoches Parish,Louisiana,22,069,21470
Orleans Parish,Louisiana,22,071,99853
Ouachita Parish,Louisiana,22,073,93115
Plaquemines Parish,Louisiana,22,075,16406
Pointe Coupee Parish,Louisiana,22,077,13930
Rapides Parish,Louisiana,22,079,83933
Red River Parish,Louisiana,22,081,5307
Richland Parish,Louisiana,22,083,12900
Sabine Parish,Louisiana,22,085,17169
Saint Bernard Parish,Louisiana,22,087,21507
Saint Charles Parish,Louisiana,22,089,36713
Saint Helena Parish,Louisiana,22,091,5053
Saint James Parish,Louisiana,22,093,10767
Saint John the Baptist Parish,Louisiana,22,095,21009
Saint Landry Parish,Louisiana,22,097,47882
Saint Martin Parish,Louisiana,22,099,34175
Saint Mary Parish,Louisiana,22,101,33294
Saint Tammany Parish,Louisiana,22,103,191922
Tangipahoa Parish,Louisiana,22,105,79866
Tensas Parish,Louisiana,22,107,2229
Terrebonne Parish,Louisiana,22,109,78865
Union Parish,Louisiana,22,111,16171
Vermilion Parish,Louisiana,22,113,46920
Vernon Parish,Louisiana,22,115,38658
Washington Parish,Louisiana,22,117,31103
Webster Parish,Louisiana,22,119,26482
West Baton Rouge Parish,Louisiana,22,121,13813
West Carroll Parish,Louisiana,22,123,9798
West Feliciana Parish,Louisiana,22,125,8129
Winn Parish,Louisiana,22,127,10328
Androscoggin County,Maine,23,001,100841
Aroostook County,Maine,23,003,69379
Cumberland County,Maine,23,005,261060
Franklin County,Maine,23,007,29947
Hancock County,Maine,23,009,52718
Kennebec County,Maine,23,011,117896
Knox County,Maine,23,013,39128
Lincoln County,Maine,23,015,33934
Oxford County,Maine,23,017,56376
Penobscot County,Maine,23,019,146065
Piscataquis County,Maine,23,021,16997
Sagadahoc County,Maine,23,023,34313
Somerset County,Maine,23,025,50751
Waldo County,Maine,23,027,37776
Washington County,Maine,23,029,30699
York County,Maine,23,031,190925
Allegany County,Maryland,24,001,66952
Anne Arundel County,Maryland,24,003,405695
Baltimore County,Maryland,24,005,530978
Calvert County,Maryland,24,009,72043
Caroline County,Maryland,24,011,26350
Carroll County,Maryland,24,013,155954
Cecil County,Maryland,24,015,90725
Charles County,Maryland,24,017,76975
Dorchester County,Maryland,24,019,22014
Frederick County,Maryland,24,021,189949
Garrett County,Maryland,24,023,29476
Harford County,Maryland,24,025,199580
Howard County,Maryland,24,027,181227
Kent County,Maryland,24,029,15996
Queen Anne's County,Maryland,24,035,41747
Saint Mary's County,Maryland,24,037,81495
Somerset County,Maryland,24,039,14300
Talbot County,Maryland,24,041,30438
Washington County,Maryland,24,043,125967
Wicomico County,Maryland,24,045,67608
Worcester County,Maryland,24,047,42690
Baltimore City,Maryland,24,510,186424
Montgomery County,Maryland,24,031,553079
Prince George's County,Maryland,24,033,188554
Barnstable County,Massachusetts,25,001,204225
Berkshire County,Massachusetts,25,003,122638
Bristol County,Massachusetts,25,005,490837
Dukes County,Massachusetts,25,007,14151
Essex County,Massachusetts,25,009,603325
Franklin County,Massachusetts,25,011,67760
Hampden County,Massachusetts,25,013,361504
Hampshire County,Massachusetts,25,015,140572
Middlesex County,Massachusetts,25,017,1206119
Nantucket County,Massachusetts,25,019,8925
Norfolk County,Massachusetts,25,021,553336
Plymouth County,Massachusetts,25,023,424968
Suffolk County,Massachusetts,25,025,394674
Worcester County,Massachusetts,25,027,696044
Alcona County,Michigan,26,001,10998
Alger County,Michigan,26,003,8366
Allegan County,Michigan,26,005,103163
Alpena County,Michigan,26,007,29241
Antrim County,Michigan,26,009,23137
Arenac County,Michigan,26,011,15781
Baraga County,Michigan,26,013,6671
Barry County,Michigan,26,015,58075
Bay County,Michigan,26,017,101781
Benzie County,Michigan,26,019,17059
Berrien County,Michigan,26,021,123110
Branch County,Michigan,26,023,43162
Calhoun County,Michigan,26,025,114147
Cass County,Michigan,26,027,46507
Charlevoix County,Michigan,26,029,25065
Cheboygan County,Michigan,26,031,25027
Chippewa County,Michigan,26,033,28349
Clare County,Michigan,26,035,30108
Clinton County,Michigan,26,037,69751
Crawford County,Michigan,26,039,13535
Delta County,Michigan,26,041,35521
Dickinson County,Michigan,26,043,25880
Eaton County,Michigan,26,045,95599
Emmet County,Michigan,26,047,30597
Genesee County,Michigan,26,049,324709
Gladwin County,Michigan,26,051,25415
Gogebic County,Michigan,26,053,15220
Grand Traverse County,Michigan,26,055,82035
Gratiot County,Michigan,26,057,39072
Hillsdale County,Michigan,26,059,45872
Houghton County,Michigan,26,061,34281
Huron County,Michigan,26,063,32843
Ingham County,Michigan,26,065,217523
Ionia County,Michigan,26,067,58645
Iosco County,Michigan,26,069,25480
Iron County,Michigan,26,071,11645
Isabella County,Michigan,26,073,62166
Jackson County,Michigan,26,075,142234
Kalamazoo County,Michigan,26,077,205079
Kalkaska County,Michigan,26,079,16839
Kent County,Michigan,26,081,487527
Keweenaw County,Michigan,26,083,2088
Lake County,Michigan,26,085,10057
Lapeer County,Michigan,26,087,86292
Leelanau County,Michigan,26,089,20304
Lenawee County,Michigan,26,091,92930
Livingston County,Michigan,26,093,175277
Luce County,Michigan,26,095,5429
Mackinac County,Michigan,26,097,8717
Macomb County,Michigan,26,099,727335
Manistee County,Michigan,26,101,23114
Marquette County,Michigan,26,103,62572
Mason County,Michigan,26,105,27557
Mecosta County,Michigan,26,107,40103
Menominee County,Michigan,26,109,23158
Midland County,Michigan,26,111,78943
Missaukee County,Michigan,26,113,14512
Monroe County,Michigan,26,115,144975
Montcalm County,Michigan,26,117,60131
Montmorency County,Michigan,26,119,9671
Muskegon County,Michigan,26,121,138849
Newaygo County,Michigan,26,123,45780
Oakland County,Michigan,26,125,940801
Oceana County,Michigan,26,127,24852
Ogemaw County,Michigan,26,129,21232
Ontonagon County,Michigan,26,131,6785
Osceola County,Michigan,26,133,22925
Oscoda County,Michigan,26,135,8664
Otsego County,Michigan,26,137,23716
Ottawa County,Michigan,26,139,233452
Presque Isle County,Michigan,26,141,13371
Roscommon County,Michigan,26,143,24258
Saginaw County,Michigan,26,145,152768
Saint Clair County,Michigan,26,147,156289
Saint Joseph County,Michigan,26,149,57633
Sanilac County,Michigan,26,151,42496
Schoolcraft County,Michigan,26,153,7560
Shiawassee County,Michigan,26,155,69792
Tuscola County,Michigan,26,157,54193
Van Buren County,Michigan,26,159,67309
Washtenaw County,Michigan,26,161,257753
Wayne County,Michigan,26,163,972953
Wexford County,Michigan,26,165,31529
Aitkin County,Minnesota,27,001,15603
Anoka County,Minnesota,27,003,288216
Becker County,Minnesota,27,005,28628
Beltrami County,Minnesota,27,007,32976
Benton County,Minnesota,27,009,36234
Big Stone County,Minnesota,27,011,5240
Blue Earth County,Minnesota,27,013,58257
Brown County,Minnesota,27,015,25346
Carlton County,Minnesota,27,017,31361
Carver County,Minnesota,27,019,82478
Cass County,Minnesota,27,021,24748
Chippewa County,Minnesota,27,023,11723
Chisago County,Minnesota,27,025,50657
Clay County,Minnesota,27,027,53185
Clearwater County,Minnesota,27,029,7539
Cook County,Minnesota,27,031,4578
Cottonwood County,Minnesota,27,033,10964
Crow Wing County,Minnesota,27,035,59854
Dakota County,Minnesota,27,037,339115
Dodge County,Minnesota,27,039,19266
Douglas County,Minnesota,27,041,35134
Faribault County,Minnesota,27,043,14282
Fillmore County,Minnesota,27,045,20617
Freeborn County,Minnesota,27,047,30070
Goodhue County,Minnesota,27,049,43864
Grant County,Minnesota,27,051,5951
Hennepin County,Minnesota,27,053,869704
Houston County,Minnesota,27,055,18831
Hubbard County,Minnesota,27,057,19211
Isanti County,Minnesota,27,059,36268
Itasca County,Minnesota,27,061,42156
Jackson County,Minnesota,27,063,10007
Kanabec County,Minnesota,27,065,15899
Kandiyohi County,Minnesota,27,067,39552
Kittson County,Minnesota,27,069,4504
Koochiching County,Minnesota,27,071,12797
Lac qui Parle County,Minnesota,27,073,7193
Lake County,Minnesota,27,075,10495
Lake of the Woods County,Minnesota,27,077,3970
Le Sueur County,Minnesota,27,079,26471
Lincoln County,Minnesota,27,081,5823
Lyon County,Minnesota,27,083,23360
McLeod County,Minnesota,27,085,35135
Mahnomen County,Minnesota,27,087,2851
Marshall County,Minnesota,27,089,9302
Martin County,Minnesota,27,091,20318
Meeker County,Minnesota,27,093,22834
Mille Lacs County,Minnesota,27,095,23892
Morrison County,Minnesota,27,097,32284
Mower County,Minnesota,27,099,36204
Murray County,Minnesota,27,101,8511
Nicollet County,Minnesota,27,103,30378
Nobles County,Minnesota,27,105,18196
Norman County,Minnesota,27,107,6510
Olmsted County,Minnesota,27,109,123567
Otter Tail County,Minnesota,27,111,55676
Pennington County,Minnesota,27,113,13050
Pine County,Minnesota,27,115,27206
Pipestone County,Minnesota,27,117,8963
Polk County,Minnesota,27,119,29352
Pope County,Minnesota,27,121,10872
Ramsey County,Minnesota,27,123,365854
Red Lake County,Minnesota,27,125,3975
Redwood County,Minnesota,27,127,14552
Renville County,Minnesota,27,129,15469
Rice County,Minnesota,27,131,57835
Rock County,Minnesota,27,133,9308
Roseau County,Minnesota,27,135,15043
Saint Louis County,Minnesota,27,137,186276
Scott County,Minnesota,27,139,111438
Sherburne County,Minnesota,27,141,82257
Sibley County,Minnesota,27,143,14538
Stearns County,Minnesota,27,145,137089
Steele County,Minnesota,27,147,34107
Stevens County,Minnesota,27,149,9156
Swift County,Minnesota,27,151,9478
Todd County,Minnesota,27,153,23926
Traverse County,Minnesota,27,155,3441
Wabasha County,Minnesota,27,157,21274
Wadena County,Minnesota,27,159,13347
Waseca County,Minnesota,27,161,18137
Washington County,Minnesota,27,163,206488
Watonwan County,Minnesota,27,165,9830
Wilkin County,Minnesota,27,167,6420
Winona County,Minnesota,27,169,48737
Wright County,Minnesota,27,171,114759
Yellow Medicine County,Minnesota,27,173,9864
Adams County,Mississippi,28,001,13111
Alcorn County,Mississippi,28,003,31934
Amite County,Mississippi,28,005,7613
Attala County,Mississippi,28,007,11004
Benton County,Mississippi,28,009,5278
Bolivar County,Mississippi,28,011,11509
Calhoun County,Mississippi,28,013,10537
Carroll County,Mississippi,28,015,6825
Chickasaw County,Mississippi,28,017,9900
Choctaw County,Mississippi,28,019,5869
Claiborne County,Mississippi,28,021,1481
Clarke County,Mississippi,28,023,10759
Clay County,Mississippi,28,025,8516
Coahoma County,Mississippi,28,027,6308
Copiah County,Mississippi,28,029,13831
Covington County,Mississippi,28,031,12348
DeSoto County,Mississippi,28,033,116546
Forrest County,Mississippi,28,035,45380
Franklin County,Mississippi,28,037,5215
George County,Mississippi,28,039,19608
Greene County,Mississippi,28,041,10147
Grenada County,Mississippi,28,043,12732
Hancock County,Mississippi,28,045,37836
Harrison County,Mississippi,28,047,129156
Hinds County,Mississippi,28,049,73740
Holmes County,Mississippi,28,051,3246
Humphreys County,Mississippi,28,053,2335
Issaquena County,Mississippi,28,055,752
Itawamba County,Mississippi,28,057,21477
Jackson County,Mississippi,28,059,101161
Jasper County,Mississippi,28,061,8043
Jefferson County,Mississippi,28,063,1095
Jefferson Davis County,Mississippi,28,065,5003
Jones County,Mississippi,28,067,45884
Kemper County,Mississippi,28,069,3786
Lafayette County,Mississippi,28,071,32792
Lamar County,Mississippi,28,073,41626
Lauderdale County,Mississippi,28,075,44548
Lawrence County,Mississippi,28,077,8758
Leake County,Mississippi,28,079,12182
Lee County,Mississippi,28,081,57859
Leflore County,Mississippi,28,083,8911
Lincoln County,Mississippi,28,085,23930
Lowndes County,Mississippi,28,087,32652
Madison County,Mississippi,28,089,53542
Marion County,Mississippi,28,091,17547
Marshall County,Mississippi,28,093,18190
Monroe County,Mississippi,28,095,25464
Montgomery County,Mississippi,28,097,5897
Neshoba County,Mississippi,28,099,18345
Newton County,Mississippi,28,101,13856
Noxubee County,Mississippi,28,103,3293
Oktibbeha County,Mississippi,28,105,27442
Panola County,Mississippi,28,107,17247
Pearl River County,Mississippi,28,109,47303
Perry County,Mississippi,28,111,9490
Pike County,Mississippi,28,113,19215
Pontotoc County,Mississippi,28,115,23973
Prentiss County,Mississippi,28,117,21604
Quitman County,Mississippi,28,119,2539
Rankin County,Mississippi,28,121,108239
Scott County,Mississippi,28,123,15868
Sharkey County,Mississippi,28,125,1276
Simpson County,Mississippi,28,127,17596
Smith County,Mississippi,28,129,12389
Stone County,Mississippi,28,131,13354
Sunflower County,Mississippi,28,133,8020
Tallahatchie County,Mississippi,28,135,5988
Tate County,Mississippi,28,137,18923
Tippah County,Mississippi,28,139,17807
Tishomingo County,Mississippi,28,141,18469
Tunica County,Mississippi,28,143,2784
Union County,Mississippi,28,145,22323
Walthall County,Mississippi,28,147,8188
Warren County,Mississippi,28,149,25028
Washington County,Mississippi,28,151,14743
Wayne County,Mississippi,28,153,12618
Webster County,Mississippi,28,155,7987
Wilkinson County,Mississippi,28,157,2969
Winston County,Mississippi,28,159,10198
Yalobusha County,Mississippi,28,161,7831
Yazoo County,Mississippi,28,163,11142
Adair County,Missouri,29,001,23960
Andrew County,Missouri,29,003,16436
Atchison County,Missouri,29,005,5661
Audrain County,Missouri,29,007,23165
Barry County,Missouri,29,009,33311
Barton County,Missouri,29,011,12008
Bates County,Missouri,29,013,16590
Benton County,Missouri,29,015,18422
Bollinger County,Missouri,29,017,12211
Boone County,Missouri,29,019,130795
Buchanan County,Missouri,29,021,79328
Butler County,Missouri,29,023,38566
Caldwell County,Missouri,29,025,9135
Callaway County,Missouri,29,027,40347
Camden County,Missouri,29,029,41789
Cape Girardeau County,Missouri,29,031,66890
Carroll County,Missouri,29,033,9188
Carter County,Missouri,29,035,5942
Cass County,Missouri,29,037,90193
Cedar County,Missouri,29,039,13679
Chariton County,Missouri,29,041,7605
Christian County,Missouri,29,043,71267
Clark County,Missouri,29,045,7016
Clay County,Missouri,29,047,192156
Clinton County,Missouri,29,049,19827
Cole County,Missouri,29,051,63389
Cooper County,Missouri,29,053,15794
Crawford County,Missouri,29,055,24118
Dade County,Missouri,29,057,7632
Dallas County,Missouri,29,059,16309
Daviess County,Missouri,29,061,8176
DeKalb County,Missouri,29,063,11128
Dent County,Missouri,29,065,14941
Douglas County,Missouri,29,067,13518
Dunklin County,Missouri,29,069,28260
Franklin County,Missouri,29,071,98062
