County,State,State_FIPS,County_FIPS,white_population
Vanderburgh County,Indiana,18,163,156015
Vermillion County,Indiana,18,165,15848
Vigo County,Indiana,18,167,94932
Wabash County,Indiana,18,169,31461
Warren County,Indiana,18,171,8266
Warrick County,Indiana,18,173,57178
Washington County,Indiana,18,175,27621
Wayne County,Indiana,18,177,61903
Wells County,Indiana,18,179,27074
White County,Indiana,18,181,23700
Whitley County,Indiana,18,183,32203
Adair County,Iowa,19,001,7428
Adams County,Iowa,19,003,3883
Allamakee County,Iowa,19,005,13663
Appanoose County,Iowa,19,007,12479
Audubon County,Iowa,19,009,5880
Benton County,Iowa,19,011,25306
Black Hawk County,Iowa,19,013,113080
Boone County,Iowa,19,015,25659
Bremer County,Iowa,19,017,23657
Buchanan County,Iowa,19,019,20473
Buena Vista County,Iowa,19,021,16370
Butler County,Iowa,19,023,14688
Calhoun County,Iowa,19,025,9653
Carroll County,Iowa,19,027,20123
Cass County,Iowa,19,029,13460
Cedar County,Iowa,19,031,17998
Cerro Gordo County,Iowa,19,033,41757
Cherokee County,Iowa,19,035,11662
Chickasaw County,Iowa,19,037,12085
Clarke County,Iowa,19,039,9005
Clay County,Iowa,19,041,15988
Clayton County,Iowa,19,043,17565
Clinton County,Iowa,19,045,45851
Crawford County,Iowa,19,047,15976
Dallas County,Iowa,19,049,63846
Davis County,Iowa,19,051,8633
Decatur County,Iowa,19,053,7914
Delaware County,Iowa,19,055,17399
Des Moines County,Iowa,19,057,36734
Dickinson County,Iowa,19,059,16443
Dubuque County,Iowa,19,061,88868
Emmet County,Iowa,19,063,9606
Fayette County,Iowa,19,065,20118
Floyd County,Iowa,19,067,15511
Franklin County,Iowa,19,069,9889
Fremont County,Iowa,19,071,7111
Greene County,Iowa,19,073,9084
Grundy County,Iowa,19,075,12223
Guthrie County,Iowa,19,077,10569
Hamilton County,Iowa,19,079,14515
Hancock County,Iowa,19,081,10863
Hardin County,Iowa,19,083,16781
Harrison County,Iowa,19,085,14433
Henry County,Iowa,19,087,18758
Howard County,Iowa,19,089,9410
Humboldt County,Iowa,19,091,9525
Ida County,Iowa,19,093,6987
Iowa County,Iowa,19,095,16066
Jackson County,Iowa,19,097,19255
Jasper County,Iowa,19,099,35449
Jefferson County,Iowa,19,101,14745
Johnson County,Iowa,19,103,114401
Jones County,Iowa,19,105,19744
Keokuk County,Iowa,19,107,10234
Kossuth County,Iowa,19,109,15145
Lee County,Iowa,19,111,33331
Linn County,Iowa,19,113,192746
Louisa County,Iowa,19,115,10394
Lucas County,Iowa,19,117,8695
Lyon County,Iowa,19,119,11399
Madison County,Iowa,19,121,15267
Mahaska County,Iowa,19,123,21421
Marion County,Iowa,19,125,32160
Marshall County,Iowa,19,127,35372
Mills County,Iowa,19,129,14601
Mitchell County,Iowa,19,131,10576
Monona County,Iowa,19,133,8912
Monroe County,Iowa,19,135,7760
Montgomery County,Iowa,19,137,10354
Muscatine County,Iowa,19,139,39498
O'Brien County,Iowa,19,141,13641
Osceola County,Iowa,19,143,6105
Page County,Iowa,19,145,14902
Palo Alto County,Iowa,19,147,9161
Plymouth County,Iowa,19,149,24006
Pocahontas County,Iowa,19,151,7032
Polk County,Iowa,19,153,374346
Pottawattamie County,Iowa,19,155,87793
Poweshiek County,Iowa,19,157,17870
Ringgold County,Iowa,19,159,5068
Sac County,Iowa,19,161,10047
Scott County,Iowa,19,163,144434
Shelby County,Iowa,19,165,11702
Sioux County,Iowa,19,167,31847
Story County,Iowa,19,169,80725
Tama County,Iowa,19,171,15695
Taylor County,Iowa,19,173,6018
Union County,Iowa,19,175,12250
Van Buren County,Iowa,19,177,7392
Wapello County,Iowa,19,179,32958
Warren County,Iowa,19,181,45275
Washington County,Iowa,19,183,20742
Wayne County,Iowa,19,185,6273
Webster County,Iowa,19,187,34669
Winnebago County,Iowa,19,189,10347
Winneshiek County,Iowa,19,191,20429
Woodbury County,Iowa,19,193,85718
Worth County,Iowa,19,195,7388
Wright County,Iowa,19,197,12572
Allen County,Kansas,20,001,12429
Anderson County,Kansas,20,003,7666
Atchison County,Kansas,20,005,15353
Barber County,Kansas,20,007,4705
Barton County,Kansas,20,009,25355
Bourbon County,Kansas,20,011,14036
Brown County,Kansas,20,013,8552
Butler County,Kansas,20,015,61295
Chase County,Kansas,20,017,2668
Chautauqua County,Kansas,20,019,3249
Cherokee County,Kansas,20,021,19428
Cheyenne County,Kansas,20,023,2665
Clark County,Kansas,20,025,1999
Clay County,Kansas,20,027,8195
Cloud County,Kansas,20,029,9158
Coffey County,Kansas,20,031,8235
Comanche County,Kansas,20,033,1841
Cowley County,Kansas,20,035,31749
Crawford County,Kansas,20,037,36194
Decatur County,Kansas,20,039,2833
Dickinson County,Kansas,20,041,18760
Doniphan County,Kansas,20,043,7293
Douglas County,Kansas,20,045,95308
Edwards County,Kansas,20,047,2834
Elk County,Kansas,20,049,2642
Ellis County,Kansas,20,051,27010
Ellsworth County,Kansas,20,053,5922
Finney County,Kansas,20,055,30265
Ford County,Kansas,20,057,30122
Franklin County,Kansas,20,059,24141
Geary County,Kansas,20,061,24746
Gove County,Kansas,20,063,2768
Graham County,Kansas,20,065,2403
Grant County,Kansas,20,067,6771
Gray County,Kansas,20,069,5805
Greeley County,Kansas,20,071,1146
Greenwood County,Kansas,20,073,6357
Hamilton County,Kansas,20,075,2431
Harper County,Kansas,20,077,5726
Harvey County,Kansas,20,079,32181
Haskell County,Kansas,20,081,3500
Hodgeman County,Kansas,20,083,1921
Jackson County,Kansas,20,085,11676
Jefferson County,Kansas,20,087,18245
Jewell County,Kansas,20,089,2975
Johnson County,Kansas,20,091,482182
Kearny County,Kansas,20,093,3504
Kingman County,Kansas,20,095,7644
Kiowa County,Kansas,20,097,2442
Labette County,Kansas,20,099,18836
Lane County,Kansas,20,101,1514
Leavenworth County,Kansas,20,103,64520
Lincoln County,Kansas,20,105,3123
Linn County,Kansas,20,107,9263
Logan County,Kansas,20,109,2600
Lyon County,Kansas,20,111,29732
McPherson County,Kansas,20,113,28015
Marion County,Kansas,20,115,11990
Marshall County,Kansas,20,117,9775
Meade County,Kansas,20,119,4008
Miami County,Kansas,20,121,31336
Mitchell County,Kansas,20,123,6268
Montgomery County,Kansas,20,125,29406
Morris County,Kansas,20,127,5664
Morton County,Kansas,20,129,2629
Nemaha County,Kansas,20,131,9896
Neosho County,Kansas,20,133,15698
Ness County,Kansas,20,135,3018
Norton County,Kansas,20,137,5181
Osage County,Kansas,20,139,15690
Osborne County,Kansas,20,141,3768
Ottawa County,Kansas,20,143,5902
Pawnee County,Kansas,20,145,6336
Phillips County,Kansas,20,147,5294
Pottawatomie County,Kansas,20,149,20723
Pratt County,Kansas,20,151,9276
Rawlins County,Kansas,20,153,2490
Reno County,Kansas,20,155,58720
Republic County,Kansas,20,157,4798
Rice County,Kansas,20,159,9234
Riley County,Kansas,20,161,61748
Rooks County,Kansas,20,163,4985
Rush County,Kansas,20,165,3131
Russell County,Kansas,20,167,6667
Saline County,Kansas,20,169,49580
Scott County,Kansas,20,171,4686
Sedgwick County,Kansas,20,173,394966
Seward County,Kansas,20,175,14786
Shawnee County,Kansas,20,177,146488
Sheridan County,Kansas,20,179,2421
Sherman County,Kansas,20,181,5705
Smith County,Kansas,20,183,3669
Stafford County,Kansas,20,185,4180
Stanton County,Kansas,20,187,1546
Stevens County,Kansas,20,189,4249
Sumner County,Kansas,20,191,22676
Thomas County,Kansas,20,193,7630
Trego County,Kansas,20,195,2868
Wabaunsee County,Kansas,20,197,6784
Wallace County,Kansas,20,199,1559
Washington County,Kansas,20,201,5630
Wichita County,Kansas,20,203,2129
Wilson County,Kansas,20,205,8868
Woodson County,Kansas,20,207,3134
Wyandotte County,Kansas,20,209,98160
Adair County,Kentucky,21,001,17841
Allen County,Kentucky,21,003,19471
Anderson County,Kentucky,21,005,20687
Ballard County,Kentucky,21,007,7857
Barren County,Kentucky,21,009,39798
Bath County,Kentucky,21,011,11333
Bell County,Kentucky,21,013,27100
Boone County,Kentucky,21,015,111327
Bourbon County,Kentucky,21,017,18023
Boyd County,Kentucky,21,019,46721
Boyle County,Kentucky,21,021,25592
Bracken County,Kentucky,21,023,8455
Breathitt County,Kentucky,21,025,13526
Breckinridge County,Kentucky,21,027,19215
Bullitt County,Kentucky,21,029,72612
Butler County,Kentucky,21,031,12404
Caldwell County,Kentucky,21,033,12081
Calloway County,Kentucky,21,035,34428
Campbell County,Kentucky,21,037,85103
Carlisle County,Kentucky,21,039,4924
Carroll County,Kentucky,21,041,10241
Carter County,Kentucky,21,043,26888
Casey County,Kentucky,21,045,15594
Christian County,Kentucky,21,047,53877
Clark County,Kentucky,21,049,33083
Clay County,Kentucky,21,051,20141
Clinton County,Kentucky,21,053,9810
Crittenden County,Kentucky,21,055,9039
Cumberland County,Kentucky,21,057,6519
Daviess County,Kentucky,21,059,89229
Edmonson County,Kentucky,21,061,11838
Elliott County,Kentucky,21,063,7484
Estill County,Kentucky,21,065,14320
Fayette County,Kentucky,21,067,229229
Fleming County,Kentucky,21,069,13989
Floyd County,Kentucky,21,071,38609
Franklin County,Kentucky,21,073,41019
Fulton County,Kentucky,21,075,4863
Gallatin County,Kentucky,21,077,7902
Garrard County,Kentucky,21,079,16153
Grant County,Kentucky,21,081,23703
Graves County,Kentucky,21,083,34473
Grayson County,Kentucky,21,085,24955
Green County,Kentucky,21,087,10692
Greenup County,Kentucky,21,089,35784
Hancock County,Kentucky,21,091,8363
Hardin County,Kentucky,21,093,85219
Harlan County,Kentucky,21,095,27783
Harrison County,Kentucky,21,097,17812
Hart County,Kentucky,21,099,17102
Henderson County,Kentucky,21,101,41204
Henry County,Kentucky,21,103,14398
Hickman County,Kentucky,21,105,4283
Hopkins County,Kentucky,21,107,42397
Jackson County,Kentucky,21,109,13286
Jefferson County,Kentucky,21,111,548625
Jessamine County,Kentucky,21,113,45585
Johnson County,Kentucky,21,115,22963
Kenton County,Kentucky,21,117,146192
Knott County,Kentucky,21,119,15876
Knox County,Kentucky,21,121,31202
Larue County,Kentucky,21,123,13118
Laurel County,Kentucky,21,125,57470
Lawrence County,Kentucky,21,127,15601
Lee County,Kentucky,21,129,7307
Leslie County,Kentucky,21,131,11039
Letcher County,Kentucky,21,133,23856
Lewis County,Kentucky,21,135,13638
Lincoln County,Kentucky,21,137,23512
Livingston County,Kentucky,21,139,9279
Logan County,Kentucky,21,141,24430
Lyon County,Kentucky,21,143,7727
McCracken County,Kentucky,21,145,56038
McCreary County,Kentucky,21,147,16503
McLean County,Kentucky,21,149,9336
Madison County,Kentucky,21,151,76995
Magoffin County,Kentucky,21,153,13010
Marion County,Kentucky,21,155,17584
Marshall County,Kentucky,21,157,30767
Martin County,Kentucky,21,159,11994
Mason County,Kentucky,21,161,15713
Meade County,Kentucky,21,163,26768
Menifee County,Kentucky,21,165,6099
Mercer County,Kentucky,21,167,19950
Metcalfe County,Kentucky,21,169,9564
Monroe County,Kentucky,21,171,10478
Montgomery County,Kentucky,21,173,25196
Morgan County,Kentucky,21,175,13046
Muhlenberg County,Kentucky,21,177,29233
Nelson County,Kentucky,21,179,40712
Nicholas County,Kentucky,21,181,6988
Ohio County,Kentucky,21,183,22876
Oldham County,Kentucky,21,185,55209
Owen County,Kentucky,21,187,10533
Owsley County,Kentucky,21,189,4591
Pendleton County,Kentucky,21,191,14470
Perry County,Kentucky,21,193,27420
Pike County,Kentucky,21,195,62990
Powell County,Kentucky,21,197,12275
Pulaski County,Kentucky,21,199,61213
Robertson County,Kentucky,21,201,2244
Rockcastle County,Kentucky,21,203,16658
Rowan County,Kentucky,21,205,22364
Russell County,Kentucky,21,207,17260
Scott County,Kentucky,21,209,43029
Shelby County,Kentucky,21,211,36725
Simpson County,Kentucky,21,213,15088
Spencer County,Kentucky,21,215,16614
Taylor County,Kentucky,21,217,22737
Todd County,Kentucky,21,219,10913
Trigg County,Kentucky,21,221,12827
Trimble County,Kentucky,21,223,8482
Union County,Kentucky,21,225,12820
Warren County,Kentucky,21,227,95614
Washington County,Kentucky,21,229,10707
Wayne County,Kentucky,21,231,19748
Webster County,Kentucky,21,233,12480
Whitley County,Kentucky,21,235,34667
Wolfe County,Kentucky,21,237,7241
Woodford County,Kentucky,21,239,22045
Acadia Parish,Louisiana,22,001,48826
Allen Parish,Louisiana,22,003,18691
Ascension Parish,Louisiana,22,005,81880
Assumption Parish,Louisiana,22,007,15760
Avoyelles Parish,Louisiana,22,009,28112
Beauregard Parish,Louisiana,22,011,29641
Bienville Parish,Louisiana,22,013,7889
Bossier Parish,Louisiana,22,015,86661
Caddo Parish,Louisiana,22,017,124201
Calcasieu Parish,Louisiana,22,019,137458
Caldwell Parish,Louisiana,22,021,8142
Cameron Parish,Louisiana,22,023,6653
Catahoula Parish,Louisiana,22,025,6904
Claiborne Parish,Louisiana,22,027,8008
Concordia Parish,Louisiana,22,029,11958
De Soto Parish,Louisiana,22,031,15480
East Baton Rouge Parish,Louisiana,22,033,216896
East Carroll Parish,Louisiana,22,035,2215
East Feliciana Parish,Louisiana,22,037,10796
Evangeline Parish,Louisiana,22,039,23440
Franklin Parish,Louisiana,22,041,13856
Grant Parish,Louisiana,22,043,17705
Iberia Parish,Louisiana,22,045,46108
Iberville Parish,Louisiana,22,047,16452
Jackson Parish,Louisiana,22,049,11097
Jefferson Parish,Louisiana,22,051,275363
Jefferson Davis Parish,Louisiana,22,053,24936
Lafayette Parish,Louisiana,22,055,157557
Lafourche Parish,Louisiana,22,057,76981
LaSalle Parish,Louisiana,22,059,12745
Lincoln Parish,Louisiana,22,061,25867
Livingston Parish,Louisiana,22,063,119510
Madison Parish,Louisiana,22,065,4373
Morehouse Parish,Louisiana,22,067,14120
Natchitoches Parish,Louisiana,22,069,21532
Orleans Parish,Louisiana,22,071,120087
Ouachita Parish,Louisiana,22,073,93433
Plaquemines Parish,Louisiana,22,075,16426
Pointe Coupee Parish,Louisiana,22,077,14132
Rapides Parish,Louisiana,22,079,84706
Red River Parish,Louisiana,22,081,5293
Richland Parish,Louisiana,22,083,13105
Sabine Parish,Louisiana,22,085,17062
Saint Bernard Parish,Louisiana,22,087,29014
Saint Charles Parish,Louisiana,22,089,37106
Saint Helena Parish,Louisiana,22,091,4967
Saint James Parish,Louisiana,22,093,10737
Saint John the Baptist Parish,Louisiana,22,095,19600
Saint Landry Parish,Louisiana,22,097,47158
Saint Martin Parish,Louisiana,22,099,34654
Saint Mary Parish,Louisiana,22,101,32429
Saint Tammany Parish,Louisiana,22,103,198512
Tangipahoa Parish,Louisiana,22,105,82348
Tensas Parish,Louisiana,22,107,2175
Terrebonne Parish,Louisiana,22,109,79427
Union Parish,Louisiana,22,111,16115
Vermilion Parish,Louisiana,22,113,47460
Vernon Parish,Louisiana,22,115,40395
Washington Parish,Louisiana,22,117,31657
Webster Parish,Louisiana,22,119,26287
West Baton Rouge Parish,Louisiana,22,121,14340
West Carroll Parish,Louisiana,22,123,9493
West Feliciana Parish,Louisiana,22,125,8205
Winn Parish,Louisiana,22,127,10099
Androscoggin County,Maine,23,001,99768
Aroostook County,Maine,23,003,67959
Cumberland County,Maine,23,005,262817
Franklin County,Maine,23,007,29783
Hancock County,Maine,23,009,52939
Kennebec County,Maine,23,011,117222
Knox County,Maine,23,013,38488
Lincoln County,Maine,23,015,33445
Oxford County,Maine,23,017,55922
Penobscot County,Maine,23,019,146378
Piscataquis County,Maine,23,021,16796
Sagadahoc County,Maine,23,023,33875
Somerset County,Maine,23,025,50300
Waldo County,Maine,23,027,37676
Washington County,Maine,23,029,30036
York County,Maine,23,031,190643
Allegany County,Maryland,24,001,66134
Anne Arundel County,Maryland,24,003,408715
Baltimore County,Maryland,24,005,523688
Calvert County,Maryland,24,009,72777
Caroline County,Maryland,24,011,26484
Carroll County,Maryland,24,013,155291
Cecil County,Maryland,24,015,90745
Charles County,Maryland,24,017,74894
Dorchester County,Maryland,24,019,22042
Frederick County,Maryland,24,021,194610
Garrett County,Maryland,24,023,29276
Harford County,Maryland,24,025,200084
Howard County,Maryland,24,027,180580
Kent County,Maryland,24,029,16332
Queen Anne's County,Maryland,24,035,42885
Saint Mary's County,Maryland,24,037,84540
Somerset County,Maryland,24,039,14059
Talbot County,Maryland,24,041,31261
Washington County,Maryland,24,043,125583
Wicomico County,Maryland,24,045,68652
Worcester County,Maryland,24,047,42649
Baltimore City,Maryland,24,510,188102
Montgomery County,Maryland,24,031,560930
Prince George's County,Maryland,24,033,185930
Barnstable County,Massachusetts,25,001,200881
Berkshire County,Massachusetts,25,003,120862
Bristol County,Massachusetts,25,005,488296
Dukes County,Massachusetts,25,007,15441
Essex County,Massachusetts,25,009,608620
Franklin County,Massachusetts,25,011,67306
Hampden County,Massachusetts,25,013,362153
Hampshire County,Massachusetts,25,015,142585
Middlesex County,Massachusetts,25,017,1220044
Nantucket County,Massachusetts,25,019,9031
Norfolk County,Massachusetts,25,021,554522
Plymouth County,Massachusetts,25,023,427283
Suffolk County,Massachusetts,25,025,411168
Worcester County,Massachusetts,25,027,690356
Alcona County,Michigan,26,001,10545
Alger County,Michigan,26,003,8232
Allegan County,Michigan,26,005,105033
Alpena County,Michigan,26,007,28503
Antrim County,Michigan,26,009,22628
Arenac County,Michigan,26,011,15185
Baraga County,Michigan,26,013,6534
Barry County,Michigan,26,015,57355
Bay County,Michigan,26,017,101304
Benzie County,Michigan,26,019,16797
Berrien County,Michigan,26,021,122024
Branch County,Michigan,26,023,41972
Calhoun County,Michigan,26,025,112570
Cass County,Michigan,26,027,46298
Charlevoix County,Michigan,26,029,24782
Cheboygan County,Michigan,26,031,24264
Chippewa County,Michigan,26,033,27778
Clare County,Michigan,26,035,29809
Clinton County,Michigan,26,037,71038
Crawford County,Michigan,26,039,13568
Delta County,Michigan,26,041,34902
Dickinson County,Michigan,26,043,25383
Eaton County,Michigan,26,045,94985
Emmet County,Michigan,26,047,30426
Genesee County,Michigan,26,049,315032
Gladwin County,Michigan,26,051,25016
Gogebic County,Michigan,26,053,14740
Grand Traverse County,Michigan,26,055,83545
Gratiot County,Michigan,26,057,38509
Hillsdale County,Michigan,26,059,45262
Houghton County,Michigan,26,061,34348
Huron County,Michigan,26,063,31908
Ingham County,Michigan,26,065,215412
Ionia County,Michigan,26,067,58140
Iosco County,Michigan,26,069,24765
Iron County,Michigan,26,071,11334
Isabella County,Michigan,26,073,62633
Jackson County,Michigan,26,075,140302
Kalamazoo County,Michigan,26,077,207442
Kalkaska County,Michigan,26,079,16514
Kent County,Michigan,26,081,502079
Keweenaw County,Michigan,26,083,2118
Lake County,Michigan,26,085,10031
Lapeer County,Michigan,26,087,84791
Leelanau County,Michigan,26,089,20293
Lenawee County,Michigan,26,091,92401
Livingston County,Michigan,26,093,176376
Luce County,Michigan,26,095,5302
Mackinac County,Michigan,26,097,8415
Macomb County,Michigan,26,099,715360
Manistee County,Michigan,26,101,22656
Marquette County,Michigan,26,103,63013
Mason County,Michigan,26,105,27346
Mecosta County,Michigan,26,107,40171
Menominee County,Michigan,26,109,22739
Midland County,Michigan,26,111,78710
Missaukee County,Michigan,26,113,14514
Monroe County,Michigan,26,115,143322
Montcalm County,Michigan,26,117,59598
Montmorency County,Michigan,26,119,9365
Muskegon County,Michigan,26,121,138074
Newaygo County,Michigan,26,123,45423
Oakland County,Michigan,26,125,936853
Oceana County,Michigan,26,127,25015
Ogemaw County,Michigan,26,129,20897
Ontonagon County,Michigan,26,131,6383
Osceola County,Michigan,26,133,22632
Oscoda County,Michigan,26,135,8336
Otsego County,Michigan,26,137,23249
Ottawa County,Michigan,26,139,240170
Presque Isle County,Michigan,26,141,12889
Roscommon County,Michigan,26,143,23572
Saginaw County,Michigan,26,145,150501
Saint Clair County,Michigan,26,147,152028
Saint Joseph County,Michigan,26,149,57093
Sanilac County,Michigan,26,151,41320
Schoolcraft County,Michigan,26,153,7331
Shiawassee County,Michigan,26,155,67907
Tuscola County,Michigan,26,157,53111
Van Buren County,Michigan,26,159,66922
Washtenaw County,Michigan,26,161,259878
Wayne County,Michigan,26,163,954450
Wexford County,Michigan,26,165,31560
Aitkin County,Minnesota,27,001,15306
Anoka County,Minnesota,27,003,289378
Becker County,Minnesota,27,005,28876
Beltrami County,Minnesota,27,007,33680
Benton County,Minnesota,27,009,36663
Big Stone County,Minnesota,27,011,5112
Blue Earth County,Minnesota,27,013,59738
Brown County,Minnesota,27,015,25006
Carlton County,Minnesota,27,017,31680
Carver County,Minnesota,27,019,86029
Cass County,Minnesota,27,021,24396
Chippewa County,Minnesota,27,023,11519
Chisago County,Minnesota,27,025,51270
Clay County,Minnesota,27,027,55364
Clearwater County,Minnesota,27,029,7577
Cook County,Minnesota,27,031,4529
Cottonwood County,Minnesota,27,033,10801
Crow Wing County,Minnesota,27,035,60652
Dakota County,Minnesota,27,037,343068
Dodge County,Minnesota,27,039,19523
Douglas County,Minnesota,27,041,35444
Faribault County,Minnesota,27,043,14059
Fillmore County,Minnesota,27,045,20520
Freeborn County,Minnesota,27,047,29591
Goodhue County,Minnesota,27,049,44081
Grant County,Minnesota,27,051,5867
Hennepin County,Minnesota,27,053,880209
Houston County,Minnesota,27,055,18420
Hubbard County,Minnesota,27,057,19327
Isanti County,Minnesota,27,059,36647
Itasca County,Minnesota,27,061,42221
Jackson County,Minnesota,27,063,9787
Kanabec County,Minnesota,27,065,15684
Kandiyohi County,Minnesota,27,067,39140
Kittson County,Minnesota,27,069,4400
Koochiching County,Minnesota,27,071,12484
Lac qui Parle County,Minnesota,27,073,7030
Lake County,Minnesota,27,075,10465
Lake of the Woods County,Minnesota,27,077,3803
Le Sueur County,Minnesota,27,079,26438
Lincoln County,Minnesota,27,081,5713
Lyon County,Minnesota,27,083,23155
McLeod County,Minnesota,27,085,34718
Mahnomen County,Minnesota,27,087,2716
Marshall County,Minnesota,27,089,9243
Martin County,Minnesota,27,091,20166
Meeker County,Minnesota,27,093,22694
Mille Lacs County,Minnesota,27,095,23626
Morrison County,Minnesota,27,097,32247
Mower County,Minnesota,27,099,36230
Murray County,Minnesota,27,101,8362
Nicollet County,Minnesota,27,103,30876
Nobles County,Minnesota,27,105,17956
Norman County,Minnesota,27,107,6372
Olmsted County,Minnesota,27,109,126052
Otter Tail County,Minnesota,27,111,55068
Pennington County,Minnesota,27,113,13117
Pine County,Minnesota,27,115,26987
Pipestone County,Minnesota,27,117,8852
Polk County,Minnesota,27,119,29253
Pope County,Minnesota,27,121,10757
Ramsey County,Minnesota,27,123,364956
Red Lake County,Minnesota,27,125,3912
Redwood County,Minnesota,27,127,14237
Renville County,Minnesota,27,129,14768
Rice County,Minnesota,27,131,58170
Rock County,Minnesota,27,133,9319
Roseau County,Minnesota,27,135,14695
Saint Louis County,Minnesota,27,137,186132
Scott County,Minnesota,27,139,115137
Sherburne County,Minnesota,27,141,84175
Sibley County,Minnesota,27,143,14657
Stearns County,Minnesota,27,145,138635
Steele County,Minnesota,27,147,33795
Stevens County,Minnesota,27,149,9033
Swift County,Minnesota,27,151,9358
Todd County,Minnesota,27,153,23525
Traverse County,Minnesota,27,155,3269
Wabasha County,Minnesota,27,157,21099
Wadena County,Minnesota,27,159,13280
Waseca County,Minnesota,27,161,17973
Washington County,Minnesota,27,163,211969
Watonwan County,Minnesota,27,165,10327
Wilkin County,Minnesota,27,167,6392
Winona County,Minnesota,27,169,48444
Wright County,Minnesota,27,171,119194
Yellow Medicine County,Minnesota,27,173,9596
Adams County,Mississippi,28,001,12702
Alcorn County,Mississippi,28,003,31756
Amite County,Mississippi,28,005,7456
Attala County,Mississippi,28,007,10810
Benton County,Mississippi,28,009,5280
Bolivar County,Mississippi,28,011,11287
Calhoun County,Mississippi,28,013,10509
Carroll County,Mississippi,28,015,6846
Chickasaw County,Mississippi,28,017,9653
Choctaw County,Mississippi,28,019,5698
Claiborne County,Mississippi,28,021,1338
Clarke County,Mississippi,28,023,10655
Clay County,Mississippi,28,025,8159
Coahoma County,Mississippi,28,027,5873
Copiah County,Mississippi,28,029,13482
Covington County,Mississippi,28,031,12182
DeSoto County,Mississippi,28,033,119299
Forrest County,Mississippi,28,035,45549
Franklin County,Mississippi,28,037,5115
George County,Mississippi,28,039,20178
Greene County,Mississippi,28,041,10259
Grenada County,Mississippi,28,043,12199
Hancock County,Mississippi,28,045,39161
Harrison County,Mississippi,28,047,134374
Hinds County,Mississippi,28,049,69163
Holmes County,Mississippi,28,051,3000
Humphreys County,Mississippi,28,053,2111
Issaquena County,Mississippi,28,055,395
Itawamba County,Mississippi,28,057,21625
Jackson County,Mississippi,28,059,102307
Jasper County,Mississippi,28,061,7862
Jefferson County,Mississippi,28,063,1056
Jefferson Davis County,Mississippi,28,065,4750
Jones County,Mississippi,28,067,46836
Kemper County,Mississippi,28,069,3710
Lafayette County,Mississippi,28,071,34889
Lamar County,Mississippi,28,073,43655
Lauderdale County,Mississippi,28,075,44255
Lawrence County,Mississippi,28,077,8453
Leake County,Mississippi,28,079,12362
Lee County,Mississippi,28,081,58511
Leflore County,Mississippi,28,083,8233
Lincoln County,Mississippi,28,085,23912
Lowndes County,Mississippi,28,087,32418
Madison County,Mississippi,28,089,55476
Marion County,Mississippi,28,091,17696
Marshall County,Mississippi,28,093,18252
Monroe County,Mississippi,28,095,24947
Montgomery County,Mississippi,28,097,5673
Neshoba County,Mississippi,28,099,17981
Newton County,Mississippi,28,101,13729
Noxubee County,Mississippi,28,103,3133
Oktibbeha County,Mississippi,28,105,28301
Panola County,Mississippi,28,107,16778
Pearl River County,Mississippi,28,109,46980
Perry County,Mississippi,28,111,9445
Pike County,Mississippi,28,113,18646
Pontotoc County,Mississippi,28,115,23959
Prentiss County,Mississippi,28,117,21364
Quitman County,Mississippi,28,119,2371
Rankin County,Mississippi,28,121,111601
Scott County,Mississippi,28,123,16590
Sharkey County,Mississippi,28,125,1445
Simpson County,Mississippi,28,127,17314
Smith County,Mississippi,28,129,12311
Stone County,Mississippi,28,131,14057
Sunflower County,Mississippi,28,133,7368
Tallahatchie County,Mississippi,28,135,6609
Tate County,Mississippi,28,137,19191
Tippah County,Mississippi,28,139,17843
Tishomingo County,Mississippi,28,141,18509
Tunica County,Mississippi,28,143,2535
Union County,Mississippi,28,145,22547
Walthall County,Mississippi,28,147,8105
Warren County,Mississippi,28,149,24489
Washington County,Mississippi,28,151,13647
Wayne County,Mississippi,28,153,12351
Webster County,Mississippi,28,155,7994
Wilkinson County,Mississippi,28,157,2798
Winston County,Mississippi,28,159,9910
Yalobusha County,Mississippi,28,161,7556
Yazoo County,Mississippi,28,163,10942
Adair County,Missouri,29,001,24107
Andrew County,Missouri,29,003,16823
Atchison County,Missouri,29,005,5482
Audrain County,Missouri,29,007,22962
Barry County,Missouri,29,009,32492
Barton County,Missouri,29,011,11686
Bates County,Missouri,29,013,16213
Benton County,Missouri,29,015,18456
Bollinger County,Missouri,29,017,12159
Boone County,Missouri,29,019,136692
Buchanan County,Missouri,29,021,80184
Butler County,Missouri,29,023,38972
Caldwell County,Missouri,29,025,8956
Callaway County,Missouri,29,027,40772
Camden County,Missouri,29,029,42461
Cape Girardeau County,Missouri,29,031,68156
Carroll County,Missouri,29,033,8840
Carter County,Missouri,29,035,6030
Cass County,Missouri,29,037,92144
Cedar County,Missouri,29,039,13457
Chariton County,Missouri,29,041,7462
Christian County,Missouri,29,043,75538
Clark County,Missouri,29,045,6879
Clay County,Missouri,29,047,197453
Clinton County,Missouri,29,049,19789
Cole County,Missouri,29,051,63731
Cooper County,Missouri,29,053,15775
Crawford County,Missouri,29,055,24175
Dade County,Missouri,29,057,7400
Dallas County,Missouri,29,059,16019
Daviess County,Missouri,29,061,8133
DeKalb County,Missouri,29,063,10890
Dent County,Missouri,29,065,15051
Douglas County,Missouri,29,067,13441
Dunklin County,Missouri,29,069,27655
