County,State,State_FIPS,County_FIPS,high_school_and_above_percentage
Johnson County,Indiana,18,081,30.9
Knox County,Indiana,18,083,16.1
Kosciusko County,Indiana,18,085,22.3
LaGrange County,Indiana,18,087,9.9
Lake County,Indiana,18,089,21.4
LaPorte County,Indiana,18,091,17.8
Lawrence County,Indiana,18,093,16.1
Madison County,Indiana,18,095,17.5
Marion County,Indiana,18,097,29.7
Marshall County,Indiana,18,099,19.8
Martin County,Indiana,18,101,11.0
Miami County,Indiana,18,103,12.6
Monroe County,Indiana,18,105,45.8
Montgomery County,Indiana,18,107,18.1
Morgan County,Indiana,18,109,16.1
Newton County,Indiana,18,111,11.0
Noble County,Indiana,18,113,14.0
Ohio County,Indiana,18,115,14.2
Orange County,Indiana,18,117,11.8
Owen County,Indiana,18,119,12.7
Parke County,Indiana,18,121,12.6
Perry County,Indiana,18,123,14.3
Pike County,Indiana,18,125,13.1
Porter County,Indiana,18,127,27.5
Posey County,Indiana,18,129,20.7
Pulaski County,Indiana,18,131,11.8
Putnam County,Indiana,18,133,15.4
Randolph County,Indiana,18,135,13.7
Ripley County,Indiana,18,137,18.2
Rush County,Indiana,18,139,14.8
Saint Joseph County,Indiana,18,141,28.4
Scott County,Indiana,18,143,12.9
Shelby County,Indiana,18,145,18.0
Spencer County,Indiana,18,147,15.9
Starke County,Indiana,18,149,11.4
Steuben County,Indiana,18,151,20.3
Sullivan County,Indiana,18,153,12.5
Switzerland County,Indiana,18,155,8.7
Tippecanoe County,Indiana,18,157,36.9
Tipton County,Indiana,18,159,21.3
Union County,Indiana,18,161,17.6
Vanderburgh County,Indiana,18,163,26.2
Vermillion County,Indiana,18,165,13.0
Vigo County,Indiana,18,167,23.5
Wabash County,Indiana,18,169,18.7
Warren County,Indiana,18,171,19.4
Warrick County,Indiana,18,173,29.2
Washington County,Indiana,18,175,12.1
Wayne County,Indiana,18,177,18.2
Wells County,Indiana,18,179,18.6
White County,Indiana,18,181,16.6
Whitley County,Indiana,18,183,19.5
Adair County,Iowa,19,001,15.7
Adams County,Iowa,19,003,17.3
Allamakee County,Iowa,19,005,17.5
Appanoose County,Iowa,19,007,18.2
Audubon County,Iowa,19,009,13.7
Benton County,Iowa,19,011,22.0
Black Hawk County,Iowa,19,013,27.5
Boone County,Iowa,19,015,24.2
Bremer County,Iowa,19,017,29.0
Buchanan County,Iowa,19,019,19.0
Buena Vista County,Iowa,19,021,20.1
Butler County,Iowa,19,023,16.9
Calhoun County,Iowa,19,025,19.0
Carroll County,Iowa,19,027,22.5
Cass County,Iowa,19,029,19.6
Cedar County,Iowa,19,031,22.4
Cerro Gordo County,Iowa,19,033,22.2
Cherokee County,Iowa,19,035,19.5
Chickasaw County,Iowa,19,037,15.5
Clarke County,Iowa,19,039,17.2
Clay County,Iowa,19,041,21.7
Clayton County,Iowa,19,043,15.7
Clinton County,Iowa,19,045,19.2
Crawford County,Iowa,19,047,13.0
Dallas County,Iowa,19,049,49.1
Davis County,Iowa,19,051,17.8
Decatur County,Iowa,19,053,21.5
Delaware County,Iowa,19,055,16.9
Des Moines County,Iowa,19,057,19.8
Dickinson County,Iowa,19,059,29.5
Dubuque County,Iowa,19,061,30.0
Emmet County,Iowa,19,063,20.6
Fayette County,Iowa,19,065,19.8
Floyd County,Iowa,19,067,20.9
Franklin County,Iowa,19,069,16.1
Fremont County,Iowa,19,071,20.8
Greene County,Iowa,19,073,20.6
Grundy County,Iowa,19,075,26.3
Guthrie County,Iowa,19,077,21.1
Hamilton County,Iowa,19,079,23.5
Hancock County,Iowa,19,081,20.7
Hardin County,Iowa,19,083,20.7
Harrison County,Iowa,19,085,17.8
Henry County,Iowa,19,087,19.9
Howard County,Iowa,19,089,14.6
Humboldt County,Iowa,19,091,20.2
Ida County,Iowa,19,093,19.7
Iowa County,Iowa,19,095,20.2
Jackson County,Iowa,19,097,18.6
Jasper County,Iowa,19,099,18.1
Jefferson County,Iowa,19,101,33.4
Johnson County,Iowa,19,103,52.7
Jones County,Iowa,19,105,17.2
Keokuk County,Iowa,19,107,18.1
Kossuth County,Iowa,19,109,19.7
Lee County,Iowa,19,111,15.7
Linn County,Iowa,19,113,32.3
Louisa County,Iowa,19,115,14.9
Lucas County,Iowa,19,117,16.9
Lyon County,Iowa,19,119,21.7
Madison County,Iowa,19,121,23.5
Mahaska County,Iowa,19,123,23.8
Marion County,Iowa,19,125,26.1
Marshall County,Iowa,19,127,19.6
Mills County,Iowa,19,129,22.8
Mitchell County,Iowa,19,131,17.1
Monona County,Iowa,19,133,16.2
Monroe County,Iowa,19,135,15.8
Montgomery County,Iowa,19,137,16.1
Muscatine County,Iowa,19,139,21.1
O'Brien County,Iowa,19,141,19.8
Osceola County,Iowa,19,143,17.7
Page County,Iowa,19,145,20.6
Palo Alto County,Iowa,19,147,25.6
Plymouth County,Iowa,19,149,20.7
Pocahontas County,Iowa,19,151,15.7
Polk County,Iowa,19,153,35.3
Pottawattamie County,Iowa,19,155,21.2
Poweshiek County,Iowa,19,157,22.7
Ringgold County,Iowa,19,159,20.1
Sac County,Iowa,19,161,19.8
Scott County,Iowa,19,163,31.9
Shelby County,Iowa,19,165,21.2
Sioux County,Iowa,19,167,27.5
Story County,Iowa,19,169,50.6
Tama County,Iowa,19,171,16.5
Taylor County,Iowa,19,173,14.3
Union County,Iowa,19,175,16.1
Van Buren County,Iowa,19,177,13.8
Wapello County,Iowa,19,179,18.4
Warren County,Iowa,19,181,30.4
Washington County,Iowa,19,183,21.1
Wayne County,Iowa,19,185,13.8
Webster County,Iowa,19,187,20.4
Winnebago County,Iowa,19,189,20.8
Winneshiek County,Iowa,19,191,28.8
Woodbury County,Iowa,19,193,22.4
Worth County,Iowa,19,195,15.2
Wright County,Iowa,19,197,17.5
Allen County,Kansas,20,001,19.2
Anderson County,Kansas,20,003,18.6
Atchison County,Kansas,20,005,20.7
Barber County,Kansas,20,007,19.9
Barton County,Kansas,20,009,16.9
Bourbon County,Kansas,20,011,19.1
Brown County,Kansas,20,013,21.2
Butler County,Kansas,20,015,29.3
Chase County,Kansas,20,017,25.1
Chautauqua County,Kansas,20,019,16.6
Cherokee County,Kansas,20,021,19.0
Cheyenne County,Kansas,20,023,25.8
Clark County,Kansas,20,025,33.1
Clay County,Kansas,20,027,23.9
Cloud County,Kansas,20,029,21.2
Coffey County,Kansas,20,031,20.9
Comanche County,Kansas,20,033,18.5
Cowley County,Kansas,20,035,20.3
Crawford County,Kansas,20,037,28.9
Decatur County,Kansas,20,039,21.9
Dickinson County,Kansas,20,041,20.8
Doniphan County,Kansas,20,043,17.0
Douglas County,Kansas,20,045,50.0
Edwards County,Kansas,20,047,18.8
Elk County,Kansas,20,049,15.8
Ellis County,Kansas,20,051,35.6
Ellsworth County,Kansas,20,053,20.3
Finney County,Kansas,20,055,17.3
Ford County,Kansas,20,057,18.3
Franklin County,Kansas,20,059,20.3
Geary County,Kansas,20,061,21.4
Gove County,Kansas,20,063,23.1
Graham County,Kansas,20,065,27.4
Grant County,Kansas,20,067,16.2
Gray County,Kansas,20,069,21.0
Greeley County,Kansas,20,071,30.3
Greenwood County,Kansas,20,073,18.9
Hamilton County,Kansas,20,075,17.8
Harper County,Kansas,20,077,17.5
Harvey County,Kansas,20,079,30.0
Haskell County,Kansas,20,081,17.6
Hodgeman County,Kansas,20,083,24.4
Jackson County,Kansas,20,085,19.9
Jefferson County,Kansas,20,087,21.2
Jewell County,Kansas,20,089,15.9
Johnson County,Kansas,20,091,54.6
Kearny County,Kansas,20,093,13.4
Kingman County,Kansas,20,095,23.3
Kiowa County,Kansas,20,097,27.6
Labette County,Kansas,20,099,17.6
Lane County,Kansas,20,101,23.9
Leavenworth County,Kansas,20,103,31.0
Lincoln County,Kansas,20,105,19.9
Linn County,Kansas,20,107,14.1
Logan County,Kansas,20,109,19.1
Lyon County,Kansas,20,111,27.1
McPherson County,Kansas,20,113,28.6
Marion County,Kansas,20,115,23.9
Marshall County,Kansas,20,117,18.6
Meade County,Kansas,20,119,20.7
Miami County,Kansas,20,121,25.9
Mitchell County,Kansas,20,123,24.1
Montgomery County,Kansas,20,125,18.7
Morris County,Kansas,20,127,18.1
Morton County,Kansas,20,129,13.1
Nemaha County,Kansas,20,131,23.7
Neosho County,Kansas,20,133,19.4
Ness County,Kansas,20,135,19.0
Norton County,Kansas,20,137,16.1
Osage County,Kansas,20,139,20.7
Osborne County,Kansas,20,141,22.3
Ottawa County,Kansas,20,143,22.2
Pawnee County,Kansas,20,145,18.2
Phillips County,Kansas,20,147,21.5
Pottawatomie County,Kansas,20,149,33.5
Pratt County,Kansas,20,151,26.4
Rawlins County,Kansas,20,153,26.7
Reno County,Kansas,20,155,20.0
Republic County,Kansas,20,157,23.3
Rice County,Kansas,20,159,22.5
Riley County,Kansas,20,161,45.5
Rooks County,Kansas,20,163,25.7
Rush County,Kansas,20,165,23.1
Russell County,Kansas,20,167,24.2
Saline County,Kansas,20,169,25.0
Scott County,Kansas,20,171,26.7
Sedgwick County,Kansas,20,173,30.7
Seward County,Kansas,20,175,12.1
Shawnee County,Kansas,20,177,30.4
Sheridan County,Kansas,20,179,24.6
Sherman County,Kansas,20,181,18.2
Smith County,Kansas,20,183,20.1
Stafford County,Kansas,20,185,22.6
Stanton County,Kansas,20,187,22.6
Stevens County,Kansas,20,189,16.2
Sumner County,Kansas,20,191,20.9
Thomas County,Kansas,20,193,26.5
Trego County,Kansas,20,195,23.3
Wabaunsee County,Kansas,20,197,22.7
Wallace County,Kansas,20,199,26.4
Washington County,Kansas,20,201,19.1
Wichita County,Kansas,20,203,20.3
Wilson County,Kansas,20,205,15.5
Woodson County,Kansas,20,207,13.7
Wyandotte County,Kansas,20,209,16.7
Adair County,Kentucky,21,001,15.8
Allen County,Kentucky,21,003,14.4
Anderson County,Kentucky,21,005,20.0
Ballard County,Kentucky,21,007,14.1
Barren County,Kentucky,21,009,16.2
Bath County,Kentucky,21,011,11.7
Bell County,Kentucky,21,013,9.3
Boone County,Kentucky,21,015,31.5
Bourbon County,Kentucky,21,017,19.0
Boyd County,Kentucky,21,019,19.4
Boyle County,Kentucky,21,021,23.0
Bracken County,Kentucky,21,023,14.0
Breathitt County,Kentucky,21,025,12.6
Breckinridge County,Kentucky,21,027,9.9
Bullitt County,Kentucky,21,029,13.9
Butler County,Kentucky,21,031,11.7
Caldwell County,Kentucky,21,033,16.5
Calloway County,Kentucky,21,035,28.8
Campbell County,Kentucky,21,037,31.9
Carlisle County,Kentucky,21,039,15.5
Carroll County,Kentucky,21,041,11.8
Carter County,Kentucky,21,043,14.0
Casey County,Kentucky,21,045,12.4
Christian County,Kentucky,21,047,16.8
Clark County,Kentucky,21,049,21.7
Clay County,Kentucky,21,051,9.5
Clinton County,Kentucky,21,053,10.1
Crittenden County,Kentucky,21,055,13.3
Cumberland County,Kentucky,21,057,13.2
Daviess County,Kentucky,21,059,21.6
Edmonson County,Kentucky,21,061,11.1
Elliott County,Kentucky,21,063,7.5
Estill County,Kentucky,21,065,9.9
Fayette County,Kentucky,21,067,41.8
Fleming County,Kentucky,21,069,13.4
Floyd County,Kentucky,21,071,12.6
Franklin County,Kentucky,21,073,28.4
Fulton County,Kentucky,21,075,14.9
Gallatin County,Kentucky,21,077,11.9
Garrard County,Kentucky,21,079,15.7
Grant County,Kentucky,21,081,12.4
Graves County,Kentucky,21,083,16.2
Grayson County,Kentucky,21,085,9.9
Green County,Kentucky,21,087,11.0
Greenup County,Kentucky,21,089,17.2
Hancock County,Kentucky,21,091,11.1
Hardin County,Kentucky,21,093,23.5
Harlan County,Kentucky,21,095,11.4
Harrison County,Kentucky,21,097,15.4
Hart County,Kentucky,21,099,12.6
Henderson County,Kentucky,21,101,16.8
Henry County,Kentucky,21,103,10.9
Hickman County,Kentucky,21,105,9.3
Hopkins County,Kentucky,21,107,15.7
Jackson County,Kentucky,21,109,10.5
Jefferson County,Kentucky,21,111,32.3
Jessamine County,Kentucky,21,113,30.0
Johnson County,Kentucky,21,115,15.1
Kenton County,Kentucky,21,117,29.7
Knott County,Kentucky,21,119,12.9
Knox County,Kentucky,21,121,10.0
Larue County,Kentucky,21,123,12.2
Laurel County,Kentucky,21,125,13.0
Lawrence County,Kentucky,21,127,11.6
Lee County,Kentucky,21,129,8.9
Leslie County,Kentucky,21,131,8.9
Letcher County,Kentucky,21,133,11.7
Lewis County,Kentucky,21,135,12.1
Lincoln County,Kentucky,21,137,10.8
Livingston County,Kentucky,21,139,8.9
Logan County,Kentucky,21,141,14.8
Lyon County,Kentucky,21,143,14.0
McCracken County,Kentucky,21,145,24.2
McCreary County,Kentucky,21,147,7.6
McLean County,Kentucky,21,149,10.8
Madison County,Kentucky,21,151,30.3
Magoffin County,Kentucky,21,153,10.1
Marion County,Kentucky,21,155,13.0
Marshall County,Kentucky,21,157,17.5
Martin County,Kentucky,21,159,8.2
Mason County,Kentucky,21,161,18.5
Meade County,Kentucky,21,163,17.4
Menifee County,Kentucky,21,165,11.4
Mercer County,Kentucky,21,167,17.0
Metcalfe County,Kentucky,21,169,12.1
Monroe County,Kentucky,21,171,14.8
Montgomery County,Kentucky,21,173,17.0
Morgan County,Kentucky,21,175,12.2
Muhlenberg County,Kentucky,21,177,11.3
Nelson County,Kentucky,21,179,17.5
Nicholas County,Kentucky,21,181,10.4
Ohio County,Kentucky,21,183,11.0
Oldham County,Kentucky,21,185,40.4
Owen County,Kentucky,21,187,9.6
Owsley County,Kentucky,21,189,15.7
Pendleton County,Kentucky,21,191,12.4
Perry County,Kentucky,21,193,12.6
Pike County,Kentucky,21,195,13.0
Powell County,Kentucky,21,197,13.4
Pulaski County,Kentucky,21,199,15.2
Robertson County,Kentucky,21,201,17.2
Rockcastle County,Kentucky,21,203,11.9
Rowan County,Kentucky,21,205,26.7
Russell County,Kentucky,21,207,13.4
Scott County,Kentucky,21,209,28.1
Shelby County,Kentucky,21,211,24.3
Simpson County,Kentucky,21,213,15.1
Spencer County,Kentucky,21,215,19.8
Taylor County,Kentucky,21,217,18.8
Todd County,Kentucky,21,219,12.6
Trigg County,Kentucky,21,221,16.9
Trimble County,Kentucky,21,223,11.8
Union County,Kentucky,21,225,11.3
Warren County,Kentucky,21,227,30.4
Washington County,Kentucky,21,229,17.7
Wayne County,Kentucky,21,231,11.4
Webster County,Kentucky,21,233,9.0
Whitley County,Kentucky,21,235,19.9
Wolfe County,Kentucky,21,237,7.8
Woodford County,Kentucky,21,239,32.8
Acadia Parish,Louisiana,22,001,12.2
Allen Parish,Louisiana,22,003,13.1
Ascension Parish,Louisiana,22,005,27.6
Assumption Parish,Louisiana,22,007,10.3
Avoyelles Parish,Louisiana,22,009,11.3
Beauregard Parish,Louisiana,22,011,16.3
Bienville Parish,Louisiana,22,013,12.4
Bossier Parish,Louisiana,22,015,25.7
Caddo Parish,Louisiana,22,017,24.0
Calcasieu Parish,Louisiana,22,019,21.7
Caldwell Parish,Louisiana,22,021,12.4
Cameron Parish,Louisiana,22,023,12.0
Catahoula Parish,Louisiana,22,025,13.9
Claiborne Parish,Louisiana,22,027,14.0
Concordia Parish,Louisiana,22,029,11.4
De Soto Parish,Louisiana,22,031,13.5
East Baton Rouge Parish,Louisiana,22,033,34.5
East Carroll Parish,Louisiana,22,035,9.8
East Feliciana Parish,Louisiana,22,037,12.1
Evangeline Parish,Louisiana,22,039,12.9
Franklin Parish,Louisiana,22,041,11.4
Grant Parish,Louisiana,22,043,8.5
Iberia Parish,Louisiana,22,045,12.7
Iberville Parish,Louisiana,22,047,15.0
Jackson Parish,Louisiana,22,049,13.0
Jefferson Parish,Louisiana,22,051,25.2
Jefferson Davis Parish,Louisiana,22,053,15.8
Lafayette Parish,Louisiana,22,055,31.8
Lafourche Parish,Louisiana,22,057,16.3
LaSalle Parish,Louisiana,22,059,12.2
Lincoln Parish,Louisiana,22,061,36.2
Livingston Parish,Louisiana,22,063,17.4
Madison Parish,Louisiana,22,065,13.4
Morehouse Parish,Louisiana,22,067,13.9
Natchitoches Parish,Louisiana,22,069,19.4
Orleans Parish,Louisiana,22,071,36.5
Ouachita Parish,Louisiana,22,073,24.3
Plaquemines Parish,Louisiana,22,075,19.3
Pointe Coupee Parish,Louisiana,22,077,15.8
Rapides Parish,Louisiana,22,079,20.1
Red River Parish,Louisiana,22,081,15.6
Richland Parish,Louisiana,22,083,15.4
Sabine Parish,Louisiana,22,085,14.2
Saint Bernard Parish,Louisiana,22,087,12.1
Saint Charles Parish,Louisiana,22,089,22.3
Saint Helena Parish,Louisiana,22,091,11.2
Saint James Parish,Louisiana,22,093,14.0
Saint John the Baptist Parish,Louisiana,22,095,16.4
Saint Landry Parish,Louisiana,22,097,13.5
Saint Martin Parish,Louisiana,22,099,14.2
Saint Mary Parish,Louisiana,22,101,10.6
Saint Tammany Parish,Louisiana,22,103,32.5
Tangipahoa Parish,Louisiana,22,105,19.9
Tensas Parish,Louisiana,22,107,9.7
Terrebonne Parish,Louisiana,22,109,14.4
Union Parish,Louisiana,22,111,12.8
Vermilion Parish,Louisiana,22,113,12.1
Vernon Parish,Louisiana,22,115,17.7
Washington Parish,Louisiana,22,117,12.2
Webster Parish,Louisiana,22,119,15.5
West Baton Rouge Parish,Louisiana,22,121,20.1
West Carroll Parish,Louisiana,22,123,12.0
West Feliciana Parish,Louisiana,22,125,23.0
Winn Parish,Louisiana,22,127,13.1
Androscoggin County,Maine,23,001,22.1
Aroostook County,Maine,23,003,18.5
Cumberland County,Maine,23,005,45.0
Franklin County,Maine,23,007,26.1
Hancock County,Maine,23,009,32.4
Kennebec County,Maine,23,011,26.7
Knox County,Maine,23,013,30.5
Lincoln County,Maine,23,015,33.1
Oxford County,Maine,23,017,18.8
Penobscot County,Maine,23,019,26.2
Piscataquis County,Maine,23,021,17.8
Sagadahoc County,Maine,23,023,34.5
Somerset County,Maine,23,025,16.6
Waldo County,Maine,23,027,30.3
Washington County,Maine,23,029,20.9
York County,Maine,23,031,30.9
Allegany County,Maryland,24,001,18.2
Anne Arundel County,Maryland,24,003,40.1
Baltimore County,Maryland,24,005,37.8
Calvert County,Maryland,24,009,30.1
Caroline County,Maryland,24,011,16.6
Carroll County,Maryland,24,013,34.6
Cecil County,Maryland,24,015,23.0
Charles County,Maryland,24,017,28.5
Dorchester County,Maryland,24,019,20.1
Frederick County,Maryland,24,021,40.5
Garrett County,Maryland,24,023,19.6
Harford County,Maryland,24,025,35.2
Howard County,Maryland,24,027,61.2
Kent County,Maryland,24,029,33.2
Queen Anne's County,Maryland,24,035,35.3
Saint Mary's County,Maryland,24,037,30.4
Somerset County,Maryland,24,039,14.4
Talbot County,Maryland,24,041,37.4
Washington County,Maryland,24,043,21.5
Wicomico County,Maryland,24,045,27.8
Worcester County,Maryland,24,047,30.1
Baltimore City,Maryland,24,510,30.4
Montgomery County,Maryland,24,031,58.3
Prince George's County,Maryland,24,033,31.9
Barnstable County,Massachusetts,25,001,41.7
Berkshire County,Massachusetts,25,003,33.2
Bristol County,Massachusetts,25,005,27.3
Dukes County,Massachusetts,25,007,46.3
Essex County,Massachusetts,25,009,38.8
Franklin County,Massachusetts,25,011,36.8
Hampden County,Massachusetts,25,013,26.5
Hampshire County,Massachusetts,25,015,45.6
Middlesex County,Massachusetts,25,017,54.1
Nantucket County,Massachusetts,25,019,45.1
Norfolk County,Massachusetts,25,021,52.5
Plymouth County,Massachusetts,25,023,35.7
Suffolk County,Massachusetts,25,025,43.6
Worcester County,Massachusetts,25,027,35.3
Alcona County,Michigan,26,001,15.2
Alger County,Michigan,26,003,17.8
Allegan County,Michigan,26,005,22.3
Alpena County,Michigan,26,007,17.3
Antrim County,Michigan,26,009,26.9
Arenac County,Michigan,26,011,11.6
Baraga County,Michigan,26,013,15.5
Barry County,Michigan,26,015,19.5
Bay County,Michigan,26,017,19.0
Benzie County,Michigan,26,019,28.6
Berrien County,Michigan,26,021,26.7
Branch County,Michigan,26,023,14.0
Calhoun County,Michigan,26,025,21.0
Cass County,Michigan,26,027,18.1
Charlevoix County,Michigan,26,029,30.3
Cheboygan County,Michigan,26,031,19.5
Chippewa County,Michigan,26,033,20.7
Clare County,Michigan,26,035,12.1
Clinton County,Michigan,26,037,31.5
Crawford County,Michigan,26,039,17.6
Delta County,Michigan,26,041,20.7
Dickinson County,Michigan,26,043,25.5
Eaton County,Michigan,26,045,26.1
Emmet County,Michigan,26,047,32.9
Genesee County,Michigan,26,049,20.4
Gladwin County,Michigan,26,051,13.6
Gogebic County,Michigan,26,053,18.4
Grand Traverse County,Michigan,26,055,34.2
Gratiot County,Michigan,26,057,14.7
Hillsdale County,Michigan,26,059,16.8
Houghton County,Michigan,26,061,32.9
Huron County,Michigan,26,063,15.5
Ingham County,Michigan,26,065,38.4
Ionia County,Michigan,26,067,16.2
Iosco County,Michigan,26,069,16.6
Iron County,Michigan,26,071,18.5
Isabella County,Michigan,26,073,29.4
Jackson County,Michigan,26,075,21.1
Kalamazoo County,Michigan,26,077,37.2
Kalkaska County,Michigan,26,079,12.5
Kent County,Michigan,26,081,34.7
Keweenaw County,Michigan,26,083,25.1
Lake County,Michigan,26,085,11.4
Lapeer County,Michigan,26,087,18.4
Leelanau County,Michigan,26,089,40.8
Lenawee County,Michigan,26,091,20.5
Livingston County,Michigan,26,093,34.7
Luce County,Michigan,26,095,15.1
Mackinac County,Michigan,26,097,19.1
Macomb County,Michigan,26,099,24.2
Manistee County,Michigan,26,101,20.5
Marquette County,Michigan,26,103,30.8
Mason County,Michigan,26,105,22.2
Mecosta County,Michigan,26,107,21.7
Menominee County,Michigan,26,109,15.8
Midland County,Michigan,26,111,34.1
Missaukee County,Michigan,26,113,13.4
Monroe County,Michigan,26,115,18.6
Montcalm County,Michigan,26,117,12.8
Montmorency County,Michigan,26,119,12.0
Muskegon County,Michigan,26,121,18.6
Newaygo County,Michigan,26,123,15.0
Oakland County,Michigan,26,125,45.7
Oceana County,Michigan,26,127,18.1
Ogemaw County,Michigan,26,129,11.8
Ontonagon County,Michigan,26,131,17.4
Osceola County,Michigan,26,133,12.4
Oscoda County,Michigan,26,135,10.9
Otsego County,Michigan,26,137,22.0
Ottawa County,Michigan,26,139,32.5
Presque Isle County,Michigan,26,141,16.2
Roscommon County,Michigan,26,143,14.2
Saginaw County,Michigan,26,145,21.1
Saint Clair County,Michigan,26,147,18.0
Saint Joseph County,Michigan,26,149,15.4
Sanilac County,Michigan,26,151,13.9
Schoolcraft County,Michigan,26,153,15.2
Shiawassee County,Michigan,26,155,16.2
Tuscola County,Michigan,26,157,13.8
Van Buren County,Michigan,26,159,20.6
Washtenaw County,Michigan,26,161,54.3
Wayne County,Michigan,26,163,22.8
Wexford County,Michigan,26,165,17.6
Aitkin County,Minnesota,27,001,16.7
Anoka County,Minnesota,27,003,28.7
Becker County,Minnesota,27,005,24.0
Beltrami County,Minnesota,27,007,27.0
Benton County,Minnesota,27,009,22.1
Big Stone County,Minnesota,27,011,16.8
Blue Earth County,Minnesota,27,013,32.2
Brown County,Minnesota,27,015,19.8
Carlton County,Minnesota,27,017,21.5
Carver County,Minnesota,27,019,47.5
Cass County,Minnesota,27,021,21.6
Chippewa County,Minnesota,27,023,17.8
Chisago County,Minnesota,27,025,21.2
Clay County,Minnesota,27,027,33.2
Clearwater County,Minnesota,27,029,15.3
Cook County,Minnesota,27,031,40.4
Cottonwood County,Minnesota,27,033,20.4
Crow Wing County,Minnesota,27,035,24.6
Dakota County,Minnesota,27,037,41.1
Dodge County,Minnesota,27,039,24.6
Douglas County,Minnesota,27,041,25.2
Faribault County,Minnesota,27,043,17.3
Fillmore County,Minnesota,27,045,20.7
Freeborn County,Minnesota,27,047,16.8
Goodhue County,Minnesota,27,049,24.7
Grant County,Minnesota,27,051,18.6
Hennepin County,Minnesota,27,053,48.2
Houston County,Minnesota,27,055,23.2
Hubbard County,Minnesota,27,057,26.6
Isanti County,Minnesota,27,059,17.3
Itasca County,Minnesota,27,061,22.7
Jackson County,Minnesota,27,063,20.2
Kanabec County,Minnesota,27,065,14.8
Kandiyohi County,Minnesota,27,067,22.6
Kittson County,Minnesota,27,069,23.2
Koochiching County,Minnesota,27,071,18.7
Lac qui Parle County,Minnesota,27,073,19.0
Lake County,Minnesota,27,075,29.0
Lake of the Woods County,Minnesota,27,077,17.0
Le Sueur County,Minnesota,27,079,21.9
Lincoln County,Minnesota,27,081,19.7
Lyon County,Minnesota,27,083,26.5
McLeod County,Minnesota,27,085,18.0
Mahnomen County,Minnesota,27,087,12.1
Marshall County,Minnesota,27,089,20.1
Martin County,Minnesota,27,091,20.0
Meeker County,Minnesota,27,093,19.1
Mille Lacs County,Minnesota,27,095,15.5
Morrison County,Minnesota,27,097,16.4
Mower County,Minnesota,27,099,20.7
Murray County,Minnesota,27,101,18.1
Nicollet County,Minnesota,27,103,32.2
Nobles County,Minnesota,27,105,14.5
Norman County,Minnesota,27,107,17.5
Olmsted County,Minnesota,27,109,43.1
Otter Tail County,Minnesota,27,111,24.7
Pennington County,Minnesota,27,113,18.7
Pine County,Minnesota,27,115,13.9
Pipestone County,Minnesota,27,117,20.5
Polk County,Minnesota,27,119,24.5
Pope County,Minnesota,27,121,22.2
Ramsey County,Minnesota,27,123,41.5
Red Lake County,Minnesota,27,125,16.6
Redwood County,Minnesota,27,127,18.4
Renville County,Minnesota,27,129,14.5
Rice County,Minnesota,27,131,26.8
Rock County,Minnesota,27,133,21.8
Roseau County,Minnesota,27,135,19.2
Saint Louis County,Minnesota,27,137,28.4
Scott County,Minnesota,27,139,38.9
Sherburne County,Minnesota,27,141,27.4
Sibley County,Minnesota,27,143,16.6
Stearns County,Minnesota,27,145,27.2
Steele County,Minnesota,27,147,24.6
Stevens County,Minnesota,27,149,28.8
Swift County,Minnesota,27,151,17.0
Todd County,Minnesota,27,153,14.5
Traverse County,Minnesota,27,155,17.6
Wabasha County,Minnesota,27,157,21.6
Wadena County,Minnesota,27,159,12.9
Waseca County,Minnesota,27,161,20.2
Washington County,Minnesota,27,163,42.3
Watonwan County,Minnesota,27,165,15.2
Wilkin County,Minnesota,27,167,20.8
Winona County,Minnesota,27,169,29.6
Wright County,Minnesota,27,171,27.4
Yellow Medicine County,Minnesota,27,173,15.8
Adams County,Mississippi,28,001,17.4
Alcorn County,Mississippi,28,003,15.9
Amite County,Mississippi,28,005,13.2
Attala County,Mississippi,28,007,12.3
Benton County,Mississippi,28,009,10.3
Bolivar County,Mississippi,28,011,22.9
Calhoun County,Mississippi,28,013,11.2
Carroll County,Mississippi,28,015,16.4
Chickasaw County,Mississippi,28,017,11.8
Choctaw County,Mississippi,28,019,17.3
Claiborne County,Mississippi,28,021,18.8
Clarke County,Mississippi,28,023,13.3
Clay County,Mississippi,28,025,19.3
Coahoma County,Mississippi,28,027,16.9
Copiah County,Mississippi,28,029,13.3
Covington County,Mississippi,28,031,16.1
DeSoto County,Mississippi,28,033,23.5
Forrest County,Mississippi,28,035,26.7
Franklin County,Mississippi,28,037,16.2
George County,Mississippi,28,039,11.9
Greene County,Mississippi,28,041,8.7
Grenada County,Mississippi,28,043,18.1
Hancock County,Mississippi,28,045,20.9
Harrison County,Mississippi,28,047,22.2
Hinds County,Mississippi,28,049,28.6
Holmes County,Mississippi,28,051,10.7
Humphreys County,Mississippi,28,053,13.6
Issaquena County,Mississippi,28,055,6.1
Itawamba County,Mississippi,28,057,13.0
Jackson County,Mississippi,28,059,20.7
Jasper County,Mississippi,28,061,13.9
Jefferson County,Mississippi,28,063,12.7
Jefferson Davis County,Mississippi,28,065,15.0
Jones County,Mississippi,28,067,18.4
Kemper County,Mississippi,28,069,13.1
Lafayette County,Mississippi,28,071,41.9
Lamar County,Mississippi,28,073,35.9
Lauderdale County,Mississippi,28,075,20.1
Lawrence County,Mississippi,28,077,13.8
