County,State,State_FIPS,County_FIPS,high_school_and_above_percentage
Johnson County,Indiana,18,081,27.2
Knox County,Indiana,18,083,16.4
Kosciusko County,Indiana,18,085,21.0
LaGrange County,Indiana,18,087,11.0
Lake County,Indiana,18,089,18.9
LaPorte County,Indiana,18,091,16.6
Lawrence County,Indiana,18,093,13.3
Madison County,Indiana,18,095,16.6
Marion County,Indiana,18,097,28.6
Marshall County,Indiana,18,099,15.2
Martin County,Indiana,18,101,7.6
Miami County,Indiana,18,103,10.1
Monroe County,Indiana,18,105,44.0
Montgomery County,Indiana,18,107,17.9
Morgan County,Indiana,18,109,13.8
Newton County,Indiana,18,111,9.6
Noble County,Indiana,18,113,12.9
Ohio County,Indiana,18,115,12.3
Orange County,Indiana,18,117,11.6
Owen County,Indiana,18,119,6.8
Parke County,Indiana,18,121,12.7
Perry County,Indiana,18,123,8.5
Pike County,Indiana,18,125,8.6
Porter County,Indiana,18,127,25.7
Posey County,Indiana,18,129,17.2
Pulaski County,Indiana,18,131,13.2
Putnam County,Indiana,18,133,15.8
Randolph County,Indiana,18,135,9.0
Ripley County,Indiana,18,137,14.9
Rush County,Indiana,18,139,12.9
Saint Joseph County,Indiana,18,141,27.0
Scott County,Indiana,18,143,9.8
Shelby County,Indiana,18,145,14.9
Spencer County,Indiana,18,147,17.0
Starke County,Indiana,18,149,9.2
Steuben County,Indiana,18,151,19.3
Sullivan County,Indiana,18,153,13.2
Switzerland County,Indiana,18,155,12.1
Tippecanoe County,Indiana,18,157,38.3
Tipton County,Indiana,18,159,12.9
Union County,Indiana,18,161,16.2
Vanderburgh County,Indiana,18,163,23.0
Vermillion County,Indiana,18,165,12.0
Vigo County,Indiana,18,167,21.0
Wabash County,Indiana,18,169,16.5
Warren County,Indiana,18,171,12.6
Warrick County,Indiana,18,173,27.1
Washington County,Indiana,18,175,9.9
Wayne County,Indiana,18,177,15.4
Wells County,Indiana,18,179,13.4
White County,Indiana,18,181,15.7
Whitley County,Indiana,18,183,17.0
Adair County,Iowa,19,001,13.6
Adams County,Iowa,19,003,14.8
Allamakee County,Iowa,19,005,13.5
Appanoose County,Iowa,19,007,15.9
Audubon County,Iowa,19,009,14.8
Benton County,Iowa,19,011,17.6
Black Hawk County,Iowa,19,013,24.6
Boone County,Iowa,19,015,19.5
Bremer County,Iowa,19,017,26.1
Buchanan County,Iowa,19,019,16.3
Buena Vista County,Iowa,19,021,23.1
Butler County,Iowa,19,023,13.3
Calhoun County,Iowa,19,025,16.8
Carroll County,Iowa,19,027,21.9
Cass County,Iowa,19,029,15.8
Cedar County,Iowa,19,031,18.3
Cerro Gordo County,Iowa,19,033,20.6
Cherokee County,Iowa,19,035,19.5
Chickasaw County,Iowa,19,037,11.6
Clarke County,Iowa,19,039,12.3
Clay County,Iowa,19,041,18.9
Clayton County,Iowa,19,043,12.8
Clinton County,Iowa,19,045,16.1
Crawford County,Iowa,19,047,11.9
Dallas County,Iowa,19,049,40.7
Davis County,Iowa,19,051,15.3
Decatur County,Iowa,19,053,15.3
Delaware County,Iowa,19,055,12.9
Des Moines County,Iowa,19,057,17.5
Dickinson County,Iowa,19,059,27.7
Dubuque County,Iowa,19,061,25.4
Emmet County,Iowa,19,063,16.3
Fayette County,Iowa,19,065,14.4
Floyd County,Iowa,19,067,16.6
Franklin County,Iowa,19,069,12.8
Fremont County,Iowa,19,071,16.5
Greene County,Iowa,19,073,19.0
Grundy County,Iowa,19,075,20.4
Guthrie County,Iowa,19,077,19.2
Hamilton County,Iowa,19,079,14.4
Hancock County,Iowa,19,081,15.0
Hardin County,Iowa,19,083,22.5
Harrison County,Iowa,19,085,14.9
Henry County,Iowa,19,087,19.7
Howard County,Iowa,19,089,8.0
Humboldt County,Iowa,19,091,16.1
Ida County,Iowa,19,093,18.2
Iowa County,Iowa,19,095,19.1
Jackson County,Iowa,19,097,14.0
Jasper County,Iowa,19,099,16.6
Jefferson County,Iowa,19,101,30.3
Johnson County,Iowa,19,103,49.3
Jones County,Iowa,19,105,13.2
Keokuk County,Iowa,19,107,11.6
Kossuth County,Iowa,19,109,15.4
Lee County,Iowa,19,111,14.0
Linn County,Iowa,19,113,30.3
Louisa County,Iowa,19,115,11.5
Lucas County,Iowa,19,117,12.4
Lyon County,Iowa,19,119,15.8
Madison County,Iowa,19,121,17.3
Mahaska County,Iowa,19,123,15.6
Marion County,Iowa,19,125,24.6
Marshall County,Iowa,19,127,18.7
Mills County,Iowa,19,129,22.2
Mitchell County,Iowa,19,131,16.4
Monona County,Iowa,19,133,11.1
Monroe County,Iowa,19,135,10.7
Montgomery County,Iowa,19,137,19.2
Muscatine County,Iowa,19,139,20.8
O'Brien County,Iowa,19,141,20.5
Osceola County,Iowa,19,143,17.4
Page County,Iowa,19,145,15.8
Palo Alto County,Iowa,19,147,14.0
Plymouth County,Iowa,19,149,17.7
Pocahontas County,Iowa,19,151,14.5
Polk County,Iowa,19,153,33.7
Pottawattamie County,Iowa,19,155,16.7
Poweshiek County,Iowa,19,157,21.2
Ringgold County,Iowa,19,159,19.7
Sac County,Iowa,19,161,17.1
Scott County,Iowa,19,163,31.3
Shelby County,Iowa,19,165,15.2
Sioux County,Iowa,19,167,24.3
Story County,Iowa,19,169,49.0
Tama County,Iowa,19,171,14.9
Taylor County,Iowa,19,173,9.8
Union County,Iowa,19,175,13.6
Van Buren County,Iowa,19,177,14.5
Wapello County,Iowa,19,179,15.8
Warren County,Iowa,19,181,26.4
Washington County,Iowa,19,183,17.4
Wayne County,Iowa,19,185,10.9
Webster County,Iowa,19,187,19.9
Winnebago County,Iowa,19,189,19.4
Winneshiek County,Iowa,19,191,25.8
Woodbury County,Iowa,19,193,21.2
Worth County,Iowa,19,195,17.8
Wright County,Iowa,19,197,15.8
Allen County,Kansas,20,001,18.1
Anderson County,Kansas,20,003,16.7
Atchison County,Kansas,20,005,20.1
Barber County,Kansas,20,007,20.1
Barton County,Kansas,20,009,20.6
Bourbon County,Kansas,20,011,18.0
Brown County,Kansas,20,013,16.2
Butler County,Kansas,20,015,24.5
Chase County,Kansas,20,017,19.8
Chautauqua County,Kansas,20,019,17.0
Cherokee County,Kansas,20,021,15.1
Cheyenne County,Kansas,20,023,17.0
Clark County,Kansas,20,025,21.4
Clay County,Kansas,20,027,17.2
Cloud County,Kansas,20,029,15.4
Coffey County,Kansas,20,031,21.6
Comanche County,Kansas,20,033,15.5
Cowley County,Kansas,20,035,18.2
Crawford County,Kansas,20,037,26.9
Decatur County,Kansas,20,039,18.7
Dickinson County,Kansas,20,041,18.8
Doniphan County,Kansas,20,043,16.7
Douglas County,Kansas,20,045,47.0
Edwards County,Kansas,20,047,19.0
Elk County,Kansas,20,049,17.5
Ellis County,Kansas,20,051,34.9
Ellsworth County,Kansas,20,053,17.4
Finney County,Kansas,20,055,16.5
Ford County,Kansas,20,057,17.1
Franklin County,Kansas,20,059,18.5
Geary County,Kansas,20,061,18.8
Gove County,Kansas,20,063,15.6
Graham County,Kansas,20,065,23.9
Grant County,Kansas,20,067,17.1
Gray County,Kansas,20,069,22.1
Greeley County,Kansas,20,071,21.7
Greenwood County,Kansas,20,073,14.9
Hamilton County,Kansas,20,075,15.1
Harper County,Kansas,20,077,17.0
Harvey County,Kansas,20,079,26.4
Haskell County,Kansas,20,081,12.5
Hodgeman County,Kansas,20,083,26.7
Jackson County,Kansas,20,085,15.7
Jefferson County,Kansas,20,087,22.6
Jewell County,Kansas,20,089,18.3
Johnson County,Kansas,20,091,54.4
Kearny County,Kansas,20,093,12.8
Kingman County,Kansas,20,095,20.7
Kiowa County,Kansas,20,097,21.2
Labette County,Kansas,20,099,18.7
Lane County,Kansas,20,101,25.5
Leavenworth County,Kansas,20,103,28.0
Lincoln County,Kansas,20,105,17.6
Linn County,Kansas,20,107,11.6
Logan County,Kansas,20,109,20.9
Lyon County,Kansas,20,111,20.7
McPherson County,Kansas,20,113,25.7
Marion County,Kansas,20,115,18.4
Marshall County,Kansas,20,117,12.4
Meade County,Kansas,20,119,23.5
Miami County,Kansas,20,121,23.3
Mitchell County,Kansas,20,123,25.3
Montgomery County,Kansas,20,125,20.1
Morris County,Kansas,20,127,15.6
Morton County,Kansas,20,129,19.9
Nemaha County,Kansas,20,131,13.9
Neosho County,Kansas,20,133,16.8
Ness County,Kansas,20,135,21.1
Norton County,Kansas,20,137,16.8
Osage County,Kansas,20,139,19.6
Osborne County,Kansas,20,141,19.7
Ottawa County,Kansas,20,143,19.1
Pawnee County,Kansas,20,145,14.6
Phillips County,Kansas,20,147,17.6
Pottawatomie County,Kansas,20,149,28.3
Pratt County,Kansas,20,151,26.3
Rawlins County,Kansas,20,153,21.8
Reno County,Kansas,20,155,18.8
Republic County,Kansas,20,157,19.1
Rice County,Kansas,20,159,19.3
Riley County,Kansas,20,161,43.3
Rooks County,Kansas,20,163,20.7
Rush County,Kansas,20,165,16.7
Russell County,Kansas,20,167,20.9
Saline County,Kansas,20,169,24.7
Scott County,Kansas,20,171,20.8
Sedgwick County,Kansas,20,173,28.5
Seward County,Kansas,20,175,13.6
Shawnee County,Kansas,20,177,30.1
Sheridan County,Kansas,20,179,19.8
Sherman County,Kansas,20,181,23.7
Smith County,Kansas,20,183,14.8
Stafford County,Kansas,20,185,17.8
Stanton County,Kansas,20,187,15.3
Stevens County,Kansas,20,189,10.5
Sumner County,Kansas,20,191,17.8
Thomas County,Kansas,20,193,24.2
Trego County,Kansas,20,195,16.8
Wabaunsee County,Kansas,20,197,20.1
Wallace County,Kansas,20,199,18.2
Washington County,Kansas,20,201,15.9
Wichita County,Kansas,20,203,18.0
Wilson County,Kansas,20,205,9.6
Woodson County,Kansas,20,207,14.5
Wyandotte County,Kansas,20,209,14.4
Adair County,Kentucky,21,001,10.9
Allen County,Kentucky,21,003,10.6
Anderson County,Kentucky,21,005,15.8
Ballard County,Kentucky,21,007,11.0
Barren County,Kentucky,21,009,14.3
Bath County,Kentucky,21,011,13.0
Bell County,Kentucky,21,013,9.7
Boone County,Kentucky,21,015,30.7
Bourbon County,Kentucky,21,017,15.5
Boyd County,Kentucky,21,019,15.3
Boyle County,Kentucky,21,021,22.9
Bracken County,Kentucky,21,023,9.9
Breathitt County,Kentucky,21,025,6.3
Breckinridge County,Kentucky,21,027,6.0
Bullitt County,Kentucky,21,029,8.9
Butler County,Kentucky,21,031,7.2
Caldwell County,Kentucky,21,033,13.3
Calloway County,Kentucky,21,035,28.5
Campbell County,Kentucky,21,037,27.1
Carlisle County,Kentucky,21,039,11.3
Carroll County,Kentucky,21,041,9.3
Carter County,Kentucky,21,043,7.7
Casey County,Kentucky,21,045,7.5
Christian County,Kentucky,21,047,13.3
Clark County,Kentucky,21,049,18.5
Clay County,Kentucky,21,051,5.2
Clinton County,Kentucky,21,053,2.5
Crittenden County,Kentucky,21,055,9.3
Cumberland County,Kentucky,21,057,8.5
Daviess County,Kentucky,21,059,18.3
Edmonson County,Kentucky,21,061,7.1
Elliott County,Kentucky,21,063,3.4
Estill County,Kentucky,21,065,5.4
Fayette County,Kentucky,21,067,39.9
Fleming County,Kentucky,21,069,11.2
Floyd County,Kentucky,21,071,10.1
Franklin County,Kentucky,21,073,28.8
Fulton County,Kentucky,21,075,10.4
Gallatin County,Kentucky,21,077,7.1
Garrard County,Kentucky,21,079,12.6
Grant County,Kentucky,21,081,9.0
Graves County,Kentucky,21,083,15.2
Grayson County,Kentucky,21,085,6.6
Green County,Kentucky,21,087,9.5
Greenup County,Kentucky,21,089,15.2
Hancock County,Kentucky,21,091,10.5
Hardin County,Kentucky,21,093,19.3
Harlan County,Kentucky,21,095,10.2
Harrison County,Kentucky,21,097,12.2
Hart County,Kentucky,21,099,9.3
Henderson County,Kentucky,21,101,15.7
Henry County,Kentucky,21,103,14.6
Hickman County,Kentucky,21,105,15.9
Hopkins County,Kentucky,21,107,12.7
Jackson County,Kentucky,21,109,5.5
Jefferson County,Kentucky,21,111,29.7
Jessamine County,Kentucky,21,113,26.8
Johnson County,Kentucky,21,115,9.3
Kenton County,Kentucky,21,117,29.2
Knott County,Kentucky,21,119,9.3
Knox County,Kentucky,21,121,8.2
Larue County,Kentucky,21,123,11.5
Laurel County,Kentucky,21,125,12.4
Lawrence County,Kentucky,21,127,8.0
Lee County,Kentucky,21,129,6.0
Leslie County,Kentucky,21,131,5.6
Letcher County,Kentucky,21,133,12.3
Lewis County,Kentucky,21,135,8.8
Lincoln County,Kentucky,21,137,8.4
Livingston County,Kentucky,21,139,9.2
Logan County,Kentucky,21,141,9.5
Lyon County,Kentucky,21,143,8.0
McCracken County,Kentucky,21,145,24.0
McCreary County,Kentucky,21,147,7.5
McLean County,Kentucky,21,149,7.8
Madison County,Kentucky,21,151,29.2
Magoffin County,Kentucky,21,153,7.9
Marion County,Kentucky,21,155,9.8
Marshall County,Kentucky,21,157,14.8
Martin County,Kentucky,21,159,6.4
Mason County,Kentucky,21,161,13.0
Meade County,Kentucky,21,163,10.3
Menifee County,Kentucky,21,165,9.6
Mercer County,Kentucky,21,167,15.6
Metcalfe County,Kentucky,21,169,5.0
Monroe County,Kentucky,21,171,14.8
Montgomery County,Kentucky,21,173,14.9
Morgan County,Kentucky,21,175,8.6
Muhlenberg County,Kentucky,21,177,8.8
Nelson County,Kentucky,21,179,14.0
Nicholas County,Kentucky,21,181,7.5
Ohio County,Kentucky,21,183,7.3
Oldham County,Kentucky,21,185,35.7
Owen County,Kentucky,21,187,18.3
Owsley County,Kentucky,21,189,5.1
Pendleton County,Kentucky,21,191,9.3
Perry County,Kentucky,21,193,10.1
Pike County,Kentucky,21,195,11.4
Powell County,Kentucky,21,197,8.3
Pulaski County,Kentucky,21,199,13.8
Robertson County,Kentucky,21,201,6.4
Rockcastle County,Kentucky,21,203,6.9
Rowan County,Kentucky,21,205,20.7
Russell County,Kentucky,21,207,11.1
Scott County,Kentucky,21,209,26.1
Shelby County,Kentucky,21,211,24.7
Simpson County,Kentucky,21,213,16.2
Spencer County,Kentucky,21,215,15.9
Taylor County,Kentucky,21,217,12.8
Todd County,Kentucky,21,219,7.8
Trigg County,Kentucky,21,221,16.9
Trimble County,Kentucky,21,223,11.4
Union County,Kentucky,21,225,11.8
Warren County,Kentucky,21,227,27.6
Washington County,Kentucky,21,229,14.6
Wayne County,Kentucky,21,231,7.5
Webster County,Kentucky,21,233,8.2
Whitley County,Kentucky,21,235,12.2
Wolfe County,Kentucky,21,237,7.6
Woodford County,Kentucky,21,239,33.4
Acadia Parish,Louisiana,22,001,9.6
Allen Parish,Louisiana,22,003,7.2
Ascension Parish,Louisiana,22,005,20.9
Assumption Parish,Louisiana,22,007,6.8
Avoyelles Parish,Louisiana,22,009,11.1
Beauregard Parish,Louisiana,22,011,14.1
Bienville Parish,Louisiana,22,013,12.8
Bossier Parish,Louisiana,22,015,22.5
Caddo Parish,Louisiana,22,017,22.5
Calcasieu Parish,Louisiana,22,019,18.5
Caldwell Parish,Louisiana,22,021,10.4
Cameron Parish,Louisiana,22,023,7.0
Catahoula Parish,Louisiana,22,025,9.1
Claiborne Parish,Louisiana,22,027,10.3
Concordia Parish,Louisiana,22,029,10.2
De Soto Parish,Louisiana,22,031,11.1
East Baton Rouge Parish,Louisiana,22,033,33.3
East Carroll Parish,Louisiana,22,035,8.0
East Feliciana Parish,Louisiana,22,037,10.5
Evangeline Parish,Louisiana,22,039,10.3
Franklin Parish,Louisiana,22,041,8.4
Grant Parish,Louisiana,22,043,9.6
Iberia Parish,Louisiana,22,045,13.0
Iberville Parish,Louisiana,22,047,9.5
Jackson Parish,Louisiana,22,049,12.3
Jefferson Parish,Louisiana,22,051,23.4
Jefferson Davis Parish,Louisiana,22,053,10.0
Lafayette Parish,Louisiana,22,055,27.9
Lafourche Parish,Louisiana,22,057,13.4
LaSalle Parish,Louisiana,22,059,9.7
Lincoln Parish,Louisiana,22,061,30.6
Livingston Parish,Louisiana,22,063,16.1
Madison Parish,Louisiana,22,065,9.4
Morehouse Parish,Louisiana,22,067,10.8
Natchitoches Parish,Louisiana,22,069,20.2
Orleans Parish,Louisiana,22,071,31.3
Ouachita Parish,Louisiana,22,073,22.5
Plaquemines Parish,Louisiana,22,075,12.8
Pointe Coupee Parish,Louisiana,22,077,12.6
Rapides Parish,Louisiana,22,079,19.0
Red River Parish,Louisiana,22,081,11.7
Richland Parish,Louisiana,22,083,11.0
Sabine Parish,Louisiana,22,085,10.1
Saint Bernard Parish,Louisiana,22,087,6.9
Saint Charles Parish,Louisiana,22,089,18.4
Saint Helena Parish,Louisiana,22,091,10.5
Saint James Parish,Louisiana,22,093,10.2
Saint John the Baptist Parish,Louisiana,22,095,14.9
Saint Landry Parish,Louisiana,22,097,11.6
Saint Martin Parish,Louisiana,22,099,9.4
Saint Mary Parish,Louisiana,22,101,7.9
Saint Tammany Parish,Louisiana,22,103,31.1
Tangipahoa Parish,Louisiana,22,105,17.3
Tensas Parish,Louisiana,22,107,12.5
Terrebonne Parish,Louisiana,22,109,13.3
Union Parish,Louisiana,22,111,12.6
Vermilion Parish,Louisiana,22,113,11.0
Vernon Parish,Louisiana,22,115,15.9
Washington Parish,Louisiana,22,117,10.5
Webster Parish,Louisiana,22,119,12.0
West Baton Rouge Parish,Louisiana,22,121,17.1
West Carroll Parish,Louisiana,22,123,7.6
West Feliciana Parish,Louisiana,22,125,9.8
Winn Parish,Louisiana,22,127,10.4
Androscoggin County,Maine,23,001,17.7
Aroostook County,Maine,23,003,15.2
Cumberland County,Maine,23,005,39.0
Franklin County,Maine,23,007,24.4
Hancock County,Maine,23,009,28.4
Kennebec County,Maine,23,011,24.6
Knox County,Maine,23,013,25.9
Lincoln County,Maine,23,015,31.6
Oxford County,Maine,23,017,16.3
Penobscot County,Maine,23,019,22.5
Piscataquis County,Maine,23,021,15.2
Sagadahoc County,Maine,23,023,27.6
Somerset County,Maine,23,025,14.2
Waldo County,Maine,23,027,21.1
Washington County,Maine,23,029,17.5
York County,Maine,23,031,26.2
Allegany County,Maryland,24,001,14.5
Anne Arundel County,Maryland,24,003,37.0
Baltimore County,Maryland,24,005,36.0
Calvert County,Maryland,24,009,29.2
Caroline County,Maryland,24,011,14.1
Carroll County,Maryland,24,013,31.2
Cecil County,Maryland,24,015,21.0
Charles County,Maryland,24,017,25.9
Dorchester County,Maryland,24,019,15.6
Frederick County,Maryland,24,021,37.4
Garrett County,Maryland,24,023,17.7
Harford County,Maryland,24,025,31.3
Howard County,Maryland,24,027,61.0
Kent County,Maryland,24,029,30.5
Queen Anne's County,Maryland,24,035,29.8
Saint Mary's County,Maryland,24,037,29.7
Somerset County,Maryland,24,039,11.8
Talbot County,Maryland,24,041,31.9
Washington County,Maryland,24,043,18.2
Wicomico County,Maryland,24,045,24.4
Worcester County,Maryland,24,047,27.8
Baltimore City,Maryland,24,510,24.9
Montgomery County,Maryland,24,031,59.3
Prince George's County,Maryland,24,033,28.8
Barnstable County,Massachusetts,25,001,41.5
Berkshire County,Massachusetts,25,003,29.9
Bristol County,Massachusetts,25,005,24.9
Dukes County,Massachusetts,25,007,39.7
Essex County,Massachusetts,25,009,38.2
Franklin County,Massachusetts,25,011,30.4
Hampden County,Massachusetts,25,013,23.4
Hampshire County,Massachusetts,25,015,39.5
Middlesex County,Massachusetts,25,017,50.4
Nantucket County,Massachusetts,25,019,35.6
Norfolk County,Massachusetts,25,021,48.7
Plymouth County,Massachusetts,25,023,33.0
Suffolk County,Massachusetts,25,025,39.4
Worcester County,Massachusetts,25,027,33.5
Alcona County,Michigan,26,001,12.5
Alger County,Michigan,26,003,15.4
Allegan County,Michigan,26,005,19.3
Alpena County,Michigan,26,007,17.3
Antrim County,Michigan,26,009,23.5
Arenac County,Michigan,26,011,9.5
Baraga County,Michigan,26,013,10.4
Barry County,Michigan,26,015,16.1
Bay County,Michigan,26,017,17.4
Benzie County,Michigan,26,019,24.1
Berrien County,Michigan,26,021,24.8
Branch County,Michigan,26,023,13.6
Calhoun County,Michigan,26,025,18.8
Cass County,Michigan,26,027,15.0
Charlevoix County,Michigan,26,029,26.7
Cheboygan County,Michigan,26,031,18.7
Chippewa County,Michigan,26,033,16.1
Clare County,Michigan,26,035,9.8
Clinton County,Michigan,26,037,27.4
Crawford County,Michigan,26,039,11.9
Delta County,Michigan,26,041,20.6
Dickinson County,Michigan,26,043,21.3
Eaton County,Michigan,26,045,24.4
Emmet County,Michigan,26,047,30.7
Genesee County,Michigan,26,049,19.1
Gladwin County,Michigan,26,051,11.3
Gogebic County,Michigan,26,053,20.0
Grand Traverse County,Michigan,26,055,30.0
Gratiot County,Michigan,26,057,12.5
Hillsdale County,Michigan,26,059,13.5
Houghton County,Michigan,26,061,30.1
Huron County,Michigan,26,063,13.5
Ingham County,Michigan,26,065,36.2
Ionia County,Michigan,26,067,11.4
Iosco County,Michigan,26,069,13.8
Iron County,Michigan,26,071,16.6
Isabella County,Michigan,26,073,25.5
Jackson County,Michigan,26,075,16.6
Kalamazoo County,Michigan,26,077,34.9
Kalkaska County,Michigan,26,079,9.5
Kent County,Michigan,26,081,31.1
Keweenaw County,Michigan,26,083,21.4
Lake County,Michigan,26,085,8.0
Lapeer County,Michigan,26,087,15.2
Leelanau County,Michigan,26,089,41.1
Lenawee County,Michigan,26,091,17.6
Livingston County,Michigan,26,093,31.8
Luce County,Michigan,26,095,12.4
Mackinac County,Michigan,26,097,21.3
Macomb County,Michigan,26,099,23.4
Manistee County,Michigan,26,101,17.4
Marquette County,Michigan,26,103,30.9
Mason County,Michigan,26,105,21.3
Mecosta County,Michigan,26,107,20.2
Menominee County,Michigan,26,109,13.2
Midland County,Michigan,26,111,34.8
Missaukee County,Michigan,26,113,12.0
Monroe County,Michigan,26,115,16.7
Montcalm County,Michigan,26,117,11.8
Montmorency County,Michigan,26,119,10.9
Muskegon County,Michigan,26,121,16.5
Newaygo County,Michigan,26,123,13.2
Oakland County,Michigan,26,125,45.5
Oceana County,Michigan,26,127,13.5
Ogemaw County,Michigan,26,129,10.1
Ontonagon County,Michigan,26,131,17.6
Osceola County,Michigan,26,133,11.2
Oscoda County,Michigan,26,135,7.1
Otsego County,Michigan,26,137,20.8
Ottawa County,Michigan,26,139,29.9
Presque Isle County,Michigan,26,141,14.5
Roscommon County,Michigan,26,143,14.9
Saginaw County,Michigan,26,145,18.9
Saint Clair County,Michigan,26,147,15.3
Saint Joseph County,Michigan,26,149,13.7
Sanilac County,Michigan,26,151,10.3
Schoolcraft County,Michigan,26,153,13.6
Shiawassee County,Michigan,26,155,13.5
Tuscola County,Michigan,26,157,11.8
Van Buren County,Michigan,26,159,18.1
Washtenaw County,Michigan,26,161,51.6
Wayne County,Michigan,26,163,20.4
Wexford County,Michigan,26,165,16.3
Aitkin County,Minnesota,27,001,15.6
Anoka County,Minnesota,27,003,25.7
Becker County,Minnesota,27,005,21.0
Beltrami County,Minnesota,27,007,29.9
Benton County,Minnesota,27,009,18.0
Big Stone County,Minnesota,27,011,14.2
Blue Earth County,Minnesota,27,013,28.4
Brown County,Minnesota,27,015,18.9
Carlton County,Minnesota,27,017,19.6
Carver County,Minnesota,27,019,44.5
Cass County,Minnesota,27,021,20.9
Chippewa County,Minnesota,27,023,15.9
Chisago County,Minnesota,27,025,14.9
Clay County,Minnesota,27,027,31.1
Clearwater County,Minnesota,27,029,14.2
Cook County,Minnesota,27,031,31.9
Cottonwood County,Minnesota,27,033,15.3
Crow Wing County,Minnesota,27,035,22.3
Dakota County,Minnesota,27,037,39.3
Dodge County,Minnesota,27,039,20.1
Douglas County,Minnesota,27,041,22.7
Faribault County,Minnesota,27,043,14.5
Fillmore County,Minnesota,27,045,18.0
Freeborn County,Minnesota,27,047,14.0
Goodhue County,Minnesota,27,049,23.1
Grant County,Minnesota,27,051,18.5
Hennepin County,Minnesota,27,053,45.8
Houston County,Minnesota,27,055,19.7
Hubbard County,Minnesota,27,057,25.2
Isanti County,Minnesota,27,059,15.2
Itasca County,Minnesota,27,061,21.3
Jackson County,Minnesota,27,063,14.4
Kanabec County,Minnesota,27,065,11.7
Kandiyohi County,Minnesota,27,067,20.9
Kittson County,Minnesota,27,069,18.9
Koochiching County,Minnesota,27,071,16.1
Lac qui Parle County,Minnesota,27,073,15.2
Lake County,Minnesota,27,075,19.5
Lake of the Woods County,Minnesota,27,077,21.2
Le Sueur County,Minnesota,27,079,19.2
Lincoln County,Minnesota,27,081,17.3
Lyon County,Minnesota,27,083,24.5
McLeod County,Minnesota,27,085,17.3
Mahnomen County,Minnesota,27,087,12.5
Marshall County,Minnesota,27,089,14.3
Martin County,Minnesota,27,091,18.2
Meeker County,Minnesota,27,093,14.1
Mille Lacs County,Minnesota,27,095,14.9
Morrison County,Minnesota,27,097,13.1
Mower County,Minnesota,27,099,14.8
Murray County,Minnesota,27,101,12.9
Nicollet County,Minnesota,27,103,34.1
Nobles County,Minnesota,27,105,14.4
Norman County,Minnesota,27,107,13.8
Olmsted County,Minnesota,27,109,39.7
Otter Tail County,Minnesota,27,111,20.1
Pennington County,Minnesota,27,113,16.3
Pine County,Minnesota,27,115,11.8
Pipestone County,Minnesota,27,117,15.5
Polk County,Minnesota,27,119,19.4
Pope County,Minnesota,27,121,18.3
Ramsey County,Minnesota,27,123,39.4
Red Lake County,Minnesota,27,125,12.0
Redwood County,Minnesota,27,127,15.5
Renville County,Minnesota,27,129,15.0
Rice County,Minnesota,27,131,26.7
Rock County,Minnesota,27,133,15.8
Roseau County,Minnesota,27,135,17.4
Saint Louis County,Minnesota,27,137,26.1
Scott County,Minnesota,27,139,37.1
Sherburne County,Minnesota,27,141,22.4
Sibley County,Minnesota,27,143,12.7
Stearns County,Minnesota,27,145,22.2
Steele County,Minnesota,27,147,21.7
Stevens County,Minnesota,27,149,24.1
Swift County,Minnesota,27,151,11.7
Todd County,Minnesota,27,153,12.1
Traverse County,Minnesota,27,155,13.5
Wabasha County,Minnesota,27,157,16.9
Wadena County,Minnesota,27,159,15.4
Waseca County,Minnesota,27,161,19.7
Washington County,Minnesota,27,163,41.5
Watonwan County,Minnesota,27,165,11.5
Wilkin County,Minnesota,27,167,17.6
Winona County,Minnesota,27,169,24.9
Wright County,Minnesota,27,171,23.4
Yellow Medicine County,Minnesota,27,173,16.4
Adams County,Mississippi,28,001,15.6
Alcorn County,Mississippi,28,003,16.4
Amite County,Mississippi,28,005,7.1
Attala County,Mississippi,28,007,15.5
Benton County,Mississippi,28,009,9.8
Bolivar County,Mississippi,28,011,19.7
Calhoun County,Mississippi,28,013,9.7
Carroll County,Mississippi,28,015,16.1
Chickasaw County,Mississippi,28,017,10.7
Choctaw County,Mississippi,28,019,8.3
Claiborne County,Mississippi,28,021,14.1
Clarke County,Mississippi,28,023,7.6
Clay County,Mississippi,28,025,15.4
Coahoma County,Mississippi,28,027,11.6
Copiah County,Mississippi,28,029,12.5
Covington County,Mississippi,28,031,13.9
DeSoto County,Mississippi,28,033,21.0
Forrest County,Mississippi,28,035,24.5
Franklin County,Mississippi,28,037,15.2
George County,Mississippi,28,039,8.7
Greene County,Mississippi,28,041,7.1
Grenada County,Mississippi,28,043,19.6
Hancock County,Mississippi,28,045,22.3
Harrison County,Mississippi,28,047,19.6
Hinds County,Mississippi,28,049,25.7
Holmes County,Mississippi,28,051,8.2
Humphreys County,Mississippi,28,053,8.9
Issaquena County,Mississippi,28,055,4.9
Itawamba County,Mississippi,28,057,13.7
Jackson County,Mississippi,28,059,18.1
Jasper County,Mississippi,28,061,11.3
Jefferson County,Mississippi,28,063,10.4
Jefferson Davis County,Mississippi,28,065,11.0
Jones County,Mississippi,28,067,15.7
Kemper County,Mississippi,28,069,7.0
Lafayette County,Mississippi,28,071,39.9
Lamar County,Mississippi,28,073,31.1
Lauderdale County,Mississippi,28,075,18.0
Lawrence County,Mississippi,28,077,9.7
