County,State,State_FIPS,County_FIPS,high_school_and_above_percentage
Jefferson County,Indiana,18,077,17.0
Jennings County,Indiana,18,079,9.6
Johnson County,Indiana,18,081,29.5
Knox County,Indiana,18,083,15.2
Kosciusko County,Indiana,18,085,21.2
LaGrange County,Indiana,18,087,11.2
Lake County,Indiana,18,089,20.9
LaPorte County,Indiana,18,091,17.6
Lawrence County,Indiana,18,093,14.3
Madison County,Indiana,18,095,17.4
Marion County,Indiana,18,097,29.0
Marshall County,Indiana,18,099,18.5
Martin County,Indiana,18,101,11.4
Miami County,Indiana,18,103,11.9
Monroe County,Indiana,18,105,45.1
Montgomery County,Indiana,18,107,16.8
Morgan County,Indiana,18,109,15.5
Newton County,Indiana,18,111,10.5
Noble County,Indiana,18,113,14.1
Ohio County,Indiana,18,115,13.8
Orange County,Indiana,18,117,11.9
Owen County,Indiana,18,119,12.0
Parke County,Indiana,18,121,11.8
Perry County,Indiana,18,123,13.4
Pike County,Indiana,18,125,12.6
Porter County,Indiana,18,127,26.1
Posey County,Indiana,18,129,20.6
Pulaski County,Indiana,18,131,10.7
Putnam County,Indiana,18,133,15.0
Randolph County,Indiana,18,135,13.1
Ripley County,Indiana,18,137,17.4
Rush County,Indiana,18,139,14.0
Saint Joseph County,Indiana,18,141,28.2
Scott County,Indiana,18,143,13.0
Shelby County,Indiana,18,145,16.6
Spencer County,Indiana,18,147,15.3
Starke County,Indiana,18,149,11.6
Steuben County,Indiana,18,151,19.9
Sullivan County,Indiana,18,153,12.7
Switzerland County,Indiana,18,155,8.3
Tippecanoe County,Indiana,18,157,35.3
Tipton County,Indiana,18,159,21.1
Union County,Indiana,18,161,18.6
Vanderburgh County,Indiana,18,163,24.9
Vermillion County,Indiana,18,165,13.0
Vigo County,Indiana,18,167,23.2
Wabash County,Indiana,18,169,18.3
Warren County,Indiana,18,171,19.6
Warrick County,Indiana,18,173,28.0
Washington County,Indiana,18,175,12.7
Wayne County,Indiana,18,177,17.1
Wells County,Indiana,18,179,17.4
White County,Indiana,18,181,15.7
Whitley County,Indiana,18,183,18.3
Adair County,Iowa,19,001,16.6
Adams County,Iowa,19,003,16.7
Allamakee County,Iowa,19,005,17.0
Appanoose County,Iowa,19,007,18.1
Audubon County,Iowa,19,009,13.1
Benton County,Iowa,19,011,21.8
Black Hawk County,Iowa,19,013,27.0
Boone County,Iowa,19,015,22.4
Bremer County,Iowa,19,017,27.9
Buchanan County,Iowa,19,019,18.0
Buena Vista County,Iowa,19,021,18.7
Butler County,Iowa,19,023,15.7
Calhoun County,Iowa,19,025,18.4
Carroll County,Iowa,19,027,21.4
Cass County,Iowa,19,029,19.8
Cedar County,Iowa,19,031,22.0
Cerro Gordo County,Iowa,19,033,21.9
Cherokee County,Iowa,19,035,19.2
Chickasaw County,Iowa,19,037,14.5
Clarke County,Iowa,19,039,15.4
Clay County,Iowa,19,041,20.9
Clayton County,Iowa,19,043,15.3
Clinton County,Iowa,19,045,19.4
Crawford County,Iowa,19,047,11.7
Dallas County,Iowa,19,049,47.4
Davis County,Iowa,19,051,16.6
Decatur County,Iowa,19,053,20.1
Delaware County,Iowa,19,055,15.1
Des Moines County,Iowa,19,057,19.6
Dickinson County,Iowa,19,059,29.0
Dubuque County,Iowa,19,061,29.2
Emmet County,Iowa,19,063,17.5
Fayette County,Iowa,19,065,19.6
Floyd County,Iowa,19,067,19.7
Franklin County,Iowa,19,069,16.7
Fremont County,Iowa,19,071,21.4
Greene County,Iowa,19,073,18.0
Grundy County,Iowa,19,075,25.1
Guthrie County,Iowa,19,077,20.5
Hamilton County,Iowa,19,079,22.0
Hancock County,Iowa,19,081,19.9
Hardin County,Iowa,19,083,20.4
Harrison County,Iowa,19,085,17.4
Henry County,Iowa,19,087,18.8
Howard County,Iowa,19,089,13.2
Humboldt County,Iowa,19,091,19.9
Ida County,Iowa,19,093,19.0
Iowa County,Iowa,19,095,18.6
Jackson County,Iowa,19,097,16.5
Jasper County,Iowa,19,099,17.9
Jefferson County,Iowa,19,101,33.1
Johnson County,Iowa,19,103,52.4
Jones County,Iowa,19,105,16.7
Keokuk County,Iowa,19,107,17.0
Kossuth County,Iowa,19,109,19.5
Lee County,Iowa,19,111,14.6
Linn County,Iowa,19,113,32.2
Louisa County,Iowa,19,115,13.3
Lucas County,Iowa,19,117,16.5
Lyon County,Iowa,19,119,21.3
Madison County,Iowa,19,121,22.5
Mahaska County,Iowa,19,123,23.9
Marion County,Iowa,19,125,25.4
Marshall County,Iowa,19,127,19.5
Mills County,Iowa,19,129,23.9
Mitchell County,Iowa,19,131,15.7
Monona County,Iowa,19,133,16.6
Monroe County,Iowa,19,135,15.4
Montgomery County,Iowa,19,137,15.5
Muscatine County,Iowa,19,139,20.5
O'Brien County,Iowa,19,141,20.0
Osceola County,Iowa,19,143,16.6
Page County,Iowa,19,145,21.9
Palo Alto County,Iowa,19,147,22.1
Plymouth County,Iowa,19,149,19.5
Pocahontas County,Iowa,19,151,16.9
Polk County,Iowa,19,153,35.6
Pottawattamie County,Iowa,19,155,20.7
Poweshiek County,Iowa,19,157,22.9
Ringgold County,Iowa,19,159,19.3
Sac County,Iowa,19,161,19.3
Scott County,Iowa,19,163,31.9
Shelby County,Iowa,19,165,21.1
Sioux County,Iowa,19,167,26.9
Story County,Iowa,19,169,50.3
Tama County,Iowa,19,171,16.3
Taylor County,Iowa,19,173,13.6
Union County,Iowa,19,175,16.4
Van Buren County,Iowa,19,177,12.7
Wapello County,Iowa,19,179,17.6
Warren County,Iowa,19,181,28.8
Washington County,Iowa,19,183,20.9
Wayne County,Iowa,19,185,13.1
Webster County,Iowa,19,187,20.6
Winnebago County,Iowa,19,189,21.6
Winneshiek County,Iowa,19,191,27.6
Woodbury County,Iowa,19,193,21.7
Worth County,Iowa,19,195,15.3
Wright County,Iowa,19,197,17.0
Allen County,Kansas,20,001,18.3
Anderson County,Kansas,20,003,19.2
Atchison County,Kansas,20,005,19.9
Barber County,Kansas,20,007,18.7
Barton County,Kansas,20,009,16.7
Bourbon County,Kansas,20,011,21.7
Brown County,Kansas,20,013,20.1
Butler County,Kansas,20,015,28.6
Chase County,Kansas,20,017,24.3
Chautauqua County,Kansas,20,019,18.3
Cherokee County,Kansas,20,021,18.5
Cheyenne County,Kansas,20,023,24.6
Clark County,Kansas,20,025,28.8
Clay County,Kansas,20,027,25.0
Cloud County,Kansas,20,029,20.2
Coffey County,Kansas,20,031,21.1
Comanche County,Kansas,20,033,20.1
Cowley County,Kansas,20,035,19.4
Crawford County,Kansas,20,037,28.4
Decatur County,Kansas,20,039,26.2
Dickinson County,Kansas,20,041,19.5
Doniphan County,Kansas,20,043,16.9
Douglas County,Kansas,20,045,49.7
Edwards County,Kansas,20,047,18.2
Elk County,Kansas,20,049,16.8
Ellis County,Kansas,20,051,34.1
Ellsworth County,Kansas,20,053,19.7
Finney County,Kansas,20,055,18.5
Ford County,Kansas,20,057,17.8
Franklin County,Kansas,20,059,19.9
Geary County,Kansas,20,061,20.4
Gove County,Kansas,20,063,22.4
Graham County,Kansas,20,065,25.5
Grant County,Kansas,20,067,15.2
Gray County,Kansas,20,069,19.2
Greeley County,Kansas,20,071,29.6
Greenwood County,Kansas,20,073,17.7
Hamilton County,Kansas,20,075,16.3
Harper County,Kansas,20,077,19.7
Harvey County,Kansas,20,079,27.7
Haskell County,Kansas,20,081,17.7
Hodgeman County,Kansas,20,083,25.7
Jackson County,Kansas,20,085,20.4
Jefferson County,Kansas,20,087,20.6
Jewell County,Kansas,20,089,15.3
Johnson County,Kansas,20,091,53.6
Kearny County,Kansas,20,093,14.3
Kingman County,Kansas,20,095,23.5
Kiowa County,Kansas,20,097,27.3
Labette County,Kansas,20,099,18.0
Lane County,Kansas,20,101,21.3
Leavenworth County,Kansas,20,103,30.1
Lincoln County,Kansas,20,105,19.2
Linn County,Kansas,20,107,16.0
Logan County,Kansas,20,109,18.3
Lyon County,Kansas,20,111,26.7
McPherson County,Kansas,20,113,28.3
Marion County,Kansas,20,115,22.8
Marshall County,Kansas,20,117,17.9
Meade County,Kansas,20,119,22.0
Miami County,Kansas,20,121,24.7
Mitchell County,Kansas,20,123,25.7
Montgomery County,Kansas,20,125,17.6
Morris County,Kansas,20,127,16.8
Morton County,Kansas,20,129,14.3
Nemaha County,Kansas,20,131,21.8
Neosho County,Kansas,20,133,18.9
Ness County,Kansas,20,135,20.1
Norton County,Kansas,20,137,13.8
Osage County,Kansas,20,139,19.9
Osborne County,Kansas,20,141,21.0
Ottawa County,Kansas,20,143,21.5
Pawnee County,Kansas,20,145,22.4
Phillips County,Kansas,20,147,22.3
Pottawatomie County,Kansas,20,149,32.0
Pratt County,Kansas,20,151,25.5
Rawlins County,Kansas,20,153,23.9
Reno County,Kansas,20,155,19.2
Republic County,Kansas,20,157,21.0
Rice County,Kansas,20,159,22.4
Riley County,Kansas,20,161,46.0
Rooks County,Kansas,20,163,24.3
Rush County,Kansas,20,165,23.7
Russell County,Kansas,20,167,24.2
Saline County,Kansas,20,169,23.8
Scott County,Kansas,20,171,26.3
Sedgwick County,Kansas,20,173,30.0
Seward County,Kansas,20,175,11.6
Shawnee County,Kansas,20,177,29.3
Sheridan County,Kansas,20,179,22.9
Sherman County,Kansas,20,181,19.0
Smith County,Kansas,20,183,22.0
Stafford County,Kansas,20,185,21.7
Stanton County,Kansas,20,187,24.8
Stevens County,Kansas,20,189,16.5
Sumner County,Kansas,20,191,19.4
Thomas County,Kansas,20,193,28.4
Trego County,Kansas,20,195,25.8
Wabaunsee County,Kansas,20,197,23.7
Wallace County,Kansas,20,199,24.9
Washington County,Kansas,20,201,18.4
Wichita County,Kansas,20,203,18.3
Wilson County,Kansas,20,205,15.3
Woodson County,Kansas,20,207,13.7
Wyandotte County,Kansas,20,209,16.3
Adair County,Kentucky,21,001,16.5
Allen County,Kentucky,21,003,13.6
Anderson County,Kentucky,21,005,18.9
Ballard County,Kentucky,21,007,15.3
Barren County,Kentucky,21,009,15.5
Bath County,Kentucky,21,011,12.1
Bell County,Kentucky,21,013,9.5
Boone County,Kentucky,21,015,31.1
Bourbon County,Kentucky,21,017,17.8
Boyd County,Kentucky,21,019,19.1
Boyle County,Kentucky,21,021,23.0
Bracken County,Kentucky,21,023,14.6
Breathitt County,Kentucky,21,025,12.2
Breckinridge County,Kentucky,21,027,10.5
Bullitt County,Kentucky,21,029,14.2
Butler County,Kentucky,21,031,10.4
Caldwell County,Kentucky,21,033,15.2
Calloway County,Kentucky,21,035,28.6
Campbell County,Kentucky,21,037,30.6
Carlisle County,Kentucky,21,039,15.7
Carroll County,Kentucky,21,041,12.5
Carter County,Kentucky,21,043,13.1
Casey County,Kentucky,21,045,12.4
Christian County,Kentucky,21,047,16.7
Clark County,Kentucky,21,049,20.5
Clay County,Kentucky,21,051,10.6
Clinton County,Kentucky,21,053,11.0
Crittenden County,Kentucky,21,055,12.8
Cumberland County,Kentucky,21,057,14.2
Daviess County,Kentucky,21,059,21.2
Edmonson County,Kentucky,21,061,11.9
Elliott County,Kentucky,21,063,8.8
Estill County,Kentucky,21,065,9.2
Fayette County,Kentucky,21,067,41.4
Fleming County,Kentucky,21,069,12.7
Floyd County,Kentucky,21,071,11.8
Franklin County,Kentucky,21,073,28.3
Fulton County,Kentucky,21,075,13.4
Gallatin County,Kentucky,21,077,10.0
Garrard County,Kentucky,21,079,15.5
Grant County,Kentucky,21,081,12.4
Graves County,Kentucky,21,083,16.8
Grayson County,Kentucky,21,085,10.2
Green County,Kentucky,21,087,10.3
Greenup County,Kentucky,21,089,16.8
Hancock County,Kentucky,21,091,11.8
Hardin County,Kentucky,21,093,23.6
Harlan County,Kentucky,21,095,12.1
Harrison County,Kentucky,21,097,15.4
Hart County,Kentucky,21,099,11.4
Henderson County,Kentucky,21,101,17.4
Henry County,Kentucky,21,103,11.3
Hickman County,Kentucky,21,105,8.8
Hopkins County,Kentucky,21,107,15.1
Jackson County,Kentucky,21,109,11.2
Jefferson County,Kentucky,21,111,31.8
Jessamine County,Kentucky,21,113,28.7
Johnson County,Kentucky,21,115,11.7
Kenton County,Kentucky,21,117,29.1
Knott County,Kentucky,21,119,12.9
Knox County,Kentucky,21,121,10.9
Larue County,Kentucky,21,123,10.7
Laurel County,Kentucky,21,125,12.5
Lawrence County,Kentucky,21,127,11.5
Lee County,Kentucky,21,129,7.6
Leslie County,Kentucky,21,131,9.7
Letcher County,Kentucky,21,133,11.2
Lewis County,Kentucky,21,135,11.6
Lincoln County,Kentucky,21,137,9.9
Livingston County,Kentucky,21,139,10.0
Logan County,Kentucky,21,141,13.4
Lyon County,Kentucky,21,143,17.5
McCracken County,Kentucky,21,145,22.9
McCreary County,Kentucky,21,147,7.7
McLean County,Kentucky,21,149,9.2
Madison County,Kentucky,21,151,29.1
Magoffin County,Kentucky,21,153,10.1
Marion County,Kentucky,21,155,13.0
Marshall County,Kentucky,21,157,15.9
Martin County,Kentucky,21,159,6.3
Mason County,Kentucky,21,161,15.8
Meade County,Kentucky,21,163,15.3
Menifee County,Kentucky,21,165,12.3
Mercer County,Kentucky,21,167,18.5
Metcalfe County,Kentucky,21,169,11.4
Monroe County,Kentucky,21,171,15.4
Montgomery County,Kentucky,21,173,16.6
Morgan County,Kentucky,21,175,11.9
Muhlenberg County,Kentucky,21,177,12.1
Nelson County,Kentucky,21,179,17.2
Nicholas County,Kentucky,21,181,10.5
Ohio County,Kentucky,21,183,9.9
Oldham County,Kentucky,21,185,39.8
Owen County,Kentucky,21,187,11.3
Owsley County,Kentucky,21,189,17.4
Pendleton County,Kentucky,21,191,10.3
Perry County,Kentucky,21,193,14.0
Pike County,Kentucky,21,195,12.9
Powell County,Kentucky,21,197,14.1
Pulaski County,Kentucky,21,199,14.7
Robertson County,Kentucky,21,201,17.0
Rockcastle County,Kentucky,21,203,9.7
Rowan County,Kentucky,21,205,26.6
Russell County,Kentucky,21,207,12.7
Scott County,Kentucky,21,209,28.4
Shelby County,Kentucky,21,211,23.8
Simpson County,Kentucky,21,213,14.2
Spencer County,Kentucky,21,215,18.7
Taylor County,Kentucky,21,217,17.3
Todd County,Kentucky,21,219,11.7
Trigg County,Kentucky,21,221,18.0
Trimble County,Kentucky,21,223,11.6
Union County,Kentucky,21,225,12.2
Warren County,Kentucky,21,227,29.1
Washington County,Kentucky,21,229,14.8
Wayne County,Kentucky,21,231,9.3
Webster County,Kentucky,21,233,8.9
Whitley County,Kentucky,21,235,17.9
Wolfe County,Kentucky,21,237,11.8
Woodford County,Kentucky,21,239,31.9
Acadia Parish,Louisiana,22,001,11.1
Allen Parish,Louisiana,22,003,11.9
Ascension Parish,Louisiana,22,005,26.6
Assumption Parish,Louisiana,22,007,11.4
Avoyelles Parish,Louisiana,22,009,10.1
Beauregard Parish,Louisiana,22,011,16.3
Bienville Parish,Louisiana,22,013,13.0
Bossier Parish,Louisiana,22,015,26.0
Caddo Parish,Louisiana,22,017,23.8
Calcasieu Parish,Louisiana,22,019,20.6
Caldwell Parish,Louisiana,22,021,11.8
Cameron Parish,Louisiana,22,023,16.9
Catahoula Parish,Louisiana,22,025,13.1
Claiborne Parish,Louisiana,22,027,13.0
Concordia Parish,Louisiana,22,029,11.3
De Soto Parish,Louisiana,22,031,13.5
East Baton Rouge Parish,Louisiana,22,033,34.2
East Carroll Parish,Louisiana,22,035,11.3
East Feliciana Parish,Louisiana,22,037,12.9
Evangeline Parish,Louisiana,22,039,11.9
Franklin Parish,Louisiana,22,041,11.9
Grant Parish,Louisiana,22,043,9.3
Iberia Parish,Louisiana,22,045,13.7
Iberville Parish,Louisiana,22,047,13.4
Jackson Parish,Louisiana,22,049,13.6
Jefferson Parish,Louisiana,22,051,24.8
Jefferson Davis Parish,Louisiana,22,053,14.5
Lafayette Parish,Louisiana,22,055,30.9
Lafourche Parish,Louisiana,22,057,16.2
LaSalle Parish,Louisiana,22,059,11.0
Lincoln Parish,Louisiana,22,061,35.4
Livingston Parish,Louisiana,22,063,17.4
Madison Parish,Louisiana,22,065,12.0
Morehouse Parish,Louisiana,22,067,13.7
Natchitoches Parish,Louisiana,22,069,18.7
Orleans Parish,Louisiana,22,071,36.2
Ouachita Parish,Louisiana,22,073,24.2
Plaquemines Parish,Louisiana,22,075,15.8
Pointe Coupee Parish,Louisiana,22,077,13.9
Rapides Parish,Louisiana,22,079,19.9
Red River Parish,Louisiana,22,081,13.5
Richland Parish,Louisiana,22,083,13.7
Sabine Parish,Louisiana,22,085,13.9
Saint Bernard Parish,Louisiana,22,087,13.2
Saint Charles Parish,Louisiana,22,089,20.7
Saint Helena Parish,Louisiana,22,091,10.6
Saint James Parish,Louisiana,22,093,14.4
Saint John the Baptist Parish,Louisiana,22,095,16.9
Saint Landry Parish,Louisiana,22,097,13.2
Saint Martin Parish,Louisiana,22,099,13.8
Saint Mary Parish,Louisiana,22,101,11.0
Saint Tammany Parish,Louisiana,22,103,31.3
Tangipahoa Parish,Louisiana,22,105,19.8
Tensas Parish,Louisiana,22,107,9.1
Terrebonne Parish,Louisiana,22,109,14.3
Union Parish,Louisiana,22,111,12.1
Vermilion Parish,Louisiana,22,113,12.3
Vernon Parish,Louisiana,22,115,17.8
Washington Parish,Louisiana,22,117,11.9
Webster Parish,Louisiana,22,119,13.9
West Baton Rouge Parish,Louisiana,22,121,19.7
West Carroll Parish,Louisiana,22,123,12.4
West Feliciana Parish,Louisiana,22,125,22.5
Winn Parish,Louisiana,22,127,12.6
Androscoggin County,Maine,23,001,20.7
Aroostook County,Maine,23,003,18.1
Cumberland County,Maine,23,005,44.1
Franklin County,Maine,23,007,25.8
Hancock County,Maine,23,009,32.5
Kennebec County,Maine,23,011,25.3
Knox County,Maine,23,013,30.2
Lincoln County,Maine,23,015,32.4
Oxford County,Maine,23,017,18.2
Penobscot County,Maine,23,019,24.7
Piscataquis County,Maine,23,021,16.3
Sagadahoc County,Maine,23,023,33.5
Somerset County,Maine,23,025,15.8
Waldo County,Maine,23,027,29.2
Washington County,Maine,23,029,20.1
York County,Maine,23,031,30.1
Allegany County,Maryland,24,001,18.0
Anne Arundel County,Maryland,24,003,39.4
Baltimore County,Maryland,24,005,37.2
Calvert County,Maryland,24,009,29.3
Caroline County,Maryland,24,011,15.3
Carroll County,Maryland,24,013,33.7
Cecil County,Maryland,24,015,22.5
Charles County,Maryland,24,017,27.4
Dorchester County,Maryland,24,019,20.8
Frederick County,Maryland,24,021,39.7
Garrett County,Maryland,24,023,19.2
Harford County,Maryland,24,025,34.5
Howard County,Maryland,24,027,61.0
Kent County,Maryland,24,029,30.5
Queen Anne's County,Maryland,24,035,35.0
Saint Mary's County,Maryland,24,037,29.9
Somerset County,Maryland,24,039,14.0
Talbot County,Maryland,24,041,35.8
Washington County,Maryland,24,043,20.1
Wicomico County,Maryland,24,045,27.4
Worcester County,Maryland,24,047,29.9
Baltimore City,Maryland,24,510,29.7
Montgomery County,Maryland,24,031,58.1
Prince George's County,Maryland,24,033,31.5
Barnstable County,Massachusetts,25,001,41.1
Berkshire County,Massachusetts,25,003,32.6
Bristol County,Massachusetts,25,005,26.5
Dukes County,Massachusetts,25,007,39.8
Essex County,Massachusetts,25,009,38.0
Franklin County,Massachusetts,25,011,35.9
Hampden County,Massachusetts,25,013,26.2
Hampshire County,Massachusetts,25,015,44.7
Middlesex County,Massachusetts,25,017,53.0
Nantucket County,Massachusetts,25,019,42.0
Norfolk County,Massachusetts,25,021,51.2
Plymouth County,Massachusetts,25,023,35.0
Suffolk County,Massachusetts,25,025,42.7
Worcester County,Massachusetts,25,027,34.8
Alcona County,Michigan,26,001,14.5
Alger County,Michigan,26,003,18.1
Allegan County,Michigan,26,005,21.4
Alpena County,Michigan,26,007,16.8
Antrim County,Michigan,26,009,26.7
Arenac County,Michigan,26,011,11.4
Baraga County,Michigan,26,013,15.6
Barry County,Michigan,26,015,18.9
Bay County,Michigan,26,017,18.1
Benzie County,Michigan,26,019,25.6
Berrien County,Michigan,26,021,26.8
Branch County,Michigan,26,023,13.6
Calhoun County,Michigan,26,025,20.8
Cass County,Michigan,26,027,17.4
Charlevoix County,Michigan,26,029,28.5
Cheboygan County,Michigan,26,031,18.3
Chippewa County,Michigan,26,033,19.7
Clare County,Michigan,26,035,11.4
Clinton County,Michigan,26,037,30.7
Crawford County,Michigan,26,039,16.7
Delta County,Michigan,26,041,20.6
Dickinson County,Michigan,26,043,23.4
Eaton County,Michigan,26,045,25.2
Emmet County,Michigan,26,047,32.9
Genesee County,Michigan,26,049,19.9
Gladwin County,Michigan,26,051,13.4
Gogebic County,Michigan,26,053,17.5
Grand Traverse County,Michigan,26,055,31.7
Gratiot County,Michigan,26,057,14.3
Hillsdale County,Michigan,26,059,16.7
Houghton County,Michigan,26,061,31.0
Huron County,Michigan,26,063,14.9
Ingham County,Michigan,26,065,37.7
Ionia County,Michigan,26,067,15.6
Iosco County,Michigan,26,069,16.3
Iron County,Michigan,26,071,18.1
Isabella County,Michigan,26,073,28.2
Jackson County,Michigan,26,075,20.6
Kalamazoo County,Michigan,26,077,36.1
Kalkaska County,Michigan,26,079,13.6
Kent County,Michigan,26,081,33.7
Keweenaw County,Michigan,26,083,24.9
Lake County,Michigan,26,085,9.0
Lapeer County,Michigan,26,087,17.8
Leelanau County,Michigan,26,089,41.1
Lenawee County,Michigan,26,091,19.9
Livingston County,Michigan,26,093,34.0
Luce County,Michigan,26,095,13.8
Mackinac County,Michigan,26,097,19.1
Macomb County,Michigan,26,099,23.8
Manistee County,Michigan,26,101,19.9
Marquette County,Michigan,26,103,30.1
Mason County,Michigan,26,105,20.8
Mecosta County,Michigan,26,107,21.2
Menominee County,Michigan,26,109,15.9
Midland County,Michigan,26,111,32.9
Missaukee County,Michigan,26,113,13.4
Monroe County,Michigan,26,115,18.8
Montcalm County,Michigan,26,117,12.6
Montmorency County,Michigan,26,119,11.8
Muskegon County,Michigan,26,121,18.0
Newaygo County,Michigan,26,123,14.3
Oakland County,Michigan,26,125,45.0
Oceana County,Michigan,26,127,17.1
Ogemaw County,Michigan,26,129,11.4
Ontonagon County,Michigan,26,131,17.4
Osceola County,Michigan,26,133,13.0
Oscoda County,Michigan,26,135,10.2
Otsego County,Michigan,26,137,20.5
Ottawa County,Michigan,26,139,31.6
Presque Isle County,Michigan,26,141,16.7
Roscommon County,Michigan,26,143,13.9
Saginaw County,Michigan,26,145,20.7
Saint Clair County,Michigan,26,147,17.6
Saint Joseph County,Michigan,26,149,15.3
Sanilac County,Michigan,26,151,13.1
Schoolcraft County,Michigan,26,153,15.7
Shiawassee County,Michigan,26,155,15.8
Tuscola County,Michigan,26,157,13.8
Van Buren County,Michigan,26,159,20.3
Washtenaw County,Michigan,26,161,53.2
Wayne County,Michigan,26,163,22.3
Wexford County,Michigan,26,165,16.7
Aitkin County,Minnesota,27,001,16.0
Anoka County,Minnesota,27,003,28.2
Becker County,Minnesota,27,005,23.7
Beltrami County,Minnesota,27,007,26.8
Benton County,Minnesota,27,009,22.2
Big Stone County,Minnesota,27,011,16.6
Blue Earth County,Minnesota,27,013,31.7
Brown County,Minnesota,27,015,20.9
Carlton County,Minnesota,27,017,22.0
Carver County,Minnesota,27,019,46.0
Cass County,Minnesota,27,021,20.9
Chippewa County,Minnesota,27,023,16.5
Chisago County,Minnesota,27,025,22.0
Clay County,Minnesota,27,027,33.0
Clearwater County,Minnesota,27,029,14.6
Cook County,Minnesota,27,031,39.6
Cottonwood County,Minnesota,27,033,19.9
Crow Wing County,Minnesota,27,035,24.2
Dakota County,Minnesota,27,037,40.7
Dodge County,Minnesota,27,039,23.8
Douglas County,Minnesota,27,041,25.1
Faribault County,Minnesota,27,043,17.0
Fillmore County,Minnesota,27,045,20.4
Freeborn County,Minnesota,27,047,16.8
Goodhue County,Minnesota,27,049,24.3
Grant County,Minnesota,27,051,19.6
Hennepin County,Minnesota,27,053,47.6
Houston County,Minnesota,27,055,22.6
Hubbard County,Minnesota,27,057,25.4
Isanti County,Minnesota,27,059,17.7
Itasca County,Minnesota,27,061,22.3
Jackson County,Minnesota,27,063,21.2
Kanabec County,Minnesota,27,065,13.8
Kandiyohi County,Minnesota,27,067,22.5
Kittson County,Minnesota,27,069,20.7
Koochiching County,Minnesota,27,071,18.4
Lac qui Parle County,Minnesota,27,073,18.3
Lake County,Minnesota,27,075,27.2
Lake of the Woods County,Minnesota,27,077,17.0
Le Sueur County,Minnesota,27,079,21.4
Lincoln County,Minnesota,27,081,18.9
Lyon County,Minnesota,27,083,26.8
McLeod County,Minnesota,27,085,17.3
Mahnomen County,Minnesota,27,087,12.6
Marshall County,Minnesota,27,089,20.0
Martin County,Minnesota,27,091,18.5
Meeker County,Minnesota,27,093,18.9
Mille Lacs County,Minnesota,27,095,15.6
Morrison County,Minnesota,27,097,16.2
Mower County,Minnesota,27,099,20.0
Murray County,Minnesota,27,101,17.8
Nicollet County,Minnesota,27,103,32.3
Nobles County,Minnesota,27,105,13.5
Norman County,Minnesota,27,107,15.7
Olmsted County,Minnesota,27,109,42.0
Otter Tail County,Minnesota,27,111,24.1
Pennington County,Minnesota,27,113,17.4
Pine County,Minnesota,27,115,13.8
Pipestone County,Minnesota,27,117,19.9
Polk County,Minnesota,27,119,23.9
Pope County,Minnesota,27,121,22.5
Ramsey County,Minnesota,27,123,41.0
Red Lake County,Minnesota,27,125,15.0
Redwood County,Minnesota,27,127,17.8
Renville County,Minnesota,27,129,14.8
Rice County,Minnesota,27,131,27.2
Rock County,Minnesota,27,133,20.6
Roseau County,Minnesota,27,135,18.7
Saint Louis County,Minnesota,27,137,27.8
Scott County,Minnesota,27,139,38.8
Sherburne County,Minnesota,27,141,26.7
Sibley County,Minnesota,27,143,16.7
Stearns County,Minnesota,27,145,25.9
Steele County,Minnesota,27,147,24.8
Stevens County,Minnesota,27,149,28.2
Swift County,Minnesota,27,151,17.3
Todd County,Minnesota,27,153,15.4
Traverse County,Minnesota,27,155,18.1
Wabasha County,Minnesota,27,157,21.2
Wadena County,Minnesota,27,159,13.0
Waseca County,Minnesota,27,161,19.9
Washington County,Minnesota,27,163,42.3
Watonwan County,Minnesota,27,165,16.3
Wilkin County,Minnesota,27,167,21.3
Winona County,Minnesota,27,169,29.3
Wright County,Minnesota,27,171,26.8
Yellow Medicine County,Minnesota,27,173,16.2
Adams County,Mississippi,28,001,18.1
Alcorn County,Mississippi,28,003,16.6
Amite County,Mississippi,28,005,12.2
Attala County,Mississippi,28,007,14.8
Benton County,Mississippi,28,009,11.4
Bolivar County,Mississippi,28,011,21.5
Calhoun County,Mississippi,28,013,10.9
Carroll County,Mississippi,28,015,16.1
Chickasaw County,Mississippi,28,017,11.0
Choctaw County,Mississippi,28,019,15.4
Claiborne County,Mississippi,28,021,19.2
Clarke County,Mississippi,28,023,14.1
Clay County,Mississippi,28,025,18.9
Coahoma County,Mississippi,28,027,17.2
Copiah County,Mississippi,28,029,12.9
Covington County,Mississippi,28,031,14.4
DeSoto County,Mississippi,28,033,23.2
Forrest County,Mississippi,28,035,25.7
Franklin County,Mississippi,28,037,16.7
George County,Mississippi,28,039,13.1
Greene County,Mississippi,28,041,7.8
Grenada County,Mississippi,28,043,16.8
Hancock County,Mississippi,28,045,20.9
Harrison County,Mississippi,28,047,21.5
Hinds County,Mississippi,28,049,28.0
Holmes County,Mississippi,28,051,11.6
Humphreys County,Mississippi,28,053,13.9
Issaquena County,Mississippi,28,055,9.0
Itawamba County,Mississippi,28,057,13.1
Jackson County,Mississippi,28,059,20.5
Jasper County,Mississippi,28,061,13.7
Jefferson County,Mississippi,28,063,17.8
Jefferson Davis County,Mississippi,28,065,14.6
Jones County,Mississippi,28,067,18.7
Kemper County,Mississippi,28,069,11.4
Lafayette County,Mississippi,28,071,39.7
Lamar County,Mississippi,28,073,36.8
