County,State,State_FIPS,County_FIPS,health_insurance_rate
Hoonah-Angoon Census Area,Alaska,02,105,71.0
Skagway Municipality,Alaska,02,230,75.2
Yakutat City and Borough,Alaska,02,282,78.7
Ketchikan Gateway Borough,Alaska,02,130,81.2
Petersburg Borough,Alaska,02,195,78.1
Prince of Wales-Hyder Census Area,Alaska,02,198,66.8
Wrangell City and Borough,Alaska,02,275,78.8
Apache County,Arizona,04,001,76.1
Cochise County,Arizona,04,003,88.5
Coconino County,Arizona,04,005,81.8
Gila County,Arizona,04,007,84.9
Graham County,Arizona,04,009,86.8
Greenlee County,Arizona,04,011,86.6
Maricopa County,Arizona,04,013,84.8
Mohave County,Arizona,04,015,84.4
Navajo County,Arizona,04,017,82.2
Pima County,Arizona,04,019,86.7
Pinal County,Arizona,04,021,86.8
Santa Cruz County,Arizona,04,023,82.2
Yavapai County,Arizona,04,025,86.6
La Paz County,Arizona,04,012,86.3
Yuma County,Arizona,04,027,80.6
Arkansas County,Arkansas,05,001,87.3
Ashley County,Arkansas,05,003,85.7
Baxter County,Arkansas,05,005,89.2
Benton County,Arkansas,05,007,87.0
Boone County,Arkansas,05,009,87.1
Bradley County,Arkansas,05,011,84.0
Calhoun County,Arkansas,05,013,85.9
Carroll County,Arkansas,05,015,82.4
Chicot County,Arkansas,05,017,85.1
Clark County,Arkansas,05,019,87.7
Clay County,Arkansas,05,021,84.3
Cleburne County,Arkansas,05,023,84.3
Cleveland County,Arkansas,05,025,88.9
Columbia County,Arkansas,05,027,87.2
Conway County,Arkansas,05,029,87.6
Craighead County,Arkansas,05,031,84.9
Crawford County,Arkansas,05,033,85.4
Crittenden County,Arkansas,05,035,85.8
Cross County,Arkansas,05,037,86.3
Dallas County,Arkansas,05,039,85.7
Desha County,Arkansas,05,041,84.1
Drew County,Arkansas,05,043,84.5
Faulkner County,Arkansas,05,045,87.6
Franklin County,Arkansas,05,047,87.4
Fulton County,Arkansas,05,049,86.7
Garland County,Arkansas,05,051,83.6
Grant County,Arkansas,05,053,89.2
Greene County,Arkansas,05,055,86.4
Hempstead County,Arkansas,05,057,82.5
Hot Spring County,Arkansas,05,059,85.8
Howard County,Arkansas,05,061,81.6
Independence County,Arkansas,05,063,85.5
Izard County,Arkansas,05,065,84.3
Jackson County,Arkansas,05,067,85.2
Jefferson County,Arkansas,05,069,88.1
Johnson County,Arkansas,05,071,86.1
Lafayette County,Arkansas,05,073,82.9
Lawrence County,Arkansas,05,075,83.7
Lee County,Arkansas,05,077,83.9
Lincoln County,Arkansas,05,079,84.6
Little River County,Arkansas,05,081,85.0
Logan County,Arkansas,05,083,86.8
Lonoke County,Arkansas,05,085,89.1
Madison County,Arkansas,05,087,83.5
Marion County,Arkansas,05,089,85.6
Miller County,Arkansas,05,091,83.0
Mississippi County,Arkansas,05,093,84.2
Monroe County,Arkansas,05,095,84.5
Montgomery County,Arkansas,05,097,82.5
Nevada County,Arkansas,05,099,83.1
Newton County,Arkansas,05,101,85.7
Ouachita County,Arkansas,05,103,88.6
Perry County,Arkansas,05,105,90.1
Phillips County,Arkansas,05,107,82.1
Pike County,Arkansas,05,109,83.2
Poinsett County,Arkansas,05,111,83.5
Polk County,Arkansas,05,113,82.7
Pope County,Arkansas,05,115,86.0
Prairie County,Arkansas,05,117,86.8
Pulaski County,Arkansas,05,119,86.6
Randolph County,Arkansas,05,121,85.0
Saint Francis County,Arkansas,05,123,84.0
Saline County,Arkansas,05,125,89.3
Scott County,Arkansas,05,127,86.1
Searcy County,Arkansas,05,129,83.7
Sebastian County,Arkansas,05,131,84.2
Sevier County,Arkansas,05,133,79.8
Sharp County,Arkansas,05,135,84.2
Stone County,Arkansas,05,137,85.8
Union County,Arkansas,05,139,85.6
Van Buren County,Arkansas,05,141,81.9
Washington County,Arkansas,05,143,84.6
White County,Arkansas,05,145,85.6
Woodruff County,Arkansas,05,147,82.0
Yell County,Arkansas,05,149,85.1
Alameda County,California,06,001,89.9
Alpine County,California,06,003,80.6
Amador County,California,06,005,91.8
Butte County,California,06,007,86.7
Calaveras County,California,06,009,89.9
Colusa County,California,06,011,82.2
Contra Costa County,California,06,013,90.2
Del Norte County,California,06,015,88.5
El Dorado County,California,06,017,91.1
Fresno County,California,06,019,83.6
Glenn County,California,06,021,82.0
Humboldt County,California,06,023,83.3
Imperial County,California,06,025,82.3
Inyo County,California,06,027,88.7
Kern County,California,06,029,84.0
Kings County,California,06,031,84.9
Lake County,California,06,033,83.3
Lassen County,California,06,035,89.8
Los Angeles County,California,06,037,81.6
Madera County,California,06,039,82.6
Marin County,California,06,041,92.5
Mariposa County,California,06,043,90.9
Mendocino County,California,06,045,85.4
Merced County,California,06,047,84.1
Modoc County,California,06,049,84.6
Mono County,California,06,051,76.3
Monterey County,California,06,053,81.3
Napa County,California,06,055,88.3
Nevada County,California,06,057,87.0
Orange County,California,06,059,85.6
Placer County,California,06,061,91.1
Plumas County,California,06,063,87.6
Riverside County,California,06,065,83.1
Sacramento County,California,06,067,87.9
San Benito County,California,06,069,87.0
San Bernardino County,California,06,071,83.5
San Diego County,California,06,073,85.9
San Francisco County,California,06,075,91.5
San Joaquin County,California,06,077,86.0
San Luis Obispo County,California,06,079,88.1
San Mateo County,California,06,081,91.2
Santa Barbara County,California,06,083,84.2
Santa Clara County,California,06,085,90.9
Santa Cruz County,California,06,087,88.1
Shasta County,California,06,089,86.3
Sierra County,California,06,091,87.8
Siskiyou County,California,06,093,87.6
Solano County,California,06,095,89.4
Sonoma County,California,06,097,88.4
Stanislaus County,California,06,099,85.7
Sutter County,California,06,101,84.9
Tehama County,California,06,103,86.8
Trinity County,California,06,105,81.6
Tulare County,California,06,107,82.3
Tuolumne County,California,06,109,89.8
Ventura County,California,06,111,86.2
Yolo County,California,06,113,89.1
Yuba County,California,06,115,85.7
Alamosa County,Colorado,08,003,87.6
Archuleta County,Colorado,08,007,78.5
Baca County,Colorado,08,009,85.6
Bent County,Colorado,08,011,85.4
Chaffee County,Colorado,08,015,85.6
Cheyenne County,Colorado,08,017,79.6
Clear Creek County,Colorado,08,019,90.9
Conejos County,Colorado,08,021,83.6
Costilla County,Colorado,08,023,83.1
Crowley County,Colorado,08,025,87.9
Custer County,Colorado,08,027,78.1
Delta County,Colorado,08,029,82.1
Dolores County,Colorado,08,033,89.0
Douglas County,Colorado,08,035,95.0
Eagle County,Colorado,08,037,81.4
Elbert County,Colorado,08,039,89.7
El Paso County,Colorado,08,041,89.1
Fremont County,Colorado,08,043,88.3
Garfield County,Colorado,08,045,74.2
Gilpin County,Colorado,08,047,88.6
Grand County,Colorado,08,049,80.2
Gunnison County,Colorado,08,051,84.2
Huerfano County,Colorado,08,055,84.3
Jackson County,Colorado,08,057,86.8
Kiowa County,Colorado,08,061,85.1
Kit Carson County,Colorado,08,063,84.2
Lake County,Colorado,08,065,81.0
La Plata County,Colorado,08,067,84.7
Larimer County,Colorado,08,069,90.3
Las Animas County,Colorado,08,071,85.4
Lincoln County,Colorado,08,073,92.7
Logan County,Colorado,08,075,84.4
Mesa County,Colorado,08,077,86.2
Moffat County,Colorado,08,081,83.2
Montezuma County,Colorado,08,083,78.9
Montrose County,Colorado,08,085,81.2
Morgan County,Colorado,08,087,87.4
Otero County,Colorado,08,089,85.2
Ouray County,Colorado,08,091,85.8
Park County,Colorado,08,093,87.9
Phillips County,Colorado,08,095,86.6
Pitkin County,Colorado,08,097,85.8
Prowers County,Colorado,08,099,85.9
Pueblo County,Colorado,08,101,89.2
Rio Blanco County,Colorado,08,103,89.9
Rio Grande County,Colorado,08,105,84.0
Routt County,Colorado,08,107,88.8
Saguache County,Colorado,08,109,70.9
San Miguel County,Colorado,08,113,86.7
Sedgwick County,Colorado,08,115,88.7
Summit County,Colorado,08,117,77.9
Teller County,Colorado,08,119,89.1
Washington County,Colorado,08,121,90.5
Yuma County,Colorado,08,125,85.7
Adams County,Colorado,08,001,82.8
Arapahoe County,Colorado,08,005,86.9
Boulder County,Colorado,08,013,91.3
Broomfield County,Colorado,08,014,93.2
Denver County,Colorado,08,031,85.5
Jefferson County,Colorado,08,059,90.6
Weld County,Colorado,08,123,87.9
Fairfield County,Connecticut,09,001,89.2
Hartford County,Connecticut,09,003,93.1
Litchfield County,Connecticut,09,005,93.4
Middlesex County,Connecticut,09,007,94.4
New Haven County,Connecticut,09,009,92.2
New London County,Connecticut,09,011,93.9
Tolland County,Connecticut,09,013,95.4
Windham County,Connecticut,09,015,93.0
Kent County,Delaware,10,001,92.2
New Castle County,Delaware,10,003,92.2
Sussex County,Delaware,10,005,90.2
Alachua County,Florida,12,001,86.6
Baker County,Florida,12,003,86.8
Bay County,Florida,12,005,83.2
Bradford County,Florida,12,007,82.0
Brevard County,Florida,12,009,85.3
Broward County,Florida,12,011,80.2
Calhoun County,Florida,12,013,79.4
Charlotte County,Florida,12,015,84.6
Citrus County,Florida,12,017,86.8
Clay County,Florida,12,019,87.3
Collier County,Florida,12,021,79.8
Columbia County,Florida,12,023,83.9
Miami-Dade County,Florida,12,086,74.4
DeSoto County,Florida,12,027,74.0
Dixie County,Florida,12,029,80.6
Duval County,Florida,12,031,85.0
Escambia County,Florida,12,033,85.9
Flagler County,Florida,12,035,85.1
Franklin County,Florida,12,037,79.7
Gadsden County,Florida,12,039,82.0
Gilchrist County,Florida,12,041,78.2
Glades County,Florida,12,043,77.0
Gulf County,Florida,12,045,82.0
Hamilton County,Florida,12,047,84.3
Hardee County,Florida,12,049,75.4
Hendry County,Florida,12,051,69.4
Hernando County,Florida,12,053,85.0
Highlands County,Florida,12,055,84.1
Hillsborough County,Florida,12,057,83.7
Holmes County,Florida,12,059,80.3
Indian River County,Florida,12,061,83.0
Jackson County,Florida,12,063,86.8
Jefferson County,Florida,12,065,88.9
Lafayette County,Florida,12,067,77.6
Lake County,Florida,12,069,85.7
Lee County,Florida,12,071,81.4
Leon County,Florida,12,073,88.3
Levy County,Florida,12,075,79.4
Liberty County,Florida,12,077,78.0
Madison County,Florida,12,079,80.8
Manatee County,Florida,12,081,83.1
Marion County,Florida,12,083,83.2
Martin County,Florida,12,085,85.6
Monroe County,Florida,12,087,77.6
Nassau County,Florida,12,089,84.9
Okaloosa County,Florida,12,091,85.4
Okeechobee County,Florida,12,093,77.2
Orange County,Florida,12,095,80.1
Osceola County,Florida,12,097,78.1
Palm Beach County,Florida,12,099,82.5
Pasco County,Florida,12,101,85.8
Pinellas County,Florida,12,103,84.8
Polk County,Florida,12,105,83.3
Putnam County,Florida,12,107,79.3
Saint Johns County,Florida,12,109,89.3
Saint Lucie County,Florida,12,111,81.4
Santa Rosa County,Florida,12,113,86.9
Sarasota County,Florida,12,115,86.0
Seminole County,Florida,12,117,84.9
Sumter County,Florida,12,119,91.3
Suwannee County,Florida,12,121,82.0
Taylor County,Florida,12,123,85.9
Union County,Florida,12,125,86.1
Volusia County,Florida,12,127,83.1
Wakulla County,Florida,12,129,87.5
Walton County,Florida,12,131,81.0
Washington County,Florida,12,133,85.9
Appling County,Georgia,13,001,79.3
Atkinson County,Georgia,13,003,69.8
Bacon County,Georgia,13,005,81.1
Baker County,Georgia,13,007,79.0
Baldwin County,Georgia,13,009,86.8
Banks County,Georgia,13,011,82.7
Barrow County,Georgia,13,013,82.6
Bartow County,Georgia,13,015,82.6
Ben Hill County,Georgia,13,017,79.7
Berrien County,Georgia,13,019,74.4
Bibb County,Georgia,13,021,83.2
Bleckley County,Georgia,13,023,88.0
Brantley County,Georgia,13,025,73.7
Brooks County,Georgia,13,027,78.7
Bryan County,Georgia,13,029,86.7
Bulloch County,Georgia,13,031,83.6
Burke County,Georgia,13,033,82.5
Butts County,Georgia,13,035,83.1
Calhoun County,Georgia,13,037,77.8
Camden County,Georgia,13,039,86.9
Candler County,Georgia,13,043,73.8
Carroll County,Georgia,13,045,82.7
Catoosa County,Georgia,13,047,85.8
Charlton County,Georgia,13,049,78.7
Chatham County,Georgia,13,051,82.3
Chattahoochee County,Georgia,13,053,89.3
Chattooga County,Georgia,13,055,81.7
Cherokee County,Georgia,13,057,85.8
Clarke County,Georgia,13,059,83.5
Clay County,Georgia,13,061,74.9
Clayton County,Georgia,13,063,75.0
Clinch County,Georgia,13,065,79.5
Cobb County,Georgia,13,067,83.4
Coffee County,Georgia,13,069,76.5
Colquitt County,Georgia,13,071,71.9
Columbia County,Georgia,13,073,90.0
Cook County,Georgia,13,075,74.3
Coweta County,Georgia,13,077,88.2
Crawford County,Georgia,13,079,84.6
Crisp County,Georgia,13,081,81.4
Dade County,Georgia,13,083,84.1
Dawson County,Georgia,13,085,85.5
Decatur County,Georgia,13,087,79.5
DeKalb County,Georgia,13,089,81.0
Dodge County,Georgia,13,091,83.6
Dooly County,Georgia,13,093,78.7
Dougherty County,Georgia,13,095,79.2
Douglas County,Georgia,13,097,83.3
Early County,Georgia,13,099,82.3
Echols County,Georgia,13,101,67.9
Effingham County,Georgia,13,103,84.7
Elbert County,Georgia,13,105,84.7
Emanuel County,Georgia,13,107,77.2
Evans County,Georgia,13,109,82.3
Fannin County,Georgia,13,111,82.3
Fayette County,Georgia,13,113,91.2
Floyd County,Georgia,13,115,82.5
Forsyth County,Georgia,13,117,88.6
Franklin County,Georgia,13,119,82.3
Fulton County,Georgia,13,121,84.9
Gilmer County,Georgia,13,123,77.6
Glascock County,Georgia,13,125,82.8
Glynn County,Georgia,13,127,81.5
Gordon County,Georgia,13,129,80.6
Grady County,Georgia,13,131,77.0
Greene County,Georgia,13,133,81.6
Gwinnett County,Georgia,13,135,80.2
Habersham County,Georgia,13,137,81.0
Hall County,Georgia,13,139,80.5
Hancock County,Georgia,13,141,84.7
Haralson County,Georgia,13,143,84.0
Harris County,Georgia,13,145,88.8
Hart County,Georgia,13,147,82.2
Heard County,Georgia,13,149,83.6
Henry County,Georgia,13,151,85.7
Houston County,Georgia,13,153,86.5
Irwin County,Georgia,13,155,80.6
Jackson County,Georgia,13,157,84.5
Jasper County,Georgia,13,159,82.1
Jeff Davis County,Georgia,13,161,78.0
Jefferson County,Georgia,13,163,76.2
Jenkins County,Georgia,13,165,79.2
Johnson County,Georgia,13,167,82.0
Jones County,Georgia,13,169,86.0
Lamar County,Georgia,13,171,82.5
Lanier County,Georgia,13,173,78.3
Laurens County,Georgia,13,175,84.7
Lee County,Georgia,13,177,88.9
Liberty County,Georgia,13,179,86.1
Lincoln County,Georgia,13,181,83.1
Long County,Georgia,13,183,83.7
Lowndes County,Georgia,13,185,80.6
Lumpkin County,Georgia,13,187,84.7
McDuffie County,Georgia,13,189,81.0
McIntosh County,Georgia,13,191,82.6
Macon County,Georgia,13,193,78.1
Madison County,Georgia,13,195,83.4
Marion County,Georgia,13,197,77.9
Meriwether County,Georgia,13,199,82.3
Miller County,Georgia,13,201,82.9
Mitchell County,Georgia,13,205,78.7
Monroe County,Georgia,13,207,86.3
Montgomery County,Georgia,13,209,81.2
Morgan County,Georgia,13,211,86.0
Murray County,Georgia,13,213,79.4
Muscogee County,Georgia,13,215,84.7
Newton County,Georgia,13,217,84.3
Oconee County,Georgia,13,219,90.0
Oglethorpe County,Georgia,13,221,85.6
Paulding County,Georgia,13,223,86.5
Peach County,Georgia,13,225,81.3
Pickens County,Georgia,13,227,86.2
Pierce County,Georgia,13,229,80.2
Pike County,Georgia,13,231,83.6
Polk County,Georgia,13,233,81.5
Pulaski County,Georgia,13,235,83.0
Putnam County,Georgia,13,237,83.3
Quitman County,Georgia,13,239,81.7
Rabun County,Georgia,13,241,75.4
Randolph County,Georgia,13,243,79.0
Richmond County,Georgia,13,245,83.4
Rockdale County,Georgia,13,247,81.1
Schley County,Georgia,13,249,77.3
Screven County,Georgia,13,251,80.6
Seminole County,Georgia,13,253,79.9
Spalding County,Georgia,13,255,83.4
Stephens County,Georgia,13,257,84.6
Stewart County,Georgia,13,259,75.9
Sumter County,Georgia,13,261,84.2
Talbot County,Georgia,13,263,83.8
Taliaferro County,Georgia,13,265,79.5
Tattnall County,Georgia,13,267,81.7
Taylor County,Georgia,13,269,80.0
Telfair County,Georgia,13,271,80.8
Terrell County,Georgia,13,273,79.5
Thomas County,Georgia,13,275,81.8
Tift County,Georgia,13,277,76.5
Toombs County,Georgia,13,279,77.1
Towns County,Georgia,13,281,85.7
Treutlen County,Georgia,13,283,84.0
Troup County,Georgia,13,285,84.3
Turner County,Georgia,13,287,76.2
Twiggs County,Georgia,13,289,84.4
Union County,Georgia,13,291,85.8
Upson County,Georgia,13,293,84.1
Walker County,Georgia,13,295,84.2
Walton County,Georgia,13,297,86.7
Ware County,Georgia,13,299,80.0
Warren County,Georgia,13,301,83.2
Washington County,Georgia,13,303,83.5
Wayne County,Georgia,13,305,78.0
Webster County,Georgia,13,307,85.3
Wheeler County,Georgia,13,309,79.8
White County,Georgia,13,311,83.7
Whitfield County,Georgia,13,313,77.8
Wilcox County,Georgia,13,315,83.7
Wilkes County,Georgia,13,317,83.9
Wilkinson County,Georgia,13,319,87.6
Worth County,Georgia,13,321,78.7
Hawaii County,Hawaii,15,001,92.1
Honolulu County,Hawaii,15,003,95.0
Kauai County,Hawaii,15,007,92.0
Kalawao County,Hawaii,15,005,89.3
Maui County,Hawaii,15,009,92.2
Ada County,Idaho,16,001,88.9
Adams County,Idaho,16,003,80.4
Bannock County,Idaho,16,005,87.2
Bear Lake County,Idaho,16,007,88.5
Benewah County,Idaho,16,009,79.9
Bingham County,Idaho,16,011,85.7
Blaine County,Idaho,16,013,83.4
Boise County,Idaho,16,015,85.7
Bonner County,Idaho,16,017,83.7
Bonneville County,Idaho,16,019,86.6
Boundary County,Idaho,16,021,76.4
Butte County,Idaho,16,023,82.9
Camas County,Idaho,16,025,76.7
Canyon County,Idaho,16,027,82.3
Caribou County,Idaho,16,029,92.0
Cassia County,Idaho,16,031,80.2
Clearwater County,Idaho,16,035,85.2
Custer County,Idaho,16,037,85.0
Elmore County,Idaho,16,039,86.2
Franklin County,Idaho,16,041,84.9
Fremont County,Idaho,16,043,84.7
Gem County,Idaho,16,045,80.1
Gooding County,Idaho,16,047,76.8
Idaho County,Idaho,16,049,85.1
Jefferson County,Idaho,16,051,85.9
Jerome County,Idaho,16,053,74.0
Kootenai County,Idaho,16,055,84.7
Latah County,Idaho,16,057,91.1
Lemhi County,Idaho,16,059,84.3
Lewis County,Idaho,16,061,79.5
Lincoln County,Idaho,16,063,74.9
Madison County,Idaho,16,065,90.0
Minidoka County,Idaho,16,067,76.5
Nez Perce County,Idaho,16,069,87.3
Oneida County,Idaho,16,071,89.1
Owyhee County,Idaho,16,073,72.5
Payette County,Idaho,16,075,80.1
Power County,Idaho,16,077,86.1
Shoshone County,Idaho,16,079,83.5
Teton County,Idaho,16,081,80.8
Twin Falls County,Idaho,16,083,83.2
Valley County,Idaho,16,085,82.8
Washington County,Idaho,16,087,80.2
Adams County,Illinois,17,001,91.6
Alexander County,Illinois,17,003,84.1
Bond County,Illinois,17,005,94.7
Boone County,Illinois,17,007,90.2
Brown County,Illinois,17,009,93.7
Bureau County,Illinois,17,011,91.1
Calhoun County,Illinois,17,013,95.2
Carroll County,Illinois,17,015,90.7
Cass County,Illinois,17,017,90.3
Champaign County,Illinois,17,019,92.1
Christian County,Illinois,17,021,92.1
Clark County,Illinois,17,023,91.0
Clay County,Illinois,17,025,90.4
Clinton County,Illinois,17,027,94.2
Coles County,Illinois,17,029,90.2
Cook County,Illinois,17,031,85.7
Crawford County,Illinois,17,033,90.4
Cumberland County,Illinois,17,035,93.0
DeKalb County,Illinois,17,037,90.7
De Witt County,Illinois,17,039,92.0
Douglas County,Illinois,17,041,81.8
DuPage County,Illinois,17,043,91.7
Edgar County,Illinois,17,045,91.8
Edwards County,Illinois,17,047,91.8
Effingham County,Illinois,17,049,93.0
Fayette County,Illinois,17,051,87.1
Ford County,Illinois,17,053,91.0
Franklin County,Illinois,17,055,89.2
Fulton County,Illinois,17,057,91.8
Gallatin County,Illinois,17,059,90.6
Greene County,Illinois,17,061,90.7
Grundy County,Illinois,17,063,92.8
Hamilton County,Illinois,17,065,89.9
Hancock County,Illinois,17,067,92.6
Hardin County,Illinois,17,069,88.9
Henderson County,Illinois,17,071,92.6
Henry County,Illinois,17,073,93.3
Iroquois County,Illinois,17,075,91.6
Jackson County,Illinois,17,077,90.8
Jasper County,Illinois,17,079,92.0
Jefferson County,Illinois,17,081,90.5
Jersey County,Illinois,17,083,91.0
Jo Daviess County,Illinois,17,085,93.1
Johnson County,Illinois,17,087,90.8
Kane County,Illinois,17,089,88.0
Kankakee County,Illinois,17,091,90.4
Kendall County,Illinois,17,093,94.9
Knox County,Illinois,17,095,90.8
Lake County,Illinois,17,097,90.0
LaSalle County,Illinois,17,099,90.6
Lawrence County,Illinois,17,101,90.7
Lee County,Illinois,17,103,91.4
Livingston County,Illinois,17,105,93.3
Logan County,Illinois,17,107,93.0
McDonough County,Illinois,17,109,92.5
McHenry County,Illinois,17,111,92.2
McLean County,Illinois,17,113,94.0
Macon County,Illinois,17,115,91.2
Macoupin County,Illinois,17,117,91.7
Madison County,Illinois,17,119,92.0
Marion County,Illinois,17,121,89.5
Marshall County,Illinois,17,123,93.6
Mason County,Illinois,17,125,91.6
Massac County,Illinois,17,127,89.0
Menard County,Illinois,17,129,94.4
Mercer County,Illinois,17,131,94.8
Monroe County,Illinois,17,133,95.4
Montgomery County,Illinois,17,135,94.1
Morgan County,Illinois,17,137,92.0
Moultrie County,Illinois,17,139,87.6
Ogle County,Illinois,17,141,91.8
Peoria County,Illinois,17,143,91.5
Perry County,Illinois,17,145,90.7
Piatt County,Illinois,17,147,94.7
Pike County,Illinois,17,149,89.7
Pope County,Illinois,17,151,93.2
Pulaski County,Illinois,17,153,90.0
Putnam County,Illinois,17,155,91.5
Randolph County,Illinois,17,157,92.0
Richland County,Illinois,17,159,91.2
Rock Island County,Illinois,17,161,91.1
Saint Clair County,Illinois,17,163,90.0
Saline County,Illinois,17,165,89.5
Sangamon County,Illinois,17,167,92.7
Schuyler County,Illinois,17,169,82.8
Scott County,Illinois,17,171,91.6
Shelby County,Illinois,17,173,91.4
Stark County,Illinois,17,175,91.6
Stephenson County,Illinois,17,177,91.8
Tazewell County,Illinois,17,179,93.0
Union County,Illinois,17,181,90.0
Vermilion County,Illinois,17,183,90.3
Wabash County,Illinois,17,185,92.4
Warren County,Illinois,17,187,91.9
Washington County,Illinois,17,189,92.9
Wayne County,Illinois,17,191,91.5
White County,Illinois,17,193,91.3
Whiteside County,Illinois,17,195,91.4
Will County,Illinois,17,197,92.0
Williamson County,Illinois,17,199,91.0
Winnebago County,Illinois,17,201,89.7
Woodford County,Illinois,17,203,94.2
Adams County,Indiana,18,001,76.2
Allen County,Indiana,18,003,86.2
Bartholomew County,Indiana,18,005,88.6
Benton County,Indiana,18,007,86.0
Blackford County,Indiana,18,009,85.2
Boone County,Indiana,18,011,92.2
Brown County,Indiana,18,013,86.5
Carroll County,Indiana,18,015,85.5
Cass County,Indiana,18,017,84.3
Clark County,Indiana,18,019,87.4
Clay County,Indiana,18,021,88.0
Clinton County,Indiana,18,023,86.3
Crawford County,Indiana,18,025,90.4
Daviess County,Indiana,18,027,78.9
Dearborn County,Indiana,18,029,91.0
Decatur County,Indiana,18,031,87.0
DeKalb County,Indiana,18,033,86.4
Delaware County,Indiana,18,035,87.7
Dubois County,Indiana,18,037,92.5
Elkhart County,Indiana,18,039,80.9
Fayette County,Indiana,18,041,83.9
Floyd County,Indiana,18,043,89.2
Fountain County,Indiana,18,045,89.5
Franklin County,Indiana,18,047,91.1
Fulton County,Indiana,18,049,86.9
Gibson County,Indiana,18,051,89.3
Grant County,Indiana,18,053,86.9
Greene County,Indiana,18,055,86.7
Hamilton County,Indiana,18,057,93.4
Hancock County,Indiana,18,059,91.5
Harrison County,Indiana,18,061,89.9
Hendricks County,Indiana,18,063,91.8
Henry County,Indiana,18,065,85.5
Howard County,Indiana,18,067,88.4
Huntington County,Indiana,18,069,88.7
Jackson County,Indiana,18,071,86.9
Jasper County,Indiana,18,073,89.4
Jay County,Indiana,18,075,87.0
Jefferson County,Indiana,18,077,87.3
Jennings County,Indiana,18,079,88.0
