County,State,State_FIPS,County_FIPS,health_insurance_rate
Jackson County,Colorado,08,057,90.8
Kiowa County,Colorado,08,061,93.1
Kit Carson County,Colorado,08,063,86.1
Lake County,Colorado,08,065,83.9
La Plata County,Colorado,08,067,89.0
Larimer County,Colorado,08,069,92.7
Las Animas County,Colorado,08,071,89.7
Lincoln County,Colorado,08,073,94.3
Logan County,Colorado,08,075,89.0
Mesa County,Colorado,08,077,88.4
Moffat County,Colorado,08,081,85.3
Montezuma County,Colorado,08,083,84.6
Montrose County,Colorado,08,085,87.0
Morgan County,Colorado,08,087,92.0
Otero County,Colorado,08,089,89.6
Ouray County,Colorado,08,091,88.4
Park County,Colorado,08,093,90.9
Phillips County,Colorado,08,095,86.6
Pitkin County,Colorado,08,097,86.8
Prowers County,Colorado,08,099,87.7
Pueblo County,Colorado,08,101,91.9
Rio Blanco County,Colorado,08,103,89.1
Rio Grande County,Colorado,08,105,86.7
Routt County,Colorado,08,107,91.0
Saguache County,Colorado,08,109,80.4
San Miguel County,Colorado,08,113,89.5
Sedgwick County,Colorado,08,115,90.5
Summit County,Colorado,08,117,78.6
Teller County,Colorado,08,119,90.6
Washington County,Colorado,08,121,94.0
Yuma County,Colorado,08,125,86.7
Adams County,Colorado,08,001,86.6
Arapahoe County,Colorado,08,005,90.2
Boulder County,Colorado,08,013,93.8
Broomfield County,Colorado,08,014,94.7
Denver County,Colorado,08,031,88.5
Jefferson County,Colorado,08,059,93.1
Weld County,Colorado,08,123,91.0
Fairfield County,Connecticut,09,001,90.4
Hartford County,Connecticut,09,003,94.8
Litchfield County,Connecticut,09,005,95.0
Middlesex County,Connecticut,09,007,95.9
New Haven County,Connecticut,09,009,94.0
New London County,Connecticut,09,011,95.5
Tolland County,Connecticut,09,013,96.5
Windham County,Connecticut,09,015,94.7
Kent County,Delaware,10,001,92.4
New Castle County,Delaware,10,003,94.0
Sussex County,Delaware,10,005,92.2
Alachua County,Florida,12,001,89.3
Baker County,Florida,12,003,87.9
Bay County,Florida,12,005,85.0
Bradford County,Florida,12,007,85.0
Brevard County,Florida,12,009,88.0
Broward County,Florida,12,011,83.7
Calhoun County,Florida,12,013,81.0
Charlotte County,Florida,12,015,87.3
Citrus County,Florida,12,017,88.5
Clay County,Florida,12,019,89.1
Collier County,Florida,12,021,82.4
Columbia County,Florida,12,023,86.7
Miami-Dade County,Florida,12,086,79.3
DeSoto County,Florida,12,027,78.5
Dixie County,Florida,12,029,82.5
Duval County,Florida,12,031,87.2
Escambia County,Florida,12,033,88.9
Flagler County,Florida,12,035,86.8
Franklin County,Florida,12,037,81.1
Gadsden County,Florida,12,039,84.7
Gilchrist County,Florida,12,041,81.9
Glades County,Florida,12,043,78.4
Gulf County,Florida,12,045,86.0
Hamilton County,Florida,12,047,86.4
Hardee County,Florida,12,049,84.5
Hendry County,Florida,12,051,72.7
Hernando County,Florida,12,053,86.8
Highlands County,Florida,12,055,85.8
Hillsborough County,Florida,12,057,86.1
Holmes County,Florida,12,059,81.3
Indian River County,Florida,12,061,86.3
Jackson County,Florida,12,063,88.1
Jefferson County,Florida,12,065,92.2
Lafayette County,Florida,12,067,80.3
Lake County,Florida,12,069,87.8
Lee County,Florida,12,071,84.4
Leon County,Florida,12,073,90.9
Levy County,Florida,12,075,83.4
Liberty County,Florida,12,077,78.3
Madison County,Florida,12,079,86.0
Manatee County,Florida,12,081,86.1
Marion County,Florida,12,083,86.5
Martin County,Florida,12,085,87.7
Monroe County,Florida,12,087,80.7
Nassau County,Florida,12,089,87.6
Okaloosa County,Florida,12,091,86.4
Okeechobee County,Florida,12,093,81.4
Orange County,Florida,12,095,83.8
Osceola County,Florida,12,097,81.6
Palm Beach County,Florida,12,099,85.2
Pasco County,Florida,12,101,87.2
Pinellas County,Florida,12,103,87.4
Polk County,Florida,12,105,85.6
Putnam County,Florida,12,107,83.2
Saint Johns County,Florida,12,109,91.2
Saint Lucie County,Florida,12,111,84.5
Santa Rosa County,Florida,12,113,88.7
Sarasota County,Florida,12,115,87.9
Seminole County,Florida,12,117,88.7
Sumter County,Florida,12,119,93.5
Suwannee County,Florida,12,121,85.7
Taylor County,Florida,12,123,87.6
Union County,Florida,12,125,87.7
Volusia County,Florida,12,127,85.8
Wakulla County,Florida,12,129,88.7
Walton County,Florida,12,131,83.7
Washington County,Florida,12,133,86.7
Appling County,Georgia,13,001,82.5
Atkinson County,Georgia,13,003,75.2
Bacon County,Georgia,13,005,81.4
Baker County,Georgia,13,007,83.1
Baldwin County,Georgia,13,009,87.6
Banks County,Georgia,13,011,83.0
Barrow County,Georgia,13,013,84.5
Bartow County,Georgia,13,015,84.9
Ben Hill County,Georgia,13,017,81.7
Berrien County,Georgia,13,019,77.5
Bibb County,Georgia,13,021,85.6
Bleckley County,Georgia,13,023,88.3
Brantley County,Georgia,13,025,78.9
Brooks County,Georgia,13,027,80.6
Bryan County,Georgia,13,029,87.8
Bulloch County,Georgia,13,031,85.9
Burke County,Georgia,13,033,85.0
Butts County,Georgia,13,035,87.0
Calhoun County,Georgia,13,037,81.2
Camden County,Georgia,13,039,87.8
Candler County,Georgia,13,043,80.7
Carroll County,Georgia,13,045,86.2
Catoosa County,Georgia,13,047,87.0
Charlton County,Georgia,13,049,80.5
Chatham County,Georgia,13,051,84.5
Chattahoochee County,Georgia,13,053,90.9
Chattooga County,Georgia,13,055,84.3
Cherokee County,Georgia,13,057,88.2
Clarke County,Georgia,13,059,85.3
Clay County,Georgia,13,061,75.2
Clayton County,Georgia,13,063,79.0
Clinch County,Georgia,13,065,78.1
Cobb County,Georgia,13,067,85.9
Coffee County,Georgia,13,069,78.5
Colquitt County,Georgia,13,071,74.3
Columbia County,Georgia,13,073,91.8
Cook County,Georgia,13,075,79.4
Coweta County,Georgia,13,077,89.8
Crawford County,Georgia,13,079,87.7
Crisp County,Georgia,13,081,82.1
Dade County,Georgia,13,083,84.7
Dawson County,Georgia,13,085,88.4
Decatur County,Georgia,13,087,81.4
DeKalb County,Georgia,13,089,84.0
Dodge County,Georgia,13,091,86.8
Dooly County,Georgia,13,093,83.0
Dougherty County,Georgia,13,095,82.0
Douglas County,Georgia,13,097,85.6
Early County,Georgia,13,099,82.0
Echols County,Georgia,13,101,74.8
Effingham County,Georgia,13,103,89.0
Elbert County,Georgia,13,105,85.6
Emanuel County,Georgia,13,107,80.2
Evans County,Georgia,13,109,84.3
Fannin County,Georgia,13,111,86.1
Fayette County,Georgia,13,113,92.7
Floyd County,Georgia,13,115,85.5
Forsyth County,Georgia,13,117,90.5
Franklin County,Georgia,13,119,82.3
Fulton County,Georgia,13,121,87.8
Gilmer County,Georgia,13,123,79.0
Glascock County,Georgia,13,125,88.8
Glynn County,Georgia,13,127,84.5
Gordon County,Georgia,13,129,83.6
Grady County,Georgia,13,131,80.9
Greene County,Georgia,13,133,84.8
Gwinnett County,Georgia,13,135,81.7
Habersham County,Georgia,13,137,82.5
Hall County,Georgia,13,139,81.7
Hancock County,Georgia,13,141,90.9
Haralson County,Georgia,13,143,87.1
Harris County,Georgia,13,145,90.7
Hart County,Georgia,13,147,86.4
Heard County,Georgia,13,149,84.1
Henry County,Georgia,13,151,88.3
Houston County,Georgia,13,153,86.1
Irwin County,Georgia,13,155,82.5
Jackson County,Georgia,13,157,86.4
Jasper County,Georgia,13,159,86.0
Jeff Davis County,Georgia,13,161,82.3
Jefferson County,Georgia,13,163,82.0
Jenkins County,Georgia,13,165,82.3
Johnson County,Georgia,13,167,82.5
Jones County,Georgia,13,169,88.3
Lamar County,Georgia,13,171,83.3
Lanier County,Georgia,13,173,82.5
Laurens County,Georgia,13,175,87.1
Lee County,Georgia,13,177,89.3
Liberty County,Georgia,13,179,87.3
Lincoln County,Georgia,13,181,86.8
Long County,Georgia,13,183,82.0
Lowndes County,Georgia,13,185,83.3
Lumpkin County,Georgia,13,187,86.5
McDuffie County,Georgia,13,189,84.8
McIntosh County,Georgia,13,191,83.7
Macon County,Georgia,13,193,79.4
Madison County,Georgia,13,195,85.4
Marion County,Georgia,13,197,87.0
Meriwether County,Georgia,13,199,85.5
Miller County,Georgia,13,201,86.4
Mitchell County,Georgia,13,205,80.4
Monroe County,Georgia,13,207,87.7
Montgomery County,Georgia,13,209,85.6
Morgan County,Georgia,13,211,87.2
Murray County,Georgia,13,213,82.0
Muscogee County,Georgia,13,215,86.3
Newton County,Georgia,13,217,87.1
Oconee County,Georgia,13,219,92.4
Oglethorpe County,Georgia,13,221,86.8
Paulding County,Georgia,13,223,88.4
Peach County,Georgia,13,225,85.6
Pickens County,Georgia,13,227,87.7
Pierce County,Georgia,13,229,82.9
Pike County,Georgia,13,231,85.4
Polk County,Georgia,13,233,84.0
Pulaski County,Georgia,13,235,82.7
Putnam County,Georgia,13,237,84.0
Quitman County,Georgia,13,239,81.5
Rabun County,Georgia,13,241,78.2
Randolph County,Georgia,13,243,82.3
Richmond County,Georgia,13,245,85.6
Rockdale County,Georgia,13,247,84.5
Schley County,Georgia,13,249,83.5
Screven County,Georgia,13,251,84.2
Seminole County,Georgia,13,253,82.0
Spalding County,Georgia,13,255,84.4
Stephens County,Georgia,13,257,84.8
Stewart County,Georgia,13,259,84.9
Sumter County,Georgia,13,261,85.9
Talbot County,Georgia,13,263,86.4
Taliaferro County,Georgia,13,265,82.2
Tattnall County,Georgia,13,267,84.6
Taylor County,Georgia,13,269,81.0
Telfair County,Georgia,13,271,84.8
Terrell County,Georgia,13,273,79.3
Thomas County,Georgia,13,275,84.1
Tift County,Georgia,13,277,80.3
Toombs County,Georgia,13,279,79.1
Towns County,Georgia,13,281,87.1
Treutlen County,Georgia,13,283,81.4
Troup County,Georgia,13,285,86.7
Turner County,Georgia,13,287,83.4
Twiggs County,Georgia,13,289,83.5
Union County,Georgia,13,291,87.9
Upson County,Georgia,13,293,85.1
Walker County,Georgia,13,295,85.7
Walton County,Georgia,13,297,87.9
Ware County,Georgia,13,299,83.6
Warren County,Georgia,13,301,83.6
Washington County,Georgia,13,303,85.6
Wayne County,Georgia,13,305,81.2
Webster County,Georgia,13,307,90.3
Wheeler County,Georgia,13,309,78.1
White County,Georgia,13,311,86.1
Whitfield County,Georgia,13,313,80.3
Wilcox County,Georgia,13,315,83.6
Wilkes County,Georgia,13,317,83.9
Wilkinson County,Georgia,13,319,89.9
Worth County,Georgia,13,321,82.6
Hawaii County,Hawaii,15,001,94.0
Honolulu County,Hawaii,15,003,96.0
Kauai County,Hawaii,15,007,94.3
Kalawao County,Hawaii,15,005,92.2
Maui County,Hawaii,15,009,94.0
Ada County,Idaho,16,001,90.9
Adams County,Idaho,16,003,84.2
Bannock County,Idaho,16,005,90.5
Bear Lake County,Idaho,16,007,89.9
Benewah County,Idaho,16,009,84.8
Bingham County,Idaho,16,011,87.2
Blaine County,Idaho,16,013,83.8
Boise County,Idaho,16,015,89.5
Bonner County,Idaho,16,017,86.4
Bonneville County,Idaho,16,019,90.1
Boundary County,Idaho,16,021,77.9
Butte County,Idaho,16,023,86.8
Camas County,Idaho,16,025,79.7
Canyon County,Idaho,16,027,84.7
Caribou County,Idaho,16,029,92.4
Cassia County,Idaho,16,031,82.9
Clearwater County,Idaho,16,035,88.9
Custer County,Idaho,16,037,86.5
Elmore County,Idaho,16,039,86.1
Franklin County,Idaho,16,041,87.7
Fremont County,Idaho,16,043,87.4
Gem County,Idaho,16,045,82.7
Gooding County,Idaho,16,047,81.5
Idaho County,Idaho,16,049,87.8
Jefferson County,Idaho,16,051,88.4
Jerome County,Idaho,16,053,78.7
Kootenai County,Idaho,16,055,88.4
Latah County,Idaho,16,057,92.5
Lemhi County,Idaho,16,059,85.6
Lewis County,Idaho,16,061,83.3
Lincoln County,Idaho,16,063,76.0
Madison County,Idaho,16,065,92.3
Minidoka County,Idaho,16,067,78.6
Nez Perce County,Idaho,16,069,89.9
Oneida County,Idaho,16,071,90.4
Owyhee County,Idaho,16,073,73.9
Payette County,Idaho,16,075,85.5
Power County,Idaho,16,077,85.4
Shoshone County,Idaho,16,079,84.9
Teton County,Idaho,16,081,89.5
Twin Falls County,Idaho,16,083,86.9
Valley County,Idaho,16,085,88.4
Washington County,Idaho,16,087,83.2
Adams County,Illinois,17,001,94.4
Alexander County,Illinois,17,003,91.2
Bond County,Illinois,17,005,93.7
Boone County,Illinois,17,007,92.8
Brown County,Illinois,17,009,95.2
Bureau County,Illinois,17,011,94.5
Calhoun County,Illinois,17,013,96.6
Carroll County,Illinois,17,015,93.1
Cass County,Illinois,17,017,91.7
Champaign County,Illinois,17,019,94.2
Christian County,Illinois,17,021,94.4
Clark County,Illinois,17,023,94.1
Clay County,Illinois,17,025,92.6
Clinton County,Illinois,17,027,95.1
Coles County,Illinois,17,029,92.0
Cook County,Illinois,17,031,88.9
Crawford County,Illinois,17,033,92.7
Cumberland County,Illinois,17,035,94.0
DeKalb County,Illinois,17,037,92.9
De Witt County,Illinois,17,039,94.0
Douglas County,Illinois,17,041,84.9
DuPage County,Illinois,17,043,93.3
Edgar County,Illinois,17,045,93.1
Edwards County,Illinois,17,047,93.9
Effingham County,Illinois,17,049,94.7
Fayette County,Illinois,17,051,89.9
Ford County,Illinois,17,053,93.1
Franklin County,Illinois,17,055,91.8
Fulton County,Illinois,17,057,92.4
Gallatin County,Illinois,17,059,94.8
Greene County,Illinois,17,061,92.1
Grundy County,Illinois,17,063,95.0
Hamilton County,Illinois,17,065,90.5
Hancock County,Illinois,17,067,95.3
Hardin County,Illinois,17,069,90.4
Henderson County,Illinois,17,071,92.8
Henry County,Illinois,17,073,94.8
Iroquois County,Illinois,17,075,92.8
Jackson County,Illinois,17,077,92.5
Jasper County,Illinois,17,079,93.5
Jefferson County,Illinois,17,081,92.6
Jersey County,Illinois,17,083,93.9
Jo Daviess County,Illinois,17,085,94.9
Johnson County,Illinois,17,087,94.3
Kane County,Illinois,17,089,90.2
Kankakee County,Illinois,17,091,92.9
Kendall County,Illinois,17,093,95.4
Knox County,Illinois,17,095,92.8
Lake County,Illinois,17,097,91.9
LaSalle County,Illinois,17,099,93.8
Lawrence County,Illinois,17,101,91.2
Lee County,Illinois,17,103,93.9
Livingston County,Illinois,17,105,93.9
Logan County,Illinois,17,107,95.1
McDonough County,Illinois,17,109,93.7
McHenry County,Illinois,17,111,93.9
McLean County,Illinois,17,113,95.6
Macon County,Illinois,17,115,94.2
Macoupin County,Illinois,17,117,94.2
Madison County,Illinois,17,119,94.5
Marion County,Illinois,17,121,92.6
Marshall County,Illinois,17,123,95.7
Mason County,Illinois,17,125,94.5
Massac County,Illinois,17,127,94.2
Menard County,Illinois,17,129,96.8
Mercer County,Illinois,17,131,96.7
Monroe County,Illinois,17,133,96.8
Montgomery County,Illinois,17,135,94.2
Morgan County,Illinois,17,137,94.6
Moultrie County,Illinois,17,139,86.4
Ogle County,Illinois,17,141,94.0
Peoria County,Illinois,17,143,93.4
Perry County,Illinois,17,145,95.2
Piatt County,Illinois,17,147,95.9
Pike County,Illinois,17,149,93.1
Pope County,Illinois,17,151,95.3
Pulaski County,Illinois,17,153,94.0
Putnam County,Illinois,17,155,95.3
Randolph County,Illinois,17,157,94.2
Richland County,Illinois,17,159,94.8
Rock Island County,Illinois,17,161,92.9
Saint Clair County,Illinois,17,163,92.1
Saline County,Illinois,17,165,92.9
Sangamon County,Illinois,17,167,95.0
Schuyler County,Illinois,17,169,83.7
Scott County,Illinois,17,171,93.8
Shelby County,Illinois,17,173,94.3
Stark County,Illinois,17,175,93.0
Stephenson County,Illinois,17,177,94.2
Tazewell County,Illinois,17,179,95.4
Union County,Illinois,17,181,92.3
Vermilion County,Illinois,17,183,92.6
Wabash County,Illinois,17,185,94.0
Warren County,Illinois,17,187,94.9
Washington County,Illinois,17,189,95.5
Wayne County,Illinois,17,191,91.6
White County,Illinois,17,193,94.9
Whiteside County,Illinois,17,195,94.0
Will County,Illinois,17,197,93.5
Williamson County,Illinois,17,199,93.1
Winnebago County,Illinois,17,201,92.8
Woodford County,Illinois,17,203,96.0
Adams County,Indiana,18,001,79.0
Allen County,Indiana,18,003,89.2
Bartholomew County,Indiana,18,005,89.8
Benton County,Indiana,18,007,88.2
Blackford County,Indiana,18,009,89.4
Boone County,Indiana,18,011,93.5
Brown County,Indiana,18,013,89.9
Carroll County,Indiana,18,015,89.1
Cass County,Indiana,18,017,88.1
Clark County,Indiana,18,019,89.9
Clay County,Indiana,18,021,92.5
Clinton County,Indiana,18,023,88.6
Crawford County,Indiana,18,025,92.0
Daviess County,Indiana,18,027,77.4
Dearborn County,Indiana,18,029,92.7
Decatur County,Indiana,18,031,90.3
DeKalb County,Indiana,18,033,89.5
Delaware County,Indiana,18,035,90.1
Dubois County,Indiana,18,037,93.5
Elkhart County,Indiana,18,039,83.1
Fayette County,Indiana,18,041,87.6
Floyd County,Indiana,18,043,93.2
Fountain County,Indiana,18,045,91.0
Franklin County,Indiana,18,047,93.1
Fulton County,Indiana,18,049,88.4
Gibson County,Indiana,18,051,91.8
Grant County,Indiana,18,053,89.8
Greene County,Indiana,18,055,90.1
Hamilton County,Indiana,18,057,94.3
Hancock County,Indiana,18,059,92.7
Harrison County,Indiana,18,061,92.2
Hendricks County,Indiana,18,063,93.1
Henry County,Indiana,18,065,90.1
Howard County,Indiana,18,067,90.6
Huntington County,Indiana,18,069,90.6
Jackson County,Indiana,18,071,89.7
Jasper County,Indiana,18,073,92.0
