County,State,State_FIPS,County_FIPS,high_school_and_above_percentage
Johnson County,Indiana,18,081,27.0
Knox County,Indiana,18,083,15.7
Kosciusko County,Indiana,18,085,21.0
LaGrange County,Indiana,18,087,10.8
Lake County,Indiana,18,089,19.4
LaPorte County,Indiana,18,091,16.2
Lawrence County,Indiana,18,093,12.7
Madison County,Indiana,18,095,16.7
Marion County,Indiana,18,097,28.6
Marshall County,Indiana,18,099,14.4
Martin County,Indiana,18,101,8.7
Miami County,Indiana,18,103,9.8
Monroe County,Indiana,18,105,44.7
Montgomery County,Indiana,18,107,19.5
Morgan County,Indiana,18,109,15.3
Newton County,Indiana,18,111,10.1
Noble County,Indiana,18,113,11.5
Ohio County,Indiana,18,115,13.9
Orange County,Indiana,18,117,12.4
Owen County,Indiana,18,119,8.6
Parke County,Indiana,18,121,14.6
Perry County,Indiana,18,123,10.3
Pike County,Indiana,18,125,9.1
Porter County,Indiana,18,127,25.3
Posey County,Indiana,18,129,18.8
Pulaski County,Indiana,18,131,12.8
Putnam County,Indiana,18,133,14.8
Randolph County,Indiana,18,135,10.3
Ripley County,Indiana,18,137,14.0
Rush County,Indiana,18,139,14.1
Saint Joseph County,Indiana,18,141,27.5
Scott County,Indiana,18,143,8.3
Shelby County,Indiana,18,145,14.4
Spencer County,Indiana,18,147,14.2
Starke County,Indiana,18,149,10.6
Steuben County,Indiana,18,151,19.2
Sullivan County,Indiana,18,153,11.3
Switzerland County,Indiana,18,155,6.9
Tippecanoe County,Indiana,18,157,37.2
Tipton County,Indiana,18,159,14.3
Union County,Indiana,18,161,17.7
Vanderburgh County,Indiana,18,163,22.5
Vermillion County,Indiana,18,165,14.2
Vigo County,Indiana,18,167,19.9
Wabash County,Indiana,18,169,16.8
Warren County,Indiana,18,171,14.1
Warrick County,Indiana,18,173,27.6
Washington County,Indiana,18,175,10.1
Wayne County,Indiana,18,177,16.1
Wells County,Indiana,18,179,14.5
White County,Indiana,18,181,14.6
Whitley County,Indiana,18,183,16.7
Adair County,Iowa,19,001,11.5
Adams County,Iowa,19,003,15.6
Allamakee County,Iowa,19,005,14.0
Appanoose County,Iowa,19,007,15.4
Audubon County,Iowa,19,009,14.9
Benton County,Iowa,19,011,18.0
Black Hawk County,Iowa,19,013,25.6
Boone County,Iowa,19,015,19.3
Bremer County,Iowa,19,017,27.4
Buchanan County,Iowa,19,019,16.0
Buena Vista County,Iowa,19,021,21.2
Butler County,Iowa,19,023,13.5
Calhoun County,Iowa,19,025,17.8
Carroll County,Iowa,19,027,17.4
Cass County,Iowa,19,029,19.2
Cedar County,Iowa,19,031,18.4
Cerro Gordo County,Iowa,19,033,21.3
Cherokee County,Iowa,19,035,20.6
Chickasaw County,Iowa,19,037,13.4
Clarke County,Iowa,19,039,10.3
Clay County,Iowa,19,041,18.6
Clayton County,Iowa,19,043,13.1
Clinton County,Iowa,19,045,16.7
Crawford County,Iowa,19,047,11.5
Dallas County,Iowa,19,049,43.4
Davis County,Iowa,19,051,14.8
Decatur County,Iowa,19,053,17.8
Delaware County,Iowa,19,055,13.2
Des Moines County,Iowa,19,057,19.8
Dickinson County,Iowa,19,059,28.3
Dubuque County,Iowa,19,061,25.7
Emmet County,Iowa,19,063,13.4
Fayette County,Iowa,19,065,15.5
Floyd County,Iowa,19,067,17.4
Franklin County,Iowa,19,069,14.1
Fremont County,Iowa,19,071,17.4
Greene County,Iowa,19,073,18.3
Grundy County,Iowa,19,075,19.6
Guthrie County,Iowa,19,077,18.1
Hamilton County,Iowa,19,079,13.8
Hancock County,Iowa,19,081,15.8
Hardin County,Iowa,19,083,19.8
Harrison County,Iowa,19,085,16.2
Henry County,Iowa,19,087,18.4
Howard County,Iowa,19,089,11.1
Humboldt County,Iowa,19,091,17.9
Ida County,Iowa,19,093,18.9
Iowa County,Iowa,19,095,19.5
Jackson County,Iowa,19,097,13.1
Jasper County,Iowa,19,099,17.0
Jefferson County,Iowa,19,101,29.7
Johnson County,Iowa,19,103,49.5
Jones County,Iowa,19,105,15.5
Keokuk County,Iowa,19,107,10.1
Kossuth County,Iowa,19,109,17.1
Lee County,Iowa,19,111,14.4
Linn County,Iowa,19,113,31.4
Louisa County,Iowa,19,115,11.9
Lucas County,Iowa,19,117,11.6
Lyon County,Iowa,19,119,16.2
Madison County,Iowa,19,121,19.6
Mahaska County,Iowa,19,123,18.2
Marion County,Iowa,19,125,23.1
Marshall County,Iowa,19,127,18.2
Mills County,Iowa,19,129,24.2
Mitchell County,Iowa,19,131,12.8
Monona County,Iowa,19,133,12.0
Monroe County,Iowa,19,135,14.6
Montgomery County,Iowa,19,137,18.6
Muscatine County,Iowa,19,139,17.0
O'Brien County,Iowa,19,141,21.3
Osceola County,Iowa,19,143,14.0
Page County,Iowa,19,145,14.8
Palo Alto County,Iowa,19,147,13.6
Plymouth County,Iowa,19,149,17.6
Pocahontas County,Iowa,19,151,15.6
Polk County,Iowa,19,153,34.9
Pottawattamie County,Iowa,19,155,17.4
Poweshiek County,Iowa,19,157,23.5
Ringgold County,Iowa,19,159,18.3
Sac County,Iowa,19,161,17.6
Scott County,Iowa,19,163,31.0
Shelby County,Iowa,19,165,15.1
Sioux County,Iowa,19,167,23.7
Story County,Iowa,19,169,48.2
Tama County,Iowa,19,171,14.4
Taylor County,Iowa,19,173,11.2
Union County,Iowa,19,175,15.9
Van Buren County,Iowa,19,177,14.2
Wapello County,Iowa,19,179,16.2
Warren County,Iowa,19,181,26.8
Washington County,Iowa,19,183,18.4
Wayne County,Iowa,19,185,11.2
Webster County,Iowa,19,187,18.1
Winnebago County,Iowa,19,189,19.6
Winneshiek County,Iowa,19,191,26.2
Woodbury County,Iowa,19,193,21.9
Worth County,Iowa,19,195,16.9
Wright County,Iowa,19,197,13.2
Allen County,Kansas,20,001,16.5
Anderson County,Kansas,20,003,15.3
Atchison County,Kansas,20,005,18.9
Barber County,Kansas,20,007,19.6
Barton County,Kansas,20,009,18.1
Bourbon County,Kansas,20,011,20.4
Brown County,Kansas,20,013,17.8
Butler County,Kansas,20,015,25.1
Chase County,Kansas,20,017,19.4
Chautauqua County,Kansas,20,019,19.1
Cherokee County,Kansas,20,021,13.3
Cheyenne County,Kansas,20,023,20.6
Clark County,Kansas,20,025,26.7
Clay County,Kansas,20,027,19.3
Cloud County,Kansas,20,029,15.2
Coffey County,Kansas,20,031,20.8
Comanche County,Kansas,20,033,21.6
Cowley County,Kansas,20,035,18.6
Crawford County,Kansas,20,037,27.3
Decatur County,Kansas,20,039,26.0
Dickinson County,Kansas,20,041,18.7
Doniphan County,Kansas,20,043,18.0
Douglas County,Kansas,20,045,47.4
Edwards County,Kansas,20,047,21.5
Elk County,Kansas,20,049,17.3
Ellis County,Kansas,20,051,32.3
Ellsworth County,Kansas,20,053,17.8
Finney County,Kansas,20,055,17.6
Ford County,Kansas,20,057,16.1
Franklin County,Kansas,20,059,19.7
Geary County,Kansas,20,061,19.2
Gove County,Kansas,20,063,17.8
Graham County,Kansas,20,065,21.1
Grant County,Kansas,20,067,18.4
Gray County,Kansas,20,069,21.7
Greeley County,Kansas,20,071,15.3
Greenwood County,Kansas,20,073,16.1
Hamilton County,Kansas,20,075,13.7
Harper County,Kansas,20,077,15.5
Harvey County,Kansas,20,079,25.0
Haskell County,Kansas,20,081,15.0
Hodgeman County,Kansas,20,083,25.0
Jackson County,Kansas,20,085,18.5
Jefferson County,Kansas,20,087,20.0
Jewell County,Kansas,20,089,16.7
Johnson County,Kansas,20,091,54.2
Kearny County,Kansas,20,093,11.1
Kingman County,Kansas,20,095,20.6
Kiowa County,Kansas,20,097,20.6
Labette County,Kansas,20,099,19.4
Lane County,Kansas,20,101,19.6
Leavenworth County,Kansas,20,103,28.2
Lincoln County,Kansas,20,105,18.5
Linn County,Kansas,20,107,13.5
Logan County,Kansas,20,109,17.7
Lyon County,Kansas,20,111,20.9
McPherson County,Kansas,20,113,25.7
Marion County,Kansas,20,115,19.4
Marshall County,Kansas,20,117,11.5
Meade County,Kansas,20,119,23.8
Miami County,Kansas,20,121,22.1
Mitchell County,Kansas,20,123,24.7
Montgomery County,Kansas,20,125,19.2
Morris County,Kansas,20,127,15.5
Morton County,Kansas,20,129,19.3
Nemaha County,Kansas,20,131,13.5
Neosho County,Kansas,20,133,17.6
Ness County,Kansas,20,135,20.4
Norton County,Kansas,20,137,13.7
Osage County,Kansas,20,139,19.4
Osborne County,Kansas,20,141,21.5
Ottawa County,Kansas,20,143,17.9
Pawnee County,Kansas,20,145,20.2
Phillips County,Kansas,20,147,16.6
Pottawatomie County,Kansas,20,149,27.3
Pratt County,Kansas,20,151,25.6
Rawlins County,Kansas,20,153,23.2
Reno County,Kansas,20,155,19.4
Republic County,Kansas,20,157,20.1
Rice County,Kansas,20,159,19.6
Riley County,Kansas,20,161,44.9
Rooks County,Kansas,20,163,19.3
Rush County,Kansas,20,165,18.6
Russell County,Kansas,20,167,17.6
Saline County,Kansas,20,169,24.2
Scott County,Kansas,20,171,24.6
Sedgwick County,Kansas,20,173,28.9
Seward County,Kansas,20,175,11.7
Shawnee County,Kansas,20,177,28.5
Sheridan County,Kansas,20,179,20.2
Sherman County,Kansas,20,181,18.9
Smith County,Kansas,20,183,13.7
Stafford County,Kansas,20,185,16.3
Stanton County,Kansas,20,187,18.5
Stevens County,Kansas,20,189,12.1
Sumner County,Kansas,20,191,18.1
Thomas County,Kansas,20,193,28.3
Trego County,Kansas,20,195,13.5
Wabaunsee County,Kansas,20,197,16.5
Wallace County,Kansas,20,199,20.8
Washington County,Kansas,20,201,15.1
Wichita County,Kansas,20,203,15.9
Wilson County,Kansas,20,205,11.2
Woodson County,Kansas,20,207,17.1
Wyandotte County,Kansas,20,209,14.6
Adair County,Kentucky,21,001,10.8
Allen County,Kentucky,21,003,10.9
Anderson County,Kentucky,21,005,17.3
Ballard County,Kentucky,21,007,11.8
Barren County,Kentucky,21,009,12.8
Bath County,Kentucky,21,011,11.8
Bell County,Kentucky,21,013,9.6
Boone County,Kentucky,21,015,30.9
Bourbon County,Kentucky,21,017,14.3
Boyd County,Kentucky,21,019,16.1
Boyle County,Kentucky,21,021,24.1
Bracken County,Kentucky,21,023,12.0
Breathitt County,Kentucky,21,025,7.8
Breckinridge County,Kentucky,21,027,8.3
Bullitt County,Kentucky,21,029,10.1
Butler County,Kentucky,21,031,6.6
Caldwell County,Kentucky,21,033,12.6
Calloway County,Kentucky,21,035,27.3
Campbell County,Kentucky,21,037,27.5
Carlisle County,Kentucky,21,039,17.9
Carroll County,Kentucky,21,041,8.2
Carter County,Kentucky,21,043,8.0
Casey County,Kentucky,21,045,6.3
Christian County,Kentucky,21,047,14.2
Clark County,Kentucky,21,049,16.9
Clay County,Kentucky,21,051,4.6
Clinton County,Kentucky,21,053,5.6
Crittenden County,Kentucky,21,055,7.4
Cumberland County,Kentucky,21,057,13.2
Daviess County,Kentucky,21,059,18.5
Edmonson County,Kentucky,21,061,8.8
Elliott County,Kentucky,21,063,3.9
Estill County,Kentucky,21,065,5.8
Fayette County,Kentucky,21,067,41.2
Fleming County,Kentucky,21,069,10.6
Floyd County,Kentucky,21,071,10.1
Franklin County,Kentucky,21,073,28.3
Fulton County,Kentucky,21,075,11.5
Gallatin County,Kentucky,21,077,7.4
Garrard County,Kentucky,21,079,13.9
Grant County,Kentucky,21,081,10.2
Graves County,Kentucky,21,083,14.7
Grayson County,Kentucky,21,085,7.5
Green County,Kentucky,21,087,9.1
Greenup County,Kentucky,21,089,14.8
Hancock County,Kentucky,21,091,11.6
Hardin County,Kentucky,21,093,20.2
Harlan County,Kentucky,21,095,9.3
Harrison County,Kentucky,21,097,13.3
Hart County,Kentucky,21,099,7.3
Henderson County,Kentucky,21,101,15.6
Henry County,Kentucky,21,103,13.9
Hickman County,Kentucky,21,105,11.4
Hopkins County,Kentucky,21,107,14.1
Jackson County,Kentucky,21,109,6.3
Jefferson County,Kentucky,21,111,30.5
Jessamine County,Kentucky,21,113,26.8
Johnson County,Kentucky,21,115,9.5
Kenton County,Kentucky,21,117,29.1
Knott County,Kentucky,21,119,10.8
Knox County,Kentucky,21,121,8.3
Larue County,Kentucky,21,123,10.2
Laurel County,Kentucky,21,125,11.7
Lawrence County,Kentucky,21,127,7.8
Lee County,Kentucky,21,129,4.2
Leslie County,Kentucky,21,131,6.5
Letcher County,Kentucky,21,133,11.6
Lewis County,Kentucky,21,135,9.5
Lincoln County,Kentucky,21,137,7.2
Livingston County,Kentucky,21,139,9.1
Logan County,Kentucky,21,141,10.8
Lyon County,Kentucky,21,143,13.4
McCracken County,Kentucky,21,145,23.0
McCreary County,Kentucky,21,147,6.1
McLean County,Kentucky,21,149,8.8
Madison County,Kentucky,21,151,27.2
Magoffin County,Kentucky,21,153,7.3
Marion County,Kentucky,21,155,9.4
Marshall County,Kentucky,21,157,16.3
Martin County,Kentucky,21,159,7.6
Mason County,Kentucky,21,161,12.0
Meade County,Kentucky,21,163,11.2
Menifee County,Kentucky,21,165,9.3
Mercer County,Kentucky,21,167,18.2
Metcalfe County,Kentucky,21,169,7.1
Monroe County,Kentucky,21,171,13.3
Montgomery County,Kentucky,21,173,15.9
Morgan County,Kentucky,21,175,8.2
Muhlenberg County,Kentucky,21,177,8.3
Nelson County,Kentucky,21,179,13.3
Nicholas County,Kentucky,21,181,9.6
Ohio County,Kentucky,21,183,6.8
Oldham County,Kentucky,21,185,37.4
Owen County,Kentucky,21,187,16.0
Owsley County,Kentucky,21,189,6.4
Pendleton County,Kentucky,21,191,9.7
Perry County,Kentucky,21,193,12.0
Pike County,Kentucky,21,195,11.9
Powell County,Kentucky,21,197,11.7
Pulaski County,Kentucky,21,199,13.8
Robertson County,Kentucky,21,201,10.3
Rockcastle County,Kentucky,21,203,5.8
Rowan County,Kentucky,21,205,19.4
Russell County,Kentucky,21,207,10.5
Scott County,Kentucky,21,209,27.1
Shelby County,Kentucky,21,211,25.8
Simpson County,Kentucky,21,213,15.2
Spencer County,Kentucky,21,215,15.1
Taylor County,Kentucky,21,217,12.2
Todd County,Kentucky,21,219,8.8
Trigg County,Kentucky,21,221,14.6
Trimble County,Kentucky,21,223,12.7
Union County,Kentucky,21,225,8.9
Warren County,Kentucky,21,227,26.4
Washington County,Kentucky,21,229,16.5
Wayne County,Kentucky,21,231,7.9
Webster County,Kentucky,21,233,8.7
Whitley County,Kentucky,21,235,11.4
Wolfe County,Kentucky,21,237,8.8
Woodford County,Kentucky,21,239,28.3
Acadia Parish,Louisiana,22,001,9.3
Allen Parish,Louisiana,22,003,7.9
Ascension Parish,Louisiana,22,005,22.0
Assumption Parish,Louisiana,22,007,7.7
Avoyelles Parish,Louisiana,22,009,10.4
Beauregard Parish,Louisiana,22,011,15.7
Bienville Parish,Louisiana,22,013,10.6
Bossier Parish,Louisiana,22,015,23.9
Caddo Parish,Louisiana,22,017,22.2
Calcasieu Parish,Louisiana,22,019,18.8
Caldwell Parish,Louisiana,22,021,12.2
Cameron Parish,Louisiana,22,023,9.3
Catahoula Parish,Louisiana,22,025,7.9
Claiborne Parish,Louisiana,22,027,11.1
Concordia Parish,Louisiana,22,029,9.7
De Soto Parish,Louisiana,22,031,10.7
East Baton Rouge Parish,Louisiana,22,033,34.5
East Carroll Parish,Louisiana,22,035,8.2
East Feliciana Parish,Louisiana,22,037,10.8
Evangeline Parish,Louisiana,22,039,10.5
Franklin Parish,Louisiana,22,041,9.1
Grant Parish,Louisiana,22,043,8.0
Iberia Parish,Louisiana,22,045,12.8
Iberville Parish,Louisiana,22,047,10.8
Jackson Parish,Louisiana,22,049,11.5
Jefferson Parish,Louisiana,22,051,23.1
Jefferson Davis Parish,Louisiana,22,053,10.5
Lafayette Parish,Louisiana,22,055,28.2
Lafourche Parish,Louisiana,22,057,14.0
LaSalle Parish,Louisiana,22,059,10.0
Lincoln Parish,Louisiana,22,061,30.8
Livingston Parish,Louisiana,22,063,16.1
Madison Parish,Louisiana,22,065,10.2
Morehouse Parish,Louisiana,22,067,11.7
Natchitoches Parish,Louisiana,22,069,20.3
Orleans Parish,Louisiana,22,071,32.9
Ouachita Parish,Louisiana,22,073,21.5
Plaquemines Parish,Louisiana,22,075,14.9
Pointe Coupee Parish,Louisiana,22,077,12.2
Rapides Parish,Louisiana,22,079,18.1
Red River Parish,Louisiana,22,081,10.0
Richland Parish,Louisiana,22,083,11.0
Sabine Parish,Louisiana,22,085,12.3
Saint Bernard Parish,Louisiana,22,087,9.2
Saint Charles Parish,Louisiana,22,089,17.7
Saint Helena Parish,Louisiana,22,091,9.4
Saint James Parish,Louisiana,22,093,9.4
Saint John the Baptist Parish,Louisiana,22,095,14.4
Saint Landry Parish,Louisiana,22,097,11.2
Saint Martin Parish,Louisiana,22,099,11.3
Saint Mary Parish,Louisiana,22,101,8.2
Saint Tammany Parish,Louisiana,22,103,30.3
Tangipahoa Parish,Louisiana,22,105,16.8
Tensas Parish,Louisiana,22,107,9.5
Terrebonne Parish,Louisiana,22,109,11.8
Union Parish,Louisiana,22,111,10.3
Vermilion Parish,Louisiana,22,113,11.8
Vernon Parish,Louisiana,22,115,18.2
Washington Parish,Louisiana,22,117,8.4
Webster Parish,Louisiana,22,119,12.5
West Baton Rouge Parish,Louisiana,22,121,16.0
West Carroll Parish,Louisiana,22,123,7.1
West Feliciana Parish,Louisiana,22,125,15.7
Winn Parish,Louisiana,22,127,12.8
Androscoggin County,Maine,23,001,17.5
Aroostook County,Maine,23,003,15.4
Cumberland County,Maine,23,005,39.4
Franklin County,Maine,23,007,21.9
Hancock County,Maine,23,009,30.0
Kennebec County,Maine,23,011,24.2
Knox County,Maine,23,013,28.0
Lincoln County,Maine,23,015,28.7
Oxford County,Maine,23,017,15.8
Penobscot County,Maine,23,019,22.1
Piscataquis County,Maine,23,021,16.4
Sagadahoc County,Maine,23,023,30.5
Somerset County,Maine,23,025,13.7
Waldo County,Maine,23,027,24.1
Washington County,Maine,23,029,17.7
York County,Maine,23,031,28.5
Allegany County,Maryland,24,001,14.5
Anne Arundel County,Maryland,24,003,38.0
Baltimore County,Maryland,24,005,35.9
Calvert County,Maryland,24,009,28.8
Caroline County,Maryland,24,011,13.9
Carroll County,Maryland,24,013,31.7
Cecil County,Maryland,24,015,20.7
Charles County,Maryland,24,017,26.1
Dorchester County,Maryland,24,019,15.9
Frederick County,Maryland,24,021,38.7
Garrett County,Maryland,24,023,18.6
Harford County,Maryland,24,025,32.0
Howard County,Maryland,24,027,62.4
Kent County,Maryland,24,029,29.6
Queen Anne's County,Maryland,24,035,30.3
Saint Mary's County,Maryland,24,037,30.6
Somerset County,Maryland,24,039,12.0
Talbot County,Maryland,24,041,33.4
Washington County,Maryland,24,043,18.0
Wicomico County,Maryland,24,045,26.3
Worcester County,Maryland,24,047,27.7
Baltimore City,Maryland,24,510,25.8
Montgomery County,Maryland,24,031,59.1
Prince George's County,Maryland,24,033,27.7
Barnstable County,Massachusetts,25,001,40.1
Berkshire County,Massachusetts,25,003,29.6
Bristol County,Massachusetts,25,005,25.3
Dukes County,Massachusetts,25,007,38.6
Essex County,Massachusetts,25,009,38.0
Franklin County,Massachusetts,25,011,30.2
Hampden County,Massachusetts,25,013,23.3
Hampshire County,Massachusetts,25,015,39.9
Middlesex County,Massachusetts,25,017,51.1
Nantucket County,Massachusetts,25,019,38.4
Norfolk County,Massachusetts,25,021,49.4
Plymouth County,Massachusetts,25,023,33.0
Suffolk County,Massachusetts,25,025,40.1
Worcester County,Massachusetts,25,027,34.2
Alcona County,Michigan,26,001,14.1
Alger County,Michigan,26,003,16.2
Allegan County,Michigan,26,005,20.2
Alpena County,Michigan,26,007,16.9
Antrim County,Michigan,26,009,24.1
Arenac County,Michigan,26,011,10.0
Baraga County,Michigan,26,013,8.2
Barry County,Michigan,26,015,16.4
Bay County,Michigan,26,017,18.2
Benzie County,Michigan,26,019,22.8
Berrien County,Michigan,26,021,26.2
Branch County,Michigan,26,023,13.5
Calhoun County,Michigan,26,025,19.2
Cass County,Michigan,26,027,16.2
Charlevoix County,Michigan,26,029,27.1
Cheboygan County,Michigan,26,031,18.0
Chippewa County,Michigan,26,033,14.9
Clare County,Michigan,26,035,10.8
Clinton County,Michigan,26,037,26.8
Crawford County,Michigan,26,039,13.5
Delta County,Michigan,26,041,18.7
Dickinson County,Michigan,26,043,21.1
Eaton County,Michigan,26,045,25.5
Emmet County,Michigan,26,047,32.8
Genesee County,Michigan,26,049,19.2
Gladwin County,Michigan,26,051,12.0
Gogebic County,Michigan,26,053,19.0
Grand Traverse County,Michigan,26,055,30.0
Gratiot County,Michigan,26,057,13.0
Hillsdale County,Michigan,26,059,14.1
Houghton County,Michigan,26,061,30.4
Huron County,Michigan,26,063,13.3
Ingham County,Michigan,26,065,36.5
Ionia County,Michigan,26,067,11.8
Iosco County,Michigan,26,069,14.6
Iron County,Michigan,26,071,18.3
Isabella County,Michigan,26,073,24.4
Jackson County,Michigan,26,075,17.1
Kalamazoo County,Michigan,26,077,35.4
Kalkaska County,Michigan,26,079,10.0
Kent County,Michigan,26,081,31.8
Keweenaw County,Michigan,26,083,23.4
Lake County,Michigan,26,085,8.7
Lapeer County,Michigan,26,087,15.2
Leelanau County,Michigan,26,089,40.7
Lenawee County,Michigan,26,091,17.2
Livingston County,Michigan,26,093,32.3
Luce County,Michigan,26,095,13.6
Mackinac County,Michigan,26,097,18.5
Macomb County,Michigan,26,099,23.5
Manistee County,Michigan,26,101,18.2
Marquette County,Michigan,26,103,28.0
Mason County,Michigan,26,105,19.4
Mecosta County,Michigan,26,107,21.5
Menominee County,Michigan,26,109,14.3
Midland County,Michigan,26,111,34.0
Missaukee County,Michigan,26,113,12.3
Monroe County,Michigan,26,115,16.9
Montcalm County,Michigan,26,117,11.8
Montmorency County,Michigan,26,119,10.3
Muskegon County,Michigan,26,121,16.9
Newaygo County,Michigan,26,123,13.6
Oakland County,Michigan,26,125,45.6
Oceana County,Michigan,26,127,14.8
Ogemaw County,Michigan,26,129,10.4
Ontonagon County,Michigan,26,131,17.9
Osceola County,Michigan,26,133,11.8
Oscoda County,Michigan,26,135,7.9
Otsego County,Michigan,26,137,21.0
Ottawa County,Michigan,26,139,29.8
Presque Isle County,Michigan,26,141,16.7
Roscommon County,Michigan,26,143,16.1
Saginaw County,Michigan,26,145,18.7
Saint Clair County,Michigan,26,147,15.0
Saint Joseph County,Michigan,26,149,14.1
Sanilac County,Michigan,26,151,10.7
Schoolcraft County,Michigan,26,153,13.0
Shiawassee County,Michigan,26,155,13.1
Tuscola County,Michigan,26,157,11.6
Van Buren County,Michigan,26,159,17.9
Washtenaw County,Michigan,26,161,50.9
Wayne County,Michigan,26,163,20.8
Wexford County,Michigan,26,165,16.2
Aitkin County,Minnesota,27,001,15.0
Anoka County,Minnesota,27,003,25.7
Becker County,Minnesota,27,005,21.3
Beltrami County,Minnesota,27,007,28.3
Benton County,Minnesota,27,009,19.0
Big Stone County,Minnesota,27,011,13.4
Blue Earth County,Minnesota,27,013,28.3
Brown County,Minnesota,27,015,20.2
Carlton County,Minnesota,27,017,20.7
Carver County,Minnesota,27,019,45.2
Cass County,Minnesota,27,021,20.1
Chippewa County,Minnesota,27,023,16.1
Chisago County,Minnesota,27,025,17.7
Clay County,Minnesota,27,027,29.3
Clearwater County,Minnesota,27,029,13.4
Cook County,Minnesota,27,031,37.5
Cottonwood County,Minnesota,27,033,17.4
Crow Wing County,Minnesota,27,035,22.4
Dakota County,Minnesota,27,037,39.4
Dodge County,Minnesota,27,039,19.9
Douglas County,Minnesota,27,041,24.6
Faribault County,Minnesota,27,043,15.2
Fillmore County,Minnesota,27,045,18.0
Freeborn County,Minnesota,27,047,13.7
Goodhue County,Minnesota,27,049,21.9
Grant County,Minnesota,27,051,16.9
Hennepin County,Minnesota,27,053,46.8
Houston County,Minnesota,27,055,21.2
Hubbard County,Minnesota,27,057,23.2
Isanti County,Minnesota,27,059,14.2
Itasca County,Minnesota,27,061,20.0
Jackson County,Minnesota,27,063,15.0
Kanabec County,Minnesota,27,065,11.0
Kandiyohi County,Minnesota,27,067,21.9
Kittson County,Minnesota,27,069,20.7
Koochiching County,Minnesota,27,071,16.2
Lac qui Parle County,Minnesota,27,073,14.9
Lake County,Minnesota,27,075,18.0
Lake of the Woods County,Minnesota,27,077,16.1
Le Sueur County,Minnesota,27,079,20.4
Lincoln County,Minnesota,27,081,15.4
Lyon County,Minnesota,27,083,24.5
McLeod County,Minnesota,27,085,17.5
Mahnomen County,Minnesota,27,087,12.3
Marshall County,Minnesota,27,089,15.0
Martin County,Minnesota,27,091,18.0
Meeker County,Minnesota,27,093,14.5
Mille Lacs County,Minnesota,27,095,15.0
Morrison County,Minnesota,27,097,14.7
Mower County,Minnesota,27,099,16.4
Murray County,Minnesota,27,101,15.5
Nicollet County,Minnesota,27,103,32.1
Nobles County,Minnesota,27,105,13.6
Norman County,Minnesota,27,107,13.9
Olmsted County,Minnesota,27,109,40.2
Otter Tail County,Minnesota,27,111,22.2
Pennington County,Minnesota,27,113,17.9
Pine County,Minnesota,27,115,12.7
Pipestone County,Minnesota,27,117,16.1
Polk County,Minnesota,27,119,21.7
Pope County,Minnesota,27,121,19.2
Ramsey County,Minnesota,27,123,39.4
Red Lake County,Minnesota,27,125,13.7
Redwood County,Minnesota,27,127,14.0
Renville County,Minnesota,27,129,14.5
Rice County,Minnesota,27,131,27.6
Rock County,Minnesota,27,133,16.3
Roseau County,Minnesota,27,135,17.2
Saint Louis County,Minnesota,27,137,25.6
Scott County,Minnesota,27,139,37.8
Sherburne County,Minnesota,27,141,22.0
Sibley County,Minnesota,27,143,12.9
Stearns County,Minnesota,27,145,22.5
Steele County,Minnesota,27,147,24.5
Stevens County,Minnesota,27,149,25.4
Swift County,Minnesota,27,151,13.8
Todd County,Minnesota,27,153,12.0
Traverse County,Minnesota,27,155,15.6
Wabasha County,Minnesota,27,157,17.0
Wadena County,Minnesota,27,159,14.7
Waseca County,Minnesota,27,161,21.1
Washington County,Minnesota,27,163,41.1
Watonwan County,Minnesota,27,165,11.5
Wilkin County,Minnesota,27,167,15.3
Winona County,Minnesota,27,169,26.3
Wright County,Minnesota,27,171,25.8
Yellow Medicine County,Minnesota,27,173,15.4
Adams County,Mississippi,28,001,14.2
Alcorn County,Mississippi,28,003,17.5
Amite County,Mississippi,28,005,10.6
Attala County,Mississippi,28,007,17.3
Benton County,Mississippi,28,009,13.2
Bolivar County,Mississippi,28,011,17.6
Calhoun County,Mississippi,28,013,9.2
Carroll County,Mississippi,28,015,11.3
Chickasaw County,Mississippi,28,017,11.0
Choctaw County,Mississippi,28,019,10.9
Claiborne County,Mississippi,28,021,13.1
Clarke County,Mississippi,28,023,9.3
Clay County,Mississippi,28,025,16.1
Coahoma County,Mississippi,28,027,16.1
Copiah County,Mississippi,28,029,11.9
Covington County,Mississippi,28,031,10.1
DeSoto County,Mississippi,28,033,20.0
Forrest County,Mississippi,28,035,25.2
Franklin County,Mississippi,28,037,11.2
George County,Mississippi,28,039,9.1
Greene County,Mississippi,28,041,6.6
Grenada County,Mississippi,28,043,15.0
Hancock County,Mississippi,28,045,24.3
Harrison County,Mississippi,28,047,20.3
Hinds County,Mississippi,28,049,25.5
Holmes County,Mississippi,28,051,10.1
Humphreys County,Mississippi,28,053,8.0
Issaquena County,Mississippi,28,055,5.9
Itawamba County,Mississippi,28,057,13.8
Jackson County,Mississippi,28,059,19.0
Jasper County,Mississippi,28,061,12.9
Jefferson County,Mississippi,28,063,12.4
Jefferson Davis County,Mississippi,28,065,12.4
Jones County,Mississippi,28,067,15.7
Kemper County,Mississippi,28,069,10.7
Lafayette County,Mississippi,28,071,39.1
Lamar County,Mississippi,28,073,31.9
Lauderdale County,Mississippi,28,075,17.9
Lawrence County,Mississippi,28,077,11.9
